id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/13/value
2511742651,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-02-25T05:13:16.788Z,2023-02-25T06:27:06Z,4053488231,59,"1, 25, 38, 13, 6, 4, 14, 8, 9, 23, 10, 2, 15, 18, 33, 36, 37, 39",4053488233,130,3,4053488237,194,31v9w4cyk1fxlig452kuc65ed,4053488229,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4053488235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053488227,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, bcytv86dp6kqrsosu6gck9q7d, bdo2grdx1mgm63gii3zar50id, ze75933qynqbr4gupkz6xzo5, 446scvw0ckoxnvnsqcqocve1h, 7q8urr40blud747zzb3io8w5x, 31v9w4cyk1fxlig452kuc65ed, c00r3yls3lf245nbo93m9d6cq, 5he6zl0hg2jxsb2m624xlum6t, cqoz8o1pse9uspkqvq3cmges5, af7c4t8wp0341io4x0dl02ac5, 5wz8hmh6szarsa6j0thdxeane, 5wivkupbnot9s6z48c31an42y, 1q1gfw2mh9tb52nvg2ilxvxwq, 5vn0zyf02eewx7nrkhnhchrmc, ajghvxfqfmiie0jm79izujthw",4053488239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053527253,197,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511743279,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-02-25T05:16:42.406Z,2023-02-25T05:58:46Z,4053491387,194,bgzao2jp59jygdic68s5iudat,4053491383,130,7,4053526441,197,15395,4053491379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053491381,59,"1, 23, 18, 26, 29, 4, 22, 8, 11, 17, 10, 3, 6, 12, 20, 21, 25, 32",4053491389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053491377,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 49ctudxdwjkrhz6n3ykjpmdey, bgzao2jp59jygdic68s5iudat, bu8z6ig5wrrtgsm1qhe4fxe51, cr52lkk2tjwlz0gd34b0klyad, 4rg5d1oo8rtclemhci81i6xg5, c243bbqbc7agln9jpv0faa6dx, aiehjyb5unahdn0somr3ewa1h, 9dxuc4hj1ovd3mpjrxombnm22, 7nkjqwtji300a54ubhxn5f179, cuaqqokt0c82wz0bc0tt10rxm, 8b5ohtv882jce0823nuo0ugvd, d3ghkzq3ztaeno4lh8sj7o86i, ctrffnfu5yqmqf9nqyex5ky22, 2s0ifhiwlt1z5nnor585hjuhg",4053491385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750567,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-02-25T06:00:13.416Z,2023-03-01T11:17:27Z,4053527835,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750569,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-02-25T06:00:13.416Z,2023-02-25T06:00:14Z,4053527843,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750573,3,1,1,0,0,c33jm806py6adse5wv9wx6ch1,1,50.1,49.7,2023-02-25T06:00:13.516Z,2023-03-01T11:20:08Z,4053527877,279,S,4053527869,140,38.3,4053527873,212,12.8,4053527867,56,Back,4053527875,213,2.9,4053527871,141,54.2,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750575,4,1,1,0,3,c33jm806py6adse5wv9wx6ch1,1,38.6,54.8,2023-02-25T06:00:16.604Z,2023-02-25T06:00:18Z,4053527889,56,Back,4053527897,213,1.1,4053527891,140,44.2,4053527893,141,72.3,4053527895,212,13.3,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750579,5,1,1,0,4,c33jm806py6adse5wv9wx6ch1,1,44.2,73,2023-02-25T06:00:17.963Z,2023-02-25T06:50:20Z,4053527935,212,15.8,4053527929,56,Back,4053527937,213,3.1,4053527931,140,29.2,4053527933,141,74.1,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750583,6,1,1,0,7,c33jm806py6adse5wv9wx6ch1,1,27.6,72.7,2023-02-25T06:00:20.940Z,2023-02-25T06:00:22Z,4053527961,140,22.5,4053527963,141,47.9,4053527959,56,Back,4053527965,212,17.7,4053527967,213,4.4,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750587,7,1,1,0,9,c33jm806py6adse5wv9wx6ch1,1,22.6,45.8,2023-02-25T06:00:22.812Z,2023-02-25T06:00:25Z,4053527983,141,33.7,4053527979,56,Back,4053527985,212,8.4,4053527981,140,20.8,4053527987,213,4.5,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511750589,8,1,1,0,12,c33jm806py6adse5wv9wx6ch1,1,23.7,35.1,2023-02-25T06:00:26.300Z,2023-02-25T06:00:29Z,4053528019,56,Back,4053528027,213,1.3,4053528025,212,29.3,4053528023,141,76.4,4053528021,140,31.6,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
