id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2522216379,16,1,1,0,46,c33jm806py6adse5wv9wx6ch1,1,40.7,80.9,2023-03-19T08:00:56.416Z,2023-03-19T08:00:59Z,4108907651,140,45.9,4108907655,212,8.9,4108907653,141,70.6,4108907657,213,5.4,4108907649,56,Back,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216387,17,1,1,0,49,c33jm806py6adse5wv9wx6ch1,1,45.8,70,2023-03-19T08:00:59.648Z,2023-03-19T08:41:16Z,4108907681,56,Back,4108907685,141,74.2,4108907683,140,40.8,4108907687,212,6.0,4108907689,213,2.6,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216391,18,1,1,0,50,c33jm806py6adse5wv9wx6ch1,1,40.8,74.2,2023-03-19T08:01:00.352Z,2023-03-19T08:01:01Z,4108907697,56,Back,4108907699,140,45.8,4108907701,141,63.4,4108907703,212,9.0,4108907705,213,5.3,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216405,19,1,1,0,51,c33jm806py6adse5wv9wx6ch1,1,43.7,63.6,2023-03-19T08:01:01.632Z,2023-03-19T08:41:15Z,4108907751,56,Back,4108907753,140,39.4,4108907757,212,31.4,4108907759,213,4.6,4108907755,141,17.9,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216409,20,1,1,0,56,c33jm806py6adse5wv9wx6ch1,1,39.4,17.1,2023-03-19T08:01:06.096Z,2023-03-19T08:01:09Z,4108907791,140,58.9,4108907789,56,Right,4108907795,212,22.0,4108907793,141,5.3,4108907797,213,5.9,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216419,21,1,1,0,59,c33jm806py6adse5wv9wx6ch1,1,58.3,5.6,2023-03-19T08:01:09.328Z,2023-03-19T08:41:44Z,4108907821,140,42.4,4108907823,141,13.8,4108907825,212,17.6,4108907819,56,Back,4108907827,213,2.8,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216453,22,1,1,1,1,c33jm806py6adse5wv9wx6ch1,1,43.2,16.4,2023-03-19T08:01:11.137Z,2023-03-19T08:44:01Z,4108907885,141,42.8,4108907883,140,37.2,4108907881,56,Back,4108907889,213,1.9,4108907887,212,19.0,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216477,23,1,1,1,4,c33jm806py6adse5wv9wx6ch1,1,36.5,48.1,2023-03-19T08:01:14.176Z,2023-03-19T08:42:27Z,4108907979,213,1.2,4108907977,212,20.3,4108907973,140,42.6,4108907971,56,Back,4108907975,141,76.4,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216535,24,1,1,1,7,c33jm806py6adse5wv9wx6ch1,1,44.7,81,2023-03-19T08:01:17.312Z,2023-03-19T11:34:59Z,4108908195,141,64.9,4108908193,140,51.9,4108908191,56,Center,4108908199,213,5.3,4108908197,212,13.3,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522228029,574,1,1,1,8,c33jm806py6adse5wv9wx6ch1,1,51.9,65.1,2023-03-19T08:01:18.037Z,2023-03-19T11:34:53Z,4108968271,140,43.9,4108968275,212,17.6,4108968273,141,87.8,4108968277,213,2.1,4108968269,56,Back,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216539,25,1,1,1,12,c33jm806py6adse5wv9wx6ch1,0,46.2,87.6,2023-03-19T08:01:22.785Z,2023-03-19T11:35:09Z,4108908211,56,Left,4108908215,141,89.6,4108908213,140,71.9,4108908217,212,27.0,4108908209,155,,4108908219,213,0.1,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216519,7,49,1,1,15,7jv344gvcvgqg7oeuc9u554dm,1,27.9,4.7,2023-03-19T08:01:24.981Z,2023-03-19T08:01:25Z,,,,,,,,,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216527,8,1,1,1,15,7jv344gvcvgqg7oeuc9u554dm,0,27.9,4.7,2023-03-19T08:01:25.317Z,2023-03-19T08:50:38Z,4108908169,56,Back,4108908177,213,5.9,4108908171,140,36.9,4108908175,212,10.2,4108908173,141,0.0,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216531,9,5,1,1,16,7jv344gvcvgqg7oeuc9u554dm,0,36.9,-1.4,2023-03-19T08:01:26.096Z,2023-03-19T08:01:30Z,4108908185,347,,4108908257,233,26,4108908183,56,Back,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216545,26,5,1,1,16,c33jm806py6adse5wv9wx6ch1,1,63.1,101.4,2023-03-19T08:01:26.096Z,2023-03-19T08:47:23Z,4108908253,233,9,4108908251,347,,4108908249,56,Left,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216561,27,1,1,1,19,c33jm806py6adse5wv9wx6ch1,1,63.1,100,2023-03-19T08:01:29.313Z,2023-03-19T08:50:44Z,4108908331,107,,4108908333,56,Left,4108908337,141,96.3,4108908339,212,13.8,4108908341,213,3.4,4108908335,140,50.4,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216567,28,1,1,1,23,c33jm806py6adse5wv9wx6ch1,1,43.5,78.8,2023-03-19T08:01:33.937Z,2023-03-19T08:50:45Z,4108908365,141,63.7,4108908363,140,36.0,4108908361,56,Back,4108908369,213,4.1,4108908367,212,12.9,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216601,29,1,1,1,24,c33jm806py6adse5wv9wx6ch1,1,35.8,65.4,2023-03-19T08:01:34.913Z,2023-03-19T08:01:43Z,4108908495,140,42.1,4108908493,56,Back,4108908501,213,5.0,4108908497,141,28.6,4108908499,212,25.9,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216609,30,1,1,1,33,c33jm806py6adse5wv9wx6ch1,1,45.4,26.7,2023-03-19T08:01:43.473Z,2023-03-19T08:01:45Z,4108908537,213,2.1,4108908529,56,Back,4108908535,212,12.9,4108908533,141,43.1,4108908531,140,39.2,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216619,31,1,1,1,37,c33jm806py6adse5wv9wx6ch1,0,43.4,48.8,2023-03-19T08:01:46.978Z,2023-03-19T08:01:48Z,4108908595,213,0.6,4108908585,155,,4108908589,140,90.2,4108908591,141,100.0,4108908593,212,60.8,4108908587,56,Left,4108908597,1,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216659,10,5,1,1,38,7jv344gvcvgqg7oeuc9u554dm,1,9.6,-1.2,2023-03-19T08:01:48.599Z,2023-03-19T08:47:23Z,4108908775,233,32,4108908767,56,Back,4108908769,347,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216621,32,5,1,1,38,c33jm806py6adse5wv9wx6ch1,0,90.4,101.2,2023-03-19T08:01:48.599Z,2023-03-19T08:44:43Z,4108908601,347,,4108908599,56,Left,4108908809,233,10,,,,,,,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216669,11,1,1,1,49,7jv344gvcvgqg7oeuc9u554dm,0,11.3,0,2023-03-19T08:01:59.254Z,2023-03-19T08:02:02Z,4108908835,1,,4108908833,213,0.2,4108908825,56,Back,4108908831,212,26.3,4108908823,107,,4108908827,140,35.7,4108908829,141,8.2,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216679,33,8,1,1,52,c33jm806py6adse5wv9wx6ch1,1,63.7,92.3,2023-03-19T08:02:02.594Z,2023-03-19T11:35:48Z,4109272145,385,,4109272023,15,,4108908881,56,Left,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216705,12,5,1,1,53,7jv344gvcvgqg7oeuc9u554dm,1,31,-1.3,2023-03-19T08:02:03.559Z,2023-03-19T08:02:10Z,4108909007,233,34,4108909005,347,,4108909003,56,Back,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216681,34,5,1,1,53,c33jm806py6adse5wv9wx6ch1,0,69,101.3,2023-03-19T08:02:03.559Z,2023-03-19T08:47:24Z,4108909011,233,12,4108908893,347,,4108908891,56,Left,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216707,13,1,1,2,0,7jv344gvcvgqg7oeuc9u554dm,0,33.5,0,2023-03-19T08:02:10.214Z,2023-03-19T08:02:12Z,4108909031,212,15.4,4108909025,56,Back,4108909023,107,,4108909033,213,0.6,4108909029,141,11.0,4108909027,140,45.9,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216717,35,1,1,2,2,c33jm806py6adse5wv9wx6ch1,0,56,89.7,2023-03-19T08:02:12.818Z,2023-03-19T08:47:48Z,4108909057,3,,4108909063,141,94.2,4108909065,212,21.0,4108909059,56,Left,4108909061,140,75.8,4108909067,213,0.1,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216729,14,1,1,2,7,7jv344gvcvgqg7oeuc9u554dm,0,30.3,10,2023-03-19T08:02:17.031Z,2023-03-19T08:04:34Z,4108909115,140,39.2,4108909113,56,Back,4108909121,213,0.2,4108909111,157,,4108909123,1,,4108909119,212,9.6,4108909117,141,13.3,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216735,36,8,1,2,7,c33jm806py6adse5wv9wx6ch1,1,64,83.2,2023-03-19T08:02:17.666Z,2023-03-19T11:36:08Z,4108909141,56,Left,4109273397,385,,,,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216739,15,5,1,2,8,7jv344gvcvgqg7oeuc9u554dm,1,35.9,-0.8,2023-03-19T08:02:18.822Z,2023-03-19T08:02:21Z,4108909167,56,Back,4108909169,347,,4108909189,233,37,,,,,,,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216741,37,5,1,2,8,c33jm806py6adse5wv9wx6ch1,0,64.1,100.8,2023-03-19T08:02:18.822Z,2023-03-19T08:47:24Z,4108909171,56,Left,4108909197,233,15,4108909173,347,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216767,16,1,1,2,16,7jv344gvcvgqg7oeuc9u554dm,1,33.3,0,2023-03-19T08:02:26.790Z,2023-03-19T11:36:30Z,4108909285,212,12.5,4108909281,140,44.7,4108909283,141,3.8,4108909279,56,Back,4108909287,213,0.3,4108909277,107,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290363,653,1,1,2,17,7jv344gvcvgqg7oeuc9u554dm,0,43.8,6.6,2023-03-19T08:02:27.800Z,2023-03-19T13:51:34Z,4109275505,140,54.4,4109275503,56,Right,4109275511,213,0.1,4109275501,168,,4109275509,212,11.2,4109275507,141,7.8,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216769,38,61,1,2,18,c33jm806py6adse5wv9wx6ch1,1,48.9,97.4,2023-03-19T08:02:28.467Z,2023-03-19T11:36:53Z,4108909293,56,Back,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216771,17,5,1,2,19,7jv344gvcvgqg7oeuc9u554dm,1,52.2,-1.5,2023-03-19T08:02:29.766Z,2023-03-19T08:02:32Z,4108909321,233,39,4108909297,347,,4108909295,56,Right,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522216775,39,5,1,2,19,c33jm806py6adse5wv9wx6ch1,0,47.8,101.5,2023-03-19T08:02:29.766Z,2023-03-19T08:47:24Z,4108909309,56,Back,4108909311,347,,4108909325,233,17,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
