id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2540596719,5,49,1,0,9,7p460lrzt1kmp4rsofqa47eqy,1,24.2,21,2023-04-29T12:00:13.035Z,2023-04-29T12:48:34Z,,,,,,,,,,,,,,,,,,,,,,,,,ak7gkgt0ysr3p9e5vvq036i8l,S. Luštica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596729,6,1,1,0,9,7p460lrzt1kmp4rsofqa47eqy,1,24.2,21,2023-04-29T12:00:13.203Z,2023-04-29T12:48:39Z,4234307763,141,33.6,4234307767,213,0.4,4234307765,212,22.9,4234307759,56,Back,4234307761,140,44.4,,,,,,,,,,ak7gkgt0ysr3p9e5vvq036i8l,S. Luštica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596737,7,1,1,0,11,7p460lrzt1kmp4rsofqa47eqy,0,44.4,33.6,2023-04-29T12:00:14.706Z,2023-04-29T12:48:45Z,4234307797,141,42.5,4234307795,140,42.8,4234307799,212,6.3,4234307801,213,1.8,4234307793,56,Back,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596741,7,8,1,0,12,cuj4qahgk4idsme4dg8clk6gw,1,65,50.9,2023-04-29T12:00:16.163Z,2023-05-01T08:20:23Z,4242612265,383,,4234307835,56,Center,,,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596749,8,49,1,0,13,cuj4qahgk4idsme4dg8clk6gw,1,62.2,44.9,2023-04-29T12:00:16.895Z,2023-04-29T12:00:17Z,,,,,,,,,,,,,,,,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596821,9,1,1,0,13,cuj4qahgk4idsme4dg8clk6gw,1,61.2,41.8,2023-04-29T12:00:17.342Z,2023-04-29T12:00:24Z,4234308241,141,27.6,4234308249,213,3.6,4234308245,212,22.6,4234308235,56,Back,4234308237,140,41.7,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596847,10,1,1,0,17,cuj4qahgk4idsme4dg8clk6gw,1,45.8,31.3,2023-04-29T12:00:21.069Z,2023-04-29T12:49:02Z,4234308371,141,44.6,4234308367,56,Back,4234308373,212,14.0,4234308369,140,35.6,4234308375,213,2.4,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540635373,456,1,1,0,18,cuj4qahgk4idsme4dg8clk6gw,1,45.7,30.4,2023-04-29T12:00:21.344Z,2023-04-29T12:49:12Z,4234502157,140,39.3,4234502155,56,Back,4234502161,212,9.5,4234502159,141,40.3,4234502163,213,2.4,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596881,11,1,1,0,22,cuj4qahgk4idsme4dg8clk6gw,1,35.3,44,2023-04-29T12:00:26.041Z,2023-04-29T12:00:29Z,4234308577,56,Back,4234308585,212,12.7,4234308589,213,5.3,4234308581,141,28.5,4234308579,140,42.1,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596899,12,1,1,0,25,cuj4qahgk4idsme4dg8clk6gw,0,43.6,30,2023-04-29T12:00:29.131Z,2023-04-29T12:00:30Z,4234308663,140,80.1,4234308667,212,44.1,4234308665,141,0.0,4234308671,1,,4234308659,155,,4234308661,56,Right,4234308669,213,5.8,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596909,8,5,1,0,26,7p460lrzt1kmp4rsofqa47eqy,1,22.9,102,2023-04-29T12:00:30.125Z,2023-04-29T12:01:08Z,4234308721,347,,4234308719,56,Back,4234308731,233,13,,,,,,,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596905,13,5,1,0,26,cuj4qahgk4idsme4dg8clk6gw,0,77.1,-2,2023-04-29T12:00:30.125Z,2023-04-29T12:00:31Z,4234308701,56,Right,4234308759,233,8,4234308703,347,,,,,,,,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596961,9,1,1,0,30,7p460lrzt1kmp4rsofqa47eqy,1,25.2,100,2023-04-29T12:00:33.563Z,2023-04-29T12:00:35Z,4234309023,213,3.6,4234309013,56,Back,4234309017,140,12.1,4234309011,107,,4234309019,141,92.9,4234309021,212,15.0,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540596989,10,1,1,0,31,7p460lrzt1kmp4rsofqa47eqy,1,11.9,92.9,2023-04-29T12:00:35.250Z,2023-04-29T12:00:37Z,4234309213,56,Back,4234309217,141,82.0,4234309215,140,18.2,4234309219,212,9.9,4234309221,213,5.4,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597025,11,1,1,0,34,7p460lrzt1kmp4rsofqa47eqy,1,20,82,2023-04-29T12:00:37.419Z,2023-04-29T12:00:40Z,4234309439,56,Back,4234309443,141,97.4,4234309441,140,23.5,4234309447,213,1.2,4234309445,212,11.1,,,,,,,,,,6f92up63vg0nzl9qqlm0rl6uh,S. Pasquali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597069,12,1,1,0,37,7p460lrzt1kmp4rsofqa47eqy,1,24,97.4,2023-04-29T12:00:40.628Z,2023-04-29T12:00:44Z,4234309739,213,6.1,4234309731,141,89.0,4234309735,212,31.0,4234309719,56,Left,4234309725,140,53.0,4234309717,155,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597073,13,1,1,0,38,7p460lrzt1kmp4rsofqa47eqy,0,51.9,87.8,2023-04-29T12:00:42.035Z,2023-04-29T12:49:59Z,4234309759,212,2.1,4234309761,213,2.0,4234309755,140,51.0,4234309757,141,90.6,4234309753,56,Left,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597093,14,61,1,0,38,cuj4qahgk4idsme4dg8clk6gw,1,44.2,8.8,2023-04-29T12:00:42.342Z,2023-04-29T12:51:14Z,4234309883,56,Back,,,,,,,,,,,,,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540637011,464,43,1,0,39,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-04-29T12:00:42.344Z,2023-05-01T08:21:32Z,4242614055,144,61,4234510429,56,Left,,,,,,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597083,14,50,1,0,39,7p460lrzt1kmp4rsofqa47eqy,1,52.9,87.5,2023-04-29T12:00:43.343Z,2023-04-29T12:50:11Z,4234309817,56,Left,4234309819,286,,4234506481,233,457,,,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540636219,457,7,1,0,40,cuj4qahgk4idsme4dg8clk6gw,1,47.1,12.5,2023-04-29T12:00:43.344Z,2023-05-01T08:21:43Z,4234506431,56,Back,4242614333,384,,4234506473,233,14,4234506433,285,,,,,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540636981,458,61,1,0,41,cuj4qahgk4idsme4dg8clk6gw,1,53.1,11.6,2023-04-29T12:00:44.344Z,2023-04-29T12:51:08Z,4234510285,56,Right,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597113,15,49,1,0,42,cuj4qahgk4idsme4dg8clk6gw,1,35.8,16.8,2023-04-29T12:00:46.160Z,2023-04-29T12:51:25Z,,,,,,,,,,,,,,,,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597139,16,1,1,0,44,cuj4qahgk4idsme4dg8clk6gw,1,35.8,16.8,2023-04-29T12:00:48.313Z,2023-04-29T12:00:51Z,4234310167,56,Back,4234310171,141,28.5,4234310175,213,0.5,4234310169,140,49.8,4234310173,212,16.7,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597177,17,1,1,0,47,cuj4qahgk4idsme4dg8clk6gw,1,49.8,28.5,2023-04-29T12:00:50.969Z,2023-04-29T12:00:54Z,4234310385,213,5.5,4234310377,56,Right,4234310383,212,22.0,4234310379,140,64.1,4234310381,141,4.9,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597193,18,1,1,0,50,cuj4qahgk4idsme4dg8clk6gw,0,83.5,2.9,2023-04-29T12:00:54.255Z,2023-05-01T08:22:41Z,4234310471,140,88.0,4234310465,2,,4234310467,155,,4242616117,20,,4242616115,224,,4234310469,56,Center,4234310475,212,30.0,4234310477,213,1.4,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,4234310473,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597207,15,12,1,0,53,7p460lrzt1kmp4rsofqa47eqy,1,11.7,49.1,2023-04-29T12:00:56.826Z,2023-04-29T12:00:58Z,4234310695,167,,4234310593,56,Back,4234310601,213,1.1,4234310597,141,100.0,4234310595,140,28.6,4234310599,212,39.7,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597219,16,5,1,0,53,7p460lrzt1kmp4rsofqa47eqy,0,32.2,101.4,2023-04-29T12:00:57.330Z,2023-04-29T12:01:01Z,4234310633,347,,4234310917,233,19,4234310631,56,Back,,,,,,,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597257,19,5,1,0,53,cuj4qahgk4idsme4dg8clk6gw,1,67.8,-1.4,2023-04-29T12:00:57.330Z,2023-04-29T12:01:09Z,4234310881,233,16,4234310869,56,Right,4234310871,347,,,,,,,,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597307,20,1,1,1,0,cuj4qahgk4idsme4dg8clk6gw,1,70.8,0,2023-04-29T12:01:03.371Z,2023-04-29T12:51:51Z,4234311179,212,17.7,4234311171,107,,4234311181,213,3.0,4234311175,140,54.2,4234311177,141,2.6,4234311173,56,Right,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597369,21,1,1,1,2,cuj4qahgk4idsme4dg8clk6gw,1,56.8,5.3,2023-04-29T12:01:06.008Z,2023-04-29T12:01:12Z,4234311513,56,Back,4234311517,141,29.4,4234311515,140,44.6,4234311519,212,20.8,4234311521,213,2.2,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597409,22,1,1,1,8,cuj4qahgk4idsme4dg8clk6gw,1,46.6,36.1,2023-04-29T12:01:12.073Z,2023-04-29T12:01:16Z,4234311741,141,6.8,4234311745,212,26.7,4234311747,213,5.4,4234311737,140,63.5,4234311735,56,Right,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597447,23,1,1,1,13,cuj4qahgk4idsme4dg8clk6gw,1,69.7,12.9,2023-04-29T12:01:16.743Z,2023-04-29T12:52:05Z,4234311993,141,8.5,4234311989,56,Right,4234311991,140,87.2,4234311995,212,18.6,4234311997,213,6.1,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597459,24,1,1,1,14,cuj4qahgk4idsme4dg8clk6gw,0,91.9,6.9,2023-04-29T12:01:18.066Z,2023-05-01T08:23:46Z,4242618611,224,,4234312075,141,38.8,4234312077,212,21.7,4234312069,155,,4234312073,140,91.2,4234312067,2,,4234312079,213,1.6,4234312071,56,Center,2tveu4wl8zdno0v950r0r34k5,A. Taggart,4242618613,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597515,17,12,1,1,16,7p460lrzt1kmp4rsofqa47eqy,1,9.5,61.5,2023-04-29T12:01:20.027Z,2023-04-29T12:52:25Z,4234312367,141,83.6,4234312365,140,18.9,4234312371,213,1.0,4234312369,212,18.0,4234312363,56,Back,,,,,,,,,,ak7gkgt0ysr3p9e5vvq036i8l,S. Luštica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597531,25,1,1,1,19,cuj4qahgk4idsme4dg8clk6gw,1,83.6,18.8,2023-04-29T12:01:23.255Z,2023-05-01T08:24:19Z,4234312433,212,32.0,4234312431,141,65.8,4242619875,225,,4234312425,155,,4234312435,213,1.5,4242619879,20,,4234312429,140,85.0,4234312423,2,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,4242619877,387,,4234312427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597533,26,61,1,1,20,cuj4qahgk4idsme4dg8clk6gw,0,85.8,71.2,2023-04-29T12:01:23.481Z,2023-04-29T12:52:52Z,4234312449,56,Center,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597521,18,49,1,1,23,7p460lrzt1kmp4rsofqa47eqy,1,13.5,13.1,2023-04-29T12:01:27.243Z,2023-04-29T12:01:27Z,,,,,,,,,,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597605,19,1,1,1,30,7p460lrzt1kmp4rsofqa47eqy,1,34,23.4,2023-04-29T12:01:33.678Z,2023-04-29T12:01:35Z,4234312947,213,1.6,4234312945,212,9.5,4234312939,140,33.5,4234312935,56,Back,4234312943,141,37.3,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597623,20,1,1,1,31,7p460lrzt1kmp4rsofqa47eqy,1,33.7,37.3,2023-04-29T12:01:35.331Z,2023-04-29T12:01:36Z,4234313017,56,Back,4234313025,213,3.4,4234313021,141,31.9,4234313019,140,22.6,4234313023,212,12.2,,,,,,,,,,6f92up63vg0nzl9qqlm0rl6uh,S. Pasquali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597637,21,1,1,1,32,7p460lrzt1kmp4rsofqa47eqy,1,22.2,31.8,2023-04-29T12:01:36.170Z,2023-04-29T12:01:37Z,4234313109,213,1.6,4234313101,56,Back,4234313105,141,61.4,4234313107,212,20.2,4234313103,140,21.1,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597673,22,1,1,1,33,7p460lrzt1kmp4rsofqa47eqy,1,21.1,61.4,2023-04-29T12:01:37.307Z,2023-04-29T12:01:41Z,4234313301,141,79.0,4234313299,140,31.6,4234313305,213,0.8,4234313297,56,Back,4234313303,212,16.3,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597691,23,1,1,1,37,7p460lrzt1kmp4rsofqa47eqy,1,36.5,92.1,2023-04-29T12:01:41.227Z,2023-04-29T12:01:43Z,4234313401,212,10.2,4234313403,213,0.4,4234313395,56,Back,4234313397,140,45.6,4234313399,141,97.5,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597721,24,1,1,1,39,7p460lrzt1kmp4rsofqa47eqy,1,42.8,89.9,2023-04-29T12:01:43.266Z,2023-04-29T12:01:45Z,4234313569,212,16.6,4234313573,213,5.4,4234313565,140,52.3,4234313567,141,70.3,4234313563,56,Center,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597761,25,1,1,1,42,7p460lrzt1kmp4rsofqa47eqy,1,51.5,69.4,2023-04-29T12:01:45.595Z,2023-04-29T12:01:49Z,4234313793,141,34.9,4234313789,56,Center,4234313791,140,51.0,4234313795,212,23.5,4234313797,213,4.7,,,,,,,,,,68z86n999vjdyb7mlj8nnlp05,A. Diamanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597773,26,1,1,1,46,7p460lrzt1kmp4rsofqa47eqy,0,53.6,34.8,2023-04-29T12:01:49.362Z,2023-04-29T12:01:50Z,4234313849,140,68.6,4234313847,56,Right,4234313853,141,19.2,4234313857,213,5.7,4234313855,212,19.0,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540638755,459,8,1,1,49,cuj4qahgk4idsme4dg8clk6gw,1,31.9,73.8,2023-04-29T12:01:52.344Z,2023-05-01T08:25:04Z,4242621457,383,,4234519075,56,Back,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540597827,27,49,1,1,53,cuj4qahgk4idsme4dg8clk6gw,1,38.2,89.1,2023-04-29T12:01:57.153Z,2023-04-29T12:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
