id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2511780021,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-02-25T07:35:12.509Z,2023-02-25T08:49:03Z,4053681025,194,6xvmp9q79f0fjjtvd6rcz00d1,4053759615,197,891,4053681023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053681027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053681019,59,"20, 2, 16, 28, 5, 6, 11, 4, 10, 26, 17, 1, 8, 9, 14, 19, 21, 33",4053681021,130,2,4053681015,30,"98blyfvs09u1j6m7ltbqai9xx, b9etmvw7ljdrjbsw632ey0nhl, 3ivpa9dqlbrg7dc71nsmaw1d5, dreyp9vpkgl8t38erpkrfwsbu, 9iebtrpherpydugn7m9hrcl3p, 6xvmp9q79f0fjjtvd6rcz00d1, dmj5oe18blqnxozkfd8q5myfp, dxb1r4gqgxkngb0pzvfby9iol, e8iey6bpyyfd0u8lovucrc2xh, pc2pewu255axe28t955qjcnp, 9xqw0h9piwsalgt47y5m6fr2t, af9qi36c0nm8eso8z5ah8yyuh, 6fx6x1x0v02v094w754htlfx1, evh60twv2ab6si0q78fqi9coa, bb4iwletl36hvcn0rthlrm8a2, d0f8dmnejzbjc7dfg14u8yv6y, 2v9zl8rrcoi432p8iy1ngwlt6, 3n3jrt6gx6o1z1q2nq0qmaxhw",4053681017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511781567,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-02-25T07:40:24.969Z,2023-02-25T08:47:50Z,4053762491,197,9894,4053689629,130,8,4053689625,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053689623,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, ceea6ndbo2sq5cvucg5j31oq2, qdjzxk5jrjnbbq6edbavp2p5, 6i6sc8ttypctphire7scntu51, czj18cj8t4tx4zvhcsysstcve, 7gt275zxk4hkh4zvdtmo3xpzp, am6xykrxjymw2qpqli6upysq, 4lk250c1xd4xsowjrdi0uuevp, 6cke7ckocw7epjg5gj6exuytx, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, c3u652s3v8u1q4qid5mkbtyw9, du99hpqe1ikml2wohv8ei0hxx, brm3r6uywyf21o3cnuizwofvu, 6f9jrka1qz3j5mfx4x3a5ubfu, ebsxh1pvxhmt8olxtapkrf7xl",4053689631,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053689627,59,"12, 44, 13, 8, 6, 15, 36, 11, 35, 7, 17, 1, 2, 5, 9, 24, 27, 99",4053689635,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053689633,194,qdjzxk5jrjnbbq6edbavp2p5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794749,2,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-02-25T08:45:30.229Z,2023-02-25T08:45:32Z,4053764023,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794747,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-02-25T08:45:30.229Z,2023-02-25T11:55:12Z,4053764019,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794761,3,1,1,0,1,6h553bwfqkoxayuv80uikkn42,1,50,50,2023-02-25T08:45:31.329Z,2023-02-25T11:55:33Z,4053764089,279,S,4053764077,56,Back,4053764081,141,56.9,4053764087,213,2.8,4053764083,212,14.5,4053764079,140,36.9,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794775,4,1,1,0,2,6h553bwfqkoxayuv80uikkn42,1,36.9,56.4,2023-02-25T08:45:32.993Z,2023-02-25T09:43:22Z,4053764149,140,70.8,4053764147,56,Right,4053764155,213,5.6,4053764153,212,46.9,4053764157,1,,4053764151,141,11.6,4053764145,155,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794779,5,61,1,0,5,6h553bwfqkoxayuv80uikkn42,0,73.4,10.6,2023-02-25T08:45:35.825Z,2023-02-25T12:06:17Z,4053764177,56,Right,,,,,,,,,,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794785,3,5,1,0,6,7jv344gvcvgqg7oeuc9u554dm,1,-1.4,92,2023-02-25T08:45:37.131Z,2023-02-25T09:33:35Z,4053764211,56,Back,4053764213,346,,4053764215,233,6,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794781,6,5,1,0,6,6h553bwfqkoxayuv80uikkn42,0,101.4,8,2023-02-25T08:45:37.131Z,2023-02-25T08:45:38Z,4053764193,346,,4053764223,233,3,4053764191,56,Right,,,,,,,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794915,4,1,1,0,32,7jv344gvcvgqg7oeuc9u554dm,0,4.4,41.5,2023-02-25T08:46:02.687Z,2023-02-25T08:46:07Z,4053764809,1,,4053764799,56,Right,4053764807,213,5.9,4053764813,74,,4053764801,140,51.1,4053764797,124,,4053764805,212,52.5,4053764803,141,13.8,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794913,7,44,1,0,36,6h553bwfqkoxayuv80uikkn42,1,50.4,84.6,2023-02-25T08:46:06.865Z,2023-02-25T08:46:08Z,4053764793,56,Left,4053764831,233,5,4053764795,286,,,,,,,,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794919,5,44,1,0,36,7jv344gvcvgqg7oeuc9u554dm,0,49.6,15.4,2023-02-25T08:46:06.866Z,2023-02-25T09:34:34Z,4053764819,56,Back,4053764839,233,7,4053764843,285,,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794925,8,1,1,0,37,6h553bwfqkoxayuv80uikkn42,1,52,83,2023-02-25T08:46:07.265Z,2023-02-25T08:46:08Z,4053764863,140,60.8,4053764865,141,76.3,4053764861,56,Center,4053764867,212,10.3,4053764869,213,5.8,4053764859,3,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794927,9,1,1,0,38,6h553bwfqkoxayuv80uikkn42,0,60.8,75.3,2023-02-25T08:46:08.835Z,2023-02-25T09:43:39Z,4053764883,213,2.3,4053764879,141,88.4,4053764877,140,53.4,4053764875,56,Left,4053764881,212,11.8,4053828515,156,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511794931,6,43,1,0,39,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-02-25T08:46:09.836Z,2023-02-25T09:34:59Z,4053764899,56,Back,4053820767,144,61,,,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
