id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2525985489,9,1,1,0,27,6lezh5aazy0xca1800e5dqxwl,1,57.4,7.1,2023-03-31T08:46:31.053Z,2023-03-31T09:38:40Z,4149684269,56,Right,4149684275,212,7.4,4149684273,141,7.3,4149684271,140,64.4,4149684277,213,0.0,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985491,10,1,1,0,28,6lezh5aazy0xca1800e5dqxwl,0,64.8,7.4,2023-03-31T08:46:32.077Z,2023-03-31T08:46:34Z,4149684297,212,10.2,4149684293,140,66.2,4149684295,141,22.2,4149684291,56,Center,4149684299,213,1.4,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985493,7,1,1,0,30,6h553bwfqkoxayuv80uikkn42,1,31.2,72.6,2023-03-31T08:46:33.380Z,2023-03-31T08:46:35Z,4149684303,140,27.3,4149684305,141,70.8,4149684301,56,Back,4149684307,212,4.3,4149684309,213,3.4,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985495,8,49,1,0,32,6h553bwfqkoxayuv80uikkn42,1,26.9,69,2023-03-31T08:46:35.509Z,2023-03-31T08:46:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985497,9,1,1,0,32,6h553bwfqkoxayuv80uikkn42,1,25.2,66.7,2023-03-31T08:46:36.100Z,2023-03-31T08:46:37Z,4149684319,140,21.9,4149684323,212,13.2,4149684325,213,4.4,4149684321,141,47.9,4149684317,56,Back,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985499,10,1,1,0,33,6h553bwfqkoxayuv80uikkn42,1,22.2,47.8,2023-03-31T08:46:37.124Z,2023-03-31T08:46:38Z,4149684335,56,Back,4149684341,212,11.7,4149684339,141,44.8,4149684337,140,11.2,4149684343,213,3.3,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985505,11,1,1,0,35,6h553bwfqkoxayuv80uikkn42,1,10.9,44.8,2023-03-31T08:46:38.612Z,2023-03-31T08:46:41Z,4149684369,56,Back,4149684371,140,16.2,4149684375,212,10.4,4149684373,141,31.8,4149684377,213,5.3,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985507,12,1,1,0,38,6h553bwfqkoxayuv80uikkn42,1,19.2,28.3,2023-03-31T08:46:41.284Z,2023-03-31T08:46:44Z,4149684399,213,0.5,4149684393,140,26.6,4149684395,141,34.9,4149684391,56,Back,4149684397,212,9.0,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985509,13,1,1,0,41,6h553bwfqkoxayuv80uikkn42,0,26.8,47,2023-03-31T08:46:44.212Z,2023-03-31T08:47:02Z,4149684417,56,Back,4149684427,1,,4149684423,212,41.5,4149684425,213,1.1,4149684421,141,100.0,4149684419,140,44.3,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985511,14,43,1,0,44,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-03-31T08:46:47.718Z,2023-03-31T08:46:52Z,4149684491,144,5,4149684433,347,0,4149684431,56,Back,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985515,11,5,1,0,44,6lezh5aazy0xca1800e5dqxwl,1,54.4,-1.2,2023-03-31T08:46:47.812Z,2023-03-31T08:48:28Z,4149684455,347,,4149684453,56,Right,4149684459,233,15,,,,,,,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985513,15,5,1,0,44,6h553bwfqkoxayuv80uikkn42,0,45.6,101.2,2023-03-31T08:46:47.812Z,2023-03-31T08:46:51Z,4149684437,347,,4149684463,233,11,4149684435,56,Back,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985519,12,1,1,1,0,6lezh5aazy0xca1800e5dqxwl,1,46.5,0,2023-03-31T08:47:03.645Z,2023-03-31T08:47:05Z,4149684555,140,44.0,4149684553,56,Back,4149684557,141,7.1,4149684551,107,,4149684561,213,2.0,4149684559,212,6.7,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985521,13,1,1,1,2,6lezh5aazy0xca1800e5dqxwl,0,45.3,6.2,2023-03-31T08:47:05.277Z,2023-03-31T08:47:07Z,4149684575,140,72.8,4149684573,56,Right,4149684571,155,,4149684581,213,0.1,4149684577,141,9.2,4149684579,212,28.9,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985523,16,1,1,1,4,6h553bwfqkoxayuv80uikkn42,0,20.7,87.2,2023-03-31T08:47:07.701Z,2023-03-31T08:47:09Z,4149684599,213,0.3,4149684595,141,95.7,4149684593,140,36.0,4149684591,56,Back,4149684589,3,,4149684597,212,17.1,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985525,14,61,1,1,6,6lezh5aazy0xca1800e5dqxwl,0,64.3,4.1,2023-03-31T08:47:09.757Z,2023-03-31T08:47:16Z,4149684601,56,Right,,,,,,,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985527,15,5,1,1,7,6lezh5aazy0xca1800e5dqxwl,0,64.6,-1.8,2023-03-31T08:47:10.580Z,2023-03-31T08:48:28Z,4149684607,56,Right,4149684609,347,,4149684643,233,17,,,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985529,17,5,1,1,7,6h553bwfqkoxayuv80uikkn42,1,35.4,101.8,2023-03-31T08:47:10.580Z,2023-03-31T08:47:14Z,4149684635,233,15,4149684625,56,Back,4149684627,347,,,,,,,,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985533,18,1,1,1,16,6h553bwfqkoxayuv80uikkn42,1,41,100,2023-03-31T08:47:19.853Z,2023-03-31T09:42:37Z,4149684705,56,Back,4149684703,107,,4149684713,213,5.2,4149685221,189,,4149684711,212,10.2,4149684707,140,45.7,4149684709,141,88.9,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985617,36,50,1,1,20,6h553bwfqkoxayuv80uikkn42,1,50.2,80.8,2023-03-31T08:47:23.341Z,2023-03-31T09:42:35Z,4149685695,233,20,4149685619,56,Left,4149685621,286,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985555,20,7,1,1,20,6lezh5aazy0xca1800e5dqxwl,1,49.8,19.2,2023-03-31T08:47:23.342Z,2023-03-31T15:09:27Z,4149685691,233,36,4149684983,56,Back,4149684985,285,,4149831129,383,,,,,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985561,21,61,1,1,21,6lezh5aazy0xca1800e5dqxwl,1,50.9,16.1,2023-03-31T08:47:24.326Z,2023-03-31T09:39:08Z,4149685031,56,Right,,,,,,,,,,,,,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985535,16,49,1,1,23,6lezh5aazy0xca1800e5dqxwl,1,36.2,10,2023-03-31T08:47:26.221Z,2023-03-31T09:39:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985537,17,1,1,1,25,6lezh5aazy0xca1800e5dqxwl,0,37,9.1,2023-03-31T08:47:28.989Z,2023-03-31T08:47:29Z,4149684745,140,70.8,4149684743,56,Right,4149684749,212,36.2,4149684753,213,6.1,4149684755,1,,4149684741,157,,4149684747,141,0.0,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985539,18,5,1,1,26,6lezh5aazy0xca1800e5dqxwl,0,68.4,-1.5,2023-03-31T08:47:29.774Z,2023-03-31T08:47:34Z,4149684757,56,Right,4149684781,233,19,4149684759,347,,,,,,,,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985541,19,5,1,1,26,6h553bwfqkoxayuv80uikkn42,1,31.6,101.5,2023-03-31T08:47:29.774Z,2023-03-31T08:48:28Z,4149684775,347,,4149684773,56,Back,4149684777,233,18,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985543,20,1,1,1,30,6h553bwfqkoxayuv80uikkn42,1,38.5,100,2023-03-31T08:47:33.510Z,2023-03-31T08:47:34Z,4149684785,107,,4149684795,213,4.1,4149684793,212,7.1,4149684787,56,Back,4149684789,140,34.8,4149684791,141,92.3,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985545,21,1,1,1,31,6h553bwfqkoxayuv80uikkn42,1,34.8,92.3,2023-03-31T08:47:34.485Z,2023-03-31T08:47:37Z,4149684827,140,38.1,4149684829,141,95.6,4149684833,213,0.6,4149684825,56,Back,4149684831,212,4.1,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985547,22,4,1,1,34,6h553bwfqkoxayuv80uikkn42,1,45.2,94,2023-03-31T08:47:37.718Z,2023-03-31T15:09:54Z,4149684947,233,19,4149684843,56,Back,4149684893,286,,4149684887,13,,4149831165,265,,4149684889,152,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985551,19,4,1,1,34,6lezh5aazy0xca1800e5dqxwl,0,54.8,6,2023-03-31T08:47:37.719Z,2023-03-31T15:09:58Z,4149684953,233,22,4149684941,56,Right,4149831167,265,,4149684945,285,,4149684943,152,,4149684937,13,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985549,23,1,1,1,44,6h553bwfqkoxayuv80uikkn42,1,49.7,90.6,2023-03-31T08:47:47.781Z,2023-03-31T08:47:48Z,4149684929,213,3.7,4149684919,152,,4149684917,5,,4149684925,141,81.2,4149684921,56,Back,4149684923,140,40.0,4149684927,212,12.0,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985553,24,1,1,1,45,6h553bwfqkoxayuv80uikkn42,1,36.5,77.8,2023-03-31T08:47:48.886Z,2023-03-31T08:47:52Z,4149684969,140,29.8,4149684975,213,4.3,4149684971,141,55.8,4149684973,212,16.5,4149684967,56,Back,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985557,25,1,1,1,49,6h553bwfqkoxayuv80uikkn42,1,27.2,43,2023-03-31T08:47:52.838Z,2023-03-31T08:47:55Z,4149684999,213,0.4,4149684997,212,12.1,4149684991,56,Back,4149684995,141,49.3,4149684993,140,38.0,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985563,26,1,1,1,52,6h553bwfqkoxayuv80uikkn42,1,35.1,53.6,2023-03-31T08:47:55.510Z,2023-03-31T08:48:04Z,4149685071,212,11.7,4149685065,56,Back,4149685073,213,2.1,4149685069,141,68.5,4149685067,140,29.6,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985565,27,1,1,2,0,6h553bwfqkoxayuv80uikkn42,1,35.8,57,2023-03-31T08:48:03.990Z,2023-03-31T09:43:15Z,4149685085,56,Back,4149685093,213,5.4,4149685087,140,41.1,4149685089,141,46.4,4149685091,212,9.1,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985567,28,61,1,2,1,6h553bwfqkoxayuv80uikkn42,1,41.1,46.4,2023-03-31T08:48:04.948Z,2023-03-31T09:43:16Z,4149685193,189,,4149685101,56,Back,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985569,29,1,1,2,4,6h553bwfqkoxayuv80uikkn42,1,40,35.4,2023-03-31T08:48:07.574Z,2023-03-31T08:48:09Z,4149685141,213,5.5,4149685133,56,Right,4149685135,140,58.0,4149685137,141,7.7,4149685139,212,26.7,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985571,30,1,1,2,6,6h553bwfqkoxayuv80uikkn42,0,57.8,7.7,2023-03-31T08:48:09.206Z,2023-03-31T08:48:11Z,4149685155,141,7.7,4149685153,140,61.1,4149685171,233,22,4149685151,56,Right,4149685157,212,3.5,4149685175,286,,4149685169,236,,4149685159,213,0,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985573,22,74,1,2,6,6lezh5aazy0xca1800e5dqxwl,1,40.5,96,2023-03-31T08:48:09.207Z,2023-03-31T09:07:04Z,4149685177,233,30,4149685167,285,,4149685165,56,Back,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985575,23,5,1,2,7,6lezh5aazy0xca1800e5dqxwl,0,41.8,100.9,2023-03-31T08:48:10.278Z,2023-03-31T08:48:28Z,4149685201,233,31,4149685187,347,,4149685185,56,Back,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985577,31,5,1,2,7,6h553bwfqkoxayuv80uikkn42,1,58.2,-0.9,2023-03-31T08:48:10.278Z,2023-03-31T08:48:13Z,4149685191,347,,4149685195,233,23,4149685189,56,Right,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985583,32,1,1,2,17,6h553bwfqkoxayuv80uikkn42,1,55.3,0,2023-03-31T08:48:20.439Z,2023-03-31T08:48:27Z,4149685259,213,1.0,4149685295,189,,4149685257,212,4.5,4149685251,56,Right,4149685249,107,,4149685253,140,57.5,4149685255,141,4.1,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985585,33,61,1,2,19,6h553bwfqkoxayuv80uikkn42,1,57.2,4.6,2023-03-31T08:48:22.231Z,2023-03-31T08:48:46Z,4149685271,56,Right,4149685289,189,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985589,24,5,1,2,19,6lezh5aazy0xca1800e5dqxwl,1,47,102,2023-03-31T08:48:22.862Z,2023-03-31T08:48:24Z,4149685281,233,34,4149685277,56,Back,4149685279,347,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985587,34,5,1,2,19,6h553bwfqkoxayuv80uikkn42,0,53,-2,2023-03-31T08:48:22.862Z,2023-03-31T08:48:29Z,4149685275,347,,4149685273,56,Right,4149685287,233,24,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525985593,25,1,1,2,29,6lezh5aazy0xca1800e5dqxwl,1,55.5,100,2023-03-31T08:48:32.221Z,2023-03-31T08:48:35Z,4149685357,140,66.2,4149685359,141,88.9,4149685361,212,14.3,4149685355,56,Left,4149685353,107,,4149685363,213,5.6,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
