id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2494415403,8,1,1,0,19,38ui5tfi8anjuh533emny2tz1,0,31.2,93.6,2023-01-01T04:02:38.154Z,2023-01-01T04:02:41Z,3962331003,212,23.7,3962330997,56,Left,3962331001,141,97.8,3962330999,140,53.6,3962330995,155,,3962331005,213,0.1,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415405,4,1,1,0,22,chu9blh367xs3yumct5tqto2q,0,45.9,6.1,2023-01-01T04:02:41.910Z,2023-01-01T04:09:48Z,3962331015,212,12.0,3962331013,141,12.5,3962331017,213,0.4,3962331009,56,Right,3962331011,140,56.6,3962331007,3,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415419,9,1,1,0,23,38ui5tfi8anjuh533emny2tz1,1,44.1,95.4,2023-01-01T04:02:42.762Z,2023-01-01T04:09:33Z,3962331051,56,Left,3962331055,141,88.1,3962331057,212,15.4,3962331049,3,,3962331053,140,58.0,3962331059,213,6.0,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415415,5,4,1,0,29,chu9blh367xs3yumct5tqto2q,1,38.8,8.2,2023-01-01T04:02:48.521Z,2023-01-01T04:11:12Z,3962331039,152,,3962331037,56,Back,3962333799,233,10,3962333863,10,,3962331043,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415421,10,4,1,0,29,38ui5tfi8anjuh533emny2tz1,0,61.2,91.8,2023-01-01T04:02:48.522Z,2023-01-01T04:11:11Z,3962333803,233,5,3962331065,56,Left,3962331067,152,,3962333797,285,,3962333881,10,,,,,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415433,6,1,1,0,39,chu9blh367xs3yumct5tqto2q,1,38.5,12.3,2023-01-01T04:02:58.213Z,2023-01-01T04:02:59Z,3962331103,56,Back,3962331109,212,8.3,3962331107,141,17.3,3962331111,213,2.7,3962331105,140,31.3,3962331101,152,,3962331099,5,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415435,7,1,1,0,39,chu9blh367xs3yumct5tqto2q,1,30.8,17.3,2023-01-01T04:02:59.110Z,2023-01-01T04:03:00Z,3962331121,212,10.1,3962331117,140,38.7,3962331123,213,0.6,3962331119,141,25.8,3962331115,56,Back,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415439,8,1,1,0,41,chu9blh367xs3yumct5tqto2q,1,35.3,30.4,2023-01-01T04:03:00.806Z,2023-01-01T04:03:04Z,3962331137,212,30.1,3962331133,140,31.2,3962331139,213,1.7,3962331135,141,74.2,3962331131,56,Back,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415443,9,1,1,0,44,chu9blh367xs3yumct5tqto2q,1,32.7,69.3,2023-01-01T04:03:04.102Z,2023-01-01T04:03:08Z,3962331163,213,4.7,3962331159,141,38.0,3962331161,212,21.3,3962331157,140,32.0,3962331155,56,Back,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415451,10,1,1,0,48,chu9blh367xs3yumct5tqto2q,1,38.6,29.5,2023-01-01T04:03:07.942Z,2023-01-01T04:03:14Z,3962331193,213,6.1,3962331195,1,,3962331185,56,Right,3962331191,212,64.0,3962331187,140,98.3,3962331189,141,10.7,3962331183,155,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415453,11,1,1,0,54,chu9blh367xs3yumct5tqto2q,0,98.3,10.7,2023-01-01T04:03:13.909Z,2023-01-02T15:10:44Z,3962331201,155,,3963618675,20,,3963618673,224,,3962331211,213,1.3,3962331207,141,27.0,3962331203,56,Center,3962331209,212,11.5,3962331199,2,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,3962331205,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415459,11,5,1,0,55,38ui5tfi8anjuh533emny2tz1,1,-1.2,71.8,2023-01-01T04:03:14.568Z,2023-01-01T04:09:23Z,3962331225,233,12,3962331221,56,Back,3962331223,346,,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415455,12,5,1,0,55,chu9blh367xs3yumct5tqto2q,0,101.2,28.2,2023-01-01T04:03:14.568Z,2023-01-01T04:03:16Z,3962331215,346,,3962331231,233,11,3962331213,56,Center,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415471,12,1,1,1,5,38ui5tfi8anjuh533emny2tz1,1,4.9,54,2023-01-01T04:03:24.234Z,2023-01-01T04:12:06Z,3962331261,141,64.5,3962331257,56,Back,3962331259,140,10.8,3962331255,124,,3962334249,189,,3962331263,212,9.5,3962331269,237,,3962331265,213,0.9,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415475,13,1,1,1,7,38ui5tfi8anjuh533emny2tz1,1,8.5,69.3,2023-01-01T04:03:26.602Z,2023-01-01T04:12:18Z,3962331293,212,18.7,3962331291,141,94.5,3962334325,189,,3962331289,140,15.7,3962331287,56,Back,3962331295,213,1.2,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415481,13,45,1,1,9,chu9blh367xs3yumct5tqto2q,0,79.4,6.4,2023-01-01T04:03:28.843Z,2023-01-01T04:03:31Z,3962331315,56,Right,3962331323,233,14,3962331317,286,,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415479,14,3,1,1,9,38ui5tfi8anjuh533emny2tz1,1,20.6,93.6,2023-01-01T04:03:28.843Z,2023-01-02T15:11:18Z,3962331311,56,Back,3963621007,465,,3962331313,285,,3962331319,233,13,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415483,15,1,1,1,10,38ui5tfi8anjuh533emny2tz1,1,24.6,87.2,2023-01-01T04:03:29.850Z,2023-01-01T04:03:32Z,3962331327,56,Back,3962331333,212,17.6,3962331329,140,23.5,3962331335,213,4.6,3962331331,141,61.4,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415485,16,1,1,1,12,38ui5tfi8anjuh533emny2tz1,1,23.9,61.4,2023-01-01T04:03:31.706Z,2023-01-01T04:03:36Z,3962331345,141,5.3,3962331347,212,40.3,3962331343,140,36.2,3962331349,213,5.0,3962331339,155,,3962331341,56,Back,3962331351,1,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415487,17,1,1,1,17,38ui5tfi8anjuh533emny2tz1,1,34.6,3.6,2023-01-01T04:03:36.522Z,2023-01-01T04:57:18Z,3962331355,56,Back,3962331363,213,6.2,3962331361,212,10.9,3962331357,140,44.9,3962331359,141,1.5,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415489,18,1,1,1,18,38ui5tfi8anjuh533emny2tz1,1,45.7,1.9,2023-01-01T04:03:38.122Z,2023-01-01T04:57:20Z,3962331371,141,8.5,3962331373,212,15.6,3962331369,140,31.5,3962331367,56,Back,3962331375,213,2.8,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415495,19,1,1,1,26,38ui5tfi8anjuh533emny2tz1,1,33.6,5.6,2023-01-01T04:03:45.802Z,2023-01-01T04:57:22Z,3962331391,141,19.2,3962331393,212,12.5,3962331395,213,2.3,3962331387,56,Back,3962331389,140,25.6,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415497,20,1,1,1,27,38ui5tfi8anjuh533emny2tz1,1,25.2,33,2023-01-01T04:03:47.018Z,2023-01-01T04:03:48Z,3962331401,140,24.6,3962331405,212,29.7,3962331399,56,Back,3962331403,141,76.7,3962331407,213,1.6,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415499,21,1,1,1,29,38ui5tfi8anjuh533emny2tz1,1,24.6,76.7,2023-01-01T04:03:48.490Z,2023-01-01T04:03:50Z,3962331415,141,57.3,3962331417,212,15.1,3962331419,213,5.2,3962331413,140,31.6,3962331411,56,Back,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415503,22,1,1,1,31,38ui5tfi8anjuh533emny2tz1,1,29.2,60,2023-01-01T04:03:50.586Z,2023-01-02T15:12:14Z,3962331431,141,40.8,3962331427,56,Back,3962331429,140,18.2,3962331433,212,17.4,3962331435,213,4.0,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415507,23,1,1,1,36,38ui5tfi8anjuh533emny2tz1,1,22.6,25.9,2023-01-01T04:03:55.178Z,2023-01-01T04:03:59Z,3962331443,56,Back,3962331449,212,19.6,3962331447,141,1.9,3962331445,140,33.0,3962331451,213,5.3,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415509,24,1,1,1,40,38ui5tfi8anjuh533emny2tz1,1,33.7,2.6,2023-01-01T04:03:59.242Z,2023-01-01T04:04:00Z,3962331463,213,0.5,3962331457,140,46.0,3962331461,212,14.9,3962331459,141,13.5,3962331455,56,Back,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415517,25,1,1,1,41,38ui5tfi8anjuh533emny2tz1,1,46,13.5,2023-01-01T04:04:00.363Z,2023-01-01T04:04:06Z,3962331483,141,25.0,3962331487,213,2.8,3962331485,212,26.6,3962331479,56,Back,3962331481,140,21.8,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415521,26,1,1,1,46,38ui5tfi8anjuh533emny2tz1,1,23.8,23.1,2023-01-01T04:04:06.106Z,2023-01-01T04:04:09Z,3962331503,213,5.3,3962331497,140,31.4,3962331499,141,4.4,3962331501,212,15.0,3962331495,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415523,27,1,1,1,50,38ui5tfi8anjuh533emny2tz1,1,31.4,4.4,2023-01-01T04:04:09.690Z,2023-01-01T04:04:11Z,3962331515,213,2.3,3962331513,212,15.3,3962331509,140,21.6,3962331507,56,Back,3962331511,141,21.0,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415525,28,1,1,1,52,38ui5tfi8anjuh533emny2tz1,1,22.1,21,2023-01-01T04:04:11.386Z,2023-01-01T04:04:16Z,3962331521,140,10.0,3962331519,56,Back,3962331527,213,2.4,3962331523,141,37.1,3962331525,212,16.8,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415529,29,1,1,1,56,38ui5tfi8anjuh533emny2tz1,0,12.1,29.1,2023-01-01T04:04:15.899Z,2023-01-01T04:04:21Z,3962331537,56,Right,3962331541,141,4.1,3962331539,140,58.0,3962331543,212,51.1,3962331547,1,,3962331545,213,5.9,3962331535,157,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415531,14,44,1,2,0,chu9blh367xs3yumct5tqto2q,1,42.7,95.4,2023-01-01T04:04:19.383Z,2023-01-01T04:04:29Z,3962331551,56,Back,3962331553,285,,3962331559,233,30,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415533,30,44,1,2,0,38ui5tfi8anjuh533emny2tz1,0,57.3,4.6,2023-01-01T04:04:19.384Z,2023-01-01T04:04:23Z,3962331555,56,Right,3962331557,286,,3962331595,233,14,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415535,15,1,1,2,0,chu9blh367xs3yumct5tqto2q,0,44.9,93.9,2023-01-01T04:04:19.631Z,2023-01-01T04:51:09Z,3962331565,56,Back,3962331573,213,1.0,3962331571,212,6.7,3962331569,141,100.0,3962331563,3,,3962331567,140,48.5,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415539,16,5,1,2,2,chu9blh367xs3yumct5tqto2q,0,47.2,102,2023-01-01T04:04:21.454Z,2023-01-01T04:04:23Z,3962331589,347,,3962331587,56,Back,3962331603,233,31,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415541,31,5,1,2,2,38ui5tfi8anjuh533emny2tz1,1,52.8,-2,2023-01-01T04:04:21.454Z,2023-01-01T04:09:24Z,3962331599,233,16,3962331593,347,,3962331591,56,Right,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415549,32,1,1,2,14,38ui5tfi8anjuh533emny2tz1,1,54.2,0,2023-01-01T04:04:34.027Z,2023-01-01T04:04:35Z,3962331631,213,1.6,3962331621,107,,3962331625,140,54.1,3962331627,141,9.2,3962331623,56,Right,3962331629,212,7.6,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415551,33,1,1,2,16,38ui5tfi8anjuh533emny2tz1,1,54.1,9.5,2023-01-01T04:04:35.594Z,2023-01-01T04:04:38Z,3962331643,213,4.0,3962331637,140,50.8,3962331639,141,3.4,3962331641,212,5.4,3962331635,56,Right,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415553,34,1,1,2,18,38ui5tfi8anjuh533emny2tz1,1,50.7,3.4,2023-01-01T04:04:37.898Z,2023-01-01T04:04:40Z,3962331655,212,29.4,3962331659,1,,3962331647,157,,3962331653,141,37.7,3962331649,56,Back,3962331657,213,2.2,3962331651,140,33.7,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415555,35,44,1,2,21,38ui5tfi8anjuh533emny2tz1,1,34.6,34.2,2023-01-01T04:04:40.282Z,2023-01-01T04:04:41Z,3962331663,56,Back,3962331671,233,17,3962331665,285,,,,,,,,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415557,17,44,1,2,21,chu9blh367xs3yumct5tqto2q,0,65.4,65.8,2023-01-01T04:04:40.283Z,2023-01-01T04:04:42Z,3962331675,233,35,3962331667,56,Center,3962331669,286,,,,,,,,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415559,36,1,1,2,21,38ui5tfi8anjuh533emny2tz1,1,34.2,34,2023-01-01T04:04:40.699Z,2023-01-01T04:04:42Z,3962331687,212,8.8,3962331683,140,39.9,3962331689,213,5.5,3962331679,3,,3962331685,141,24.6,3962331681,56,Back,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415561,18,45,1,2,23,chu9blh367xs3yumct5tqto2q,0,61.8,74.5,2023-01-01T04:04:42.172Z,2023-01-01T04:04:45Z,3962331695,285,,3962331693,56,Center,3962331705,233,37,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415563,37,3,1,2,23,38ui5tfi8anjuh533emny2tz1,1,38.2,25.5,2023-01-01T04:04:42.172Z,2023-01-02T15:13:09Z,3962331697,56,Back,3962331699,286,,3963628615,464,,3962331701,233,18,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415565,38,1,1,2,25,38ui5tfi8anjuh533emny2tz1,1,39,15.8,2023-01-01T04:04:44.426Z,2023-01-01T04:04:46Z,3962331709,56,Back,3962331711,140,28.8,3962331713,141,8.3,3962331717,213,3.6,3962331715,212,11.9,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415569,39,1,1,2,27,38ui5tfi8anjuh533emny2tz1,1,27.5,7.4,2023-01-01T04:04:46.858Z,2023-01-01T04:04:49Z,3962331731,212,14.8,3962331727,140,20.9,3962331729,141,26.7,3962331733,213,2.1,3962331725,56,Back,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494415573,40,1,1,2,30,38ui5tfi8anjuh533emny2tz1,1,15.7,27.1,2023-01-01T04:04:49.546Z,2023-01-01T04:21:20Z,3962331745,141,41.5,3962331749,213,2.4,3962331743,140,5.5,3962331747,212,14.5,3962331741,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
