id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2501140431,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-28T05:02:38.605Z,2023-01-28T06:03:25Z,3997716683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997716679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3997716681,194,1nrqzt5f33akpl06zanky83bp,3997749023,197,9894,3997716671,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, 7gt275zxk4hkh4zvdtmo3xpzp, qdjzxk5jrjnbbq6edbavp2p5, c3u652s3v8u1q4qid5mkbtyw9, 6cke7ckocw7epjg5gj6exuytx, 6f9jrka1qz3j5mfx4x3a5ubfu, du99hpqe1ikml2wohv8ei0hxx, 1nrqzt5f33akpl06zanky83bp, ebsxh1pvxhmt8olxtapkrf7xl, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, 49tycizve9vcx6u78ity42r8q, brm3r6uywyf21o3cnuizwofvu, czj18cj8t4tx4zvhcsysstcve, f3z4grszald48qd1fidjycidw, aeoqbtq15nt9ks5cx50vallhw",3997716677,130,8,3997716675,59,"12, 44, 13, 11, 6, 5, 17, 27, 9, 10, 99, 1, 2, 14, 24, 36, 37, 41",3997716673,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501142327,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-01-28T05:16:32.033Z,2023-01-28T05:59:36Z,3997725195,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997725193,194,bj77m6u2q7jd9nf67dleq2tp1,3997725189,130,8,3997725191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3997725187,59,"1, 6, 19, 88, 4, 44, 8, 7, 38, 14, 11, 5, 23, 26, 31, 33, 37, 42",3997725185,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3997725183,30,"do3hflya9zwcdzxiev0m2cclx, 8alirbm4n482p155zi3174fyt, bj77m6u2q7jd9nf67dleq2tp1, bknqxl16j0tm4dggbwjmzb2t, d2xblktxmr8illac50p2gcmhh, 6xe2j75i29sgwbu11cp526uad, bfw1ktidkogubiuvx2c0qqtbd, d9fmhxd6637ihfqc9qvsnmjth, 8sknvoifu8w9wpso5xije0b56, 8wrppgiwivlivxryo6rvocamt, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, 68z86n999vjdyb7mlj8nnlp05, bb4iwletl36hvcn0rthlrm8a2, ebtm8a499a5btsufuzy7k53sa, 7914s37ru5s1ocfb6ke2fs2ga, 8yyosfgv4yj0g7k2rwk743fft, d5wx8rvjfaw1arn69fdd64d90",3997749089,197,6264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147129,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-01-28T06:00:17.265Z,2023-01-28T06:00:18Z,3997751183,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147127,3,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-28T06:00:17.265Z,2023-03-01T16:00:37Z,3997751177,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147137,4,1,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,50.1,50.1,2023-01-28T06:00:17.365Z,2023-03-01T16:02:14Z,3997751213,213,2.9,3997751215,279,S,3997751207,140,44.5,3997751205,56,Back,3997751211,212,6.1,3997751209,141,52.2,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147139,5,1,1,0,2,7jv344gvcvgqg7oeuc9u554dm,1,44.5,52.2,2023-01-28T06:00:19.525Z,2023-01-28T06:00:21Z,3997751239,213,1.9,3997751237,212,26.8,3997751231,56,Back,3997751233,140,35.4,3997751235,141,89.0,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147145,6,1,1,0,4,7jv344gvcvgqg7oeuc9u554dm,1,35.4,89,2023-01-28T06:00:21.860Z,2023-01-28T06:00:25Z,3997751277,212,11.8,3997751271,56,Back,3997751273,140,29.4,3997751275,141,74.3,3997751279,213,4.2,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147151,7,1,1,0,7,7jv344gvcvgqg7oeuc9u554dm,1,29.1,73.1,2023-01-28T06:00:25.157Z,2023-01-28T06:00:29Z,3997751315,56,Back,3997751323,213,4.8,3997751321,212,22.6,3997751319,141,40.0,3997751317,140,30.8,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147159,8,1,1,0,12,7jv344gvcvgqg7oeuc9u554dm,1,36,31.9,2023-01-28T06:00:29.286Z,2023-01-28T06:00:32Z,3997751381,141,2.8,3997751379,140,47.3,3997751377,56,Back,3997751385,213,5.3,3997751383,212,23.1,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501147167,9,1,1,0,15,7jv344gvcvgqg7oeuc9u554dm,1,47.1,7.4,2023-01-28T06:00:32.597Z,2023-01-28T06:00:35Z,3997751407,56,Back,3997751415,213,2.5,3997751413,212,17.5,3997751409,140,33.9,3997751411,141,23.0,,,,,,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
