id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/18/value,qualifier/14/value,qualifier/16/value
2475192315,9,1,1,0,19,v046no35g7ebk8lytdjmfb43,0,32.2,34.4,2022-10-22T06:02:33.990Z,2022-10-22T06:02:37Z,3860981769,1,,3860981761,140,70.5,3860981757,155,,3860981765,212,41.0,3860981759,56,Center,3860981767,213,6.1,3860981763,141,22.3,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192317,3,1,1,0,22,6h553bwfqkoxayuv80uikkn42,1,20.4,86.8,2022-10-22T06:02:36.857Z,2022-10-22T06:02:39Z,3860981801,141,79.1,3860981799,140,33.9,3860981805,213,5.9,3860981795,3,,3860981797,56,Back,3860981803,212,15.1,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192319,4,49,1,0,24,6h553bwfqkoxayuv80uikkn42,1,33.9,79.1,2022-10-22T06:02:39.238Z,2022-10-22T06:02:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192321,5,1,1,0,24,6h553bwfqkoxayuv80uikkn42,0,33.9,79.1,2022-10-22T06:02:39.446Z,2022-10-22T06:06:29Z,3860981835,213,6.2,3860981837,1,,3860981829,140,66.7,3860981833,212,34.5,3860981827,56,Center,3860981831,141,76.1,3860981825,157,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192327,10,49,1,0,28,v046no35g7ebk8lytdjmfb43,1,32,27.9,2022-10-22T06:02:43.342Z,2022-10-22T06:02:43Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192331,11,1,1,0,30,v046no35g7ebk8lytdjmfb43,1,32,27.9,2022-10-22T06:02:45.078Z,2022-10-22T06:02:46Z,3860981929,212,5.3,3860981923,56,Back,3860981931,213,5.0,3860981927,141,20.4,3860981925,140,33.3,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192335,12,1,1,0,31,v046no35g7ebk8lytdjmfb43,1,33.6,20.4,2022-10-22T06:02:46.414Z,2022-10-22T06:02:47Z,3860981963,213,2.1,3860981959,141,30.3,3860981957,140,30.0,3860981961,212,7.7,3860981955,56,Back,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192353,13,1,1,0,32,v046no35g7ebk8lytdjmfb43,1,30,30.3,2022-10-22T06:02:47.495Z,2022-10-22T06:02:52Z,3860982067,140,30.2,3860982073,212,25.1,3860982069,141,67.2,3860982065,56,Back,3860982077,213,1.6,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192357,14,1,1,0,38,v046no35g7ebk8lytdjmfb43,0,30.3,67.8,2022-10-22T06:02:52.903Z,2022-10-22T06:02:54Z,3860982099,56,Left,3860982107,213,0.2,3860982103,141,82.0,3860982105,212,41.5,3860982109,1,,3860982101,140,68.7,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192361,6,49,1,0,40,6h553bwfqkoxayuv80uikkn42,1,25.4,13.4,2022-10-22T06:02:55.414Z,2022-10-22T06:02:55Z,,,,,,,,,,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192367,7,1,1,0,42,6h553bwfqkoxayuv80uikkn42,1,27.8,12.8,2022-10-22T06:02:57.078Z,2022-10-22T06:16:52Z,3860982185,155,,3860982187,56,Back,3860982191,141,18.9,3860982193,212,20.8,3860982189,140,47.2,3860982195,213,0.2,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192369,8,3,1,0,44,6h553bwfqkoxayuv80uikkn42,0,55.6,26.6,2022-10-22T06:02:59.399Z,2022-10-23T08:07:53Z,3865556241,465,,3860982205,56,Center,3860982281,233,15,3860982207,286,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192377,15,7,1,0,44,v046no35g7ebk8lytdjmfb43,1,44.4,73.4,2022-10-22T06:02:59.400Z,2022-10-23T08:07:55Z,3860982259,56,Back,3860982261,285,,3865556265,384,,3860982271,233,8,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192383,16,1,1,0,46,v046no35g7ebk8lytdjmfb43,0,39.4,65.6,2022-10-22T06:03:01.583Z,2022-10-22T06:03:05Z,3860982299,212,3.3,3860982295,140,42.5,3860982301,213,0.2,3860982293,56,Back,3860982297,141,66.6,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192391,9,1,1,0,47,6h553bwfqkoxayuv80uikkn42,1,56.2,32.8,2022-10-22T06:03:02.214Z,2022-10-22T06:03:04Z,3860982343,56,Center,3860982347,141,44.9,3860982349,212,8.3,3860982345,140,57.2,3860982353,213,1.4,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192399,10,1,1,0,49,6h553bwfqkoxayuv80uikkn42,1,57.1,44.9,2022-10-22T06:03:04.198Z,2022-10-22T06:03:05Z,3860982387,56,Back,3860982395,213,3.3,3860982391,141,42.5,3860982393,212,8.5,3860982389,140,49.2,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192429,11,1,1,0,50,6h553bwfqkoxayuv80uikkn42,1,49.2,42.5,2022-10-22T06:03:05.382Z,2022-10-23T08:08:16Z,3860982563,140,58.6,3860982567,212,25.6,3860982561,56,Center,3860982569,213,1.2,3860982565,141,77.3,3860982727,210,13,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192431,12,13,1,0,54,6h553bwfqkoxayuv80uikkn42,1,73.7,73.3,2022-10-22T06:03:09.527Z,2022-10-23T08:08:16Z,3860982583,56,Center,3860982745,215,,3860982579,22,,3860982739,102,37.8,3860982741,103,75,3860982671,72,,3860982735,55,11,3860982747,230,98.6,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,3860982729,81,3860982731,29,3860982749,231,51.8,3860982581,18,,,,,,,,,,,,,,,,,,,,,,,,,
2475192433,13,5,1,0,56,6h553bwfqkoxayuv80uikkn42,0,101.2,42,2022-10-22T06:03:10.848Z,2022-10-22T06:17:15Z,3860982619,233,17,3860982599,346,,3860982597,56,Center,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192435,17,5,1,0,56,v046no35g7ebk8lytdjmfb43,1,-1.2,58,2022-10-22T06:03:10.848Z,2022-10-22T06:03:11Z,3860982607,346,,3860982605,56,Back,3860982609,233,13,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192495,18,1,1,1,15,v046no35g7ebk8lytdjmfb43,1,4.4,54.2,2022-10-22T06:03:30.600Z,2022-10-22T06:03:32Z,3860982993,141,19.8,3860982989,56,Back,3860982997,213,5.1,3860982995,212,25.3,3860982991,140,13.7,3860982987,124,,3860983001,237,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192501,19,1,1,1,17,v046no35g7ebk8lytdjmfb43,0,13.8,20.1,2022-10-22T06:03:32.720Z,2022-10-22T06:03:33Z,3860983041,212,45.3,3860983031,155,,3860983037,141,50.2,3860983045,1,,3860983033,56,Center,3860983043,213,0.5,3860983035,140,52.3,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192511,14,1,1,1,20,6h553bwfqkoxayuv80uikkn42,1,47.4,51.9,2022-10-22T06:03:35.159Z,2022-10-22T06:03:37Z,3860983107,3,,3860983113,141,27.6,3860983117,213,5.6,3860983115,212,25.7,3860983111,140,66.2,3860983109,56,Center,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192515,15,49,1,1,22,6h553bwfqkoxayuv80uikkn42,1,66.2,27.6,2022-10-22T06:03:37.016Z,2022-10-22T06:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192527,16,1,1,1,24,6h553bwfqkoxayuv80uikkn42,1,69.6,41,2022-10-22T06:03:38.888Z,2022-10-22T06:03:41Z,3860983201,140,72.1,3860983199,56,Center,3860983205,212,12.8,3860983207,213,1.4,3860983203,141,59.4,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192541,17,1,1,1,26,6h553bwfqkoxayuv80uikkn42,1,72.1,59.4,2022-10-22T06:03:41.223Z,2022-10-22T06:17:24Z,3860983281,140,72.9,3860983285,212,14.0,3860983279,56,Left,3860983283,141,80.0,3860983287,213,1.5,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192549,18,1,1,1,29,6h553bwfqkoxayuv80uikkn42,0,87.1,84.1,2022-10-22T06:03:44.727Z,2022-10-22T06:03:47Z,3860983343,213,4.9,3860983331,56,Center,3860983339,141,63.7,3860983335,140,89.3,3860983341,212,14.1,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192561,20,12,1,1,31,v046no35g7ebk8lytdjmfb43,1,7.3,44.1,2022-10-22T06:03:46.456Z,2022-10-23T08:08:51Z,3860983425,213,6.2,3860983421,141,37.6,3860983419,140,45.8,3860983423,212,40.7,3860983417,56,Back,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192569,19,49,1,1,36,6h553bwfqkoxayuv80uikkn42,1,57.8,66.3,2022-10-22T06:03:51.624Z,2022-10-22T06:03:51Z,,,,,,,,,,,,,,,,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192571,20,1,1,1,36,6h553bwfqkoxayuv80uikkn42,1,57.8,66.3,2022-10-22T06:03:51.675Z,2022-10-22T06:03:52Z,3860983475,213,1.5,3860983471,141,79.1,3860983467,56,Left,3860983469,140,58.2,3860983473,212,8.7,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192575,21,1,1,1,37,6h553bwfqkoxayuv80uikkn42,1,58.2,79.1,2022-10-22T06:03:52.344Z,2022-10-22T06:03:53Z,3860983495,56,Left,3860983503,213,1.6,3860983497,140,58.4,3860983499,141,94.8,3860983501,212,10.7,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192581,22,1,1,1,39,6h553bwfqkoxayuv80uikkn42,1,58.4,94.4,2022-10-22T06:03:53.848Z,2022-10-22T06:49:46Z,3860983531,140,53.9,3860983535,212,11.4,3860983537,213,4.3,3860983533,141,79.1,3860983529,56,Left,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192591,23,1,1,1,41,6h553bwfqkoxayuv80uikkn42,0,54.5,78.4,2022-10-22T06:03:56.057Z,2022-10-22T06:03:59Z,3860983607,212,41.9,3860983603,140,89.9,3860983611,1,,3860983605,141,50.1,3860983599,155,,3860983609,213,5.8,3860983601,56,Center,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192605,21,52,1,1,45,v046no35g7ebk8lytdjmfb43,1,9.2,50.5,2022-10-22T06:04:00.609Z,2022-10-23T08:09:05Z,3865557125,377,,,,,,,,,,,,,,,,,,,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192621,22,1,1,1,46,v046no35g7ebk8lytdjmfb43,1,9.2,50.5,2022-10-22T06:04:01.033Z,2022-10-22T06:04:04Z,3860983745,56,Back,3860983743,123,,3860983751,212,18.8,3860983747,140,21.7,3860983749,141,70.3,3860983753,213,0.8,,,,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192629,23,1,1,1,49,v046no35g7ebk8lytdjmfb43,1,22.3,70.6,2022-10-22T06:04:04.065Z,2022-10-22T06:04:06Z,3860983787,212,11.0,3860983783,140,32.8,3860983785,141,70.3,3860983781,56,Back,3860983789,213,6.3,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192637,24,1,1,1,52,v046no35g7ebk8lytdjmfb43,1,32.8,70.3,2022-10-22T06:04:06.865Z,2022-10-22T06:04:08Z,3860983821,213,2.9,3860983819,212,9.3,3860983815,140,24.2,3860983817,141,73.7,3860983813,56,Back,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192669,25,1,1,1,53,v046no35g7ebk8lytdjmfb43,1,24.2,73.7,2022-10-22T06:04:07.897Z,2022-10-22T06:04:12Z,3860983999,212,39.7,3860984001,213,4.9,3860983995,140,31.2,3860984003,1,,3860983993,56,Back,3860983997,141,16.4,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192677,26,1,1,1,57,v046no35g7ebk8lytdjmfb43,1,33.4,12.2,2022-10-22T06:04:12.193Z,2022-10-22T06:04:13Z,3860984031,140,43.5,3860984033,141,15.2,3860984029,56,Back,3860984037,213,0.2,3860984035,212,10.8,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192689,27,1,1,1,58,v046no35g7ebk8lytdjmfb43,1,43.5,15.2,2022-10-22T06:04:13.273Z,2022-10-22T06:04:15Z,3860984077,212,8.4,3860984073,140,37.7,3860984075,141,23.8,3860984079,213,2.4,3860984071,56,Back,,,,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192711,28,1,1,2,0,v046no35g7ebk8lytdjmfb43,1,37.6,23.8,2022-10-22T06:04:15.330Z,2022-10-22T06:04:19Z,3860984169,140,65.5,3860984171,141,4.5,3860984165,155,,3860984177,1,,3860984173,212,32.1,3860984175,213,5.9,3860984167,56,Right,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192717,29,1,1,2,4,v046no35g7ebk8lytdjmfb43,1,65.5,4.5,2022-10-22T06:04:19.209Z,2022-10-22T06:50:41Z,3860984215,212,8.9,3860984209,56,Right,3860984213,141,17.3,3860984217,213,1.4,3860984211,140,67.2,3860984207,3,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192759,30,1,1,2,8,v046no35g7ebk8lytdjmfb43,1,69.7,19,2022-10-22T06:04:23.057Z,2022-10-23T08:09:33Z,3860984441,140,75.1,3860984613,210,15,3860984439,56,Center,3860984445,212,18.4,3860984443,141,44.7,3860984447,213,1.3,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192763,31,15,1,2,13,v046no35g7ebk8lytdjmfb43,1,84.8,48.8,2022-10-22T06:04:27.778Z,2022-10-23T08:09:33Z,3860984631,146,97.2,3860984623,55,30,3860984627,102,45.9,3860984629,103,6.3,3860984457,22,,3860984617,80,,3860984525,20,,3860984461,56,Center,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,3860984633,147,3860984619,29,3860984533,233,25,3860984459,17,48.6,,,,,,,,,,,,,,,,,,,,,,,,
2475192769,25,10,1,2,13,6h553bwfqkoxayuv80uikkn42,1,2.7,50.7,2022-10-22T06:04:27.878Z,2022-10-23T08:09:37Z,3860984491,179,,3860984495,56,Back,3860984537,233,31,3865557577,376,,3860984493,182,,3860984489,177,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192767,24,52,1,2,13,6h553bwfqkoxayuv80uikkn42,1,2.7,50.7,2022-10-22T06:04:28.643Z,2022-10-23T08:09:39Z,3865557599,376,,,,,,,,,,,,,,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475192855,26,80,1,2,34,6h553bwfqkoxayuv80uikkn42,0,7.1,51.6,2022-10-22T06:04:48.969Z,2022-10-22T06:04:49Z,,,,,,,,,,,,,,,,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
