id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2508585843,242,1,1,30,30,7p460lrzt1kmp4rsofqa47eqy,0,29.9,9.8,2023-02-17T09:15:49.688Z,2023-02-17T09:15:56Z,4036828685,213,0.5,4036828683,212,45.8,4036828675,155,,4036828681,141,39.2,4036828677,56,Center,4036828687,1,,4036828679,140,69.1,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585835,272,44,1,30,33,6j4xzc2g1eeafo6v1f38d4x22,1,29,63.2,2023-02-17T09:15:53.173Z,2023-02-17T09:18:07Z,4036828651,56,Back,4036828653,285,,4036828705,233,243,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585845,243,44,1,30,33,7p460lrzt1kmp4rsofqa47eqy,0,71,36.8,2023-02-17T09:15:53.174Z,2023-02-17T09:26:35Z,4036828691,56,Center,4036828725,233,272,4036828693,286,,,,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585839,273,1,1,30,34,6j4xzc2g1eeafo6v1f38d4x22,0,27.5,65.5,2023-02-17T09:15:53.685Z,2023-02-17T09:18:08Z,4036828663,140,28.6,4036828665,141,66.3,4036828661,56,Back,4036828659,3,,4036828669,213,0.4,4036828667,212,1.3,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585855,244,61,1,30,35,7p460lrzt1kmp4rsofqa47eqy,1,69.1,39.2,2023-02-17T09:15:55.425Z,2023-02-17T09:18:09Z,4036828723,56,Center,,,,,,,,,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586145,291,49,1,30,36,6j4xzc2g1eeafo6v1f38d4x22,1,31.4,68.1,2023-02-17T09:15:55.814Z,2023-02-17T09:18:13Z,,,,,,,,,,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585867,274,1,1,30,37,6j4xzc2g1eeafo6v1f38d4x22,1,30.9,72.9,2023-02-17T09:15:56.940Z,2023-02-17T09:18:12Z,4036828777,140,29.4,4036828779,141,85.6,4036828783,213,1.8,4036828781,212,8.8,4036828775,56,Back,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585873,275,1,1,30,39,6j4xzc2g1eeafo6v1f38d4x22,1,29.4,85,2023-02-17T09:15:59.468Z,2023-02-17T09:16:00Z,4036828805,213,4.1,4036828797,56,Back,4036828799,140,26.8,4036828803,212,4.6,4036828801,141,79.6,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585885,276,1,1,30,40,6j4xzc2g1eeafo6v1f38d4x22,1,26.6,84.8,2023-02-17T09:16:00.524Z,2023-02-17T09:16:02Z,4036828845,140,29.6,4036828849,212,7.1,4036828847,141,94.1,4036828851,213,1.1,4036828841,56,Back,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585895,277,1,1,30,42,6j4xzc2g1eeafo6v1f38d4x22,1,30.1,93.9,2023-02-17T09:16:01.948Z,2023-02-17T09:16:02Z,4036828887,141,88.3,4036828891,213,5.8,4036828889,212,8.7,4036828885,140,37.5,4036828883,56,Back,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585905,278,1,1,30,43,6j4xzc2g1eeafo6v1f38d4x22,1,37.1,88.1,2023-02-17T09:16:02.812Z,2023-02-17T09:16:04Z,4036828923,56,Back,4036828925,140,45.1,4036828931,213,0.2,4036828929,212,8.5,4036828927,141,90.0,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585909,279,1,1,30,44,6j4xzc2g1eeafo6v1f38d4x22,1,45.1,90,2023-02-17T09:16:03.932Z,2023-02-17T09:16:04Z,4036828959,212,3.2,4036828961,213,4.3,4036828953,140,43.9,4036828955,141,85.6,4036828951,56,Back,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585925,280,1,1,30,45,6j4xzc2g1eeafo6v1f38d4x22,1,43.9,86.6,2023-02-17T09:16:04.668Z,2023-02-17T09:16:06Z,4036829017,141,97.1,4036829019,212,14.0,4036829015,140,55.4,4036829013,56,Left,4036829021,213,0.5,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585935,281,1,1,30,47,6j4xzc2g1eeafo6v1f38d4x22,0,53.8,94.4,2023-02-17T09:16:06.830Z,2023-02-17T09:16:09Z,4036829077,141,46.3,4036829079,212,36.3,4036829071,155,,4036829083,1,,4036829081,213,5.2,4036829073,56,Center,4036829075,140,68.8,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585965,245,1,1,30,50,7p460lrzt1kmp4rsofqa47eqy,0,30.8,59.7,2023-02-17T09:16:09.836Z,2023-02-17T09:16:11Z,4036829187,141,56.9,4036829191,213,6.2,4036829189,212,17.3,4036829181,3,,4036829185,140,47.2,4036829183,56,Back,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508585979,282,1,1,30,52,6j4xzc2g1eeafo6v1f38d4x22,1,53.7,40.9,2023-02-17T09:16:12.556Z,2023-02-17T09:18:02Z,4036829227,141,18.2,4036829229,212,17.3,4036829221,3,,4036829223,56,Right,4036829225,140,61.1,4036829231,213,5.2,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586029,283,1,1,30,59,6j4xzc2g1eeafo6v1f38d4x22,1,64,2.6,2023-02-17T09:16:19.356Z,2023-02-17T09:16:20Z,4036829411,212,12.5,4036829405,56,Right,4036829413,213,2.2,4036829409,141,17.3,4036829407,140,56.9,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586049,284,1,1,31,0,6j4xzc2g1eeafo6v1f38d4x22,1,56.3,19.8,2023-02-17T09:16:20.507Z,2023-02-17T09:16:23Z,4036829489,213,1.8,4036829487,212,11.5,4036829485,141,36.3,4036829483,140,54.0,4036829481,56,Center,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586069,285,1,1,31,3,6j4xzc2g1eeafo6v1f38d4x22,1,53.9,39.4,2023-02-17T09:16:23.356Z,2023-02-17T09:16:25Z,4036829551,141,27.6,4036829553,212,8.2,4036829549,140,55.5,4036829547,56,Center,4036829555,213,4.9,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586081,286,1,1,31,6,6j4xzc2g1eeafo6v1f38d4x22,1,55.5,27.7,2023-02-17T09:16:25.852Z,2023-02-17T09:16:28Z,4036829611,213,0.4,4036829603,56,Center,4036829605,140,63.6,4036829607,141,33.4,4036829609,212,9.3,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586091,287,1,1,31,8,6j4xzc2g1eeafo6v1f38d4x22,1,61.8,36.9,2023-02-17T09:16:27.900Z,2023-02-17T09:16:30Z,4036829643,212,14.7,4036829645,213,1.1,4036829641,141,56.0,4036829637,56,Center,4036829639,140,68.4,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586099,288,1,1,31,11,6j4xzc2g1eeafo6v1f38d4x22,1,73.8,58.2,2023-02-17T09:16:30.652Z,2023-02-17T09:16:33Z,4036829679,141,46.4,4036829677,140,81.2,4036829681,212,11.2,4036829675,56,Center,4036829683,213,5.5,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586109,289,3,1,31,13,6j4xzc2g1eeafo6v1f38d4x22,0,82.7,49.4,2023-02-17T09:16:33.021Z,2023-02-18T13:00:31Z,4036829719,211,,4039097569,465,,4036829713,286,,4036829711,56,Center,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586125,246,12,1,31,15,7p460lrzt1kmp4rsofqa47eqy,1,13.4,49.7,2023-02-17T09:16:34.934Z,2023-02-17T09:16:37Z,4036829755,140,22.9,4036829753,56,Back,4036829757,141,0.0,4036829771,167,,4036829759,212,36.5,4036829761,213,5.0,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586127,247,5,1,31,16,7p460lrzt1kmp4rsofqa47eqy,0,23.2,-1.8,2023-02-17T09:16:36.253Z,2023-02-17T09:17:23Z,4036829767,56,Back,4036829769,347,,4036829845,233,290,,,,,,,,,,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586139,290,5,1,31,16,6j4xzc2g1eeafo6v1f38d4x22,1,76.8,101.8,2023-02-17T09:16:36.253Z,2023-02-17T09:16:40Z,4036829837,233,247,4036829817,56,Left,4036829819,347,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586193,292,1,1,31,27,6j4xzc2g1eeafo6v1f38d4x22,1,68.3,100,2023-02-17T09:16:47.596Z,2023-02-17T09:16:48Z,4036830015,212,16.6,4036830017,213,3.4,4036830009,56,Left,4036830007,107,,4036830011,140,53.1,4036830013,141,95.1,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586205,293,1,1,31,29,6j4xzc2g1eeafo6v1f38d4x22,1,49.6,92.4,2023-02-17T09:16:48.812Z,2023-02-17T09:16:50Z,4036830045,141,58.5,4036830043,140,41.3,4036830041,56,Back,4036830049,213,4.4,4036830047,212,24.6,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586247,294,1,1,31,30,6j4xzc2g1eeafo6v1f38d4x22,1,41.3,57.3,2023-02-17T09:16:49.900Z,2023-02-17T09:16:55Z,4036830193,212,39.0,4036830187,56,Right,4036830195,213,5.1,4036830189,140,56.0,4036830191,141,4.6,4036830197,1,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586265,295,1,1,31,36,6j4xzc2g1eeafo6v1f38d4x22,1,62.3,17.1,2023-02-17T09:16:55.868Z,2023-02-17T09:16:58Z,4036830257,212,9.6,4036830249,56,Right,4036830259,213,3.5,4036830251,140,53.9,4036830253,141,11.7,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586279,296,1,1,31,38,6j4xzc2g1eeafo6v1f38d4x22,1,54.6,15.3,2023-02-17T09:16:58.491Z,2023-02-17T09:17:01Z,4036830325,213,1.9,4036830323,212,10.6,4036830321,141,29.8,4036830317,56,Center,4036830319,140,50.9,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586291,297,1,1,31,41,6j4xzc2g1eeafo6v1f38d4x22,1,52.2,31.8,2023-02-17T09:17:01.115Z,2023-02-17T09:17:03Z,4036830381,213,1.5,4036830375,140,53.3,4036830373,56,Center,4036830379,212,22.3,4036830377,141,64.6,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586307,298,1,1,31,43,6j4xzc2g1eeafo6v1f38d4x22,1,54.1,67.3,2023-02-17T09:17:03.148Z,2023-02-17T09:17:06Z,4036830431,140,66.0,4036830433,141,96.2,4036830435,212,23.3,4036830429,56,Left,4036830437,213,1.0,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586315,299,1,1,31,46,6j4xzc2g1eeafo6v1f38d4x22,1,66,95.7,2023-02-17T09:17:06.268Z,2023-02-17T09:17:09Z,4036830471,213,5.1,4036830463,56,Left,4036830465,140,68.4,4036830467,141,87.7,4036830469,212,6.0,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586337,300,1,1,31,49,6j4xzc2g1eeafo6v1f38d4x22,1,62.7,88.7,2023-02-17T09:17:09.019Z,2023-02-17T09:17:13Z,4036830567,213,4.2,4036830563,141,51.3,4036830565,212,29.3,4036830561,140,48.9,4036830559,56,Back,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586357,301,1,1,31,53,6j4xzc2g1eeafo6v1f38d4x22,1,48.5,43.1,2023-02-17T09:17:13.228Z,2023-02-17T09:17:17Z,4036830655,213,5.2,4036830647,56,Right,4036830649,140,61.0,4036830653,212,30.7,4036830651,141,2.3,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586375,248,45,1,31,57,7p460lrzt1kmp4rsofqa47eqy,0,37,96.4,2023-02-17T09:17:17.196Z,2023-02-18T15:12:52Z,4036830703,285,,4036830715,233,302,4036830701,56,Back,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586371,302,3,1,31,57,6j4xzc2g1eeafo6v1f38d4x22,1,63,3.6,2023-02-17T09:17:17.196Z,2023-02-18T13:01:01Z,4036830709,233,248,4036830693,56,Right,4036830695,286,,4039098531,464,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586379,303,1,1,31,58,6j4xzc2g1eeafo6v1f38d4x22,1,58.5,5,2023-02-17T09:17:18.540Z,2023-02-17T09:17:20Z,4036830721,140,59.4,4036830723,141,12.5,4036830725,212,5.2,4036830727,213,1.4,4036830719,56,Right,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586383,304,1,1,32,1,6j4xzc2g1eeafo6v1f38d4x22,1,59.4,12.5,2023-02-17T09:17:20.620Z,2023-02-17T09:17:21Z,4036830747,213,3.8,4036830739,56,Right,4036830741,140,54.3,4036830745,212,6.9,4036830743,141,6.1,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586399,305,1,1,32,2,6j4xzc2g1eeafo6v1f38d4x22,1,53,6.1,2023-02-17T09:17:21.676Z,2023-02-17T09:17:25Z,4036830815,141,24.4,4036830811,56,Back,4036830813,140,28.3,4036830817,212,28.8,4036830819,213,2.7,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586407,306,1,1,32,5,6j4xzc2g1eeafo6v1f38d4x22,1,26,25.6,2023-02-17T09:17:25.228Z,2023-02-17T09:17:28Z,4036830855,212,31.1,4036830853,141,71.2,4036830851,140,27.6,4036830857,213,1.5,4036830849,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586445,307,1,1,32,8,6j4xzc2g1eeafo6v1f38d4x22,1,29.1,74.2,2023-02-17T09:17:28.124Z,2023-02-17T09:17:35Z,4036830975,212,19.5,4036830973,141,97.7,4036830971,140,39.7,4036830977,213,1.0,4036830969,56,Back,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586451,308,1,1,32,15,6j4xzc2g1eeafo6v1f38d4x22,1,61.5,93.3,2023-02-17T09:17:34.987Z,2023-02-17T09:17:36Z,4036831009,56,Left,4036831017,213,4.5,4036831013,141,81.8,4036831015,212,8.0,4036831011,140,59.8,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586471,309,1,1,32,16,6j4xzc2g1eeafo6v1f38d4x22,1,59.8,81.8,2023-02-17T09:17:36.539Z,2023-02-17T09:17:38Z,4036831073,213,1.1,4036831071,212,8.9,4036831065,56,Left,4036831067,140,63.7,4036831069,141,93.5,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586475,310,1,1,32,19,6j4xzc2g1eeafo6v1f38d4x22,1,68.5,94.2,2023-02-17T09:17:38.795Z,2023-02-17T09:17:40Z,4036831097,213,3.8,4036831091,140,62.0,4036831089,56,Left,4036831095,212,8.8,4036831093,141,86.0,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586495,311,1,1,32,20,6j4xzc2g1eeafo6v1f38d4x22,1,62.6,84.1,2023-02-17T09:17:40.044Z,2023-02-17T09:17:43Z,4036831185,141,61.7,4036831183,140,62.3,4036831181,56,Center,4036831189,213,4.7,4036831187,212,15.2,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586507,312,1,1,32,24,6j4xzc2g1eeafo6v1f38d4x22,1,64.6,58.7,2023-02-17T09:17:43.804Z,2023-02-17T09:17:46Z,4036831231,141,9.8,4036831225,155,,4036831235,213,5.2,4036831233,212,37.2,4036831237,1,,4036831229,140,80.4,4036831227,56,Right,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586533,313,4,1,32,26,6j4xzc2g1eeafo6v1f38d4x22,1,82.8,10.4,2023-02-17T09:17:46.587Z,2023-02-17T09:17:52Z,4036831349,56,Right,4036831363,233,249,4036831343,13,,4036831351,152,,4036831353,286,,4036831345,294,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586525,249,4,1,32,26,7p460lrzt1kmp4rsofqa47eqy,0,17.2,89.6,2023-02-17T09:17:46.588Z,2023-02-17T09:34:36Z,4036831315,294,,4036831375,233,313,4036831313,13,,4036831321,285,,4036831319,152,,4036831317,56,Back,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586745,314,1,1,33,9,6j4xzc2g1eeafo6v1f38d4x22,0,82.9,13.7,2023-02-17T09:18:29.611Z,2023-02-18T13:02:54Z,4036832121,155,,4036832135,1,,4036832123,152,,4036832119,5,,4036832127,140,100.0,4039103993,223,,4036832129,141,63.5,4036832117,2,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,4036832133,213,4036832125,56,Center,,4036832131,212,4039103995,72,,,,,,,,,,,,,1.0,39.1,,,,,,,,,,,,,
2508586743,250,5,1,33,12,7p460lrzt1kmp4rsofqa47eqy,1,-0.7,40,2023-02-17T09:18:32.152Z,2023-02-17T09:18:33Z,4036832163,233,315,4036832113,56,Back,4036832115,346,,,,,,,,,,,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586747,315,5,1,33,12,6j4xzc2g1eeafo6v1f38d4x22,0,100.7,60,2023-02-17T09:18:32.152Z,2023-02-17T09:26:31Z,4036832139,346,,4036832171,233,250,4036832137,56,Center,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586889,251,1,1,33,38,7p460lrzt1kmp4rsofqa47eqy,1,3.4,48.7,2023-02-17T09:18:58.095Z,2023-02-17T09:19:04Z,4036832705,56,Right,4036832715,1,,4036832709,141,11.4,4036832719,74,,4036832707,140,50.1,4036832711,212,55.2,4036832703,124,,4036832713,213,5.8,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586895,316,4,1,33,42,6j4xzc2g1eeafo6v1f38d4x22,1,49.3,88.1,2023-02-17T09:19:02.462Z,2023-02-17T09:19:04Z,4036832745,286,,4036832739,294,,4036832765,233,252,4036832737,13,,4036832741,56,Back,4036832743,152,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586893,252,4,1,33,42,7p460lrzt1kmp4rsofqa47eqy,0,50.7,11.9,2023-02-17T09:19:02.463Z,2023-02-17T09:19:05Z,4036832773,233,316,4036832727,294,,4036832729,56,Right,4036832733,285,,4036832725,13,,4036832731,152,,,,,,,,dpre9cmklv12i80xbyqnku505,A. Prijović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586953,317,1,1,33,55,6j4xzc2g1eeafo6v1f38d4x22,1,49,86.8,2023-02-17T09:19:14.619Z,2023-02-17T09:29:20Z,4036832975,140,37.5,4036832979,212,20.1,4036833171,189,,4036832969,5,,4036832977,141,63.1,4036832981,213,4.1,4036832973,56,Back,4036832971,152,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508590165,436,1,1,33,56,6j4xzc2g1eeafo6v1f38d4x22,1,37.5,59,2023-02-17T09:19:16.439Z,2023-02-17T09:29:21Z,4036846819,212,15.7,4036847035,189,,4036846817,141,36.4,4036846813,56,Back,4036846821,213,4.5,4036846815,140,34.3,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586957,318,1,1,33,57,6j4xzc2g1eeafo6v1f38d4x22,1,34.8,40,2023-02-17T09:19:17.483Z,2023-02-17T09:29:27Z,4036832993,141,4.3,4036832995,212,24.9,4036832989,56,Back,4036832991,140,40.1,4036832997,213,4.9,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586961,319,1,1,33,59,6j4xzc2g1eeafo6v1f38d4x22,1,43.2,3.7,2023-02-17T09:19:18.651Z,2023-02-17T09:19:20Z,4036833025,213,0.3,4036833023,212,21.8,4036833021,141,12.0,4036833017,56,Right,4036833019,140,63.3,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586963,320,1,1,34,0,6j4xzc2g1eeafo6v1f38d4x22,0,67.1,12.6,2023-02-17T09:19:19.651Z,2023-02-18T13:03:42Z,4039106747,213,0,4039106741,140,70.9,4039106743,141,12.6,4036833029,56,Right,4039106745,212,4.0,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586967,253,61,1,34,1,7p460lrzt1kmp4rsofqa47eqy,1,31.8,87,2023-02-17T09:19:20.652Z,2023-02-18T13:03:41Z,4036833067,56,Back,,,,,,,,,,,,,,,,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586971,254,5,1,34,3,7p460lrzt1kmp4rsofqa47eqy,0,34.4,101.2,2023-02-17T09:19:22.670Z,2023-02-17T09:19:24Z,4036833147,233,321,4036833075,56,Back,4036833077,347,,,,,,,,,,,,,,,,,dgffw31wnpl5u0304dpdet52h,C. O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508586985,321,5,1,34,3,6j4xzc2g1eeafo6v1f38d4x22,1,65.6,-1.2,2023-02-17T09:19:22.670Z,2023-02-17T09:26:31Z,4036833133,347,,4036833143,233,254,4036833131,56,Right,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508587011,322,1,1,34,10,6j4xzc2g1eeafo6v1f38d4x22,1,60.3,0,2023-02-17T09:19:30.475Z,2023-02-17T09:19:33Z,4036833225,213,2.7,4036833215,107,,4036833223,212,20.7,4036833221,141,10.7,4036833217,56,Back,4036833263,189,,4036833219,140,42.3,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
