id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,assist,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2526270055,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-01T05:16:01.097Z,2023-04-01T06:03:18Z,4151186735,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4151239805,197,16726,4151186733,30,"cb0y1hi0ozn1rx00vx6a1xr6x, 1hcnrw2udxcdff6bre73sv1pm, c0p9hlssgk28sutlee99c24t1, bhl2kwvi52osrdsdnbtw45lyi, 3zl5ec82f8zebkxkfdz16e3th, 7mgwfxva7w88k90jhjd1wx3o5, cl816ciqmvh4bjzm9vjq4wyga, 7nhzkoa6bywrlkj9nc3f5ylii, 2h9me0kgogb1ke6327y78hk9h, uyhh5u2ezau9f095symdh3sa, abfwfqsv8o9xsnkor896869cl, 26vm9o1w3l4behscs3hk4d8x6, bcb8xguyk226cmw4wvkkxpgix, cap22dno3uid8jyckne737tyi, 4gn22fnshsmgxyayuj2p77v85, da3z6nhhqd45932cy3qi2kout, dhnssdf1iuorniavvla5zbwx6, 6jri9zzc1ccwcof95srv8h4pg",4151186739,130,12,4151186737,59,"23, 13, 16, 3, 5, 2, 7, 12, 22, 17, 26, 1, 10, 15, 19, 21, 27, 35",4151186745,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151186743,194,3zl5ec82f8zebkxkfdz16e3th,4151186741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526270505,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-01T05:17:33.497Z,2023-04-01T06:03:25Z,4151189113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151239765,197,14595,4151189111,130,2,4151189105,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, 4qdcbp2hdy7ap97sas98x3g0l, 7qwmlcxsxlxmq01g7dkt7v14a, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, b3wugaop1bb4php1irwf6zqei, 4p3oumqahcdjl66oqw3jwjsdm, 36gq011by1cjkem274ahdfg89, 4l0se1iapxcmd1jb4851aj6c5, e5ycwhcy49624czidh67ihiad, 7u4b1qrfl77crswls2ix35o89, 9r6w1mv6tillg43qthh9p5ap6, 3hfu7zxdbwlshk4wc87379ul0, 43o49py4g8fmyg5pawvjsf8tm, b8ptjj6m4jh83ixhtny9o2v4k, 7ucilzbc870tvzy8iqxlk8kbt, dtjh9j9whua6r6ms05cls3iwa",4151189115,194,bgl8h2ygh9ztbnzt79wv178ph,4151189117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151189107,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4151189109,59,"20, 15, 5, 6, 25, 3, 7, 4, 98, 9, 11, 31, 10, 13, 14, 18, 24, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280177,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-01T06:01:32.723Z,2023-04-02T11:25:37Z,4151241663,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280179,3,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-01T06:01:32.723Z,2023-04-01T06:01:34Z,4151241665,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280185,3,1,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,50,50,2023-04-01T06:01:32.823Z,2023-04-01T06:01:34Z,4151241697,278,,4151241691,212,3.2,4151241693,213,5.0,4151241695,279,S,4151241687,140,51.0,4151241689,141,45.5,4151241685,56,Center,,,,36gq011by1cjkem274ahdfg89,Marco Túlio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280189,4,1,1,0,2,c4ygb6mnh53kpl2mpxe52l8jw,1,51.2,47.2,2023-04-01T06:01:34.776Z,2023-04-01T06:01:37Z,4151241709,141,41.0,4151241707,140,45.0,4151241705,56,Back,4151241711,212,7.8,4151241713,213,3.7,,,,,,,,,,4l0se1iapxcmd1jb4851aj6c5,J. Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280197,5,1,1,0,4,c4ygb6mnh53kpl2mpxe52l8jw,0,45.9,46,2023-04-01T06:01:37.288Z,2023-04-01T06:01:38Z,4151241741,141,94.2,4151241743,212,34.3,4151241735,155,,4151241745,213,1.3,4151241747,1,,4151241737,56,Left,4151241739,140,55.6,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280191,4,8,1,0,5,v046no35g7ebk8lytdjmfb43,1,41.3,7.6,2023-04-01T06:01:37.764Z,2023-04-03T06:08:56Z,4160411907,385,,4151241721,56,Back,,,,,,,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280199,5,5,1,0,6,v046no35g7ebk8lytdjmfb43,0,49.4,-1.2,2023-04-01T06:01:38.734Z,2023-04-01T06:01:48Z,4151241749,56,Back,4151241803,233,6,4151241751,347,,,,,,,,,,,,,,,,,c0p9hlssgk28sutlee99c24t1,J. Brindell-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526280213,6,5,1,0,6,c4ygb6mnh53kpl2mpxe52l8jw,1,50.6,101.2,2023-04-01T06:01:38.734Z,2023-04-01T06:50:14Z,4151241795,56,Left,4151241799,233,5,4151241797,347,,,,,,,,,,,,,,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
