id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2478690347,5,1,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,0,35,30.9,2022-10-29T13:31:05.138Z,2022-10-29T21:14:24Z,3879507713,56,Back,3879507719,212,5.8,3879507711,3,,3881864295,388,,3879507717,141,31.3,3879507721,213,0.0,3879507715,140,40.5,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690391,7,1,1,0,10,eq1oq6y61xnzq88zu0cnw131z,1,62.2,66.5,2022-10-29T13:31:06.578Z,2022-10-29T21:14:39Z,3879507969,212,16.0,3879507963,56,Center,3881864599,178,,3879507965,140,54.4,3879507967,141,46.3,3879507971,213,4.2,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690453,8,1,1,0,13,eq1oq6y61xnzq88zu0cnw131z,1,54.4,46.3,2022-10-29T13:31:09.093Z,2022-10-29T21:14:48Z,3879508299,212,14.3,3879508293,56,Back,3879508301,213,2.7,3879508295,140,41.9,3881864857,178,,3879508297,141,54.6,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690521,9,1,1,0,17,eq1oq6y61xnzq88zu0cnw131z,1,42.5,56.9,2022-10-29T13:31:13.080Z,2022-10-29T21:14:51Z,3879508629,56,Back,3879508633,141,95.6,3879508631,140,45.0,3881864955,178,,3879508637,213,1.5,3879508635,212,26.4,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690565,10,1,1,0,21,eq1oq6y61xnzq88zu0cnw131z,0,45.2,99.8,2022-10-29T13:31:17.034Z,2022-10-29T21:15:00Z,3879509369,236,,3879508893,212,1.6,3879508887,56,Back,3881865127,178,,3879508889,140,46.2,3879509375,286,,3879508895,213,5.4,3879508891,141,98.1,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,3879509371,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690607,6,74,1,0,21,a8l3w3n0j99qjlsxj3jnmgkz1,1,54,7.9,2022-10-29T13:31:17.068Z,2022-10-29T21:15:09Z,3879509399,233,10,3879509159,285,,3879509157,56,Right,3881865353,178,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690619,7,5,1,0,22,a8l3w3n0j99qjlsxj3jnmgkz1,0,55.4,-1.1,2022-10-29T13:31:17.765Z,2022-10-29T21:15:19Z,3879509217,56,Right,3879509623,233,11,3879509219,347,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690689,11,5,1,0,22,eq1oq6y61xnzq88zu0cnw131z,1,44.6,101.1,2022-10-29T13:31:17.765Z,2022-10-29T21:15:19Z,3879509611,233,7,3879509563,56,Back,3879509565,347,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690755,12,1,1,0,31,eq1oq6y61xnzq88zu0cnw131z,1,48.1,100,2022-10-29T13:31:27.549Z,2022-10-29T21:15:25Z,3879509929,213,5.3,3879509923,140,51.6,3879509919,107,,3879509925,141,93.1,3879509921,56,Left,3879509927,212,6.6,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690789,13,1,1,0,32,eq1oq6y61xnzq88zu0cnw131z,1,51.4,95,2022-10-29T13:31:28.571Z,2022-10-29T21:15:35Z,3879510139,212,9.8,3879510133,141,97.4,3879510129,140,60.6,3879510143,213,0.2,3881865989,178,,3879510125,56,Left,,,,,,,98e7uohj6lcvf59sfssff2y8l,P. Förster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479251537,756,43,1,0,34,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-29T13:31:30.583Z,2022-10-30T06:45:51Z,3882582833,144,82,3882582735,178,0,,,,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690793,14,61,1,0,34,eq1oq6y61xnzq88zu0cnw131z,0,60.6,97.4,2022-10-29T13:31:30.605Z,2022-10-29T21:16:06Z,3879510165,56,Left,3881866695,178,,,,,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690779,8,49,1,0,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.9,7.6,2022-10-29T13:31:32.184Z,2022-10-29T21:16:12Z,,,,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690833,9,1,1,0,37,a8l3w3n0j99qjlsxj3jnmgkz1,0,43.5,7.9,2022-10-29T13:31:33.555Z,2022-10-29T21:16:16Z,3881866869,178,,3879510361,140,63.8,3879510367,213,0.4,3879510365,212,23.3,3879510359,56,Center,3879510363,141,21.8,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690907,15,49,1,0,38,eq1oq6y61xnzq88zu0cnw131z,1,42.7,70.2,2022-10-29T13:31:34.524Z,2022-10-29T21:16:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ns0d3voludn8of98yc2e6ehh,D. Heintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478690947,16,1,1,0,41,eq1oq6y61xnzq88zu0cnw131z,1,44.6,68.1,2022-10-29T13:31:36.848Z,2022-10-29T21:16:29Z,3879510883,213,4.1,3879510879,141,44.3,3881867209,178,,3879510875,56,Back,3879510877,140,32.8,3879510881,212,20.4,,,,,,,ns0d3voludn8of98yc2e6ehh,D. Heintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691001,17,1,1,0,43,eq1oq6y61xnzq88zu0cnw131z,1,32.8,44.3,2022-10-29T13:31:38.734Z,2022-10-29T21:16:34Z,3881867339,178,,3879511115,56,Back,3879511119,141,67.7,3879511121,212,16.4,3879511123,213,1.8,3879511117,140,29.0,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691093,18,1,1,0,44,eq1oq6y61xnzq88zu0cnw131z,1,22.9,64.7,2022-10-29T13:31:39.755Z,2022-10-29T21:16:41Z,3879511593,212,17.7,3879511585,140,11.0,3879511581,56,Back,3879511595,213,3.9,3881867499,178,,3879511589,141,46.3,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691133,19,1,1,0,47,eq1oq6y61xnzq88zu0cnw131z,1,11.5,44.7,2022-10-29T13:31:43.380Z,2022-10-29T21:16:45Z,3879511823,213,6.1,3879511819,212,43.0,3879511807,155,,3881867601,178,,3879511809,56,Center,3879511811,140,52.0,3879511831,1,,3879511815,141,35.5,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691185,20,1,1,0,50,eq1oq6y61xnzq88zu0cnw131z,1,54,35.9,2022-10-29T13:31:45.929Z,2022-10-29T21:16:51Z,3879512077,3,,3879512081,56,Center,3879512087,212,14.4,3879512085,141,41.0,3879512079,168,,3881867665,388,,3879512083,140,67.3,3879512089,213,0.2,4oic5vu1qv89061hflasl3r3d,J. Osei-Tutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479251771,761,67,1,0,51,eq1oq6y61xnzq88zu0cnw131z,1,72.6,47.7,2022-10-29T13:31:47.040Z,2022-10-30T09:57:01Z,3882584153,233,834,,,,,,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479251769,834,67,1,0,51,a8l3w3n0j99qjlsxj3jnmgkz1,0,27.4,52.3,2022-10-29T13:31:47.041Z,2022-10-30T06:46:50Z,3882584157,233,761,,,,,,,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691191,21,61,1,0,51,eq1oq6y61xnzq88zu0cnw131z,0,67.7,41.6,2022-10-29T13:31:47.069Z,2022-10-30T09:57:01Z,3881867791,388,,3879512099,56,Center,,,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691209,10,49,1,0,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,25.6,52.8,2022-10-29T13:31:49.936Z,2022-10-29T21:17:07Z,,,,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691359,11,1,1,0,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,24.2,51.5,2022-10-29T13:31:49.960Z,2022-10-29T21:17:11Z,3879512933,140,7.2,3879512939,213,3.2,3879512935,141,50.3,3881868103,178,,3879512937,212,17.9,3879512931,56,Back,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691421,12,1,1,1,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,10.5,59.4,2022-10-29T13:31:56.779Z,2022-10-29T21:17:14Z,3881868175,178,,3879513209,213,1.0,3879513203,140,24.8,3879513205,141,93.5,3879513201,56,Back,3879513207,212,27.6,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691469,13,1,1,1,4,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.4,94.7,2022-10-29T13:32:00.052Z,2022-10-29T21:17:18Z,3879513447,56,Back,3881868261,178,,3879513453,212,13.3,3879513455,213,5.1,3879513449,140,34.1,3879513451,141,76.6,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691547,14,1,1,1,6,a8l3w3n0j99qjlsxj3jnmgkz1,1,34,77.3,2022-10-29T13:32:01.833Z,2022-10-29T21:17:22Z,3881868451,178,,3879513859,141,74.4,3879513861,212,22.3,3879513863,213,3.2,3879513855,56,Back,3879513857,140,12.8,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691601,15,1,1,1,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,11.5,73.9,2022-10-29T13:32:04.715Z,2022-10-29T21:17:29Z,3879514103,56,Back,3879514109,212,16.8,3879514111,213,4.3,3881868665,178,,3879514105,140,5.5,3879514107,141,51.0,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691691,16,1,1,1,12,a8l3w3n0j99qjlsxj3jnmgkz1,1,6.8,50.6,2022-10-29T13:32:07.698Z,2022-10-29T21:17:32Z,3879514547,1,,3879514541,141,2.6,3879514535,56,Back,3879514531,155,,3879514545,213,5.3,3881868721,178,,3879514539,140,28.5,3879514543,212,39.8,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691699,17,61,1,1,14,a8l3w3n0j99qjlsxj3jnmgkz1,0,28.5,2.6,2022-10-29T13:32:09.913Z,2022-10-29T21:17:43Z,3881868927,178,,3879514583,56,Back,,,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478691715,18,5,1,1,15,a8l3w3n0j99qjlsxj3jnmgkz1,0,26.3,-1.8,2022-10-29T13:32:10.632Z,2022-10-29T21:17:54Z,3879514663,347,,3879514661,56,Back,3879517459,233,22,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692265,22,5,1,1,15,eq1oq6y61xnzq88zu0cnw131z,1,73.7,101.8,2022-10-29T13:32:10.632Z,2022-10-29T21:17:53Z,3879517399,347,,3879517415,233,18,3879517397,56,Left,,,,,,,,,,,,,,,,4oic5vu1qv89061hflasl3r3d,J. Osei-Tutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692349,23,1,1,1,39,eq1oq6y61xnzq88zu0cnw131z,0,78.2,100,2022-10-29T13:32:35.117Z,2022-10-29T21:18:01Z,3879517837,107,,3879517845,212,26.7,3879517841,140,89.4,3879517847,213,5.2,3879517843,141,65.9,3879517849,1,,3879517839,56,Center,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478694225,28,44,1,1,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.9,37.4,2022-10-29T13:32:36.902Z,2022-10-30T09:57:01Z,3879527435,56,Back,3879527475,233,25,3879527437,285,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692637,25,44,1,1,41,eq1oq6y61xnzq88zu0cnw131z,0,90.1,62.6,2022-10-29T13:32:36.903Z,2022-10-29T21:18:47Z,3879519269,56,Center,3879527495,233,28,3879519271,286,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692333,19,12,1,1,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,7.3,32.2,2022-10-29T13:32:36.938Z,2022-10-30T09:57:02Z,3879517757,56,Back,3879518097,15,,3881870735,388,,3879517811,167,,3879517763,212,8.9,3879517761,141,29.1,3879517759,140,0.0,3879517765,213,3.4,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692341,20,6,1,1,42,a8l3w3n0j99qjlsxj3jnmgkz1,0,4.4,34,2022-10-29T13:32:38.587Z,2022-10-29T21:19:03Z,3879517797,73,,3879518199,233,24,3879517795,56,Back,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478692397,24,6,1,1,42,eq1oq6y61xnzq88zu0cnw131z,1,95.6,66,2022-10-29T13:32:38.587Z,2022-10-29T21:19:02Z,3879518089,73,,3879518087,56,Center,3879518141,233,20,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478693069,26,1,1,2,10,eq1oq6y61xnzq88zu0cnw131z,0,99.6,99.5,2022-10-29T13:33:06.231Z,2022-10-29T21:19:08Z,3879521501,141,96.0,3881871087,178,,3879521499,140,95.0,3879521505,213,3.6,3879521497,56,Left,3879521491,6,,3879521503,212,5.4,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478769445,373,1,1,2,11,eq1oq6y61xnzq88zu0cnw131z,0,95.2,96,2022-10-29T13:33:07.069Z,2022-10-29T21:19:14Z,3881871261,178,,3881257647,72,,3879920741,155,,3879920747,141,55.3,3879920749,212,27.7,3879920739,2,,3881257645,224,,3879920745,140,97.0,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,3879920751,213,4.8,3879920743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478693103,21,12,1,2,12,a8l3w3n0j99qjlsxj3jnmgkz1,1,3.7,48.4,2022-10-29T13:33:08.592Z,2022-10-29T21:19:20Z,3879521651,15,,3879521629,141,36.7,3881871457,388,,3879521627,140,13.4,3879521635,213,5.6,3879521625,56,Back,3879521631,212,12.9,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478693193,27,1,1,2,16,eq1oq6y61xnzq88zu0cnw131z,0,85.8,62.5,2022-10-29T13:33:11.826Z,2022-10-29T21:19:28Z,3879522093,141,64.1,3881871791,388,,3879522087,3,,3879522095,212,15.7,3879522089,56,Center,3879522097,213,0.1,3879522091,140,100.0,,,,4oic5vu1qv89061hflasl3r3d,J. Osei-Tutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478693145,22,5,1,2,17,a8l3w3n0j99qjlsxj3jnmgkz1,1,-1.1,39.4,2022-10-29T13:33:13.364Z,2022-10-29T21:19:37Z,3879521825,56,Back,3879522199,233,28,3879521827,346,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478693199,28,5,1,2,17,eq1oq6y61xnzq88zu0cnw131z,0,101.1,60.6,2022-10-29T13:33:13.364Z,2022-10-29T21:19:37Z,3879522115,56,Center,3879522215,233,22,3879522121,346,,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
