id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2465464845,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-01T12:36:06.711Z,2022-10-01T13:33:43Z,3809210277,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, acxwc7xxrtyssiy390t859kgl, 7e7w34imugzsufvytjxytupd5, dodddfi0l5i36vlgbaybhzeqy, aplc9mad75h1k90o3qla9c7l6, 4sd2zs6d5cd4d9n3oo54lglat, b8if5dg0k9prjik99aiutewh5, d2ykrr75737c8bzlwhjj90vkl, b7cso5zljdvzfila9zd4fz4ve, 2mwe6l0eu1tisri3eu26fx8x6, fr9ac60188vlmtbrcddhxii1, 3es8fg7y59lckypu11i68q6s5, 53ozrqkupvt2iyi2xg0swf7px, 9i46dpapurzdzvd7nz3be7kl, 6384gzzxuxs6pvmrn8qx4d7u1, bjhgmcai5irlexe7oa1g0e5sl, en0a6a574x1yvnk8kdxwub949, 2dxsntw3djezptdjqzu0oxi7e",3809409875,197,8139,3809210287,194,acxwc7xxrtyssiy390t859kgl,3809210285,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809210281,59,"1, 20, 6, 27, 4, 5, 39, 32, 33, 31, 16, 2, 3, 7, 12, 17, 22, 29, 38, 40",3809210289,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809210283,130,7,3809210279,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465467053,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-01T12:38:50.001Z,2022-10-01T14:33:49Z,3809222077,30,"5bzowvtg5vhntcx1w3roriehh, 7gzdg0j9usc3yq0dd1ad57sgl, 8p2yagsx6ujdbmeonkd3u4c89, a4p1m3cqm6z2p1bw97s6k46ad, 5l8wtw156meo2vrtrgasif6jt, 3uqn1adw8rarez1gpen9vng7p, 3kti58d195gmtzwrjh5nprx05, 9dnne0ny6o6d5c6w3ayoo4vvu, bmrdtenqr84jt4gmw6i7wez11, 9fd19beamnr8qmhqdvzr7fcyy, 3havaatbnk8p6gc9srgajc25l, 5eym30brgmujovaeyb6dhhgfe, d1gc59ozyrrnl82rog6fbm0dm, 9ic8hvnkzj9p0ikh6bwaeoqju, 49epln99aa2797cs2zq3al1t6, 4nn6rxyzy97wl4ppqqnhhxyax, 4xhnmoqgxoheel005ek6ckfs9, 80nniieqtuwjhomwjcebnxyzu, 1en0bgq0u842snszevlkscxk9, 62gct49oglcdzxafhrfucrb2t",3809222085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809409595,197,16196,3809222081,59,"1, 15, 21, 16, 5, 2, 3, 32, 9, 14, 22, 7, 8, 10, 11, 20, 23, 25, 28, 33",3809222089,194,3kti58d195gmtzwrjh5nprx05,3809222083,130,4,3809222079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809222093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465503911,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-01T13:30:11.811Z,2022-10-01T13:30:11Z,3809419415,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465503925,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-01T13:30:11.811Z,2022-10-02T06:46:32Z,3809419489,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465503991,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,50.2,50.1,2022-10-01T13:30:11.827Z,2022-10-02T04:22:17Z,3809419787,140,27.2,3809419785,56,Back,3809419797,213,3.2,3809419793,212,24.2,3809419799,279,S,3809419791,141,48.1,3813331215,178,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504013,4,1,1,0,2,3dwlvz6cl4lcavvrg0y2dycrt,0,27.2,48.1,2022-10-01T13:30:14.371Z,2022-10-02T04:22:24Z,3809419895,56,Center,3809419897,140,71.5,3809419903,213,0.3,3809419901,212,48.1,3813331337,178,,3809419899,141,66.3,3809419905,1,,3812501851,157,,7gzdg0j9usc3yq0dd1ad57sgl,P. Stenzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504017,3,44,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,30,28.2,2022-10-01T13:30:17.491Z,2022-10-02T10:25:17Z,3809419947,233,5,3809419925,56,Back,3809419927,285,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504021,5,44,1,0,5,3dwlvz6cl4lcavvrg0y2dycrt,0,70,71.8,2022-10-01T13:30:17.492Z,2022-10-02T04:23:26Z,3809419941,56,Center,3809420031,233,3,3809419943,286,,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504031,4,1,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,0,28.6,30.3,2022-10-01T13:30:17.535Z,2022-10-02T10:25:18Z,3809419985,140,44.4,3809419987,141,71.7,3809420039,1,,3809419981,3,,3809419989,212,32.7,3809419983,56,Back,3813332913,388,,3809419991,213,1.0,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466273045,836,67,1,0,8,3dwlvz6cl4lcavvrg0y2dycrt,1,56.7,27.1,2022-10-01T13:30:20.577Z,2022-10-02T10:25:18Z,3813532779,233,1038,,,,,,,,,,,,,,,,,,,,,,7gzdg0j9usc3yq0dd1ad57sgl,P. Stenzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
