id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2475375709,8,1,1,0,18,cu0eztmjcsbydyp53aleznorw,0,26.2,96,2022-10-22T13:30:29.983Z,2022-10-23T05:01:22Z,3861937017,213,5.9,3861937009,56,Center,3861937011,140,70.1,3861937013,141,67.8,3861937007,155,,3861937015,212,49.9,3865300125,178,,3861937019,1,,eayipmdtzbmjgjouq10nqhcrt,L. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375749,4,49,1,0,22,6k5zscdm9ufw0tguvzyjlp5hq,1,31.9,40.3,2022-10-22T13:30:34.119Z,2022-10-23T05:01:31Z,,,,,,,,,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375791,5,1,1,0,22,6k5zscdm9ufw0tguvzyjlp5hq,0,31.9,40.3,2022-10-22T13:30:34.154Z,2022-10-23T05:01:35Z,3861937425,56,Right,3861937435,1,,3861937423,155,,3861937433,213,5.6,3861937429,141,7.1,3865300309,178,,3861937427,140,59.2,3861937431,212,36.5,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375785,9,8,1,0,24,cu0eztmjcsbydyp53aleznorw,1,50.1,87.6,2022-10-22T13:30:36.371Z,2022-10-23T05:01:44Z,3864766039,384,,3865300399,178,,3861937393,56,Left,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375827,10,1,1,0,26,cu0eztmjcsbydyp53aleznorw,1,37.1,96.3,2022-10-22T13:30:37.788Z,2022-10-23T05:01:51Z,3861937627,213,0.1,3861937611,56,Back,3861937609,3,,3861937615,140,43.3,3861937623,212,6.5,3861937619,141,97.2,3865300469,388,,,,,eayipmdtzbmjgjouq10nqhcrt,L. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375837,11,1,1,0,27,cu0eztmjcsbydyp53aleznorw,0,43.3,97.4,2022-10-22T13:30:39.290Z,2022-10-23T05:01:55Z,3865300519,388,,3861937651,3,,3861937657,140,57.1,3861937663,213,6.0,3861937661,212,14.9,3861937659,141,92.3,3861937653,168,,3861937655,56,Left,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375933,6,1,1,0,29,6k5zscdm9ufw0tguvzyjlp5hq,1,32,10.6,2022-10-22T13:30:41.450Z,2022-10-23T05:02:04Z,3862354117,155,,3861938149,56,Back,3861938153,141,8.6,3865300597,178,,3861938155,212,3.4,3861938151,140,35.0,3861938157,213,5.9,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375939,7,61,1,0,29,6k5zscdm9ufw0tguvzyjlp5hq,1,35,8.6,2022-10-22T13:30:41.462Z,2022-10-23T05:02:13Z,3861938169,56,Back,3865300711,178,,3865300709,15,,,,,,,,,,,,,,,,,7at6knpizbafid4br861pi6zt,Y. Keitel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475375957,8,5,1,0,31,6k5zscdm9ufw0tguvzyjlp5hq,0,31.5,-1.4,2022-10-22T13:30:43.291Z,2022-10-23T05:02:17Z,3861938249,56,Back,3861938251,347,,3862072259,233,12,,,,,,,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376653,12,5,1,0,31,cu0eztmjcsbydyp53aleznorw,1,68.5,101.4,2022-10-22T13:30:43.291Z,2022-10-23T05:02:16Z,3862072237,233,8,3861941525,347,,3861941521,56,Left,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376681,13,1,1,1,15,cu0eztmjcsbydyp53aleznorw,0,67.2,100,2022-10-22T13:31:27.513Z,2022-10-23T05:02:19Z,3861941663,140,74.3,3861941667,212,8.6,3861941665,141,95.3,3861941659,107,,3861941661,56,Left,3861941669,213,5.8,,,,,,,eayipmdtzbmjgjouq10nqhcrt,L. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376687,9,8,1,1,17,6k5zscdm9ufw0tguvzyjlp5hq,1,24.9,6.4,2022-10-22T13:31:28.647Z,2022-10-23T05:02:23Z,3861941687,56,Back,3865300813,388,,3864771217,384,,3861941717,15,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376693,14,43,1,1,17,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-10-22T13:31:29.141Z,2022-10-22T14:19:36Z,3862320071,144,44,3861941703,56,Left,3861941705,286,0,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476023859,1174,43,1,1,20,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-10-22T13:31:31.641Z,2022-10-23T06:13:31Z,3865395477,178,0,3865395571,144,82,,,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376719,10,49,1,1,20,6k5zscdm9ufw0tguvzyjlp5hq,1,10.1,6.1,2022-10-22T13:31:31.683Z,2022-10-23T05:02:31Z,,,,,,,,,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376789,11,1,1,1,21,6k5zscdm9ufw0tguvzyjlp5hq,1,10.9,2.9,2022-10-22T13:31:32.680Z,2022-10-23T05:02:34Z,3861942151,157,,3861942157,141,10.7,3861942163,1,,3865300945,178,,3861942161,213,0.2,3861942159,212,27.1,3861942153,56,Back,3861942155,140,36.2,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376893,12,1,1,1,23,6k5zscdm9ufw0tguvzyjlp5hq,1,36.2,10.7,2022-10-22T13:31:34.629Z,2022-10-23T05:02:40Z,3861942675,213,3.1,3861942667,56,Back,3861942673,212,10.3,3861942669,140,26.4,3861942671,141,10.9,3865301029,178,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376907,13,1,1,1,25,6k5zscdm9ufw0tguvzyjlp5hq,1,26.7,11.1,2022-10-22T13:31:36.611Z,2022-10-23T05:02:44Z,3861942771,141,39.1,3861942769,140,36.3,3861942765,155,,3865301093,178,,3861942767,56,Back,3861942773,212,21.5,3861942775,213,1.1,,,,7at6knpizbafid4br861pi6zt,Y. Keitel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376913,14,1,1,1,26,6k5zscdm9ufw0tguvzyjlp5hq,0,36.1,39.4,2022-10-22T13:31:38.571Z,2022-10-23T05:02:49Z,3861942813,140,41.6,3865301125,178,,3861942827,213,5.7,3861942817,141,34.3,3861942811,56,Back,3861942821,212,6.7,3861942809,3,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376931,15,1,1,1,27,cu0eztmjcsbydyp53aleznorw,0,56.8,67.2,2022-10-22T13:31:39.523Z,2022-10-23T05:02:54Z,3865301197,178,,3861942931,213,0.3,3861943501,1,,3861942927,141,68.7,3861943497,157,,3861942929,212,3.6,3861942923,56,Center,3861942925,140,60.1,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475376935,15,1,1,1,29,6k5zscdm9ufw0tguvzyjlp5hq,0,34.2,29.7,2022-10-22T13:31:41.327Z,2022-10-23T05:03:05Z,3865301343,178,,3861942949,140,40.8,3861942951,141,17.7,3861942947,56,Back,3861942953,212,10.7,3861942955,213,5.4,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475451525,343,61,1,1,30,cu0eztmjcsbydyp53aleznorw,0,53.3,94.4,2022-10-22T13:31:42.317Z,2022-10-23T05:03:13Z,3865301473,178,,3862325407,56,Left,,,,,,,,,,,,,,,,,,,eayipmdtzbmjgjouq10nqhcrt,L. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377103,16,1,1,1,32,6k5zscdm9ufw0tguvzyjlp5hq,1,34.4,26.8,2022-10-22T13:31:44.498Z,2022-10-23T05:03:16Z,3865301519,178,,3861943781,141,41.2,3861943779,140,28.8,3861943777,56,Back,3861943783,212,11.4,3861943785,213,2.1,,,,,,,7at6knpizbafid4br861pi6zt,Y. Keitel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377139,17,1,1,1,35,6k5zscdm9ufw0tguvzyjlp5hq,1,27.1,55.2,2022-10-22T13:31:46.842Z,2022-10-23T05:03:21Z,3861943939,141,75.3,3861943945,213,1.9,3861943935,56,Back,3861943937,140,23.1,3865301589,178,,3861943941,212,14.3,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377191,18,1,1,1,39,6k5zscdm9ufw0tguvzyjlp5hq,1,14.8,74.1,2022-10-22T13:31:50.696Z,2022-10-23T05:03:24Z,3861944151,56,Back,3861944157,212,14.6,3861944159,213,3.8,3865301641,178,,3861944155,141,61.5,3861944153,140,3.6,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377289,19,1,1,1,40,6k5zscdm9ufw0tguvzyjlp5hq,1,3.7,61.2,2022-10-22T13:31:52.153Z,2022-10-23T05:03:27Z,3861944661,212,47.3,3861944659,141,3.5,3861944653,155,,3861944655,56,Back,3865301705,178,,3861944665,1,,3861944657,140,28.8,3861944663,213,5.3,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377303,20,1,1,1,45,6k5zscdm9ufw0tguvzyjlp5hq,1,30,3.4,2022-10-22T13:31:57.011Z,2022-10-23T05:03:31Z,3861944743,141,40.6,3861944739,56,Back,3861944737,155,,3865301799,178,,3861944751,213,1.0,3861944741,140,46.5,3861944747,212,30.7,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377315,21,1,1,1,47,6k5zscdm9ufw0tguvzyjlp5hq,0,46.5,40.6,2022-10-22T13:31:58.746Z,2022-10-23T05:03:37Z,3861944817,56,Center,3865301947,388,,3861944821,141,51.6,3861944815,168,,3861944825,213,0.6,3861944823,212,13.2,3861944813,3,,3861944819,140,56.9,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377377,16,1,1,1,48,cu0eztmjcsbydyp53aleznorw,1,44.1,46.4,2022-10-22T13:32:00.315Z,2022-10-23T05:03:40Z,3861945163,141,76.7,3861945157,3,,3861945171,213,1.5,3861945167,212,20.7,3865302011,388,,3861945159,56,Back,3861945161,140,45.8,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377381,17,49,1,1,51,cu0eztmjcsbydyp53aleznorw,1,45.5,77,2022-10-22T13:32:03.502Z,2022-10-23T05:04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377465,18,1,1,1,52,cu0eztmjcsbydyp53aleznorw,1,45.1,79.9,2022-10-22T13:32:03.604Z,2022-10-23T05:04:03Z,3865302431,178,,3861945587,141,93.9,3861945591,213,1.4,3861945589,212,9.6,3861945583,56,Back,3861945585,140,46.4,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377513,19,1,1,1,54,cu0eztmjcsbydyp53aleznorw,1,44.1,94.4,2022-10-22T13:32:05.755Z,2022-10-23T05:04:09Z,3861945843,140,11.0,3861945845,141,75.6,3865302561,178,,3861945849,213,3.5,3861945847,212,37.0,3861945851,1,,3861945841,56,Back,,,,eayipmdtzbmjgjouq10nqhcrt,L. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377667,20,1,1,1,59,cu0eztmjcsbydyp53aleznorw,1,6.9,62.3,2022-10-22T13:32:10.930Z,2022-10-23T05:04:13Z,3861946661,140,62.3,3861946659,56,Center,3865302621,178,,3861946667,213,5.9,3861946669,1,,3861946665,212,62.9,3861946657,155,,3861946663,141,27.3,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377677,21,44,1,2,4,cu0eztmjcsbydyp53aleznorw,1,64.6,27,2022-10-22T13:32:15.927Z,2022-10-23T07:48:54Z,3861946723,56,Center,3861946725,286,,3861946751,233,22,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377661,22,44,1,2,4,6k5zscdm9ufw0tguvzyjlp5hq,0,35.4,73,2022-10-22T13:32:15.928Z,2022-10-23T07:12:22Z,3861946783,233,21,3861946613,56,Back,3861946615,285,,,,,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377703,22,1,1,2,6,cu0eztmjcsbydyp53aleznorw,0,70.3,31.6,2022-10-22T13:32:17.863Z,2022-10-23T05:04:33Z,3861946875,213,0.7,3865302821,178,,3861946867,56,Center,3861946931,4,,3861946873,212,20.6,3861946871,141,50.7,3861946869,140,85.5,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475920981,854,54,1,2,8,6k5zscdm9ufw0tguvzyjlp5hq,1,13.9,47.6,2022-10-22T13:32:19.932Z,2022-10-23T05:04:34Z,3864843475,232,,3865303125,389,,,,,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377731,23,52,1,2,8,6k5zscdm9ufw0tguvzyjlp5hq,1,14.3,50.3,2022-10-22T13:32:20.343Z,2022-10-23T05:04:39Z,3864843357,376,,3865303271,389,,,,,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475377977,24,80,1,2,18,6k5zscdm9ufw0tguvzyjlp5hq,0,15.4,49.9,2022-10-22T13:32:30.386Z,2022-10-23T05:04:47Z,3865303471,178,,,,,,,,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378181,25,1,1,2,27,6k5zscdm9ufw0tguvzyjlp5hq,1,15.6,45.5,2022-10-22T13:32:38.626Z,2022-10-23T05:04:51Z,3861949367,212,53.0,3861949361,56,Center,3861949359,155,,3865303593,178,,3861949365,141,60.9,3861949363,140,65.1,3861949369,213,0.2,3861949371,1,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378229,26,1,1,2,33,6k5zscdm9ufw0tguvzyjlp5hq,1,71.4,76,2022-10-22T13:32:44.754Z,2022-10-23T05:04:56Z,3861949589,140,77.8,3861949591,141,94.4,3861949593,212,14.2,3861949595,213,1.1,3861949587,56,Left,3865303821,178,,,,,,,,mugwhiw6mwgjf5797wlnjzdh,D. Kyereh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378255,27,1,1,2,35,6k5zscdm9ufw0tguvzyjlp5hq,0,84.7,93.8,2022-10-22T13:32:47.471Z,2022-10-23T05:05:01Z,3861949741,213,4.9,3864844847,72,,3861949737,141,54.9,3861949739,212,26.9,3861949729,2,,3865304007,178,,3861949735,140,89.2,3861949733,56,Center,b7ve7k983eaewnupejiow3jdh,C. Günter,3864844845,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378743,23,12,1,2,37,cu0eztmjcsbydyp53aleznorw,1,11.8,47,2022-10-22T13:32:48.729Z,2022-10-23T05:05:04Z,3861952037,141,17.9,3861952041,213,5.7,3865304143,178,,3861952039,212,35.1,3861952033,56,Back,3861952035,140,39.4,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378459,28,1,1,2,44,6k5zscdm9ufw0tguvzyjlp5hq,1,55.5,88.1,2022-10-22T13:32:56.025Z,2022-10-23T05:05:07Z,3861950689,213,3.1,3861950685,141,89.0,3861950683,140,40.1,3861950681,56,Back,3865304227,178,,3861950687,212,16.2,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475378511,29,1,1,2,48,6k5zscdm9ufw0tguvzyjlp5hq,1,38.5,85,2022-10-22T13:32:59.613Z,2022-10-23T05:05:12Z,3861950931,56,Back,3861950937,212,20.4,3861950939,213,4.3,3865304377,178,,3861950935,141,57.2,3861950933,140,31.1,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
