id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2460958437,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-09-17T12:33:05.376Z,2022-09-17T13:27:04Z,3785324003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785323993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785561613,197,16596,3785324001,194,tedxo29s8xx0a71z6sidw7v9,3785323995,59,"1, 2, 22, 13, 23, 6, 28, 8, 11, 7, 9, 3, 10, 14, 16, 20, 21, 24, 25, 32",3785323991,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, 4kolmisdpprx0wrahisadl5n9, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, yxuavigqlnnigve5ki4tfemt, 8ls8npa774mbrxje10ff46sb9, d9jj0525pm3nu9vqewtpo2rpx, 48xfkorlx0hu677np4669wbth, avk9yje6h4nndg3cufnbu2imt, egmcpa7j5clzga5m0zvg2f105, 3er9krmf0k6dhv6f9ltztfend, aybzlrbkvnobkazjsmox975jp, 4zrut521fzw9fddqt74pnl756, d8h5ge9ust20o7us968acnsnp, 3abavmbqh6vt0xgcx6zo4mgru, 9bzlvn0twr2b5z30k30gugw5x, 19i0qsgzkuzg3b19zogzh7o16, 89hc9e27swp796vy7yvylg3x1",3785323997,130,8,3785323999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460958709,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-09-17T12:33:24.394Z,2022-09-17T13:36:07Z,3785325561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785325565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3785325559,130,8,3785325557,59,"1, 40, 19, 8, 2, 4, 25, 6, 17, 10, 42, 5, 7, 13, 14, 18, 26, 38, 39, 44",3785325555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3785325563,194,64pzn3jdqo6y2izlpm8n3tvpx,3785325553,30,"64pzn3jdqo6y2izlpm8n3tvpx, 7vhnftizqlyu31st2vsmgh6tx, 582uvj0i3dvm0zwbou9q68pgp, 4w4ldzomkj7fhrc51iimz8no5, x4qyxhfr2vi007sazoqe5vit, 10zt8rbgbmyqxr1m13wm5gfs9, 4fq74wp7xzwm214veuxqpdz9x, 97nv3y9z2ajz6b4ynoo0jn3kl, cotiiu6mjkfx5xa63nhfbdf4l, 4603xrdk721lqhd1ejn62x5n9, bhsdzppop8jwjsxwftizot1t6, yq0cm7vwr0tkv7nvt9vo77bp, 4ysxvym6ww4f9d3hflkqsbf11, e5mjphb52suw89189nyca72z9, 2yc1t7u26zctwjizi283g6q6s, 8cho2d1nz18i5o0zt6aysd68l, br2uswvdgoj7ndkx7mnbwgyd, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 4skrm2y64va3y5jk70gz4ylpm",3785564713,197,11764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005347,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-09-17T13:30:11.257Z,2022-09-17T20:39:47Z,3785573903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005357,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-09-17T13:30:11.257Z,2022-09-17T13:30:20Z,3785573951,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005505,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,50.6,49.9,2022-09-17T13:30:11.368Z,2022-09-17T22:42:33Z,3785574703,141,50.6,3785574701,140,26.7,3785574705,212,25.1,3788331897,178,,3785574707,213,3.1,3785574699,56,Back,3785574709,279,S,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005507,4,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,1,25.3,53.3,2022-09-17T13:30:13.867Z,2022-09-17T22:42:49Z,3785574729,1,,3785574719,56,Left,3785574725,212,61.8,3785574721,140,76.9,3785574717,155,,3785574727,213,0.5,3788332221,178,,3785574723,141,96.9,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005513,5,3,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,0,78.4,92.3,2022-09-17T13:30:19.428Z,2022-09-17T22:42:58Z,3787249057,465,,3785574809,211,,3788332411,178,,3785574773,56,Left,3785574775,286,,,,,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005521,3,49,1,0,9,apoawtpvac4zqlancmvw4nk4o,1,12.5,17,2022-09-17T13:30:21.059Z,2022-09-17T22:43:08Z,,,,,,,,,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005573,4,1,1,0,11,apoawtpvac4zqlancmvw4nk4o,0,3.8,8.8,2022-09-17T13:30:23.198Z,2022-09-17T22:43:16Z,3785575033,140,11.0,3785575039,213,5.5,3785575037,212,10.4,3788332825,178,,3785575031,56,Back,3785575035,141,0.0,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461005577,5,5,1,0,13,apoawtpvac4zqlancmvw4nk4o,0,9.6,-1.6,2022-09-17T13:30:24.279Z,2022-09-17T22:43:21Z,3785575049,347,,3785575319,233,6,3785575047,56,Back,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
