id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,keyPass,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2530215983,7,1,1,0,46,1c7qokc1j5z50cjj4tcu32haa,1,41.6,100,2023-04-08T13:31:41.670Z,2023-04-09T05:00:54Z,4172142845,140,56.0,4172142849,212,17.8,4172142841,107,,4172142843,56,Left,4172142851,213,5.7,4172142847,141,88.1,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216001,8,1,1,0,48,1c7qokc1j5z50cjj4tcu32haa,1,56,88.1,2023-04-08T13:31:43.192Z,2023-04-09T05:00:56Z,4172142967,213,3.9,4172142959,56,Back,4172142963,141,74.3,4172142965,212,13.6,4172142961,140,46.6,4175226441,388,,4172142957,3,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216033,9,1,1,0,49,1c7qokc1j5z50cjj4tcu32haa,0,47,74.9,2023-04-08T13:31:44.599Z,2023-04-09T05:00:59Z,4172143117,141,74.8,4172143113,56,Center,4175226543,178,,4172143121,213,6.3,4172143119,212,34.4,4172143123,1,,4172143115,140,79.8,4172143111,155,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216051,9,1,1,0,52,cu0eztmjcsbydyp53aleznorw,1,20.4,28.2,2023-04-08T13:31:47.803Z,2023-04-09T05:01:03Z,4172143229,141,36.6,4172143225,56,Back,4175226679,388,,4172143231,212,10.0,4172143227,140,12.6,4172143233,213,2.5,4172143223,3,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216055,10,52,1,0,54,cu0eztmjcsbydyp53aleznorw,1,12.6,36.6,2023-04-08T13:31:49.452Z,2023-04-09T05:01:05Z,4175226739,178,,4173489981,376,,,,,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216155,11,80,1,1,2,cu0eztmjcsbydyp53aleznorw,0,10.1,45.2,2023-04-08T13:31:57.854Z,2023-04-09T05:01:09Z,4175226867,178,,,,,,,,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216283,12,1,1,1,4,cu0eztmjcsbydyp53aleznorw,1,11.2,43.1,2023-04-08T13:31:59.775Z,2023-04-09T05:01:13Z,4175227029,178,,4172144251,1,,4172144237,141,31.2,4172144227,155,,4172144247,213,6.2,4172144233,140,71.0,4172144229,56,Center,4172144241,212,63.3,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216291,13,44,1,1,8,cu0eztmjcsbydyp53aleznorw,1,65.7,32.8,2023-04-08T13:32:03.200Z,2023-04-09T10:07:20Z,4172144283,233,10,4172144273,286,,4172144271,56,Center,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216249,10,44,1,1,8,1c7qokc1j5z50cjj4tcu32haa,0,34.3,67.2,2023-04-08T13:32:03.201Z,2023-04-09T05:01:17Z,4172144129,285,,4172144127,56,Back,4172144293,233,13,,,,,,,,,,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216293,14,1,1,1,8,cu0eztmjcsbydyp53aleznorw,0,71,31.2,2023-04-08T13:32:03.226Z,2023-04-09T10:07:20Z,4172144297,56,Center,4172144307,212,14.4,4172144303,141,41.3,4172144301,140,58.9,4172144295,3,,4175227183,388,,4172144309,213,2.6,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216273,11,8,1,1,8,1c7qokc1j5z50cjj4tcu32haa,1,37.8,58.7,2023-04-08T13:32:03.870Z,2023-04-09T05:01:28Z,4175227443,178,,4172144189,56,Back,4173531415,385,,,,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267495,452,61,1,1,8,cu0eztmjcsbydyp53aleznorw,1,61.5,40.1,2023-04-08T13:32:03.893Z,2023-04-09T05:01:41Z,4172391835,56,Center,4175227777,178,,4175227775,21,,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216329,15,1,1,1,11,cu0eztmjcsbydyp53aleznorw,1,62.8,12.8,2023-04-08T13:32:06.479Z,2023-04-09T05:01:45Z,4172144457,140,72.2,4172144461,212,10.0,4172144453,3,,4172144455,56,Right,4172144463,213,0.2,4172144459,141,15.3,4175227897,388,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216339,16,1,1,1,12,cu0eztmjcsbydyp53aleznorw,0,72.4,16.2,2023-04-08T13:32:07.604Z,2023-04-09T05:01:50Z,4175228013,178,,4172144515,212,9.6,4172144513,141,24.3,4172144505,56,Center,4172144509,140,64.9,4172144517,213,2.5,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216345,12,8,1,1,13,1c7qokc1j5z50cjj4tcu32haa,1,31.9,76.5,2023-04-08T13:32:08.184Z,2023-04-09T05:02:00Z,4175228347,178,,4172144539,56,Back,4173564675,384,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216419,13,1,1,1,15,1c7qokc1j5z50cjj4tcu32haa,1,36.7,94.7,2023-04-08T13:32:10.386Z,2023-04-09T05:02:06Z,4175228495,178,,4172144845,140,44.6,4172144849,212,9.1,4172144847,141,89.3,4172144851,213,5.9,4172144843,56,Back,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216427,14,49,1,1,16,1c7qokc1j5z50cjj4tcu32haa,1,44.7,89.3,2023-04-08T13:32:11.666Z,2023-04-09T05:02:12Z,,,,,,,,,,,,,,,,,,,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216441,15,1,1,1,16,1c7qokc1j5z50cjj4tcu32haa,1,44.7,89.3,2023-04-08T13:32:12.093Z,2023-04-09T05:02:17Z,4172144939,213,4.2,4172144935,141,75.6,4172144931,56,Back,4175228831,178,,4172144933,140,40.0,4172144937,212,10.5,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216469,16,1,1,1,18,1c7qokc1j5z50cjj4tcu32haa,1,38.5,76.7,2023-04-08T13:32:13.510Z,2023-04-09T05:02:21Z,4172145125,213,5.9,4172145121,141,67.6,4172145117,56,Center,4172145119,140,52.1,4172145123,212,15.6,4175228949,178,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216563,17,1,1,1,19,1c7qokc1j5z50cjj4tcu32haa,1,55.2,66,2023-04-08T13:32:14.914Z,2023-04-09T05:02:25Z,4172145479,56,Left,4172145487,213,0.7,4172145483,141,94.5,4172145485,212,28.7,4172145481,140,75.3,4175229013,178,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216619,18,1,1,1,25,1c7qokc1j5z50cjj4tcu32haa,1,93.2,80.7,2023-04-08T13:32:21.006Z,2023-04-09T05:02:29Z,4172145719,56,Center,4172145723,140,88.0,4172145727,212,10.3,4175229111,178,,4172145725,141,67.9,4172145729,213,4.2,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216657,19,1,1,1,28,1c7qokc1j5z50cjj4tcu32haa,0,85.8,75.4,2023-04-08T13:32:24.134Z,2023-04-09T05:02:34Z,4172145883,213,4.1,4172145875,56,Center,4172145879,141,73.4,4175229305,178,,4172145877,140,84.8,4172145881,212,1.7,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530276527,459,61,1,1,29,cu0eztmjcsbydyp53aleznorw,1,27.8,11.7,2023-04-08T13:32:24.279Z,2023-04-09T05:02:48Z,4172442111,56,Back,4175229847,178,,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216661,20,15,1,1,31,1c7qokc1j5z50cjj4tcu32haa,1,80.4,63.3,2023-04-08T13:32:26.466Z,2023-04-09T05:03:11Z,4172145915,56,Center,4172148167,78,,4172147483,20,,4172148185,147,61.2,4172147487,82,,4172148175,102,51.3,4175230431,178,,4172148181,328,,d608s0948uh3owqee7t0en7px,D. Kohr,4172148189,231,52.3,4172145913,18,4172148179,215,4172442279,458,4172148177,103,19,4172147501,233,17,4172148187,230,97.8,4172145911,22,4172148183,146,83.8,,,,,,,,,,,,,,,
2530216673,17,10,1,1,31,cu0eztmjcsbydyp53aleznorw,1,22.8,37.6,2023-04-08T13:32:26.542Z,2023-04-09T08:48:00Z,4172147519,233,20,4172145975,56,Back,4175699095,389,,4172145973,94,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216709,18,45,1,1,34,cu0eztmjcsbydyp53aleznorw,0,31.6,37.8,2023-04-08T13:32:29.223Z,2023-04-09T05:03:26Z,4172146109,285,,4172146105,56,Back,4172146329,233,21,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216743,21,3,1,1,34,1c7qokc1j5z50cjj4tcu32haa,1,68.4,62.2,2023-04-08T13:32:29.223Z,2023-04-09T05:03:26Z,4172146297,233,18,4172146281,56,Center,4175230977,178,,4173576499,464,,4172146283,286,,,,,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216773,22,1,1,1,35,1c7qokc1j5z50cjj4tcu32haa,1,66.2,58.2,2023-04-08T13:32:30.900Z,2023-04-09T05:03:32Z,4172146407,212,15.8,4172146403,140,54.4,4172146401,56,Center,4172146405,141,43.7,4172146409,213,3.8,4175231223,178,,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216817,23,1,1,1,37,1c7qokc1j5z50cjj4tcu32haa,1,54.4,43.7,2023-04-08T13:32:32.943Z,2023-04-09T05:03:36Z,4172146583,141,9.0,4172146587,213,5.6,4172146579,56,Right,4172146581,140,84.4,4175231383,178,,4172146577,155,,4172146589,1,,4172146585,212,39.4,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216821,24,1,1,1,41,1c7qokc1j5z50cjj4tcu32haa,0,92.6,19.2,2023-04-08T13:32:36.918Z,2023-04-09T05:03:40Z,4173579717,20,,4172146623,212,19.9,4172146619,140,96.6,4172147067,233,19,4172146615,155,,4172146621,141,47.8,4173579715,224,,4172146625,213,1.4,4baqlwfu312pctopy1cx6s2c5,S. Widmer,4172146613,2,,4175231509,178,4172146617,56,,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,
2530216905,19,41,1,1,42,cu0eztmjcsbydyp53aleznorw,1,1.2,51.2,2023-04-08T13:32:37.715Z,2023-04-09T05:03:47Z,4175231617,388,,4172147017,140,29.7,4172147103,233,24,4172147021,141,50.0,4172147025,213,6.3,4172147023,212,29.9,4173579863,378,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216913,20,49,1,1,46,cu0eztmjcsbydyp53aleznorw,1,39.8,47.8,2023-04-08T13:32:41.543Z,2023-04-09T05:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216979,21,1,1,1,49,cu0eztmjcsbydyp53aleznorw,1,54.9,42.4,2023-04-08T13:32:44.269Z,2023-04-09T05:03:58Z,4172147369,56,Center,4175231897,178,,4172147373,141,31.8,4172147377,213,5.9,4172147375,212,17.2,4172147371,140,69.8,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217075,22,1,1,1,51,cu0eztmjcsbydyp53aleznorw,1,68.1,33.3,2023-04-08T13:32:46.741Z,2023-04-09T05:04:03Z,4175232039,178,,4172147871,213,1.6,4172147863,56,Left,4172147859,155,,4172147867,141,93.9,4172147861,196,,4172147873,1,,4172147869,212,41.2,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,4172147865,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217115,23,1,1,1,57,cu0eztmjcsbydyp53aleznorw,0,68.1,89.1,2023-04-08T13:32:52.982Z,2023-04-09T05:04:07Z,4172148125,212,55.3,4175232117,178,,4172148117,155,,4172148369,345,,4172148127,213,5.4,4172148115,2,,4172148123,141,26.4,4172148121,140,100.0,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,4172148129,1,,4173582753,223,4173582755,20,4172148119,56,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,
2530217119,24,5,1,2,1,cu0eztmjcsbydyp53aleznorw,0,101.4,25.6,2023-04-08T13:32:57.144Z,2023-04-09T05:04:10Z,4172148297,233,25,4172148131,56,Center,4172148133,346,,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217135,25,5,1,2,1,1c7qokc1j5z50cjj4tcu32haa,1,-1.4,74.4,2023-04-08T13:32:57.144Z,2023-04-09T05:04:10Z,4172148237,346,,4172148285,233,24,4172148235,56,Back,,,,,,,,,,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217473,26,1,1,2,18,1c7qokc1j5z50cjj4tcu32haa,1,4.3,49.5,2023-04-08T13:33:13.381Z,2023-04-09T05:04:17Z,4172149905,213,5.0,4172149909,237,,4172149901,141,23.7,4172149895,124,,4172149899,140,9.0,4172149903,212,18.2,4172149897,56,Back,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217529,27,1,1,2,21,1c7qokc1j5z50cjj4tcu32haa,0,12,12.3,2023-04-08T13:33:16.680Z,2023-04-09T05:04:22Z,4172150163,213,6.3,4172150159,141,11.7,4172150155,56,Right,4175232691,178,,4172150157,140,53.4,4172150165,1,,4172150153,155,,4172150161,212,43.5,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217565,25,1,1,2,25,cu0eztmjcsbydyp53aleznorw,1,31.7,83.3,2023-04-08T13:33:20.231Z,2023-04-09T05:04:26Z,4172150337,140,56.2,4172150343,213,0.2,4172150333,3,,4172150335,56,Left,4172150339,141,89.9,4172150341,212,26.1,4175232855,388,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
