id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/17/value
2512170303,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-25T16:32:58.719Z,2023-02-25T17:27:06Z,4056074811,194,4fvtwbl1hrxgs9lg957rxladx,4055680255,130,8,4055680249,30,"8td0ccul6gf7r5benk1pxqrx1, 2rsdnuf5kuu8kxybsjq7ogbje, w2jovd0ta6to004lvlri5gtm, dgysidzshgxqm3jegaihwi5wq, 4fvtwbl1hrxgs9lg957rxladx, bm5w5xsbbflm26pdhmejwgvs9, 7lohomjw8xbl5eymcqhrtytw5, 9taxidttdt94nmvc3mqhqq0ut, ex7y8oe78ewwmibz41qbmwhxx, bax0ggbhejk7kpcezkyg3hai2, 6b7p3ncup75mpop91n0u1mw2d, 64x38pccgfsuz4ywoveh2ksbu, 8n0dskalmx94ofiq6jewa22tx, 9xl238e13utd2ondzqi51ka1h, dvo2f7d0yosn404wsrsgeprdh, at2rbigl1d8bsjw2u6lhfcatx, 5qc0owkwmgk74qy13ft3kpg5, 3qbl0ps3ms998s0apmpkre3md, bjjll8tgbxink1ly3gmw5w4ph, 6crszhqnwr4gto77qbvqvvxii",4055680253,59,"1, 23, 41, 6, 4, 25, 24, 30, 26, 10, 11, 3, 8, 9, 13, 19, 29, 33, 35, 39",4055680257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056074813,197,6345,4055680251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055680259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512177009,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-25T16:36:03.487Z,2023-02-25T17:28:17Z,4055716727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056078873,194,3kti58d195gmtzwrjh5nprx05,4055716709,30,"62gct49oglcdzxafhrfucrb2t, 3uqn1adw8rarez1gpen9vng7p, e9u7cmvaem5p7x9px3yq9f179, a4p1m3cqm6z2p1bw97s6k46ad, 5l8wtw156meo2vrtrgasif6jt, 8p2yagsx6ujdbmeonkd3u4c89, 3kti58d195gmtzwrjh5nprx05, 254i1zsifi2er9rvuxgi9katx, 9fd19beamnr8qmhqdvzr7fcyy, 2tdxcr1wkubis5n81sg4pzyz9, 3havaatbnk8p6gc9srgajc25l, 5bzowvtg5vhntcx1w3roriehh, bibz1qxakmbflq73marmo4nop, 5eym30brgmujovaeyb6dhhgfe, 9ic8hvnkzj9p0ikh6bwaeoqju, 49epln99aa2797cs2zq3al1t6, 4nn6rxyzy97wl4ppqqnhhxyax, 4xhnmoqgxoheel005ek6ckfs9, 1en0bgq0u842snszevlkscxk9, b5mpbec03n9qatneviazigfvu",4055716715,59,"33, 2, 24, 16, 5, 21, 3, 17, 14, 31, 22, 1, 4, 7, 10, 11, 20, 23, 28, 39",4055716723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055716713,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055716719,130,4,4056078875,197,16195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246579,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-25T17:30:11.024Z,2023-02-25T17:30:12Z,4056084491,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246563,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-25T17:30:11.024Z,2023-02-26T05:41:36Z,4056084403,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246589,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,49.9,50.2,2023-02-25T17:30:11.068Z,2023-02-26T08:59:08Z,4058234099,178,,4056084547,56,Back,4056084553,141,49.3,4056084563,279,S,4056084557,212,17.2,4056084559,213,3.2,4056084551,140,33.5,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246669,4,2,1,0,3,cz4a6wmzx2obyisadhgaccx7b,1,33.5,49.3,2023-02-25T17:30:14.162Z,2023-02-26T08:59:13Z,4056084949,140,70.3,4056084947,56,Center,4056085443,7,ex7y8oe78ewwmibz41qbmwhxx,4056084951,141,77.6,4056084957,1,,4058234153,178,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246679,3,55,1,0,3,3dwlvz6cl4lcavvrg0y2dycrt,1,30.7,23.8,2023-02-25T17:30:14.163Z,2023-02-26T08:59:13Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246683,5,43,1,0,7,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-25T17:30:18.502Z,2023-02-25T17:30:25Z,4056085385,144,44,4056085023,56,Center,4056085025,286,0,4056085137,233,3,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246691,4,43,1,0,8,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-25T17:30:19.397Z,2023-02-25T17:30:22Z,4056085065,212,7.7,4056085059,56,Back,4056085063,141,35.1,4056085057,3,0,4056085239,144,1,4056085067,213,1.1,4056085061,140,35.2,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246887,5,1,1,0,23,3dwlvz6cl4lcavvrg0y2dycrt,1,29.3,25.8,2023-02-25T17:30:34.547Z,2023-02-26T08:59:49Z,4056086145,5,,4056086715,189,,4056086151,140,13.3,4058234665,178,,4056086147,241,,4056086157,213,2.6,4056086155,212,20.1,4056086153,141,41.9,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,4056086149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246905,6,1,1,0,24,3dwlvz6cl4lcavvrg0y2dycrt,1,13,41.9,2023-02-25T17:30:35.941Z,2023-02-26T08:59:53Z,4056086269,1,,4056086261,140,34.4,4058234733,178,,4056086267,213,5.4,4056086257,155,,4056086263,141,5.5,4056086259,56,Back,4056086265,212,33.4,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246935,7,1,1,0,27,3dwlvz6cl4lcavvrg0y2dycrt,0,34.4,5.5,2023-02-25T17:30:38.583Z,2023-02-26T09:00:07Z,4056086425,140,54.1,4058234961,178,,4056086431,213,6.0,4056086423,56,Right,4056086427,141,0.0,4056086421,3,,4056086429,212,21.3,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247007,6,5,1,0,28,cz4a6wmzx2obyisadhgaccx7b,1,49.6,101.9,2023-02-25T17:30:39.874Z,2023-02-26T09:00:15Z,4056086771,347,,4056086769,56,Back,4056086787,233,8,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246939,8,5,1,0,28,3dwlvz6cl4lcavvrg0y2dycrt,0,50.4,-1.9,2023-02-25T17:30:39.874Z,2023-02-26T09:00:16Z,4056086443,56,Right,4056086805,233,6,4056086445,347,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247169,7,1,1,0,45,cz4a6wmzx2obyisadhgaccx7b,1,51.7,100,2023-02-25T17:30:56.580Z,2023-02-26T09:00:19Z,4056087711,213,5.5,4056087705,140,59.4,4056087695,107,,4056087707,141,90.2,4056087699,56,Left,4056087709,212,11.2,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247179,8,61,1,0,47,cz4a6wmzx2obyisadhgaccx7b,1,59.4,90.2,2023-02-25T17:30:58.067Z,2023-02-26T09:00:27Z,4058235205,178,,4056087751,56,Left,,,,,,,,,,,,,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247213,9,4,1,0,50,cz4a6wmzx2obyisadhgaccx7b,1,63.1,86,2023-02-25T17:31:01.372Z,2023-02-26T09:01:00Z,4056088101,233,9,4056087931,152,,4056087933,265,,4056087929,56,Left,4056087927,13,,4056087935,286,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247241,9,4,1,0,50,3dwlvz6cl4lcavvrg0y2dycrt,0,36.9,14,2023-02-25T17:31:01.373Z,2023-02-26T09:01:00Z,4058235819,178,,4056088065,56,Back,4056088205,233,9,4056088063,13,,4056088067,152,,4056088069,265,,4056088071,285,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247319,10,1,1,0,56,cz4a6wmzx2obyisadhgaccx7b,1,52.9,90.7,2023-02-25T17:31:07.580Z,2023-02-26T09:01:12Z,4056088573,56,Back,4058236205,178,,4056088575,140,38.8,4056088581,213,3.9,4056088569,5,,4056088579,212,20.5,4056088571,152,,4056088577,141,69.9,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247349,11,1,1,0,59,cz4a6wmzx2obyisadhgaccx7b,1,38.3,69.2,2023-02-25T17:31:10.791Z,2023-02-26T09:01:18Z,4056088693,140,36.8,4056088695,141,31.6,4056088699,213,4.7,4058236429,178,,4056088691,56,Back,4056088697,212,25.6,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247377,12,1,1,1,2,cz4a6wmzx2obyisadhgaccx7b,0,36.8,31.6,2023-02-25T17:31:13.981Z,2023-02-26T09:01:21Z,4056088895,212,48.8,4056088893,141,7.1,4056088897,213,5.9,4056088889,56,Right,4056088899,1,,4056088887,155,,4056088891,140,80.5,4058236525,178,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
