id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/15/value,qualifier/17/value
2512247383,10,1,1,1,5,3dwlvz6cl4lcavvrg0y2dycrt,0,23,89.1,2023-02-25T17:31:16.635Z,2023-02-26T09:01:25Z,4058236609,388,,4056088935,141,89.0,4056088933,140,30.4,4056088929,3,,4056088937,212,7.8,4056088939,213,6.3,4056088931,56,Back,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247441,13,61,1,1,9,cz4a6wmzx2obyisadhgaccx7b,0,75.3,6.2,2023-02-25T17:31:20.431Z,2023-02-26T09:01:50Z,4056089251,56,Right,4058237105,178,,,,,,,,,,,,,,,,,,,,2rsdnuf5kuu8kxybsjq7ogbje,M. Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247467,11,49,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,1,24.9,85.1,2023-02-25T17:31:21.202Z,2023-02-26T09:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247501,12,1,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,1,24.9,85.1,2023-02-25T17:31:21.729Z,2023-02-26T09:02:06Z,4056089551,141,89.4,4056089549,140,15.9,4058237375,178,,4056089553,212,9.9,4056089555,213,2.8,4056089547,56,Back,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247519,13,1,1,1,13,3dwlvz6cl4lcavvrg0y2dycrt,1,17.7,92.7,2023-02-25T17:31:24.849Z,2023-02-26T09:02:09Z,4056089641,140,35.6,4056089647,213,6.0,4056089637,155,,4058237429,178,,4056089643,141,83.5,4056089645,212,19.8,4056089639,56,Back,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247523,14,44,1,1,15,3dwlvz6cl4lcavvrg0y2dycrt,1,34.4,86.8,2023-02-25T17:31:26.608Z,2023-02-26T10:51:45Z,4056089711,233,14,4056089655,56,Back,4056089657,285,,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247531,14,44,1,1,15,cz4a6wmzx2obyisadhgaccx7b,0,65.6,13.2,2023-02-25T17:31:26.609Z,2023-02-26T09:02:35Z,4056089691,286,,4056089689,56,Right,4056089715,233,14,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247525,15,1,1,1,15,3dwlvz6cl4lcavvrg0y2dycrt,0,35.6,83.5,2023-02-25T17:31:26.662Z,2023-02-26T10:51:46Z,4056089659,3,,4056089665,140,40.0,4056089663,56,Back,4056089667,141,74.1,4058237745,388,,4056089669,212,7.9,4056089671,213,5.3,4056089661,168,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247547,15,49,1,1,16,cz4a6wmzx2obyisadhgaccx7b,1,64.8,21.7,2023-02-25T17:31:27.438Z,2023-02-26T09:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247555,16,1,1,1,17,cz4a6wmzx2obyisadhgaccx7b,1,64.8,21.7,2023-02-25T17:31:28.960Z,2023-02-26T09:02:52Z,4056089839,141,17.4,4056089843,213,5.9,4056089837,140,71.8,4058238043,178,,4056089835,56,Right,4056089841,212,7.9,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247557,17,3,1,1,19,cz4a6wmzx2obyisadhgaccx7b,0,67,20.7,2023-02-25T17:31:30.238Z,2023-02-26T09:03:02Z,4056090271,233,16,4056089871,56,Right,4058238173,178,,4056787547,464,,4056089873,286,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247621,16,7,1,1,19,3dwlvz6cl4lcavvrg0y2dycrt,0,33,79.3,2023-02-25T17:31:30.298Z,2023-02-26T09:03:23Z,4056090215,285,,4056787915,383,,4056090257,233,17,4056090213,56,Back,4058238427,178,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512254479,90,1,1,1,20,3dwlvz6cl4lcavvrg0y2dycrt,0,33.4,86.3,2023-02-25T17:31:31.336Z,2023-02-26T09:03:30Z,4056123983,140,37.4,4058238505,178,,4056123985,141,91.2,4056123989,213,0.7,4056123981,56,Back,4056123987,212,5.4,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247653,18,1,1,1,22,cz4a6wmzx2obyisadhgaccx7b,0,61.3,7.3,2023-02-25T17:31:33.383Z,2023-02-26T09:03:40Z,4056090381,141,61.8,4058238611,178,,4056090391,213,1.1,4056090387,212,40.8,4056090367,157,,4056090377,140,77.6,4056090371,56,Center,4056090393,1,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247661,17,44,1,1,24,3dwlvz6cl4lcavvrg0y2dycrt,1,24.9,43,2023-02-25T17:31:35.947Z,2023-02-26T10:51:46Z,4056090423,56,Back,4056090425,285,,4056090595,233,19,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247667,19,44,1,1,24,cz4a6wmzx2obyisadhgaccx7b,0,75.1,57,2023-02-25T17:31:35.948Z,2023-02-26T09:04:00Z,4056090441,286,,4056090613,233,17,4056090439,56,Center,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247669,18,1,1,1,24,3dwlvz6cl4lcavvrg0y2dycrt,0,27.4,47.8,2023-02-25T17:31:35.998Z,2023-02-26T10:51:46Z,4056090469,56,Back,4056090471,140,29.5,4056090477,213,0.8,4056090467,3,,4056090473,141,51.3,4058239021,388,,4056090475,212,3.2,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247693,20,61,1,1,25,cz4a6wmzx2obyisadhgaccx7b,1,77.6,61.8,2023-02-25T17:31:36.039Z,2023-02-26T09:04:40Z,4058239547,15,,4056090599,56,Center,4058239549,388,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247703,19,49,1,1,26,3dwlvz6cl4lcavvrg0y2dycrt,1,30.2,46.4,2023-02-25T17:31:37.476Z,2023-02-26T09:04:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247705,20,1,1,1,27,3dwlvz6cl4lcavvrg0y2dycrt,0,30.2,46.4,2023-02-25T17:31:38.416Z,2023-02-26T09:05:00Z,4056090657,140,36.0,4056090663,213,5.2,4056090661,212,14.2,4056090655,56,Back,4056090659,141,27.6,4058239841,178,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247711,21,49,1,1,28,cz4a6wmzx2obyisadhgaccx7b,1,62.6,67,2023-02-25T17:31:39.790Z,2023-02-26T09:05:12Z,,,,,,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247719,22,1,1,1,29,cz4a6wmzx2obyisadhgaccx7b,1,62.6,67,2023-02-25T17:31:40.449Z,2023-02-26T09:05:23Z,4056090717,141,53.8,4056090719,212,10.6,4058240095,178,,4056090715,140,67.9,4056090713,56,Center,4056090721,213,5.3,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247723,21,45,1,1,31,3dwlvz6cl4lcavvrg0y2dycrt,0,33.6,39.4,2023-02-25T17:31:42.585Z,2023-02-26T09:05:40Z,4056090743,285,,4056090741,56,Back,4056090909,233,23,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247753,23,3,1,1,31,cz4a6wmzx2obyisadhgaccx7b,1,66.4,60.6,2023-02-25T17:31:42.585Z,2023-02-26T09:05:40Z,4058240289,178,,4056090877,56,Center,4056090903,233,21,4056090879,286,,4056789731,464,,,,,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247763,24,1,1,1,33,cz4a6wmzx2obyisadhgaccx7b,0,73.9,56.9,2023-02-25T17:31:44.665Z,2023-02-26T09:06:08Z,4056090925,213,1.4,4056090917,56,Center,4056090991,286,,4056090987,233,22,4056090923,212,1.9,4056090919,140,74.2,4058240615,178,,4056090985,236,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,4056090921,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247769,22,74,1,1,33,3dwlvz6cl4lcavvrg0y2dycrt,1,33.9,31.9,2023-02-25T17:31:44.743Z,2023-02-26T09:06:14Z,4058240667,178,,4056090961,285,,4056091033,233,24,4056090959,56,Back,,,,,,,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247811,23,49,1,1,34,3dwlvz6cl4lcavvrg0y2dycrt,1,18.4,43.1,2023-02-25T17:31:45.688Z,2023-02-26T09:06:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247861,24,1,1,1,38,3dwlvz6cl4lcavvrg0y2dycrt,1,33.9,32.8,2023-02-25T17:31:49.493Z,2023-02-26T09:06:58Z,4056091411,141,9.8,4058241229,178,,4056091413,212,15.8,4056091407,56,Back,4056091409,140,36.1,4056091415,213,4.9,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247903,25,45,1,1,42,cz4a6wmzx2obyisadhgaccx7b,0,62.6,71.8,2023-02-25T17:31:53.238Z,2023-02-26T09:07:20Z,4056091613,56,Center,4056091661,233,25,4056091615,285,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247891,25,3,1,1,42,3dwlvz6cl4lcavvrg0y2dycrt,1,37.4,28.2,2023-02-25T17:31:53.238Z,2023-02-26T09:07:20Z,4056091563,286,,4058241425,178,,4056792173,465,,4056091645,233,25,4056091561,56,Back,,,,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247899,26,1,1,1,43,3dwlvz6cl4lcavvrg0y2dycrt,0,44.8,27.3,2023-02-25T17:31:54.354Z,2023-02-26T09:07:31Z,4056091593,56,Center,4056091601,213,0.0,4056091599,212,11.7,4058241635,178,,4056091597,141,27.7,4056091595,140,55.9,,,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247943,26,49,1,1,44,cz4a6wmzx2obyisadhgaccx7b,1,34.4,60.1,2023-02-25T17:31:55.714Z,2023-02-26T09:07:38Z,,,,,,,,,,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247999,27,1,1,1,44,cz4a6wmzx2obyisadhgaccx7b,1,34.4,60.1,2023-02-25T17:31:55.794Z,2023-02-26T09:09:06Z,4056091933,56,Center,4056091935,140,56.3,4056091941,213,0.2,4056091939,212,23.3,4058242833,178,,4056091937,141,65.6,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512248963,42,61,1,1,45,cz4a6wmzx2obyisadhgaccx7b,1,54.4,67.5,2023-02-25T17:31:56.526Z,2023-02-26T09:09:29Z,4058243139,178,,4056096117,56,Center,,,,,,,,,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512248005,28,61,1,1,46,cz4a6wmzx2obyisadhgaccx7b,1,56.3,65.6,2023-02-25T17:31:57.965Z,2023-02-26T09:09:37Z,4058243237,178,,4056091959,56,Center,,,,,,,,,,,,,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512248043,29,1,1,1,49,cz4a6wmzx2obyisadhgaccx7b,1,53.7,65.6,2023-02-25T17:32:00.728Z,2023-02-26T09:09:53Z,4056092147,140,41.3,4056092149,141,82.4,4056092153,213,2.4,4056092145,56,Back,4056092151,212,17.3,4058243409,178,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
