id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/17/value
2481348431,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-04T18:33:19.497Z,2022-11-04T18:52:14Z,3893501511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893501519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893501515,197,11723,3893545975,194,1mkbxdrj3myvt6jm4tx8sywgl,3893501503,59,"21, 29, 25, 17, 5, 24, 23, 8, 10, 6, 14, 7, 13, 19, 20, 22, 26, 27, 38, 41",3893501507,130,8,3893501499,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893501497,30,"slsd8022q9s3uugsafaqt2ol, 43eq31reskwn9veb3vickralm, dqrzogrwznyks6whhfhq748ut, au5tbnn48ve4kqnuu3dhmk296, ckjid5lfgbx8tdyoi32vbwn9x, dwx1vmtmeiiokfqv18g7cb1lh, 7kjhx78gpi6m3r4j1b4jdyh91, 5i8dbjuewybsfgyym63clfw0l, 66nvc8a4kd3cyeyj3i474cudx, 1mkbxdrj3myvt6jm4tx8sywgl, 7tj7eobo7kmk8egcbfrabe8d1, l8bphgwl3llcckvf9zr6ptqt, 9bdxi3mvkftmqts59jptqq76d, d0qyia80j5079xq5olbttqfl6, 22zaq3o78o5feeogqdsvig02y, 87kc5hjp3ry2z624wty5h7g4q, 8ph29uixl5q80zj74jo339be1, bc5vmdnoyshdi5hcgu8dgqxyi, 2fadtqb0v2zreactvdosbxy50, 8dq80nkl6nbdejj2ti0mb2w6i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481350653,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-11-04T18:38:25.986Z,2022-11-04T19:31:29Z,3893512761,197,16196,3893512763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893547045,194,3kti58d195gmtzwrjh5nprx05,3893512753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3893512759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3893512751,30,"5bzowvtg5vhntcx1w3roriehh, 7gzdg0j9usc3yq0dd1ad57sgl, e9u7cmvaem5p7x9px3yq9f179, 3kti58d195gmtzwrjh5nprx05, 5l8wtw156meo2vrtrgasif6jt, 3uqn1adw8rarez1gpen9vng7p, 9ic8hvnkzj9p0ikh6bwaeoqju, 9dnne0ny6o6d5c6w3ayoo4vvu, 4nn6rxyzy97wl4ppqqnhhxyax, bmrdtenqr84jt4gmw6i7wez11, 3havaatbnk8p6gc9srgajc25l, bibz1qxakmbflq73marmo4nop, 49epln99aa2797cs2zq3al1t6, 9fd19beamnr8qmhqdvzr7fcyy, a4p1m3cqm6z2p1bw97s6k46ad, 80nniieqtuwjhomwjcebnxyzu, 1en0bgq0u842snszevlkscxk9, 62gct49oglcdzxafhrfucrb2t, b5mpbec03n9qatneviazigfvu",3893512757,130,2,3893512755,59,"1, 15, 24, 3, 5, 2, 10, 32, 20, 9, 22, 4, 11, 14, 16, 25, 28, 33, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381523,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-11-04T19:30:34.741Z,2022-11-04T19:30:35Z,3893674107,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381539,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-04T19:30:34.741Z,2022-11-05T01:45:44Z,3893674205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381579,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,50,50,2022-11-04T19:30:34.808Z,2022-11-05T04:57:32Z,3893674459,56,Back,3894254543,178,,3893674465,212,20.8,3893674467,213,2.8,3893674469,279,S,3893674461,140,31.3,3893674463,141,60.3,,,,4nn6rxyzy97wl4ppqqnhhxyax,L. Pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381585,4,1,1,0,3,3dwlvz6cl4lcavvrg0y2dycrt,1,30.4,59.9,2022-11-04T19:30:38.313Z,2022-11-05T04:57:40Z,3893674497,213,4.8,3893674499,1,,3893674491,140,33.8,3893674495,212,34.1,3893674493,141,10.1,3894254699,178,,3893674489,56,Back,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381603,5,1,1,0,7,3dwlvz6cl4lcavvrg0y2dycrt,0,35.9,14.1,2022-11-04T19:30:42.043Z,2022-11-05T04:57:44Z,3894254767,178,,3893674587,155,,3893674589,56,Center,3893674593,141,43.9,3893674599,1,,3893674591,140,67.0,3893674597,213,0.6,3893674595,212,38.4,7gzdg0j9usc3yq0dd1ad57sgl,P. Stenzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381623,3,1,1,0,9,go76xxm0xyfgqt1h6tcrtimm,0,32.8,51.2,2022-11-04T19:30:44.698Z,2022-11-05T04:57:53Z,3893674683,212,39.7,3893674681,141,57.3,3893674687,1,,3893674685,213,0.1,3893674675,3,,3893674679,140,70.4,3893674677,56,Center,3894254879,178,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381655,6,61,1,0,12,3dwlvz6cl4lcavvrg0y2dycrt,1,34.3,43.1,2022-11-04T19:30:47.433Z,2022-11-05T04:58:01Z,3893674831,56,Back,3894254955,178,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381695,7,1,1,0,14,3dwlvz6cl4lcavvrg0y2dycrt,1,32.3,56.3,2022-11-04T19:30:49.371Z,2022-11-05T04:58:05Z,3893675079,56,Back,3893675083,141,53.6,3894254971,178,,3893675081,140,7.3,3893675087,213,3.2,3893675085,212,26.3,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381731,8,1,1,0,19,3dwlvz6cl4lcavvrg0y2dycrt,0,9.5,51.8,2022-11-04T19:30:54.001Z,2022-11-05T04:58:09Z,3893675267,140,55.3,3893675265,56,Center,3893675263,155,,3893675271,141,45.2,3894254993,178,,3893675279,1,,3893675277,213,6.2,3893675275,212,48.3,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381763,4,1,1,0,21,go76xxm0xyfgqt1h6tcrtimm,1,43.9,57.5,2022-11-04T19:30:56.725Z,2022-11-05T04:58:15Z,3893675435,3,,3893675441,141,38.3,3893675445,213,4.9,3893675437,56,Back,3893675439,140,46.7,3894255029,388,,3893675443,212,13.4,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381771,5,49,1,0,23,go76xxm0xyfgqt1h6tcrtimm,1,46.2,37.1,2022-11-04T19:30:58.508Z,2022-11-05T04:58:23Z,,,,,,,,,,,,,,,,,,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381805,6,1,1,0,23,go76xxm0xyfgqt1h6tcrtimm,1,46.1,36.6,2022-11-04T19:30:58.538Z,2022-11-05T04:58:33Z,3893675681,212,20.1,3893675683,213,4.0,3893675675,56,Back,3894255119,388,,3893675677,140,34.1,3893675679,141,13.5,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381815,7,3,1,0,25,go76xxm0xyfgqt1h6tcrtimm,0,37.4,14.4,2022-11-04T19:31:00.452Z,2022-11-05T04:58:39Z,3893675837,233,9,3894255187,178,,3894168103,465,,3893675735,286,,3893675733,56,Back,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381829,9,7,1,0,25,3dwlvz6cl4lcavvrg0y2dycrt,0,62.6,85.6,2022-11-04T19:31:00.543Z,2022-11-05T04:58:44Z,3894255223,178,,3894168113,383,,3893675789,285,,3893675787,56,Left,3893675803,233,7,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381857,8,50,1,0,30,go76xxm0xyfgqt1h6tcrtimm,1,20.6,4.9,2022-11-04T19:31:05.456Z,2022-11-05T04:59:02Z,3893675933,56,Back,3893676319,233,10,3893675935,285,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381913,10,7,1,0,31,3dwlvz6cl4lcavvrg0y2dycrt,0,79.4,95.1,2022-11-04T19:31:05.787Z,2022-11-05T04:59:07Z,3894168117,383,,3893676193,56,Left,3894255353,178,,3893676197,286,,3893676257,233,8,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
