id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/17/value
2481381895,9,1,1,0,32,go76xxm0xyfgqt1h6tcrtimm,0,19.7,6.2,2022-11-04T19:31:07.077Z,2022-11-05T07:22:42Z,3893676113,1,,3893676111,213,5.7,3893676301,286,,3893676109,212,1.5,3893676101,157,,3893676107,141,5.0,3893676295,236,,3893676105,140,20.9,43eq31reskwn9veb3vickralm,J. Scally,3893676297,233,11,3894255389,178,3893676103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381919,11,74,1,0,32,3dwlvz6cl4lcavvrg0y2dycrt,1,82.9,97.4,2022-11-04T19:31:07.090Z,2022-11-05T07:22:38Z,3894255413,178,,3893676343,233,9,3893676225,56,Left,3893676227,285,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382029,10,5,1,0,33,go76xxm0xyfgqt1h6tcrtimm,1,-1.9,15.7,2022-11-04T19:31:08.102Z,2022-11-05T04:59:25Z,3893676763,56,Back,3893676797,233,12,3893676903,346,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481381943,12,5,1,0,33,3dwlvz6cl4lcavvrg0y2dycrt,0,101.9,84.3,2022-11-04T19:31:08.102Z,2022-11-05T04:59:25Z,3893676813,233,10,3893676351,56,Left,3893676927,346,,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382073,11,1,1,0,41,go76xxm0xyfgqt1h6tcrtimm,1,3.6,43,2022-11-04T19:31:16.305Z,2022-11-05T04:59:31Z,3893677033,212,10.2,3893677029,140,10.6,3893677027,56,Back,3893677025,124,,3893677035,213,5.5,3893677031,141,32.7,3893677039,237,,,,,slsd8022q9s3uugsafaqt2ol,T. Sippel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382127,12,1,1,0,44,go76xxm0xyfgqt1h6tcrtimm,1,16.5,32.7,2022-11-04T19:31:19.359Z,2022-11-05T04:59:34Z,3893677343,212,26.3,3893677331,56,Back,3893677337,140,20.9,3893677345,213,1.4,3893677341,141,70.8,3894255471,178,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382165,13,1,1,0,49,go76xxm0xyfgqt1h6tcrtimm,1,25.1,67.6,2022-11-04T19:31:24.485Z,2022-11-05T04:59:42Z,3893677529,140,27.3,3893677533,212,22.9,3893677527,56,Back,3894255503,178,,3893677535,213,4.8,3893677531,141,34.1,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382189,14,1,1,0,54,go76xxm0xyfgqt1h6tcrtimm,1,30.2,32.2,2022-11-04T19:31:29.046Z,2022-11-05T04:59:48Z,3894255527,178,,3893677645,141,52.1,3893677641,56,Back,3893677649,213,1.6,3893677647,212,13.5,3893677643,140,29.9,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382233,15,1,1,0,56,go76xxm0xyfgqt1h6tcrtimm,1,30.4,59.4,2022-11-04T19:31:31.631Z,2022-11-05T04:59:52Z,3893677939,140,32.2,3893677945,213,1.4,3893677937,56,Back,3893677941,141,81.2,3893677943,212,14.9,3894255539,178,,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382261,16,1,1,1,1,go76xxm0xyfgqt1h6tcrtimm,0,42.6,69.4,2022-11-04T19:31:36.087Z,2022-11-05T04:59:59Z,3894255555,178,,3893678083,140,69.0,3893678089,213,0.2,3893678081,56,Center,3893678087,212,28.1,3893678085,141,76.5,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382275,13,49,1,1,2,3dwlvz6cl4lcavvrg0y2dycrt,1,35.7,19.2,2022-11-04T19:31:37.445Z,2022-11-05T05:00:04Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382299,14,1,1,1,2,3dwlvz6cl4lcavvrg0y2dycrt,1,35.7,19.2,2022-11-04T19:31:37.476Z,2022-11-05T05:00:09Z,3893678325,212,8.8,3893678327,213,6.1,3893678321,140,43.9,3893678323,141,16.5,3893678319,56,Back,3894255599,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382317,15,1,1,1,4,3dwlvz6cl4lcavvrg0y2dycrt,1,45.6,15.5,2022-11-04T19:31:38.836Z,2022-11-05T05:00:14Z,3893678459,56,Right,3893678463,141,7.7,3893678461,140,52.3,3893678467,213,5.6,3894255607,178,,3893678465,212,8.8,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481503777,892,67,1,1,5,3dwlvz6cl4lcavvrg0y2dycrt,1,49.1,12.3,2022-11-04T19:31:39.941Z,2022-11-05T07:05:56Z,3894339151,233,990,,,,,,,,,,,,,,,,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481503769,990,67,1,1,5,go76xxm0xyfgqt1h6tcrtimm,0,50.9,87.7,2022-11-04T19:31:39.942Z,2022-11-05T05:40:57Z,3894339175,233,892,,,,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382335,16,3,1,1,5,3dwlvz6cl4lcavvrg0y2dycrt,0,48.8,11.6,2022-11-04T19:31:39.948Z,2022-11-05T05:00:24Z,3893679707,233,17,3894168181,464,,3893679509,286,,3893678525,56,Back,3894255627,178,,,,,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382307,17,7,1,1,5,go76xxm0xyfgqt1h6tcrtimm,1,51.2,88.4,2022-11-04T19:31:39.978Z,2022-11-05T05:00:30Z,3894255653,178,,3893679691,233,16,3893679383,285,,3893678387,56,Left,3894168183,383,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382315,18,49,1,1,6,go76xxm0xyfgqt1h6tcrtimm,1,55.4,82.3,2022-11-04T19:31:41.288Z,2022-11-05T05:00:36Z,,,,,,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382329,19,1,1,1,6,go76xxm0xyfgqt1h6tcrtimm,1,55.1,81.2,2022-11-04T19:31:41.318Z,2022-11-05T05:00:40Z,3893678501,212,15.4,3893678495,56,Back,3893678499,141,68.3,3893678497,140,43.0,3894255713,178,,3893678503,213,3.7,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382365,20,1,1,1,7,go76xxm0xyfgqt1h6tcrtimm,1,43,68.3,2022-11-04T19:31:42.492Z,2022-11-05T05:00:45Z,3893678675,213,2.9,3893678671,141,73.9,3894255735,178,,3893678673,212,14.1,3893678669,140,30.1,3893678667,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382421,21,1,1,1,12,go76xxm0xyfgqt1h6tcrtimm,1,29.7,73.4,2022-11-04T19:31:47.190Z,2022-11-05T05:00:54Z,3893678951,140,36.6,3893678957,213,1.1,3893678955,212,16.2,3893678953,141,94.7,3893678949,56,Back,3894255763,178,,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382449,22,1,1,1,15,go76xxm0xyfgqt1h6tcrtimm,1,36.6,94.7,2022-11-04T19:31:50.078Z,2022-11-05T05:00:59Z,3893679123,140,29.9,3893679121,56,Back,3893679129,213,4.2,3893679127,212,13.4,3894255775,178,,3893679125,141,77.9,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382489,23,1,1,1,17,go76xxm0xyfgqt1h6tcrtimm,1,26.5,69.7,2022-11-04T19:31:52.725Z,2022-11-05T05:01:02Z,3893679373,213,4.8,3893679367,141,41.1,3894255791,178,,3893679369,212,19.5,3893679365,140,27.6,3893679363,56,Back,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382553,24,1,1,1,24,go76xxm0xyfgqt1h6tcrtimm,1,36.3,25.6,2022-11-04T19:31:59.589Z,2022-11-05T05:01:07Z,3893679719,213,1.8,3893679711,56,Back,3893679717,212,20.1,3893679715,141,54.5,3893679713,140,32.2,3894255807,178,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382591,25,1,1,1,28,go76xxm0xyfgqt1h6tcrtimm,1,28.3,73.7,2022-11-04T19:32:03.461Z,2022-11-05T05:01:12Z,3893679945,56,Back,3893679949,141,61.2,3893679953,213,3.6,3893679947,140,12.7,3893679951,212,18.5,3894255825,178,,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382633,26,1,1,1,31,go76xxm0xyfgqt1h6tcrtimm,1,13.7,58.4,2022-11-04T19:32:06.534Z,2022-11-05T05:01:29Z,3894255923,178,,3893680133,56,Back,3893680137,141,27.7,3893680139,212,22.9,3893680135,140,22.7,3893680141,213,5.1,,,,,,,slsd8022q9s3uugsafaqt2ol,T. Sippel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382657,27,1,1,1,34,go76xxm0xyfgqt1h6tcrtimm,1,25.1,25.6,2022-11-04T19:32:09.422Z,2022-11-05T05:01:34Z,3893680293,56,Back,3893680299,212,14.6,3893680297,141,5.3,3893680295,140,29.6,3894255959,178,,3893680301,213,5.0,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382703,28,1,1,1,35,go76xxm0xyfgqt1h6tcrtimm,1,29.6,5.3,2022-11-04T19:32:10.488Z,2022-11-05T05:01:46Z,3893680609,140,25.6,3893680607,56,Back,3893680615,213,2.0,3893680611,141,20.5,3893680613,212,11.2,3894256015,178,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382747,29,1,1,1,41,go76xxm0xyfgqt1h6tcrtimm,1,32.8,32.7,2022-11-04T19:32:16.173Z,2022-11-05T05:01:53Z,3894256059,178,,3893680851,212,26.4,3893680847,140,29.9,3893680853,213,1.7,3893680849,141,71.3,3893680845,56,Back,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382763,30,1,1,1,43,go76xxm0xyfgqt1h6tcrtimm,1,30.1,72.7,2022-11-04T19:32:18.415Z,2022-11-05T05:01:57Z,3893680993,56,Back,3893680995,140,31.0,3893680997,141,94.0,3893681001,213,1.5,3893680999,212,14.5,3894256085,178,,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382793,31,1,1,1,45,go76xxm0xyfgqt1h6tcrtimm,1,29.7,93.8,2022-11-04T19:32:19.880Z,2022-11-05T05:02:02Z,3893681141,213,4.4,3893681135,140,24.8,3893681139,212,15.1,3893681137,141,73.0,3893681133,56,Back,3894256117,178,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382831,32,1,1,1,47,go76xxm0xyfgqt1h6tcrtimm,1,25.5,69.7,2022-11-04T19:32:22.243Z,2022-11-05T05:02:08Z,3893681353,140,28.6,3894256149,178,,3893681355,141,31.7,3893681359,213,4.8,3893681351,56,Back,3893681357,212,26.0,,,,,,,dwx1vmtmeiiokfqv18g7cb1lh,T. Jantschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382889,33,1,1,1,54,go76xxm0xyfgqt1h6tcrtimm,0,50.5,10.9,2022-11-04T19:32:29.312Z,2022-11-05T05:02:13Z,3894256177,178,,3893681643,141,4.1,3893681645,212,10.3,3893681639,56,Right,3893681647,213,5.8,3893681641,140,59.3,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382917,17,8,1,1,54,3dwlvz6cl4lcavvrg0y2dycrt,1,46.7,96.2,2022-11-04T19:32:29.613Z,2022-11-05T05:02:17Z,3894256207,178,,3893681803,56,Back,3894168195,383,,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382921,18,49,1,1,54,3dwlvz6cl4lcavvrg0y2dycrt,1,47.1,96.3,2022-11-04T19:32:29.672Z,2022-11-05T05:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382935,19,50,1,1,57,3dwlvz6cl4lcavvrg0y2dycrt,1,53.3,97,2022-11-04T19:32:31.838Z,2022-11-05T05:02:27Z,3893681861,56,Left,3893681935,233,34,3893681863,286,,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481382939,34,7,1,1,57,go76xxm0xyfgqt1h6tcrtimm,1,46.7,3,2022-11-04T19:32:31.927Z,2022-11-05T05:02:35Z,3894256279,389,,3893681877,167,,3893681879,56,Back,3893681887,233,19,3893681881,285,,3894168211,385,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
