id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2526479217,219,61,1,21,57,7ad69ngbpjuyzv96drf8d9sn2,1,54,33.6,2023-04-01T13:52:22.550Z,2023-04-02T12:07:53Z,4152247191,56,Center,4157233051,178,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475279,1036,67,1,21,59,7ad69ngbpjuyzv96drf8d9sn2,1,69.6,36.5,2023-04-01T13:52:24.080Z,2023-04-02T13:21:30Z,4157555129,233,941,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527475275,941,67,1,21,59,cz4a6wmzx2obyisadhgaccx7b,0,30.4,63.5,2023-04-01T13:52:24.081Z,2023-04-02T13:00:26Z,4157555169,233,1036,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479235,220,1,1,21,59,7ad69ngbpjuyzv96drf8d9sn2,1,68.8,37.3,2023-04-01T13:52:24.109Z,2023-04-02T13:21:30Z,4152247295,56,Center,4152247301,141,40.8,4152247297,140,62.5,4157236167,178,,4152247307,213,2.8,4152247303,212,7.0,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479241,221,61,1,21,59,7ad69ngbpjuyzv96drf8d9sn2,0,62.5,40.8,2023-04-01T13:52:24.674Z,2023-04-02T12:08:19Z,4157236811,178,,4152247315,56,Center,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479275,205,1,1,22,1,cz4a6wmzx2obyisadhgaccx7b,1,26.1,65.4,2023-04-01T13:52:26.612Z,2023-04-02T12:08:32Z,4152247451,141,60.8,4157238347,389,,4152247455,213,5.6,4152247447,56,Back,4152247449,140,29.8,4152247453,212,5.0,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479281,206,49,1,22,2,cz4a6wmzx2obyisadhgaccx7b,1,29.8,60.8,2023-04-01T13:52:27.510Z,2023-04-02T12:08:36Z,,,,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479293,207,1,1,22,2,cz4a6wmzx2obyisadhgaccx7b,1,29.8,60.8,2023-04-01T13:52:27.620Z,2023-04-02T12:08:46Z,4157240333,178,,4152247519,213,4.3,4152247515,141,44.3,4152247517,212,12.3,4152247513,140,25.1,4152247511,56,Back,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479319,208,1,1,22,4,cz4a6wmzx2obyisadhgaccx7b,1,25.1,44.3,2023-04-01T13:52:29.490Z,2023-04-02T12:08:52Z,4152247655,213,3.0,4152247647,56,Back,4152247653,212,22.0,4152247649,140,4.2,4157240931,178,,4152247651,141,47.3,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479377,209,1,1,22,6,cz4a6wmzx2obyisadhgaccx7b,1,4.2,47.3,2023-04-01T13:52:31.500Z,2023-04-02T12:08:55Z,4157241091,178,,4152247921,140,53.1,4152247929,1,,4152247919,56,Center,4152247925,212,51.3,4152247923,141,46.4,4152247927,213,6.3,4152247917,157,,8td0ccul6gf7r5benk1pxqrx1,R. Fährmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479397,210,44,1,22,10,cz4a6wmzx2obyisadhgaccx7b,1,54.7,47.4,2023-04-01T13:52:35.560Z,2023-04-02T13:21:30Z,4152248079,233,222,4152248049,286,,4152248047,56,Center,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479393,222,44,1,22,10,7ad69ngbpjuyzv96drf8d9sn2,0,45.3,52.6,2023-04-01T13:52:35.561Z,2023-04-02T12:09:01Z,4152248031,285,,4152248121,233,210,4152248029,56,Back,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479441,211,1,1,22,10,cz4a6wmzx2obyisadhgaccx7b,0,55.4,47,2023-04-01T13:52:35.673Z,2023-04-02T13:21:30Z,4157242483,388,,4152248253,3,,4152248265,213,4.8,4152248269,1,,4152248263,212,33.4,4152248259,141,0.0,4152248255,56,Right,4152248257,140,58.2,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479415,223,43,1,22,14,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-01T13:52:39.388Z,2023-04-01T13:52:41Z,4152248341,144,49,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479445,212,5,1,22,16,cz4a6wmzx2obyisadhgaccx7b,0,59.9,-1.6,2023-04-01T13:52:40.987Z,2023-04-02T12:09:09Z,4152248281,56,Right,4152248283,347,,4152249031,233,224,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479589,224,5,1,22,16,7ad69ngbpjuyzv96drf8d9sn2,1,40.1,101.6,2023-04-01T13:52:40.987Z,2023-04-02T12:09:09Z,4152248969,347,,4152248943,56,Back,4152249013,233,212,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479663,225,1,1,22,26,7ad69ngbpjuyzv96drf8d9sn2,0,45.2,100,2023-04-01T13:52:51.607Z,2023-04-02T12:09:32Z,4152249285,1,,4152249283,213,6.2,4152249275,56,Left,4152249279,141,96.9,4152249281,212,27.6,4152249273,107,,4152249277,140,71.3,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477245,948,67,1,22,28,cz4a6wmzx2obyisadhgaccx7b,1,25.8,5,2023-04-01T13:52:53.720Z,2023-04-02T13:21:31Z,4157565099,233,1051,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477241,1051,67,1,22,28,7ad69ngbpjuyzv96drf8d9sn2,0,74.2,95,2023-04-01T13:52:53.721Z,2023-04-02T13:02:05Z,4157565151,233,948,,,,,,,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479653,213,8,1,22,28,cz4a6wmzx2obyisadhgaccx7b,1,27.4,4.1,2023-04-01T13:52:53.789Z,2023-04-02T13:21:31Z,4153806895,385,,4152249241,56,Back,4157246987,178,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479671,214,5,1,22,31,cz4a6wmzx2obyisadhgaccx7b,0,31.6,-2,2023-04-01T13:52:56.530Z,2023-04-02T12:09:40Z,4152249295,347,,4152249601,233,226,4152249293,56,Back,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479731,226,5,1,22,31,7ad69ngbpjuyzv96drf8d9sn2,1,68.4,102,2023-04-01T13:52:56.530Z,2023-04-02T12:09:40Z,4152249539,347,,4152249537,56,Left,4152249571,233,214,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479749,227,1,1,22,34,7ad69ngbpjuyzv96drf8d9sn2,1,69.1,100,2023-04-01T13:52:59.934Z,2023-04-02T12:10:31Z,4152249641,140,62.9,4152249637,107,,4152249653,213,4.1,4152249639,56,Left,4152249645,141,89.2,4152249649,212,10.9,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479757,228,1,1,22,36,7ad69ngbpjuyzv96drf8d9sn2,1,62.9,89.2,2023-04-01T13:53:01.463Z,2023-04-02T12:10:41Z,4152249699,140,64.0,4152249701,141,96.4,4152249697,56,Left,4152249705,213,1.3,4152249703,212,5.0,4157254569,178,,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479785,229,1,1,22,37,7ad69ngbpjuyzv96drf8d9sn2,1,64,96.4,2023-04-01T13:53:02.006Z,2023-04-02T12:10:47Z,4152249829,212,24.1,4152249825,140,41.2,4152249831,213,3.3,4157255491,178,,4152249827,141,92.2,4152249823,56,Back,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479869,230,1,1,22,39,7ad69ngbpjuyzv96drf8d9sn2,1,41.2,92.2,2023-04-01T13:53:04.439Z,2023-04-02T12:10:52Z,4152250221,140,37.5,4152250223,141,62.6,4152250227,213,4.5,4157256153,178,,4152250225,212,20.5,4152250219,56,Back,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479935,231,1,1,22,44,7ad69ngbpjuyzv96drf8d9sn2,1,43.5,30.2,2023-04-01T13:53:09.879Z,2023-04-02T12:11:04Z,4152250613,141,6.6,4152250609,56,Right,4152250617,213,5.3,4152250615,212,19.5,4152250611,140,54.1,4157257745,178,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479945,232,61,1,22,49,7ad69ngbpjuyzv96drf8d9sn2,0,56.6,16.5,2023-04-01T13:53:14.810Z,2023-04-02T12:11:22Z,4152250653,56,Right,4157260201,178,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526479955,215,49,1,22,51,cz4a6wmzx2obyisadhgaccx7b,1,34.6,73.5,2023-04-01T13:53:16.626Z,2023-04-02T12:11:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480019,216,1,1,22,52,cz4a6wmzx2obyisadhgaccx7b,1,36.3,67,2023-04-01T13:53:17.705Z,2023-04-02T12:11:31Z,4157261557,178,,4152251041,140,42.8,4152251039,56,Back,4152251045,212,14.2,4152251047,213,5.2,4152251043,141,48.7,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480093,217,1,1,22,53,cz4a6wmzx2obyisadhgaccx7b,1,43.5,47,2023-04-01T13:53:18.912Z,2023-04-02T12:11:45Z,4152251427,141,32.5,4152251423,56,Back,4152251429,212,16.8,4152251425,140,30.5,4157263263,178,,4152251431,213,3.8,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480147,218,1,1,22,59,cz4a6wmzx2obyisadhgaccx7b,1,29.2,8.2,2023-04-01T13:53:24.714Z,2023-04-02T12:11:54Z,4152251711,213,2.4,4152251703,56,Back,4152251707,141,40.6,4152251709,212,31.6,4152251705,140,7.6,4157264361,178,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480183,219,1,1,23,2,cz4a6wmzx2obyisadhgaccx7b,1,7.6,40.6,2023-04-01T13:53:26.995Z,2023-04-02T12:11:57Z,4157264619,178,,4152251883,213,5.0,4152251875,140,13.5,4152251879,212,24.4,4152251877,141,5.9,4152251873,56,Back,,,,,,,8td0ccul6gf7r5benk1pxqrx1,R. Fährmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480209,220,1,1,23,5,cz4a6wmzx2obyisadhgaccx7b,1,17.2,10.6,2023-04-01T13:53:30.332Z,2023-04-02T12:12:00Z,4152251995,141,44.0,4152251999,213,2.1,4152251997,212,26.1,4157264901,178,,4152251993,140,4.9,4152251991,56,Back,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480247,221,1,1,23,7,cz4a6wmzx2obyisadhgaccx7b,1,5.2,42.7,2023-04-01T13:53:32.678Z,2023-04-02T12:12:02Z,4152252179,155,,4152252181,56,Back,4157265209,178,,4152252185,141,44.9,4152252189,213,0.0,4152252191,1,,4152252187,212,39.5,4152252183,140,42.8,8td0ccul6gf7r5benk1pxqrx1,R. Fährmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480261,222,1,1,23,10,cz4a6wmzx2obyisadhgaccx7b,0,43.7,44.3,2023-04-01T13:53:35.292Z,2023-04-02T12:12:06Z,4152252221,3,,4152252231,212,23.6,4152252223,168,,4157265561,388,,4152252227,140,66.2,4152252233,213,0.0,4152252225,56,Center,4152252229,141,44.6,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480269,233,49,1,23,12,7ad69ngbpjuyzv96drf8d9sn2,1,32.4,62.2,2023-04-01T13:53:37.971Z,2023-04-02T12:12:10Z,,,,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480301,234,1,1,23,13,7ad69ngbpjuyzv96drf8d9sn2,1,32.4,62.2,2023-04-01T13:53:38.015Z,2023-04-02T12:12:14Z,4152252431,140,10.6,4152252435,212,25.9,4152252429,56,Back,4152252437,213,3.6,4157266731,178,,4152252433,141,44.5,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480361,235,1,1,23,16,7ad69ngbpjuyzv96drf8d9sn2,1,10.6,44.5,2023-04-01T13:53:41.494Z,2023-04-02T12:12:18Z,4152252797,140,27.6,4157267263,178,,4152252801,212,18.0,4152252799,141,48.2,4152252795,56,Back,4152252803,213,0.1,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480411,236,1,1,23,21,7ad69ngbpjuyzv96drf8d9sn2,1,27.8,43.8,2023-04-01T13:53:46.265Z,2023-04-02T12:12:23Z,4152252971,212,22.6,4152252973,213,4.5,4152252967,140,22.6,4157267769,178,,4152252965,56,Back,4152252969,141,11.5,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480493,237,1,1,23,23,7ad69ngbpjuyzv96drf8d9sn2,0,22.6,11.5,2023-04-01T13:53:48.915Z,2023-04-02T12:12:26Z,4152253419,213,6.1,4152253415,212,14.3,4152253407,140,35.9,4157268091,178,,4152253405,56,Back,4152253411,141,7.1,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527613961,1278,67,1,23,25,cz4a6wmzx2obyisadhgaccx7b,1,62.8,92.7,2023-04-01T13:53:50.528Z,2023-04-02T15:09:35Z,4158286383,233,1399,,,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527613953,1399,67,1,23,25,7ad69ngbpjuyzv96drf8d9sn2,0,37.2,7.3,2023-04-01T13:53:50.529Z,2023-04-02T14:58:37Z,4158286403,233,1278,,,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480781,225,61,1,23,25,cz4a6wmzx2obyisadhgaccx7b,1,61.3,94.7,2023-04-01T13:53:50.530Z,2023-04-02T15:09:35Z,4152254771,56,Left,4157268653,178,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480505,238,1,1,23,31,7ad69ngbpjuyzv96drf8d9sn2,1,73.2,25.3,2023-04-01T13:53:56.810Z,2023-04-02T12:12:35Z,4152253471,141,19.9,4157269229,178,,4152253467,56,Right,4152254657,233,223,4152253473,212,14.6,4152253475,213,6.0,4152253469,140,86.7,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480511,239,1,1,23,35,7ad69ngbpjuyzv96drf8d9sn2,0,93.4,27,2023-04-01T13:54:00.308Z,2023-04-02T12:12:46Z,4157270699,178,,4152253497,212,4.1,4152253565,286,,4152253559,236,,4152253491,56,Center,4152253495,141,33.1,4152253499,213,1.6,4152253493,140,93.4,9ydkbbygq6uocors9kcdnzbop,M. Diaby,4152253561,233,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480523,223,74,1,23,35,cz4a6wmzx2obyisadhgaccx7b,1,4.9,71.8,2023-04-01T13:54:00.394Z,2023-04-02T12:12:50Z,4152253571,233,239,4157271147,178,,4152253549,56,Back,4152253551,285,,,,,,,,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480535,224,6,1,23,36,cz4a6wmzx2obyisadhgaccx7b,0,5.8,69.4,2023-04-01T13:54:01.313Z,2023-04-02T12:12:54Z,4152253619,56,Back,4152253711,233,240,4152253621,73,,,,,,,,,,,,,,,,,64x38pccgfsuz4ywoveh2ksbu,L. Greiml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526480531,240,6,1,23,36,7ad69ngbpjuyzv96drf8d9sn2,1,94.2,30.6,2023-04-01T13:54:01.313Z,2023-04-02T12:12:54Z,4152253603,56,Center,4152253669,233,224,4152253605,75,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481207,226,27,1,24,6,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-01T13:54:31.065Z,2023-04-02T12:12:55Z,4152257795,233,241,4152256821,41,Injury,4152256823,53,dgysidzshgxqm3jegaihwi5wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481051,241,27,1,24,6,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-01T13:54:31.065Z,2023-04-02T12:12:55Z,4152257857,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481397,227,28,1,24,56,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-01T13:55:21.445Z,2023-04-02T12:12:57Z,4152257709,55,226,4152257935,233,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481431,242,28,1,24,56,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-01T13:55:21.445Z,2023-04-02T12:12:56Z,4152257953,233,227,4152257905,55,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481449,243,1,1,24,57,7ad69ngbpjuyzv96drf8d9sn2,1,99.5,0.5,2023-04-01T13:55:22.399Z,2023-04-02T12:13:03Z,4152257993,141,14.0,4152257997,213,2.6,4152257995,212,17.2,4157272811,178,,4152257987,6,,4152257991,140,85.6,4152257989,56,Right,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481495,244,1,1,24,59,7ad69ngbpjuyzv96drf8d9sn2,1,85.1,14.9,2023-04-01T13:55:24.581Z,2023-04-02T12:13:14Z,4152258887,210,13,4152258221,141,44.5,4152258225,213,2.1,4157273633,178,,4152258217,140,73.4,4152258213,56,Center,4152258223,212,23.6,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2526481501,245,13,1,25,2,7ad69ngbpjuyzv96drf8d9sn2,1,73.4,47.2,2023-04-01T13:55:27.943Z,2023-04-02T12:13:14Z,4152258901,102,41.5,4152258251,56,Center,4152258503,72,,4152258907,230,98.9,4152258893,84,,4152258895,29,,4157274181,178,,4152258903,103,1.4,9ydkbbygq6uocors9kcdnzbop,M. Diaby,4152258897,55,4152258909,231,4152258905,215,4152258249,18,,244,49.5,,4152258501,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481517,228,5,1,25,4,cz4a6wmzx2obyisadhgaccx7b,1,-0.8,54.3,2023-04-01T13:55:29.615Z,2023-04-02T12:13:15Z,4152258353,233,246,4152258331,56,Back,4152258333,346,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481505,246,5,1,25,4,7ad69ngbpjuyzv96drf8d9sn2,0,100.8,45.7,2023-04-01T13:55:29.615Z,2023-04-02T12:13:15Z,4152258283,346,,4152258281,56,Center,4152258391,233,228,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481875,229,1,1,25,37,cz4a6wmzx2obyisadhgaccx7b,0,3,59.4,2023-04-01T13:56:02.403Z,2023-04-02T12:13:19Z,4152260225,74,,4152260219,212,66.5,4152260215,140,66.0,4152260209,124,,4152260217,141,69.6,4152260213,56,Center,4152260223,1,,4152260221,213,0.1,8td0ccul6gf7r5benk1pxqrx1,R. Fährmann,4152260211,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481927,247,1,1,25,41,7ad69ngbpjuyzv96drf8d9sn2,0,33.8,30,2023-04-01T13:56:06.086Z,2023-04-02T12:13:26Z,4152260375,212,25.7,4152260365,3,,4152260367,56,Center,4152260377,213,0.4,4152260373,141,45.7,4157275739,388,,4152260371,140,56.1,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481943,230,1,1,25,43,cz4a6wmzx2obyisadhgaccx7b,0,40.8,50.6,2023-04-01T13:56:08.524Z,2023-04-02T12:13:32Z,4152260471,212,7.1,4157276593,388,,4152260469,141,44.2,4152260465,56,Back,4152260463,3,,4152260467,140,46.2,4152260473,213,5.6,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526481951,248,49,1,25,44,7ad69ngbpjuyzv96drf8d9sn2,1,54.1,56.2,2023-04-01T13:56:09.934Z,2023-04-02T12:13:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526482001,249,3,1,25,49,7ad69ngbpjuyzv96drf8d9sn2,0,72.4,59.5,2023-04-01T13:56:14.366Z,2023-04-02T12:13:42Z,4153824535,465,,4152260801,233,231,4152260755,286,,4152260751,56,Center,4157277869,178,,,,,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526482011,231,7,1,25,49,cz4a6wmzx2obyisadhgaccx7b,0,27.6,40.5,2023-04-01T13:56:14.567Z,2023-04-02T12:13:46Z,4152260791,233,249,4152260783,56,Back,4152260785,285,,4153824695,385,,4157278457,178,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526482049,250,1,1,25,51,7ad69ngbpjuyzv96drf8d9sn2,1,75.4,58,2023-04-01T13:56:16.895Z,2023-04-02T12:13:55Z,4152260951,56,Center,4152260959,213,5.0,4152260955,141,40.0,4157279665,178,,4152260957,212,12.8,4152260953,140,78.8,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
