id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2499111133,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-01-21T13:38:13.921Z,2023-01-21T14:33:39Z,3987240815,197,14121,3987079329,59,"1, 26, 36, 2, 5, 6, 15, 8, 9, 29, 27, 17, 18, 19, 20, 21, 22, 24, 25, 40",3987079331,130,17,3987079337,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987079333,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987079335,194,7obuhegyo1qcoikt23egcsr85,3987079325,30,"7obuhegyo1qcoikt23egcsr85, f5lfo1hz7u5bk494w53arcacq, byn8dfwg5zdefrca7wgn32qne, efzokrggje7s9wc6hg75yc6ax, 7iqt50eaixxatz08dh54p81gq, a3ib09ji7qsz6cgj3vmz5qort, az15xx7m923srf9gdbwmiyga1, 7cdiijsvnfc7tafy0zkf4uz9, g3fgd752o63acmmuahdvppm1, 5ph2ln91ycq1qlq03cnqqs9re, eqtsanns36za56h4pfqhbnh05, 78e1qvft3ser2tyayjlmemdp1, abuvjv3bhb402yf8p92kucez9, 2x5f35hk2urqlgoito1vgb3yt, 8kqmsuo668wpuzoyyxf4o2vo5, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, e91s5lp3fvfaav8w8xi7wdx3p, 3qy1qlzezgfkxeom5n1r9h13p, f2ibn3ej2doay3b4u8ezeix62",3987079327,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499116625,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-21T13:47:29.816Z,2023-01-21T14:27:40Z,3987110049,59,"13, 27, 18, 6, 4, 41, 38, 8, 9, 7, 11, 39, 26, 1, 3, 19, 23, 29, 37, 40",3987110055,194,8n0dskalmx94ofiq6jewa22tx,3987110053,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987110057,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987110051,130,8,3987238789,197,6345,3987110045,30,"dvo2f7d0yosn404wsrsgeprdh, f3xm12deg7xf3g2n3yk11npat, 6oaqk4pdojnlefa3zubsysmvp, dgysidzshgxqm3jegaihwi5wq, 4fvtwbl1hrxgs9lg957rxladx, w2jovd0ta6to004lvlri5gtm, e1wv1pujaj9nf92pgs7sm1wtm, 8n0dskalmx94ofiq6jewa22tx, 9xl238e13utd2ondzqi51ka1h, aahyom322jdc6f21960ycuzth, 6b7p3ncup75mpop91n0u1mw2d, 6crszhqnwr4gto77qbvqvvxii, ex7y8oe78ewwmibz41qbmwhxx, 8td0ccul6gf7r5benk1pxqrx1, 64x38pccgfsuz4ywoveh2ksbu, at2rbigl1d8bsjw2u6lhfcatx, 2rsdnuf5kuu8kxybsjq7ogbje, 5qc0owkwmgk74qy13ft3kpg5, 58c19piq01hbllnokygtm5l91, cmbd33qb8zs7wi7ryhy28yycq",3987110047,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142715,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-21T14:32:25.079Z,2023-01-21T14:32:28Z,3987252849,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142695,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-01-21T14:32:25.079Z,2023-01-22T03:18:06Z,3987252799,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142765,3,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,50.1,50,2023-01-21T14:32:25.096Z,2023-01-22T04:52:52Z,3989364095,178,,3987253093,56,Back,3987253095,140,32.2,3987253097,141,50.7,3987253101,213,3.1,3987253099,212,18.8,3987253103,279,S,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142775,4,1,1,0,1,c5hderjlkcoaze51e5wgvptk,1,33.5,51.5,2023-01-21T14:32:27.036Z,2023-01-22T04:52:57Z,3987253147,140,45.4,3987253145,56,Back,3989364145,178,,3987253153,213,0.0,3987253149,141,51.5,3987253151,212,12.5,,,,,,,7iqt50eaixxatz08dh54p81gq,H. Smolčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142785,5,1,1,0,2,c5hderjlkcoaze51e5wgvptk,0,45.6,51.5,2023-01-21T14:32:28.074Z,2023-01-22T04:53:01Z,3989364211,178,,3987253221,140,39.2,3987253225,212,11.5,3987253223,141,37.7,3987253227,213,4.1,3987253219,56,Back,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142803,3,49,1,0,4,cz4a6wmzx2obyisadhgaccx7b,1,56.2,69.4,2023-01-21T14:32:29.324Z,2023-01-22T04:54:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142881,4,1,1,0,9,cz4a6wmzx2obyisadhgaccx7b,1,59.8,80.8,2023-01-21T14:32:34.630Z,2023-01-22T04:54:47Z,3987253673,212,16.2,3987253675,213,0.1,3987253669,140,75.2,3987253671,141,82.0,3989365805,178,,3987253667,56,Left,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142957,5,1,1,0,15,cz4a6wmzx2obyisadhgaccx7b,1,73.8,82.9,2023-01-21T14:32:40.337Z,2023-01-22T04:54:52Z,3989365949,178,,3987254049,140,65.1,3987254055,213,4.3,3987254053,212,24.0,3987254047,56,Center,3987254051,141,50.3,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143009,6,1,1,0,19,cz4a6wmzx2obyisadhgaccx7b,0,67.3,42.8,2023-01-21T14:32:44.341Z,2023-01-22T04:55:02Z,3987254261,140,86.0,3989366135,178,,3987254265,212,26.0,3987254263,141,67.9,3987254259,56,Center,3987254267,213,0.7,3987254257,155,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143033,6,1,1,0,21,c5hderjlkcoaze51e5wgvptk,1,11.9,32.2,2023-01-21T14:32:46.254Z,2023-01-22T04:55:09Z,3987254379,56,Back,3987254389,212,14.4,3987254391,213,0.4,3987254383,140,24.3,3987254387,141,41.3,3989366225,178,,3987254377,3,,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143039,7,49,1,0,21,c5hderjlkcoaze51e5wgvptk,1,24.3,41.2,2023-01-21T14:32:46.891Z,2023-01-22T04:55:21Z,,,,,,,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143071,8,1,1,0,21,c5hderjlkcoaze51e5wgvptk,1,23.1,40.4,2023-01-21T14:32:46.991Z,2023-01-22T04:55:25Z,3987254557,140,15.0,3987254555,56,Back,3989366435,178,,3987254563,213,3.9,3987254559,141,29.3,3987254561,212,11.4,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
