id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value
2498955361,556,74,2,47,5,apoawtpvac4zqlancmvw4nk4o,1,34.9,18.3,2023-01-20T20:39:43.809Z,2023-01-21T05:48:05Z,3986270671,233,434,3986573405,178,,3986270593,285,,3986270591,56,Back,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955515,435,5,2,47,8,9gefq4dz9b2hl8rqrxwrlrzmp,1,77.2,101.7,2023-01-20T20:39:46.819Z,2023-01-21T04:01:22Z,3986271587,347,,3986271625,233,557,3986271585,56,Left,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955367,557,5,2,47,8,apoawtpvac4zqlancmvw4nk4o,0,22.8,-1.7,2023-01-20T20:39:46.819Z,2023-01-21T04:01:23Z,3986271655,233,435,3986270635,347,,3986270633,56,Back,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955573,436,1,2,47,24,9gefq4dz9b2hl8rqrxwrlrzmp,1,71.7,100,2023-01-20T20:40:02.416Z,2023-01-21T04:01:29Z,3986271933,56,Left,3986271939,212,22.2,3986271941,213,6.1,3986271931,107,,3986271937,141,96.8,3986271943,1,,3986271935,140,92.6,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955581,437,50,2,47,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,94.4,93.2,2023-01-20T20:40:03.613Z,2023-01-21T04:01:47Z,3986271973,286,,3986271971,56,Left,3986272111,233,558,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955595,558,7,2,47,27,apoawtpvac4zqlancmvw4nk4o,1,5.6,6.8,2023-01-20T20:40:05.683Z,2023-01-21T04:01:56Z,3986574131,178,,3986272031,56,Back,3986272097,233,437,3986496235,385,,3986272035,285,,3986272029,167,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955601,438,6,2,47,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,97.6,95,2023-01-20T20:40:06.147Z,2023-01-21T04:02:02Z,3986272103,233,559,3986272061,73,,3986272059,56,Left,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955605,559,6,2,47,28,apoawtpvac4zqlancmvw4nk4o,0,2.4,5,2023-01-20T20:40:06.147Z,2023-01-21T04:02:02Z,3986272077,56,Back,3986364391,233,438,3986272083,73,,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955837,439,1,2,47,50,9gefq4dz9b2hl8rqrxwrlrzmp,0,99.5,99.5,2023-01-20T20:40:28.073Z,2023-01-21T04:02:08Z,3986273347,233,561,3986574245,178,,3986273219,6,,3986273225,56,Center,3986273233,213,4.6,3986273227,140,95.2,3986273221,155,,3986273235,1,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,3986273223,223,,3986273229,141,49.3,3986496255,20,,,3986273217,2,3986273231,212,,,,,,,,,,,,,34.4,,,,,,,,,
2498998751,1040,44,2,47,51,apoawtpvac4zqlancmvw4nk4o,1,2.6,49.6,2023-01-20T20:40:29.679Z,2023-01-21T06:09:16Z,3986496481,285,,3986496479,56,Back,3986512691,233,850,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498998753,850,44,2,47,51,9gefq4dz9b2hl8rqrxwrlrzmp,0,97.4,50.4,2023-01-20T20:40:29.680Z,2023-01-21T04:02:14Z,3986496485,286,,3986496483,56,Center,3986512699,233,1040,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955851,561,11,2,47,51,apoawtpvac4zqlancmvw4nk4o,1,5,53.1,2023-01-20T20:40:29.828Z,2023-01-21T06:09:17Z,3986273385,233,439,3986273291,88,,3986574359,388,,3986273289,56,Back,3986496543,378,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955965,562,1,2,48,0,apoawtpvac4zqlancmvw4nk4o,1,9.7,58.7,2023-01-20T20:40:38.835Z,2023-01-21T04:02:24Z,3986273889,140,33.9,3986273893,212,33.7,3986273891,141,91.2,3986273897,1,,3986273885,123,,3986273917,287,,3986273895,213,0.7,3986273887,56,Back,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,3986574493,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498955995,563,1,2,48,8,apoawtpvac4zqlancmvw4nk4o,0,53.7,92.4,2023-01-20T20:40:45.975Z,2023-01-21T04:02:27Z,3986274023,212,3.6,3986274017,56,Left,3986274025,213,5.7,3986274019,140,56.5,3986274021,141,89.4,3986574531,178,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956015,440,61,2,48,8,9gefq4dz9b2hl8rqrxwrlrzmp,1,41,8.6,2023-01-20T20:40:46.048Z,2023-01-21T04:02:31Z,3986574583,178,,3986274169,56,Back,,,,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956039,564,1,2,48,10,apoawtpvac4zqlancmvw4nk4o,1,44.3,86.8,2023-01-20T20:40:48.152Z,2023-01-21T04:02:35Z,3986274275,141,88.6,3986274271,56,Back,3986274277,212,16.0,3986274273,140,29.1,3986274281,213,3.1,3986574609,178,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956069,565,1,2,48,12,apoawtpvac4zqlancmvw4nk4o,1,28.9,88.4,2023-01-20T20:40:50.903Z,2023-01-21T04:02:38Z,3986274427,213,3.7,3986274421,140,14.0,3986274419,56,Back,3986274425,212,18.3,3986574651,178,,3986274423,141,74.4,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956085,566,1,2,48,15,apoawtpvac4zqlancmvw4nk4o,1,14,74.4,2023-01-20T20:40:53.033Z,2023-01-21T04:02:43Z,3986274537,213,5.7,3986274531,140,26.5,3986274529,56,Back,3986274535,212,15.6,3986574727,178,,3986274533,141,62.1,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956123,567,1,2,48,17,apoawtpvac4zqlancmvw4nk4o,1,24.3,55.4,2023-01-20T20:40:55.533Z,2023-01-21T04:02:46Z,3986274743,212,21.8,3986574751,178,,3986274735,56,Back,3986274745,213,4.3,3986274739,140,15.8,3986274741,141,26.1,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956153,568,1,2,48,22,apoawtpvac4zqlancmvw4nk4o,1,23,22.7,2023-01-20T20:41:00.014Z,2023-01-21T04:02:52Z,3986574877,178,,3986274893,213,0.3,3986274889,141,33.6,3986274887,140,45.7,3986274885,56,Back,3986274891,212,25.0,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956241,569,1,2,48,23,apoawtpvac4zqlancmvw4nk4o,1,45.7,33.6,2023-01-20T20:41:01.700Z,2023-01-21T04:03:00Z,3986275397,140,36.6,3986275403,213,2.4,3986575001,178,,3986275395,56,Back,3986275399,141,45.7,3986275401,212,12.6,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956245,570,4,2,48,29,apoawtpvac4zqlancmvw4nk4o,1,43,41.4,2023-01-20T20:41:07.161Z,2023-01-21T04:03:07Z,3986275425,56,Back,3986275421,13,,3986275427,152,,3986275423,295,,3986275429,286,,3986275449,233,441,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956235,441,4,2,48,29,9gefq4dz9b2hl8rqrxwrlrzmp,0,57,58.6,2023-01-20T20:41:07.162Z,2023-01-21T04:03:06Z,3986275363,56,Center,3986275369,285,,3986275361,13,,3986275515,233,570,3986275481,295,,3986575093,178,,3986275365,152,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956319,571,1,2,48,37,apoawtpvac4zqlancmvw4nk4o,1,43.3,38.9,2023-01-20T20:41:15.375Z,2023-01-21T04:03:51Z,3986575711,178,,3986275821,212,43.8,3986275813,56,Left,3986275825,1,,3986275811,152,,3986275817,141,92.9,3986275815,140,66.0,3986275823,213,1.0,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,3986275809,155,,3986275807,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956335,572,1,2,48,41,apoawtpvac4zqlancmvw4nk4o,0,72,87.5,2023-01-20T20:41:19.945Z,2023-01-21T04:03:55Z,3986275903,213,4.9,3986275899,141,68.7,3986575753,178,,3986275897,140,74.7,3986275901,212,13.1,3986275895,56,Center,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956349,442,1,2,48,42,9gefq4dz9b2hl8rqrxwrlrzmp,0,26.8,30.4,2023-01-20T20:41:20.624Z,2023-01-21T04:04:00Z,3986275947,141,12.6,3986275945,140,34.5,3986575781,178,,3986275949,212,14.6,3986275943,56,Back,3986275951,213,5.3,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956367,573,1,2,48,44,apoawtpvac4zqlancmvw4nk4o,1,65.8,88.9,2023-01-20T20:41:22.625Z,2023-01-21T04:04:04Z,3986276051,141,77.2,3986276049,140,70.1,3986276055,213,5.2,3986276047,56,Center,3986575815,178,,3986276053,212,9.1,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956389,574,1,2,48,46,apoawtpvac4zqlancmvw4nk4o,1,68.8,77,2023-01-20T20:41:24.526Z,2023-01-21T04:04:09Z,3986276193,212,10.9,3986276189,140,59.3,3986276195,213,3.6,3986276187,56,Center,3986575881,178,,3986276191,141,70.5,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956425,575,1,2,48,50,apoawtpvac4zqlancmvw4nk4o,1,58.1,70.2,2023-01-20T20:41:27.983Z,2023-01-21T04:04:13Z,3986276377,212,8.3,3986276371,56,Center,3986276375,141,59.1,3986575921,178,,3986276379,213,5.1,3986276373,140,61.3,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956441,576,1,2,48,52,apoawtpvac4zqlancmvw4nk4o,1,54.7,55.5,2023-01-20T20:41:30.740Z,2023-01-21T04:04:17Z,3986276455,140,53.5,3986276453,56,Center,3986276459,212,16.1,3986575961,178,,3986276461,213,4.6,3986276457,141,31.9,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956445,577,1,2,48,55,apoawtpvac4zqlancmvw4nk4o,0,61.4,24.7,2023-01-20T20:41:33.744Z,2023-01-21T04:04:39Z,3986276481,56,Right,3986276495,213,5.1,3986576149,178,,3986276487,141,0.0,3986276491,212,19.6,3986276483,140,68.5,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956525,443,5,2,48,57,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.1,101.8,2023-01-20T20:41:35.342Z,2023-01-21T04:04:44Z,3986276927,56,Back,3986276929,347,,3986276947,233,578,,,,,,,,,,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956449,578,5,2,48,57,apoawtpvac4zqlancmvw4nk4o,0,67.9,-1.8,2023-01-20T20:41:35.342Z,2023-01-21T04:04:44Z,3986276509,347,,3986276967,233,443,3986276507,56,Right,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956553,444,1,2,49,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,32.7,100,2023-01-20T20:41:40.940Z,2023-01-21T04:04:59Z,3986277109,213,3.4,3986277103,140,20.9,3986277101,56,Back,3986277107,212,12.8,3986277099,107,,3986277105,141,97.1,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956583,445,1,2,49,6,9gefq4dz9b2hl8rqrxwrlrzmp,1,19.2,97.4,2023-01-20T20:41:44.410Z,2023-01-21T04:05:03Z,3986277267,140,25.6,3986277271,212,6.7,3986576461,178,,3986277275,213,6.2,3986277265,56,Back,3986277269,141,96.6,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956615,446,1,2,49,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,19.3,83.5,2023-01-20T20:41:47.267Z,2023-01-21T04:05:06Z,3986277419,140,3.8,3986277425,213,3.7,3986277421,141,67.3,3986576491,178,,3986277423,212,19.7,3986277417,56,Back,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956685,447,1,2,49,12,9gefq4dz9b2hl8rqrxwrlrzmp,1,3.9,61.1,2023-01-20T20:41:50.446Z,2023-01-21T04:05:11Z,3986277829,141,30.0,3986277823,56,Back,3986576547,178,,3986277837,213,4.6,3986277833,212,21.2,3986277827,140,2.6,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956713,448,1,2,49,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,13.8,26.1,2023-01-20T20:41:57.081Z,2023-01-21T04:05:19Z,3986277967,141,41.6,3986576635,178,,3986277971,213,2.4,3986277965,140,3.7,3986277963,56,Back,3986277969,212,15.0,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956757,449,1,2,49,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,3.7,43.4,2023-01-20T20:41:59.569Z,2023-01-21T04:05:29Z,3986278217,213,1.2,3986576795,178,,3986278211,140,14.6,3986278215,212,28.9,3986278209,56,Back,3986278213,141,82.4,,,,,,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956783,450,1,2,49,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,21.3,83.9,2023-01-20T20:42:03.952Z,2023-01-21T04:05:34Z,3986278343,140,35.2,3986278349,213,6.2,3986278347,212,14.7,3986278341,56,Back,3986576823,178,,3986278345,141,81.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499034105,1328,67,2,49,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,34.5,80.7,2023-01-20T20:42:05.145Z,2023-01-21T06:09:17Z,3986675477,233,1752,,,,,,,,,,,,,,,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499034099,1752,67,2,49,27,apoawtpvac4zqlancmvw4nk4o,0,65.5,19.3,2023-01-20T20:42:05.146Z,2023-01-21T05:56:28Z,3986675481,233,1328,,,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956811,451,1,2,49,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,35,81.7,2023-01-20T20:42:05.166Z,2023-01-21T06:09:18Z,3986278475,141,89.9,3986278477,212,8.5,3986278471,56,Back,3986278479,213,2.4,3986278473,140,28.9,3986576885,178,,,,,,,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956835,452,1,2,49,29,9gefq4dz9b2hl8rqrxwrlrzmp,0,26.7,95.1,2023-01-20T20:42:07.020Z,2023-01-21T04:05:43Z,3986278589,212,30.5,3986278583,56,Left,3986576925,178,,3986278581,155,,3986278587,141,93.8,3986278585,140,55.7,3986278591,213,6.3,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956857,579,1,2,49,30,apoawtpvac4zqlancmvw4nk4o,0,39.2,11,2023-01-20T20:42:08.944Z,2023-01-21T04:05:53Z,3986278701,212,4.7,3986278697,140,43.7,3986278695,56,Back,3986278699,141,10.6,3986577013,388,,3986278693,3,,3986278703,213,6.2,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956929,453,4,2,49,32,9gefq4dz9b2hl8rqrxwrlrzmp,1,56.2,90.4,2023-01-20T20:42:10.586Z,2023-01-21T04:06:18Z,3986279041,286,,3986279033,13,,3986279039,265,,3986279067,233,580,3986279035,56,Left,3986279037,152,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498956891,580,4,2,49,32,apoawtpvac4zqlancmvw4nk4o,0,43.8,9.6,2023-01-20T20:42:10.587Z,2023-01-21T04:06:17Z,3986278843,56,Back,3986279095,233,453,3986278847,285,,3986278839,13,,3986278845,152,,3986278971,265,,3986577323,178,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957069,454,1,2,49,47,9gefq4dz9b2hl8rqrxwrlrzmp,1,54.4,89.1,2023-01-20T20:42:25.803Z,2023-01-21T04:06:22Z,3986279875,5,,3986279883,141,91.4,3986577407,178,,3986279877,152,,3986279885,212,9.6,3986279879,56,Back,3986279881,140,45.4,3986279887,213,3.0,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957095,455,1,2,49,53,9gefq4dz9b2hl8rqrxwrlrzmp,1,43.6,77.8,2023-01-20T20:42:31.747Z,2023-01-21T04:06:26Z,3986577453,178,,3986280041,213,4.4,3986280033,56,Back,3986280039,212,22.7,3986280037,141,46.1,3986280035,140,36.8,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957111,456,1,2,49,57,9gefq4dz9b2hl8rqrxwrlrzmp,1,36,40.7,2023-01-20T20:42:35.948Z,2023-01-21T04:06:29Z,3986280133,212,12.2,3986280127,56,Back,3986577475,178,,3986280129,140,38.4,3986280135,213,1.4,3986280131,141,58.2,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957123,457,1,2,50,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.6,60,2023-01-20T20:42:38.659Z,2023-01-21T04:06:32Z,3986280185,56,Right,3986280191,212,41.9,3986280195,1,,3986280187,140,58.9,3986280189,141,6.1,3986577507,178,,3986280193,213,5.2,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957165,458,1,2,50,4,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.4,5.2,2023-01-20T20:42:42.204Z,2023-01-21T04:06:40Z,3986280427,213,0.3,3986280421,140,75.5,3986280419,56,Right,3986280425,212,13.5,3986280423,141,11.7,3986577577,178,,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957181,459,1,2,50,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.7,6.5,2023-01-20T20:42:45.593Z,2023-01-21T04:06:44Z,3986577599,178,,3986280485,141,8.8,3986280487,212,23.9,3986280481,56,Back,3986280489,213,3.1,3986280483,140,47.0,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957213,460,1,2,50,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,53.9,9.4,2023-01-20T20:42:49.028Z,2023-01-21T04:06:49Z,3986280689,141,41.6,3986577717,178,,3986280693,213,2.2,3986280691,212,26.4,3986280685,56,Back,3986280687,140,39.9,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957263,461,1,2,50,14,9gefq4dz9b2hl8rqrxwrlrzmp,1,45,51,2023-01-20T20:42:52.516Z,2023-01-21T04:06:59Z,3986280975,141,4.1,3986280971,56,Right,3986280977,212,44.5,3986280979,213,5.5,3986280973,140,74.5,3986280969,155,,3986280981,1,,3986577877,178,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957281,462,1,2,50,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,76,5.5,2023-01-20T20:42:57.207Z,2023-01-21T04:07:03Z,3986281059,56,Right,3986577999,178,,3986281065,212,19.6,3986281067,213,0.4,3986281061,140,93.4,3986281063,141,15.9,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957291,463,1,2,50,21,9gefq4dz9b2hl8rqrxwrlrzmp,0,93.6,15.9,2023-01-20T20:42:59.097Z,2023-01-21T04:07:08Z,3986281121,56,Center,3986497235,225,,3986281127,212,17.6,3986281125,141,41.5,3986497237,386,,3986281117,2,,3986497239,20,,3986578081,178,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,3986281123,140,91.3,3986281129,213,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957307,581,12,2,50,21,apoawtpvac4zqlancmvw4nk4o,1,10.2,57.2,2023-01-20T20:42:59.822Z,2023-01-21T04:07:15Z,3986281207,212,31.2,3986281211,213,1.3,3986281201,140,17.6,3986281199,56,Back,3986281229,167,,3986578179,178,,3986281205,141,100.0,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957327,464,5,2,50,24,9gefq4dz9b2hl8rqrxwrlrzmp,1,86.2,-1.2,2023-01-20T20:43:02.209Z,2023-01-21T04:07:19Z,3986281271,347,,3986281269,56,Right,3986281297,233,582,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957311,582,5,2,50,24,apoawtpvac4zqlancmvw4nk4o,0,13.8,101.2,2023-01-20T20:43:02.209Z,2023-01-21T04:07:19Z,3986281227,347,,3986281311,233,464,3986281225,56,Back,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957441,465,1,2,50,35,9gefq4dz9b2hl8rqrxwrlrzmp,1,84.9,0,2023-01-20T20:43:13.092Z,2023-01-21T04:07:27Z,3986281913,140,89.1,3986281919,213,1.1,3986281909,107,,3986281911,56,Right,3986281917,212,10.4,3986281915,141,12.5,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957467,466,1,2,50,36,9gefq4dz9b2hl8rqrxwrlrzmp,1,89.1,12.3,2023-01-20T20:43:14.647Z,2023-01-21T04:07:31Z,3986282051,213,4.1,3986282049,212,6.9,3986282043,56,Right,3986282047,141,4.1,3986578381,178,,3986282045,140,85.2,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957499,467,1,2,50,38,9gefq4dz9b2hl8rqrxwrlrzmp,1,82.2,3.5,2023-01-20T20:43:16.529Z,2023-01-21T04:07:35Z,3986282205,140,80.9,3986282211,212,3.7,3986282201,56,Right,3986578463,178,,3986282213,213,2.0,3986282209,141,8.5,,,,,,,95gjm3yk75rmwyneb350zoktm,M. Simakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498957509,468,50,2,50,39,9gefq4dz9b2hl8rqrxwrlrzmp,1,81.4,9.3,2023-01-20T20:43:17.440Z,2023-01-21T04:07:41Z,3986282253,56,Right,3986282255,286,,3986282299,233,583,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
