id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/17/value,qualifier/16/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2499339667,5,49,1,0,8,8q1ul09cygzswb7tb456bmifv,1,20.7,23.9,2023-01-21T17:31:28.014Z,2023-01-22T07:00:11Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339709,6,1,1,0,9,8q1ul09cygzswb7tb456bmifv,0,21.4,20.8,2023-01-21T17:31:28.959Z,2023-01-22T07:00:15Z,3988449155,157,,3988271139,56,Center,3988271141,140,58.9,3988271143,141,34.9,3988271145,212,40.5,3988271147,213,0.2,3988271149,1,,3989452701,178,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339703,7,49,1,0,12,cu0eztmjcsbydyp53aleznorw,1,38.7,69.3,2023-01-21T17:31:31.803Z,2023-01-22T07:00:19Z,,,,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339745,8,1,1,0,12,cu0eztmjcsbydyp53aleznorw,1,38.7,69.3,2023-01-21T17:31:31.831Z,2023-01-22T07:00:25Z,3988271241,56,Back,3988271243,140,44.8,3988271245,141,62.9,3988271249,213,5.7,3988271247,212,7.7,3989452941,178,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339773,9,1,1,0,13,cu0eztmjcsbydyp53aleznorw,1,42.2,63.1,2023-01-21T17:31:32.996Z,2023-01-22T07:00:29Z,3988271381,141,58.7,3988271383,212,18.1,3988271379,140,25.2,3989453017,178,,3988271377,56,Back,3988271385,213,3.3,3988271401,156,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339795,10,1,1,0,17,cu0eztmjcsbydyp53aleznorw,0,26.6,60.3,2023-01-21T17:31:36.486Z,2023-01-22T07:00:34Z,3988271479,56,Center,3988271485,212,34.3,3988271489,1,,3988271487,213,0.1,3989038525,155,,3988271481,140,59.0,3988271483,141,67.2,3989453101,178,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339845,7,1,1,0,20,8q1ul09cygzswb7tb456bmifv,0,35.3,30.8,2023-01-21T17:31:39.501Z,2023-01-22T07:00:43Z,3988271687,3,,3988271689,56,Back,3988271697,213,5.9,3988271695,212,8.5,3988271691,140,42.9,3989453257,388,,3988271693,141,26.3,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339823,11,44,1,0,21,cu0eztmjcsbydyp53aleznorw,1,55.5,71.1,2023-01-21T17:31:40.947Z,2023-01-22T09:58:22Z,3988271743,233,8,3988271589,56,Center,3988271591,286,,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339851,8,44,1,0,21,8q1ul09cygzswb7tb456bmifv,0,44.5,28.9,2023-01-21T17:31:40.948Z,2023-01-22T07:00:49Z,3988271715,285,,3988450399,233,11,3988271713,56,Back,,,,,,,,,,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339827,12,1,1,0,21,cu0eztmjcsbydyp53aleznorw,0,53.9,68.4,2023-01-21T17:31:41.028Z,2023-01-22T09:58:22Z,3988271603,3,,3988271613,141,68.2,3988271623,213,6.1,3988271609,140,54.7,3988271619,212,0.9,3989453467,388,,3988271605,56,Center,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339865,9,61,1,0,21,8q1ul09cygzswb7tb456bmifv,1,42.9,26.3,2023-01-21T17:31:41.050Z,2023-01-22T07:01:00Z,3989453557,15,,3989453559,388,,3988271791,56,Back,,,,,,,,,,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339885,10,1,1,0,22,8q1ul09cygzswb7tb456bmifv,1,45.7,32.8,2023-01-21T17:31:42.061Z,2023-01-22T07:01:02Z,3988271863,3,,3988271875,213,2.7,3989453599,388,,3988271869,140,39.9,3988271867,56,Back,3988271871,141,37.3,3988271873,212,6.8,,,,89s9fm31pcfq7l28kc2kad4kq,D. Huseinbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499373805,463,1,1,0,23,8q1ul09cygzswb7tb456bmifv,1,41.1,39.8,2023-01-21T17:31:43.189Z,2023-01-22T07:01:08Z,3988453279,212,5.4,3988453277,141,34.0,3988453275,140,37.6,3988453273,56,Back,3988453271,3,,3988453281,213,4.0,3989453709,388,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499373973,464,49,1,0,24,8q1ul09cygzswb7tb456bmifv,1,37.9,34.3,2023-01-21T17:31:43.896Z,2023-01-22T07:01:11Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339895,11,1,1,0,24,8q1ul09cygzswb7tb456bmifv,0,33,24.8,2023-01-21T17:31:43.913Z,2023-01-22T07:01:14Z,3989453819,178,,3988271919,56,Center,3988271925,212,35.5,3988271929,1,,3988271927,213,6.3,3988454169,157,,3988271921,140,66.8,3988271923,141,24.5,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339907,13,1,1,0,26,cu0eztmjcsbydyp53aleznorw,1,32.5,74.4,2023-01-21T17:31:46.290Z,2023-01-22T07:01:19Z,3988271983,212,7.9,3988271981,141,77.0,3989453901,178,,3988271985,213,0.2,3988271979,140,39.8,3988271977,56,Back,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499374137,445,49,1,0,27,cu0eztmjcsbydyp53aleznorw,1,40.5,76.3,2023-01-21T17:31:47.223Z,2023-01-22T07:01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499339981,14,1,1,0,29,cu0eztmjcsbydyp53aleznorw,1,41.3,70.7,2023-01-21T17:31:48.452Z,2023-01-22T07:01:26Z,3988272355,212,25.0,3989454015,178,,3988272357,213,4.8,3988272349,56,Back,3988272351,140,44.0,3988272353,141,34.2,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340035,15,1,1,0,34,cu0eztmjcsbydyp53aleznorw,1,41.2,14,2023-01-21T17:31:53.731Z,2023-01-22T07:01:29Z,3988272685,56,Back,3989454069,178,,3988272689,141,18.9,3988272687,140,27.9,3988272693,213,2.9,3988272691,212,14.4,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340085,16,1,1,0,36,cu0eztmjcsbydyp53aleznorw,1,23.8,31.2,2023-01-21T17:31:56.338Z,2023-01-22T07:01:34Z,3988272937,212,22.1,3988272939,213,2.1,3988272935,141,59.3,3988272933,140,13.3,3988272931,56,Back,3989454139,178,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340095,17,1,1,0,39,cu0eztmjcsbydyp53aleznorw,1,13.2,62,2023-01-21T17:31:59.345Z,2023-01-22T07:01:39Z,3988272981,212,28.3,3988272983,213,1.0,3989454239,178,,3988272975,56,Back,3988272977,140,28.4,3988272979,141,96.3,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340105,18,1,1,0,43,cu0eztmjcsbydyp53aleznorw,0,28.4,96.3,2023-01-21T17:32:03.074Z,2023-01-22T07:01:43Z,3988273035,141,66.6,3988273041,1,,3988273039,213,5.6,3989454307,178,,3988273037,212,33.5,3988273031,56,Center,3988273033,140,53.9,3988273029,155,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340115,12,8,1,0,46,8q1ul09cygzswb7tb456bmifv,1,45.2,33.1,2023-01-21T17:32:05.488Z,2023-01-22T07:01:52Z,3989454437,388,,3988273097,56,Back,3989042243,384,,,,,,,,,,,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340169,20,1,1,0,50,cu0eztmjcsbydyp53aleznorw,1,30.6,71.4,2023-01-21T17:32:09.529Z,2023-01-22T07:01:57Z,3989454521,178,,3988273363,141,64.9,3988273361,140,52.1,3988273357,157,,3988273359,56,Center,3988273367,213,6.1,3988273369,1,,3988273365,212,23.0,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340151,19,43,1,0,51,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-21T17:32:10.527Z,2023-01-21T22:14:43Z,3989042585,144,49,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340247,21,1,1,0,51,cu0eztmjcsbydyp53aleznorw,1,52.6,65.8,2023-01-21T17:32:11.330Z,2023-01-22T07:02:01Z,3988273737,141,42.9,3988273739,212,16.6,3988273733,56,Back,3989454571,178,,3988273735,140,47.0,3988273741,213,4.4,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340255,22,1,1,0,57,cu0eztmjcsbydyp53aleznorw,0,70.1,29.4,2023-01-21T17:32:16.789Z,2023-01-22T07:02:07Z,3989454673,178,,3988273767,56,Center,3988273769,140,70.5,3988273771,141,28.3,3988273773,212,0.9,3988273775,213,5.2,3988273839,233,13,3988273837,236,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,3988273843,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340219,13,74,1,0,57,8q1ul09cygzswb7tb456bmifv,1,24.5,77.6,2023-01-21T17:32:16.950Z,2023-01-22T07:02:11Z,3989454709,178,,3988273879,233,22,3988273613,285,,3988273611,56,Back,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340229,14,49,1,0,59,8q1ul09cygzswb7tb456bmifv,1,32,75.8,2023-01-21T17:32:19.185Z,2023-01-22T07:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340321,15,1,1,1,4,8q1ul09cygzswb7tb456bmifv,1,55.2,67.8,2023-01-21T17:32:23.841Z,2023-01-22T07:02:25Z,3988274107,141,93.8,3988274109,212,19.3,3988274103,56,Left,3988274111,213,1.2,3988274105,140,62.5,3989454851,178,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340443,16,1,1,1,9,8q1ul09cygzswb7tb456bmifv,1,66.7,93.5,2023-01-21T17:32:28.634Z,2023-01-22T07:03:00Z,3988274709,141,94.5,3988274707,140,80.1,3988274705,56,Left,3988274711,212,14.1,3989455415,178,,3988274713,213,0.0,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340445,17,50,1,1,11,8q1ul09cygzswb7tb456bmifv,1,78.2,94,2023-01-21T17:32:30.958Z,2023-01-22T07:03:18Z,3988274747,233,23,3988274719,286,,3988274717,56,Left,,,,,,,,,,,,,,,,89s9fm31pcfq7l28kc2kad4kq,D. Huseinbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340409,23,7,1,1,11,cu0eztmjcsbydyp53aleznorw,0,21.8,6,2023-01-21T17:32:30.994Z,2023-01-22T07:03:26Z,3989455789,178,,3988274569,285,,3988274567,56,Back,3989047633,384,,3988274743,233,17,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340459,18,61,1,1,12,8q1ul09cygzswb7tb456bmifv,1,79.1,91.5,2023-01-21T17:32:31.442Z,2023-01-22T07:03:29Z,3988274775,56,Left,3989455837,178,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499563635,934,83,1,1,14,cu0eztmjcsbydyp53aleznorw,1,27.6,8.7,2023-01-21T17:32:33.902Z,2023-01-22T07:28:56Z,3989475441,399,584627,,,,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499483209,915,61,1,1,14,8q1ul09cygzswb7tb456bmifv,0,70.7,96.5,2023-01-21T17:32:34.105Z,2023-01-22T07:03:35Z,3989048525,56,Left,3989455913,178,,,,,,,,,,,,,,,,,,,,89s9fm31pcfq7l28kc2kad4kq,D. Huseinbašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340487,19,5,1,1,15,8q1ul09cygzswb7tb456bmifv,0,75.9,101,2023-01-21T17:32:34.874Z,2023-01-22T07:03:42Z,3988274961,347,,3988275527,233,24,3988274959,56,Left,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340581,24,5,1,1,15,cu0eztmjcsbydyp53aleznorw,1,24.1,-1,2023-01-21T17:32:34.874Z,2023-01-22T07:03:41Z,3988275489,347,,3988275487,56,Back,3988275521,233,19,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340611,25,1,1,1,30,cu0eztmjcsbydyp53aleznorw,1,23.5,0,2023-01-21T17:32:50.407Z,2023-01-22T07:03:47Z,3988275575,107,,3988275585,213,2.3,3988275577,56,Back,3988275579,140,16.7,3988275583,212,10.8,3988275581,141,10.9,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340643,26,1,1,1,33,cu0eztmjcsbydyp53aleznorw,1,16,12.9,2023-01-21T17:32:52.898Z,2023-01-22T07:03:51Z,3988275785,213,2.1,3988275777,56,Back,3988275779,140,3.6,3989456139,178,,3988275783,212,26.4,3988275781,141,46.7,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340719,27,1,1,1,37,cu0eztmjcsbydyp53aleznorw,1,4.4,52.2,2023-01-21T17:32:56.712Z,2023-01-22T07:03:54Z,3988276165,1,,3989456195,178,,3988276161,212,33.7,3988276163,213,1.2,3988276155,56,Back,3988276157,140,17.0,3988276159,141,97.8,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340787,28,1,1,1,42,cu0eztmjcsbydyp53aleznorw,1,21.9,96.8,2023-01-21T17:33:01.463Z,2023-01-22T07:04:04Z,3988276503,56,Back,3988276511,213,6.0,3988276507,141,89.6,3988276509,212,18.7,3989456337,178,,3988276505,140,39.1,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340789,29,61,1,1,44,cu0eztmjcsbydyp53aleznorw,0,34.8,88.6,2023-01-21T17:33:03.527Z,2023-01-22T07:04:12Z,3989456429,178,,3988276515,56,Back,,,,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340819,21,49,1,1,45,8q1ul09cygzswb7tb456bmifv,1,63.6,8.9,2023-01-21T17:33:04.860Z,2023-01-22T07:04:18Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499340833,22,1,1,1,45,8q1ul09cygzswb7tb456bmifv,1,63.6,8.9,2023-01-21T17:33:04.904Z,2023-01-22T07:04:23Z,3989456579,178,,3988276715,140,71.2,3988276717,141,5.6,3988276719,212,8.3,3988276721,213,6.0,3988276713,56,Right,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
