id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/20/value
2521464199,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-03-18T13:32:50.240Z,2023-03-18T14:34:14Z,4104884707,130,13,4104884709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104884701,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, arwidogdfccsjv8fxa1veezf9, 6yhylu5q0y924amgv7vlodkgl, a5kkysp7c5f577ji17q5v2k0l, elh8kttxq9xfpoqfmpxv9jr2t, 7hnmtyfmurizitwz1whecjnmy, f3v95yyj6j7h7qpprxm4zlre1, bkbmygo5f1glcs6xssawl26z9, 5pousbiuqbus68yekd0mhc5pl, ew18qvvupaejxubhqmxmbd39x, 4rrnad6qnutl60z8e1quup6tx, e9c0v3ik308t91njildxzc6vp, 9uthj64y9f77y63tq7did539x, 3rj7x05qx17n925xfpcrl0jpx, 4gqnyyx3i92fayq6cxvekqwut, 8um4xh0ekvr4q6uti3ksld8q2, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o, 6teffw7m19t1b3auxy22y4m0a",4104884713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104884703,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104884711,194,cm8po8ez5w9ms01gid6w3kwk5,4105179469,197,16294,4104884705,59,"1, 3, 29, 25, 23, 22, 13, 8, 9, 14, 27, 4, 10, 11, 16, 17, 20, 37, 39, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521467545,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-03-18T13:35:57.439Z,2023-03-18T14:34:07Z,4104902375,59,"1, 23, 17, 21, 5, 3, 29, 8, 7, 24, 6, 2, 12, 14, 16, 18, 19, 27, 39, 41",4105178163,197,9936,4104902379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104902377,130,12,4104902381,194,2ebiw2w6d76sttjh8n8871kgl,4104902373,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104902371,30,"1sjt0nj0232gu88x50c3d16nd, djggrnjp9s4p2mlbzhx6arbh1, 6q2mf0qrkt51z28b46wltxal1, 2ebiw2w6d76sttjh8n8871kgl, 1zo6iikznwkd2vuhqykt7jw7p, c2bhdypnqifsl8eiovtfdmyg9, eg9xhi6wfp1duf01pcsn8vfmd, 9j1fd0mz39tl1h5che3f357md, 48xfkorlx0hu677np4669wbth, du9vq193cqx7gmve30eijws15, b8i5atg67th49tfd1xeh6z9hx, 7wm8whndx19gcpqxtw9safljp, 88unrmh29io1zmqzxwjzuqtm2, 5cw4n6kdaa7imeyaiuo2pnq39, drv9wksjusdgp1np315rokzit, cfdgq8thcoghlh5d0s0pzb1sl, a7x5shoc3g4ne9has4hys20ut, 6hgj78mr8wy2i5izf8x10ij11, bytrobr8rfp9zwbxzopr4vgno, 4e9h02jqbfra01wym7epwl2xg",4104902383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522529,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-03-18T14:30:11.263Z,2023-03-18T14:30:11Z,4105197299,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522549,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-03-18T14:30:11.263Z,2023-03-18T22:39:57Z,4105197419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522575,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,50,50,2023-03-18T14:30:11.301Z,2023-03-19T08:17:40Z,4105197531,212,19.1,4105197525,56,Back,4105197533,213,2.9,4105197529,141,57.8,4105197527,140,32.5,4105197535,279,S,4108926899,178,,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522629,4,1,1,0,2,f0w62l8zql3tukxsy8fqwp72x,0,32.5,58.4,2023-03-18T14:30:13.632Z,2023-03-19T08:17:52Z,4105197855,213,5.7,4105197845,155,,4105197847,56,Right,4108927199,178,,4105197849,140,77.1,4105197857,1,,4105197853,212,55.1,4105197851,141,15.6,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522651,3,1,1,0,5,4l9mrqzmajz5crzlz50mtbt6x,0,25.8,82.8,2023-03-18T14:30:16.920Z,2023-03-19T08:18:04Z,4105197963,56,Back,4105197971,213,0.9,4105197973,1,,4105197961,157,,4105197969,212,8.8,4108927481,178,,4105197967,141,92.5,4105197965,140,31.3,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,4105665907,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522667,5,1,1,0,6,f0w62l8zql3tukxsy8fqwp72x,1,74.8,6.7,2023-03-18T14:30:17.906Z,2023-03-19T08:18:09Z,4105198075,140,76.7,4108927597,178,,4105198073,56,Center,4105198081,213,1.4,4105198077,141,26.4,4105198079,212,13.5,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522675,6,1,1,0,7,f0w62l8zql3tukxsy8fqwp72x,0,76.7,25.8,2023-03-18T14:30:18.721Z,2023-03-19T08:18:15Z,4105198131,141,9.4,4105198133,212,11.3,4108927765,178,,4105198135,213,4.9,4105198129,140,78.5,4105198127,56,Right,,,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522685,4,49,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,27,91.1,2023-03-18T14:30:21.273Z,2023-03-19T08:18:22Z,,,,,,,,,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522705,5,1,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,0,25.9,92.1,2023-03-18T14:30:21.319Z,2023-03-19T08:18:27Z,4105198523,233,7,4105198275,213,6.2,4108928095,178,,4105198265,56,Back,4105198521,236,,4105198529,286,,4105198263,155,,4105198271,212,3.2,arwidogdfccsjv8fxa1veezf9,R. Skov,4105198267,140,28.9,4105198269,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522745,7,74,1,0,10,f0w62l8zql3tukxsy8fqwp72x,1,76.2,4.4,2023-03-18T14:30:21.400Z,2023-03-19T08:18:38Z,4108928327,15,,4108928329,178,,4105198537,233,5,4105198479,285,,4105198477,56,Right,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522979,6,5,1,0,11,4l9mrqzmajz5crzlz50mtbt6x,1,18.2,101,2023-03-18T14:30:22.719Z,2023-03-19T08:18:44Z,4105199451,347,,4105199455,233,8,4105199449,56,Back,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522783,8,5,1,0,11,f0w62l8zql3tukxsy8fqwp72x,0,81.8,-1,2023-03-18T14:30:22.719Z,2023-03-19T08:18:44Z,4105198639,56,Right,4105199483,233,6,4105198641,347,,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
