id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2483662899,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-09T18:47:04.749Z,2022-11-09T19:28:05Z,3905587507,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905587515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905587511,130,12,3905695625,197,16256,3905587513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905587505,30,"7446u69ki15qcyq2jtszacm3t, cl6720rdjeubt0bc3su0qg3qh, emtrl7rrhp3ybsibf1f89kyj9, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, 602fyni27c129xjs9ziyn5as5, 24vavcwn4hco5je9kdu9ciwgl, cywgibmici8hwp1ad1nhk3ufp, 7424gvk9hiq5up61dj181y66t, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 87jamhsc8ps9kh5432u36kjc9, 5pnfmmq8b8jxmp1qnf82d8out, c7gwbtdqptxjtu3tn3xctvit, 254i1zsifi2er9rvuxgi9katx, 52t6t7cdsr0fjs9ukmwo9y7rp, dadiwuzf33969g3808sdd9brp, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",3905587509,59,"37, 6, 23, 4, 31, 5, 14, 19, 27, 17, 8, 2, 3, 11, 12, 24, 28, 32, 40, 45",3905597743,194,1vv29mash2uijx542ssjk666t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483663883,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-11-09T18:48:36.683Z,2022-11-09T19:58:18Z,3905591903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905591911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905591899,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, aybzlrbkvnobkazjsmox975jp, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, 4zrut521fzw9fddqt74pnl756, 4kolmisdpprx0wrahisadl5n9, d9jj0525pm3nu9vqewtpo2rpx, 48xfkorlx0hu677np4669wbth, avk9yje6h4nndg3cufnbu2imt, afn30dmio6sn1h8l4imwwd711, 8ls8npa774mbrxje10ff46sb9, 3er9krmf0k6dhv6f9ltztfend, 3j2pv0methgc8k8rtqbi079p1, d8h5ge9ust20o7us968acnsnp, 3abavmbqh6vt0xgcx6zo4mgru, 9bzlvn0twr2b5z30k30gugw5x, 3uj9aygyfvo2sm844e72oeesq, 840353qq4b6ufh0hhm9o0n45x",3905591907,59,"1, 2, 22, 14, 23, 6, 16, 13, 11, 7, 9, 4, 8, 10, 19, 20, 21, 24, 26, 40",3905597323,194,tedxo29s8xx0a71z6sidw7v9,3905591909,130,8,3905695675,197,17675,3905591913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686321,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-09T19:30:27.545Z,2022-11-10T10:09:06Z,3905699483,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686315,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-11-09T19:30:27.545Z,2022-11-09T19:30:30Z,3905699455,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686331,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,50,50.1,2022-11-09T19:30:27.565Z,2022-11-10T10:20:07Z,3905699523,56,Back,3905699531,213,3.1,3906891265,178,,3905699527,141,52.3,3905699533,279,S,3905699529,212,22.3,3905699525,140,28.8,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686355,4,1,1,0,3,ex3psl8e3ajeypwjy4xfltpx6,0,30,51.1,2022-11-09T19:30:30.899Z,2022-11-10T10:20:13Z,3905699633,141,51.9,3905700157,233,3,3905699629,140,33.3,3905700153,155,,3905699625,56,Back,3905700161,286,,3905700155,236,,3905699635,212,3.5,bs6f5ag1f47ropxefrybtaktl,M. Bauer,3905699639,213,0.2,3906891443,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686371,3,74,1,0,3,a8d2gb2nag8fy0itbuxmcibh2,1,65.2,50.1,2022-11-09T19:30:30.988Z,2022-11-10T10:20:18Z,3905699723,285,,3905699751,233,4,3905699721,56,Center,3906891567,178,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686381,5,1,1,0,7,ex3psl8e3ajeypwjy4xfltpx6,0,30.8,33.8,2022-11-09T19:30:35.181Z,2022-11-10T10:20:31Z,3905699785,213,0.7,3906892025,178,,3905699781,141,51.1,3905699777,56,Back,3905699779,140,44.2,3905699783,212,18.3,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686389,4,1,1,0,9,a8d2gb2nag8fy0itbuxmcibh2,0,53.5,55.2,2022-11-09T19:30:36.822Z,2022-11-10T10:20:37Z,3905699831,213,0.8,3906892199,178,,3905699827,141,71.1,3905699823,56,Center,3905699825,140,63.9,3905699829,212,15.4,3905699821,3,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686411,6,1,1,0,10,ex3psl8e3ajeypwjy4xfltpx6,0,35.9,32.9,2022-11-09T19:30:38.167Z,2022-11-10T10:20:51Z,3906892691,178,,3905699947,140,63.6,3905699943,157,,3905699945,56,Center,3905699949,141,41.2,3905699951,212,29.6,3905699955,213,0.2,3905699959,1,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
