id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/13/value,qualifier/18/value
2509095175,4,49,1,0,11,apoawtpvac4zqlancmvw4nk4o,1,35.2,65.1,2023-02-18T14:31:03.718Z,2023-02-19T07:51:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5ga7g20wsa7oqjbh4ijoeknl6,R. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095187,5,50,1,0,13,apoawtpvac4zqlancmvw4nk4o,1,35.9,65.1,2023-02-18T14:31:04.866Z,2023-02-19T07:51:38Z,4039479369,286,,4039479683,233,7,4039479367,56,Back,,,,,,,,,,,,,,,,5ga7g20wsa7oqjbh4ijoeknl6,R. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095247,7,7,1,0,13,go76xxm0xyfgqt1h6tcrtimm,0,64.1,34.9,2023-02-18T14:31:04.878Z,2023-02-19T07:51:42Z,4039479663,56,Center,4042808363,178,,4039479677,233,5,4041315761,385,,4039479665,285,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095215,6,43,1,0,13,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-02-18T14:31:05.613Z,2023-02-18T14:31:33Z,4039479513,213,1.5,4039479509,141,34.9,4039479511,212,12.8,4039479505,56,Center,4039479507,140,63.4,4039481647,144,1,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095219,6,61,1,0,14,apoawtpvac4zqlancmvw4nk4o,1,35.7,66.9,2023-02-18T14:31:05.987Z,2023-02-19T07:51:55Z,4039479543,56,Back,4042808567,178,,,,,,,,,,,,,,,,,,,,5ga7g20wsa7oqjbh4ijoeknl6,R. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095253,7,1,1,0,15,apoawtpvac4zqlancmvw4nk4o,1,41.3,69.9,2023-02-18T14:31:07.610Z,2023-02-19T07:51:59Z,4039479705,213,0.8,4042808655,178,,4039479697,56,Left,4039479703,212,20.2,4039479699,140,54.2,4039479701,141,92.0,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095257,8,61,1,0,18,apoawtpvac4zqlancmvw4nk4o,1,54.1,92,2023-02-18T14:31:10.061Z,2023-02-19T07:54:52Z,4042811463,178,,4039479735,238,,4039479719,56,Left,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095271,9,5,1,0,19,apoawtpvac4zqlancmvw4nk4o,0,56.2,100.8,2023-02-18T14:31:11.256Z,2023-02-19T07:54:55Z,4039479803,56,Left,4039484977,233,9,4039479805,347,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095815,9,5,1,0,19,go76xxm0xyfgqt1h6tcrtimm,1,43.8,-0.8,2023-02-18T14:31:11.256Z,2023-02-19T07:54:54Z,4039484967,233,9,4039482535,56,Back,4039482537,347,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095841,10,1,1,0,49,go76xxm0xyfgqt1h6tcrtimm,1,42.8,0,2023-02-18T14:31:41.327Z,2023-02-19T07:54:58Z,4039482637,212,19.2,4039482635,141,9.4,4039482639,213,0.4,4039482633,140,59.8,4039482631,56,Right,4039482629,107,,4039482647,238,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095887,11,61,1,0,52,go76xxm0xyfgqt1h6tcrtimm,1,59.8,9.4,2023-02-18T14:31:44.503Z,2023-02-19T07:55:02Z,4042811647,178,,4039482909,238,,4039482853,56,Right,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095883,11,49,1,0,55,apoawtpvac4zqlancmvw4nk4o,1,13.3,64.9,2023-02-18T14:31:47.405Z,2023-02-19T07:55:07Z,,,,,,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096113,12,1,1,1,4,apoawtpvac4zqlancmvw4nk4o,1,15,52.8,2023-02-18T14:31:55.875Z,2023-02-19T07:55:10Z,4039483909,213,0.1,4042811779,178,,4039483901,56,Back,4039483903,140,26.2,4039483907,212,11.8,4039483905,141,54.5,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096163,13,1,1,1,8,apoawtpvac4zqlancmvw4nk4o,1,15.4,65.7,2023-02-18T14:32:00.646Z,2023-02-19T07:55:13Z,4039484193,141,54.6,4039484187,155,,4039484197,213,6.0,4039484195,212,31.0,4042811871,178,,4039484191,140,44.0,4039484189,56,Back,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096173,14,1,1,1,11,apoawtpvac4zqlancmvw4nk4o,1,44,54.6,2023-02-18T14:32:03.517Z,2023-02-19T07:55:16Z,4039484233,212,7.7,4039484227,56,Back,4039484237,213,1.4,4039484229,140,44.9,4039484231,141,65.8,4042811917,178,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096253,15,1,1,1,13,apoawtpvac4zqlancmvw4nk4o,1,46,66,2023-02-18T14:32:05.714Z,2023-02-19T07:55:19Z,4039484689,56,Left,4039484691,140,65.1,4042811981,178,,4039484695,212,24.7,4039484697,213,0.6,4039484693,141,87.2,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096289,16,1,1,1,16,apoawtpvac4zqlancmvw4nk4o,0,76.8,85.5,2023-02-18T14:32:08.197Z,2023-02-19T07:55:23Z,4042812051,178,,4039484861,141,44.5,4039484857,56,Center,4039484869,213,5.3,4039484865,212,32.5,4039486879,1,,4039484859,140,92.7,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096335,12,52,1,1,19,go76xxm0xyfgqt1h6tcrtimm,1,12.7,54.8,2023-02-18T14:32:11.118Z,2023-02-19T07:55:25Z,4041316537,376,,4042812087,178,,,,,,,,,,,,,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096415,13,1,1,1,24,go76xxm0xyfgqt1h6tcrtimm,1,12.2,55.4,2023-02-18T14:32:16.526Z,2023-02-19T07:55:27Z,4039485451,141,33.8,4039485445,123,,4039485447,56,Back,4042812129,178,,4039485453,212,14.8,4039485449,140,13.8,4039485455,213,4.8,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096477,14,1,1,1,27,go76xxm0xyfgqt1h6tcrtimm,1,13.1,34.1,2023-02-18T14:32:19.695Z,2023-02-19T07:55:29Z,4039485737,140,3.2,4042812151,178,,4039485743,213,2.3,4039485735,56,Back,4039485741,212,16.3,4039485739,141,52.5,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096575,15,1,1,1,30,go76xxm0xyfgqt1h6tcrtimm,1,3.1,52.8,2023-02-18T14:32:21.944Z,2023-02-19T07:55:31Z,4042812191,178,,4039486233,213,5.2,4039486227,140,9.7,4039486225,56,Back,4039486229,141,32.8,4039486231,212,15.3,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096681,16,1,1,1,35,go76xxm0xyfgqt1h6tcrtimm,1,15.9,25.3,2023-02-18T14:32:27.165Z,2023-02-19T07:55:33Z,4039486779,140,4.6,4039486783,212,23.0,4042812223,178,,4039486785,213,2.1,4039486781,141,54.3,4039486777,56,Back,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096705,17,1,1,1,42,go76xxm0xyfgqt1h6tcrtimm,1,8.2,47.6,2023-02-18T14:32:34.241Z,2023-02-19T07:55:37Z,4039486893,56,Back,4042812269,178,,4039486897,141,16.0,4039486895,140,21.9,4039486899,212,25.9,4039486901,213,5.3,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096775,18,1,1,1,45,go76xxm0xyfgqt1h6tcrtimm,1,22.8,15.4,2023-02-18T14:32:36.973Z,2023-02-19T07:55:52Z,4039487201,56,Back,4042812317,178,,4039487209,213,0.9,4039487203,140,28.8,4039487205,141,27.8,4039487207,212,10.5,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096785,19,1,1,1,48,go76xxm0xyfgqt1h6tcrtimm,0,25,20.6,2023-02-18T14:32:40.255Z,2023-02-19T07:55:59Z,4042812659,178,,4039487251,140,31.0,4039487257,213,6.0,4039487255,212,6.5,4039487253,141,18.2,4039487249,56,Back,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096795,17,49,1,1,49,apoawtpvac4zqlancmvw4nk4o,1,67.7,80.2,2023-02-18T14:32:40.817Z,2023-02-19T07:56:02Z,,,,,,,,,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096845,18,1,1,1,52,apoawtpvac4zqlancmvw4nk4o,0,75.9,67.3,2023-02-18T14:32:44.033Z,2023-02-19T07:56:06Z,4039487547,212,2.3,4042812927,178,,4039487545,141,63.9,4039487867,236,,4039487549,213,4.7,4039487541,56,Center,4039487543,140,75.8,4039487871,233,20,582uvj0i3dvm0zwbou9q68pgp,A. Davies,4039487877,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096907,20,74,1,1,52,go76xxm0xyfgqt1h6tcrtimm,1,31.8,35.3,2023-02-18T14:32:44.216Z,2023-02-19T07:56:10Z,4039487895,233,18,4042813051,178,,4039487823,56,Back,4039487825,285,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096859,19,61,1,1,52,apoawtpvac4zqlancmvw4nk4o,1,76,64,2023-02-18T14:32:44.507Z,2023-02-19T07:56:13Z,4039487599,56,Center,4042813129,178,,,,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096901,20,1,1,1,54,apoawtpvac4zqlancmvw4nk4o,1,76.8,66,2023-02-18T14:32:46.015Z,2023-02-19T07:56:17Z,4042813245,178,,4039487809,213,4.2,4039487801,141,58.8,4039487797,140,74.3,4039487805,212,5.6,4039487793,56,Center,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096923,21,1,1,1,55,apoawtpvac4zqlancmvw4nk4o,1,74.8,57.2,2023-02-18T14:32:47.499Z,2023-02-19T07:56:19Z,4039487923,140,78.0,4039487925,141,37.6,4039487927,212,13.7,4039487921,56,Center,4039487929,213,5.0,4042813313,178,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097073,22,1,1,1,56,apoawtpvac4zqlancmvw4nk4o,1,78.1,36.9,2023-02-18T14:32:48.692Z,2023-02-19T07:56:22Z,4039488707,56,Center,4039488711,141,23.7,4039488713,212,9.2,4042813391,178,,4039488709,140,76.2,4039488715,213,4.5,,,,,,,5ga7g20wsa7oqjbh4ijoeknl6,R. Gravenberch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097109,23,1,1,2,4,apoawtpvac4zqlancmvw4nk4o,1,90.9,15.8,2023-02-18T14:32:55.956Z,2023-02-19T07:56:26Z,4039488841,141,5.8,4039488839,140,76.1,4039488843,212,17.0,4039488837,56,Right,4042813521,178,,4039488845,213,3.6,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097151,24,1,1,2,6,apoawtpvac4zqlancmvw4nk4o,1,76.1,5.8,2023-02-18T14:32:58.397Z,2023-02-19T07:56:30Z,4039489041,140,80.6,4039489039,56,Right,4042813603,178,,4039489043,141,3.4,4039489045,212,5.0,4039489047,213,6.0,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097157,25,50,1,2,9,apoawtpvac4zqlancmvw4nk4o,1,69,4.6,2023-02-18T14:33:01.220Z,2023-02-19T07:56:37Z,4039489051,56,Right,4039490189,233,21,4039489053,286,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097255,21,7,1,2,9,go76xxm0xyfgqt1h6tcrtimm,0,31,95.4,2023-02-18T14:33:01.516Z,2023-02-19T07:56:40Z,4039489511,285,,4042813847,178,,4039490155,233,25,4041322647,385,,4039489509,56,Back,,,,,,,,,,cgzcn8oo03wda4e5o0jxgy4tl,H. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097165,26,61,1,2,9,apoawtpvac4zqlancmvw4nk4o,1,75.7,2,2023-02-18T14:33:01.601Z,2023-02-19T07:56:43Z,4039489085,56,Right,4042813897,178,,,,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097211,27,1,1,2,11,apoawtpvac4zqlancmvw4nk4o,1,53.4,4,2023-02-18T14:33:03.491Z,2023-02-19T07:56:46Z,4039489291,56,Right,4039489299,213,6.2,4042813951,178,,4039489293,140,60.1,4039489295,141,3.1,4039489297,212,7.1,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509734129,1234,67,1,2,12,apoawtpvac4zqlancmvw4nk4o,1,60.9,3.8,2023-02-18T14:33:04.113Z,2023-02-19T10:48:24Z,4042890713,233,1327,,,,,,,,,,,,,,,,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509734125,1327,67,1,2,12,go76xxm0xyfgqt1h6tcrtimm,0,39.1,96.2,2023-02-18T14:33:04.114Z,2023-02-19T09:10:49Z,4042890717,233,1234,,,,,,,,,,,,,,,,,,,,,,cgzcn8oo03wda4e5o0jxgy4tl,H. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097225,28,1,1,2,12,apoawtpvac4zqlancmvw4nk4o,0,60.1,3.1,2023-02-18T14:33:04.178Z,2023-02-19T10:48:25Z,4039489361,212,1.3,4042814059,178,,4039489357,140,60.1,4039489355,56,Right,4039489669,233,22,4039489667,236,,4039489363,213,1.6,4039489359,141,5.0,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,4039489673,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097275,22,74,1,2,12,go76xxm0xyfgqt1h6tcrtimm,1,37.7,92.7,2023-02-18T14:33:04.270Z,2023-02-19T07:56:55Z,4039489609,285,,4042814115,178,,4039489679,233,28,4039489607,56,Back,,,,,,,,,,,,,cgzcn8oo03wda4e5o0jxgy4tl,H. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097353,29,1,1,2,14,apoawtpvac4zqlancmvw4nk4o,1,43.8,3.8,2023-02-18T14:33:06.539Z,2023-02-19T07:56:59Z,4039489923,212,32.3,4039489919,140,22.0,4039489925,213,2.4,4039489927,1,,4039489917,56,Back,4039489921,141,37.3,4042814205,178,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097437,30,1,1,2,20,apoawtpvac4zqlancmvw4nk4o,1,27.5,45.1,2023-02-18T14:33:12.729Z,2023-02-19T07:57:02Z,4039490297,56,Center,4042814267,178,,4039490301,141,67.6,4039490305,213,0.6,4039490299,140,50.4,4039490303,212,28.5,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
