id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/10/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2540669873,4,49,1,0,9,6k5zscdm9ufw0tguvzyjlp5hq,1,12.9,24,2023-04-29T13:30:25.495Z,2023-04-30T05:53:20Z,,,,,,,,,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540669891,5,1,1,0,9,6k5zscdm9ufw0tguvzyjlp5hq,0,12.9,24,2023-04-29T13:30:25.525Z,2023-04-30T05:53:28Z,4234683631,157,,4234683643,1,,4238661375,178,,4234683637,141,23.0,4234683641,213,6.3,4234683639,212,35.7,4234683633,56,Back,4234683635,140,46.9,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540669931,8,1,1,0,12,8q1ul09cygzswb7tb456bmifv,0,53.2,72.9,2023-04-29T13:30:28.492Z,2023-04-30T05:53:32Z,4234683803,140,71.3,4234683809,213,5.6,4234683807,212,23.7,4234683801,56,Center,4238661485,388,,4234683799,3,,4234683805,141,52.2,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670039,6,1,1,0,15,6k5zscdm9ufw0tguvzyjlp5hq,0,29.4,43.4,2023-04-29T13:30:31.639Z,2023-04-30T05:53:34Z,4234684385,141,17.9,4234684391,1,,4235014429,157,,4238661543,178,,4234684375,56,Right,4234684381,140,81.6,4234684389,213,6.0,4234684387,212,57.5,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670045,9,49,1,0,20,8q1ul09cygzswb7tb456bmifv,1,16.3,80,2023-04-29T13:30:36.747Z,2023-04-30T05:53:44Z,,,,,,,,,,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670103,10,1,1,0,20,8q1ul09cygzswb7tb456bmifv,1,16.2,80,2023-04-29T13:30:36.779Z,2023-04-30T05:53:41Z,4234684731,212,17.7,4234684725,56,Back,4234684733,213,3.8,4234684729,141,63.9,4238661679,178,,4234684727,140,3.0,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670177,11,1,1,0,22,8q1ul09cygzswb7tb456bmifv,0,3.3,64.1,2023-04-29T13:30:38.827Z,2023-04-30T05:53:48Z,4234685057,212,46.3,4234685059,213,0.5,4234685053,141,94.2,4234685049,140,42.9,4237459789,157,,4234685047,56,Back,4234685061,1,,4238661859,178,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670155,7,44,1,0,25,6k5zscdm9ufw0tguvzyjlp5hq,1,60.2,4.8,2023-04-29T13:30:41.748Z,2023-04-30T09:33:34Z,4234685141,233,12,4234684955,286,,4234684953,56,Right,,,,,,,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670183,12,44,1,0,25,8q1ul09cygzswb7tb456bmifv,0,39.8,95.2,2023-04-29T13:30:41.749Z,2023-04-30T05:53:50Z,4234685103,285,,4234685119,233,7,4234685101,56,Back,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670173,8,1,1,0,25,6k5zscdm9ufw0tguvzyjlp5hq,0,57.1,3.6,2023-04-29T13:30:41.828Z,2023-04-30T09:33:34Z,4238661987,388,,4234685879,3,,4234685885,212,3.9,4234685883,141,0.0,4234685887,213,5.2,4234685037,56,Right,4234685881,140,59.0,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670215,9,5,1,0,27,6k5zscdm9ufw0tguvzyjlp5hq,0,61,-0.8,2023-04-29T13:30:43.830Z,2023-04-30T05:54:00Z,4234685245,347,,4234685543,233,14,4234685243,56,Right,,,,,,,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670265,14,5,1,0,27,8q1ul09cygzswb7tb456bmifv,1,39,100.8,2023-04-29T13:30:43.830Z,2023-04-30T05:54:00Z,4234685499,233,9,4234685413,56,Back,4234685415,347,,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670203,13,43,1,0,28,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-29T13:30:44.301Z,2023-04-29T13:30:49Z,4234685189,212,1.6,4234685183,56,Back,4234685187,141,95.7,4234685565,144,1,4234685181,168,0,4234685177,3,0,4234685185,140,42.0,4234685193,213,0.1,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670513,15,1,1,0,44,8q1ul09cygzswb7tb456bmifv,1,45.7,100,2023-04-29T13:31:00.734Z,2023-04-30T05:54:06Z,4234686673,213,5.0,4234686665,56,Center,4234686671,212,21.1,4234686667,140,52.1,4234686669,141,71.3,4234686663,107,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670529,16,1,1,0,46,8q1ul09cygzswb7tb456bmifv,1,52.1,71.3,2023-04-29T13:31:02.147Z,2023-04-30T05:54:10Z,4234686785,141,59.3,4234686779,155,,4234686781,56,Back,4238662167,178,,4234686789,213,4.0,4234686783,140,45.1,4234686787,212,11.0,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670551,17,1,1,0,47,8q1ul09cygzswb7tb456bmifv,1,44.7,62.5,2023-04-29T13:31:03.460Z,2023-04-30T05:54:14Z,4238662225,178,,4234686901,141,59.4,4234686895,3,,4234686903,212,15.9,4234686905,213,6.2,4234686897,56,Center,4234686899,140,59.7,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670565,18,1,1,0,49,8q1ul09cygzswb7tb456bmifv,0,55.6,66.6,2023-04-29T13:31:05.348Z,2023-04-30T05:54:19Z,4234687015,233,10,4234686951,141,67.4,4234687013,236,,4238662323,178,,4234686947,56,Center,4234686949,140,56.0,4234686953,212,0.7,4234686955,213,0.9,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,4234687019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670555,10,74,1,0,49,6k5zscdm9ufw0tguvzyjlp5hq,1,37.4,38.8,2023-04-29T13:31:05.411Z,2023-04-30T05:54:22Z,4234686913,285,,4238662381,178,,4234686911,56,Back,4234687047,233,18,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670573,11,49,1,0,50,6k5zscdm9ufw0tguvzyjlp5hq,1,35.3,12.8,2023-04-29T13:31:06.854Z,2023-04-30T05:54:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670601,12,1,1,0,50,6k5zscdm9ufw0tguvzyjlp5hq,1,35.3,12.8,2023-04-29T13:31:06.903Z,2023-04-30T05:54:29Z,4238662475,178,,4234687133,141,22.7,4234687137,213,1.6,4234687131,140,35.0,4234687135,212,6.7,4234687129,56,Back,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670609,13,1,1,0,51,6k5zscdm9ufw0tguvzyjlp5hq,0,35,22.7,2023-04-29T13:31:07.791Z,2023-04-30T05:54:33Z,4234687181,212,2.5,4234687179,141,25.8,4234687177,140,33.7,4234687183,213,2.1,4234687227,236,,4238662535,178,,4234687229,233,19,4234687175,56,Back,ejnh215cji6xou661kiwcc91x,N. Höfler,4234687233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670595,19,74,1,0,51,8q1ul09cygzswb7tb456bmifv,1,60.1,72.6,2023-04-29T13:31:08.024Z,2023-04-30T05:54:36Z,4238662599,178,,4234687107,285,,4234687105,56,Center,4234687249,233,13,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670627,20,49,1,0,52,8q1ul09cygzswb7tb456bmifv,1,62.5,58.7,2023-04-29T13:31:08.464Z,2023-04-30T05:54:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670685,21,1,1,0,56,8q1ul09cygzswb7tb456bmifv,1,66.7,48.2,2023-04-29T13:31:12.323Z,2023-04-30T05:54:47Z,4234687591,212,10.8,4234687585,56,Center,4234687593,213,4.4,4234687587,140,63.3,4234687589,141,33.2,4238662813,178,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670709,22,1,1,0,58,8q1ul09cygzswb7tb456bmifv,1,63.1,29.2,2023-04-29T13:31:14.402Z,2023-04-30T05:54:51Z,4234687689,141,6.7,4234687687,140,62.3,4238662889,178,,4234687691,212,15.3,4234687693,213,4.7,4234687685,56,Right,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670745,23,1,1,1,0,8q1ul09cygzswb7tb456bmifv,1,57.8,6.1,2023-04-29T13:31:17.067Z,2023-04-30T05:54:54Z,4234687891,141,28.1,4234687893,212,22.4,4234687885,56,Back,4234687889,140,41.9,4234687895,213,2.4,4238662961,178,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670839,24,1,1,1,3,8q1ul09cygzswb7tb456bmifv,1,41.9,28.1,2023-04-29T13:31:19.530Z,2023-04-30T05:54:58Z,4238663037,178,,4234688321,212,21.3,4234688315,56,Right,4234688323,213,5.3,4234688319,141,1.6,4234688317,140,52.8,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670877,25,1,1,1,8,8q1ul09cygzswb7tb456bmifv,1,67.4,1,2023-04-29T13:31:24.377Z,2023-04-30T05:55:03Z,4238663145,178,,4234688503,213,0.0,4234688501,212,12.8,4234688495,56,Right,4234688497,140,79.6,4234688499,141,1.3,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670883,26,1,1,1,10,8q1ul09cygzswb7tb456bmifv,0,79.6,1.3,2023-04-29T13:31:26.139Z,2023-04-30T05:55:06Z,4234688531,212,12.8,4234688525,56,Right,4234688533,213,0.6,4234688529,141,11.9,4234688527,140,89.7,4238663241,178,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670933,14,49,1,1,11,6k5zscdm9ufw0tguvzyjlp5hq,1,2.7,96.6,2023-04-29T13:31:27.774Z,2023-04-30T13:16:19Z,,,,,,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670949,15,1,1,1,13,6k5zscdm9ufw0tguvzyjlp5hq,1,2.7,96.6,2023-04-29T13:31:29.967Z,2023-04-30T05:55:18Z,4234688811,140,27.5,4234688809,56,Back,4234688813,141,78.2,4234688817,213,5.8,4238663527,178,,4234688815,212,28.9,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670959,16,1,1,1,15,6k5zscdm9ufw0tguvzyjlp5hq,0,27.5,78.2,2023-04-29T13:31:31.840Z,2023-04-30T05:55:21Z,4234688871,140,22.9,4234688873,141,83.8,4234688877,213,2.5,4234688875,212,6.2,4238663609,178,,4234688907,156,,4234688869,56,Back,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670981,27,49,1,1,16,8q1ul09cygzswb7tb456bmifv,1,76.1,21.4,2023-04-29T13:31:33.086Z,2023-04-30T09:06:05Z,,,,,,,,,,,,,,,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540670979,17,45,1,1,17,6k5zscdm9ufw0tguvzyjlp5hq,0,23.4,79.3,2023-04-29T13:31:33.136Z,2023-04-30T05:55:26Z,4234688951,56,Back,4234688953,285,,4234689127,233,28,,,,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671013,28,3,1,1,17,8q1ul09cygzswb7tb456bmifv,1,76.6,20.7,2023-04-29T13:31:33.136Z,2023-04-30T05:55:25Z,4234689099,233,17,4234689085,286,,4237479207,464,,4238663667,178,,4234689081,56,Right,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671029,29,1,1,1,18,8q1ul09cygzswb7tb456bmifv,1,76.8,25.7,2023-04-29T13:31:34.862Z,2023-04-30T05:55:39Z,4234689201,213,1.8,4234689197,141,40.0,4234689193,56,Center,4234689199,212,9.9,4238663837,178,,4234689195,140,75.1,4234692009,210,15,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671043,30,15,1,1,20,8q1ul09cygzswb7tb456bmifv,1,74.9,40.6,2023-04-29T13:31:36.274Z,2023-04-30T05:55:39Z,4234692035,78,,4238663897,178,,4234692053,147,44.2,4234689245,56,Center,4234692045,103,19,4234692057,231,47.5,4234692051,146,84.3,4234691581,82,,3saz8njlttx2i4ospcwmmaqga,E. Martel,4234689243,18,,4234692055,230,98.1,4234692049,328,4234692047,215,4234691577,72,4234691583,233,18,4234689241,22,4234692043,102,50.2,4234692037,29,4234692039,55,29,,,,,,,,,,,,,,
2540671023,18,10,1,1,20,6k5zscdm9ufw0tguvzyjlp5hq,1,15,54,2023-04-29T13:31:36.651Z,2023-04-30T05:55:45Z,4234689167,56,Back,4234691591,233,30,4234689165,94,,4238663975,178,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671105,31,1,1,1,24,8q1ul09cygzswb7tb456bmifv,1,66.8,54.6,2023-04-29T13:31:40.106Z,2023-04-30T05:55:49Z,4238664031,178,,4234689575,141,35.9,4234689571,56,Center,4234689577,212,14.1,4234689579,213,4.3,4234689573,140,61.0,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671139,32,1,1,1,26,8q1ul09cygzswb7tb456bmifv,1,60.7,38.2,2023-04-29T13:31:42.210Z,2023-04-30T05:55:51Z,4234689755,212,21.3,4234689757,213,2.4,4238664053,178,,4234689753,141,59.3,4234689749,56,Back,4234689751,140,45.7,,,,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671189,33,1,1,1,28,8q1ul09cygzswb7tb456bmifv,1,44,62.1,2023-04-29T13:31:44.996Z,2023-04-30T05:55:58Z,4238664143,178,,4234690015,213,1.1,4234690007,56,Left,4234690013,212,25.8,4234690009,140,54.3,4234690011,141,96.6,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671195,34,61,1,1,31,8q1ul09cygzswb7tb456bmifv,0,54.3,96.6,2023-04-29T13:31:47.289Z,2023-04-30T05:56:06Z,4238664281,178,,4234690027,56,Left,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671453,19,5,1,1,32,6k5zscdm9ufw0tguvzyjlp5hq,1,45.7,-1.5,2023-04-29T13:31:48.099Z,2023-04-30T05:56:12Z,4234691213,56,Back,4234691215,347,,4234691247,233,35,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671203,35,5,1,1,32,8q1ul09cygzswb7tb456bmifv,0,54.3,101.5,2023-04-29T13:31:48.099Z,2023-04-30T05:56:12Z,4234690061,56,Left,4234690067,347,,4234691261,233,19,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540671505,20,1,1,1,42,6k5zscdm9ufw0tguvzyjlp5hq,1,46.7,0,2023-04-29T13:31:58.998Z,2023-04-30T05:56:17Z,4234691461,56,Back,4234691469,212,21.8,4234691463,140,27.4,4234691465,141,10.6,4234691471,213,2.8,4234691459,107,,4234691473,1,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
