id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2471973821,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-15T12:41:58.746Z,2022-10-15T14:33:30Z,3843962561,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843962557,59,"1, 5, 24, 3, 2, 23, 14, 32, 20, 10, 8, 7, 11, 15, 21, 22, 25, 28, 33, 39",3843962563,194,3kti58d195gmtzwrjh5nprx05,3844431927,197,16195,3843962553,30,"5bzowvtg5vhntcx1w3roriehh, 5l8wtw156meo2vrtrgasif6jt, e9u7cmvaem5p7x9px3yq9f179, 3kti58d195gmtzwrjh5nprx05, 3uqn1adw8rarez1gpen9vng7p, 4xhnmoqgxoheel005ek6ckfs9, 9fd19beamnr8qmhqdvzr7fcyy, 9dnne0ny6o6d5c6w3ayoo4vvu, 4nn6rxyzy97wl4ppqqnhhxyax, 9ic8hvnkzj9p0ikh6bwaeoqju, d1gc59ozyrrnl82rog6fbm0dm, 5eym30brgmujovaeyb6dhhgfe, 49epln99aa2797cs2zq3al1t6, 7gzdg0j9usc3yq0dd1ad57sgl, 8p2yagsx6ujdbmeonkd3u4c89, 3havaatbnk8p6gc9srgajc25l, 80nniieqtuwjhomwjcebnxyzu, 1en0bgq0u842snszevlkscxk9, 62gct49oglcdzxafhrfucrb2t, b5mpbec03n9qatneviazigfvu",3843962555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843962567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843962559,130,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471975345,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-15T12:43:09.392Z,2022-10-15T13:48:02Z,3843970391,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843970401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843970395,130,4,3843970399,194,82r0liyptyapc8rfuo32qcqtx,3843970393,59,"1, 2, 3, 8, 4, 20, 7, 10, 33, 9, 17, 6, 14, 18, 22, 24, 26, 30, 35, 38",3843970397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843970389,30,"clmq1s26z0i3lqr1jqnd5wzit, 2earc7j2kp3tveehpnxtv1exh, 6sc9zsev9an853nop6pn6mxg5, 82r0liyptyapc8rfuo32qcqtx, 8ksi5s9he1uxai3lfcq46grf9, 8gnpf9kwx2n2rqwf1gixc4bth, f2o5hj0e2k3kw0fj1xzom0cet, 98e7uohj6lcvf59sfssff2y8l, d2pco79bmi3f9x3zahtf9q2mt, 9xftmtdsxbuu2itzhi3v1xbdh, 3nins3wtqjz9vt8q06s087vth, 4y167h8sn9cnyrvb097lf8lbd, f577akgydk4t6ui45iyab2a22, 4oic5vu1qv89061hflasl3r3d, ejww8hjcn4y4hlik863vaw3qh, b7fqivvacy7mmarlp180k276d, 4tufo2e9tsw24l2cx7m5b6xh, ns0d3voludn8of98yc2e6ehh, ep1bhk6t6sudlhjjz20j199ed, brs96wp9u2t10tsqfdwcyhnth",3844197693,197,8147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021647,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-15T13:30:40.727Z,2022-10-15T13:30:40Z,3844220153,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021661,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-10-15T13:30:40.727Z,2022-10-15T23:15:46Z,3844220195,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021685,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,50.3,50,2022-10-15T13:30:40.737Z,2022-10-15T23:34:21Z,3844220313,213,3.5,3844220305,56,Back,3844220315,279,S,3844220309,141,46.6,3844220311,212,6.8,3847123953,178,,3844220307,140,44.2,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021759,4,1,1,0,1,eq1oq6y61xnzq88zu0cnw131z,1,44.2,46.6,2022-10-15T13:30:42.302Z,2022-10-15T23:34:28Z,3844220697,56,Center,3844220707,212,9.5,3847124247,178,,3844220703,141,46.9,3844220709,213,0.0,3844220701,140,53.2,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021811,5,1,1,0,5,eq1oq6y61xnzq88zu0cnw131z,1,51.8,54.5,2022-10-15T13:30:45.984Z,2022-10-15T23:34:32Z,3844220999,56,Back,3847124429,178,,3844221009,213,1.8,3844221001,140,45.5,3844221005,212,24.3,3844221003,141,88.9,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021847,6,1,1,0,8,eq1oq6y61xnzq88zu0cnw131z,1,45.3,88.9,2022-10-15T13:30:48.783Z,2022-10-15T23:34:36Z,3847124603,178,,3844221177,141,73.3,3844221175,140,29.8,3844221179,212,19.4,3844221173,56,Back,3844221181,213,3.7,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021903,7,1,1,0,11,eq1oq6y61xnzq88zu0cnw131z,1,32.3,69.3,2022-10-15T13:30:51.856Z,2022-10-15T23:34:39Z,3844221499,141,26.2,3844221495,56,Back,3844221497,140,33.4,3847124773,178,,3844221503,213,4.8,3844221501,212,29.3,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472021973,8,1,1,0,15,eq1oq6y61xnzq88zu0cnw131z,1,32.3,26.1,2022-10-15T13:30:56.018Z,2022-10-15T23:34:42Z,3844221903,213,2.1,3847124911,178,,3844221897,140,24.1,3844221901,212,16.1,3844221895,56,Back,3844221899,141,46.1,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
