id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/14/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2522665303,4,5,1,0,10,1c7qokc1j5z50cjj4tcu32haa,1,25.1,101.4,2023-03-19T18:31:05.273Z,2023-03-20T08:13:40Z,4111245831,347,,4111245829,56,Back,4111245833,233,7,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665231,7,5,1,0,10,6k5zscdm9ufw0tguvzyjlp5hq,0,74.9,-1.4,2023-03-19T18:31:05.273Z,2023-03-20T08:13:40Z,4111245425,56,Right,4111245427,347,,4111245849,233,4,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665315,5,1,1,0,21,1c7qokc1j5z50cjj4tcu32haa,0,25.5,100,2023-03-19T18:31:16.099Z,2023-03-20T08:13:46Z,4111245905,107,,4111245915,213,6.0,4111245907,56,Back,4111245913,212,18.1,4111245909,140,42.0,4111245911,141,93.7,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665325,8,1,1,0,23,6k5zscdm9ufw0tguvzyjlp5hq,0,60.6,7,2023-03-19T18:31:18.214Z,2023-03-20T08:13:48Z,4111245991,212,9.5,4112452913,388,,4111245993,213,6.2,4111245989,141,5.3,4111245987,140,69.6,4111245983,3,,4111245985,56,Right,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665345,6,8,1,0,24,1c7qokc1j5z50cjj4tcu32haa,1,33.1,94.3,2023-03-19T18:31:19.165Z,2023-03-20T08:14:01Z,4111246093,56,Back,4112453073,388,,4112028945,385,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665351,7,5,1,0,25,1c7qokc1j5z50cjj4tcu32haa,0,30.4,101.2,2023-03-19T18:31:20.450Z,2023-03-20T08:14:04Z,4111246115,56,Back,4111246117,347,,4111246233,233,9,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665369,9,5,1,0,25,6k5zscdm9ufw0tguvzyjlp5hq,1,69.6,-1.2,2023-03-19T18:31:20.450Z,2023-03-20T08:14:03Z,4111246229,233,7,4111246215,347,,4111246213,56,Right,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665459,10,1,1,0,37,6k5zscdm9ufw0tguvzyjlp5hq,1,68.3,0,2023-03-19T18:31:31.797Z,2023-03-20T08:14:07Z,4111246627,107,,4111246629,56,Back,4111246637,213,3.0,4111246639,1,,4111246633,141,4.3,4111246635,212,25.0,4111246631,140,44.7,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665557,11,1,1,0,41,6k5zscdm9ufw0tguvzyjlp5hq,1,42.8,12.4,2023-03-19T18:31:36.663Z,2023-03-20T08:14:11Z,4112453225,178,,4111247105,141,37.3,4111247109,213,2.5,4111247107,212,28.9,4111247103,140,20.5,4111247101,56,Back,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665569,12,1,1,0,53,6k5zscdm9ufw0tguvzyjlp5hq,1,24.3,42.7,2023-03-19T18:31:47.801Z,2023-03-20T08:14:16Z,4111247163,212,27.9,4111247167,213,1.4,4111247159,141,82.7,4111247153,56,Back,4111247155,140,30.0,4112453313,178,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665595,13,1,1,0,56,6k5zscdm9ufw0tguvzyjlp5hq,1,34.4,88.7,2023-03-19T18:31:51.036Z,2023-03-20T08:14:22Z,4111247295,56,Back,4111247299,141,93.8,4111247297,140,38.3,4112453443,178,,4111247301,212,5.4,4111247303,213,0.7,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665599,14,1,1,0,57,6k5zscdm9ufw0tguvzyjlp5hq,1,38.3,93.8,2023-03-19T18:31:52.288Z,2023-03-20T08:14:27Z,4112453531,178,,4111247321,141,89.4,4111247323,212,3.7,4111247325,213,5.3,4111247317,56,Back,4111247319,140,40.4,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665605,15,1,1,0,58,6k5zscdm9ufw0tguvzyjlp5hq,0,40.4,89.4,2023-03-19T18:31:53.272Z,2023-03-20T08:14:35Z,4111247361,156,,4112453719,178,,4111247339,56,Back,4111247341,140,35.7,4111247345,212,5.0,4111247343,141,90.3,4111247347,213,3.0,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665621,9,49,1,0,59,1c7qokc1j5z50cjj4tcu32haa,1,61.3,10.3,2023-03-19T18:31:53.973Z,2023-03-20T08:14:39Z,,,,,,,,,,,,,,,,,,,,,,,,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665635,10,1,1,0,59,1c7qokc1j5z50cjj4tcu32haa,1,60.7,7.1,2023-03-19T18:31:54.035Z,2023-03-20T08:14:45Z,4112453881,178,,4111247515,140,64.0,4111247519,212,7.2,4111247513,56,Right,4111247517,141,16.3,4111247521,213,1.1,,,,,,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665647,11,1,1,1,0,1c7qokc1j5z50cjj4tcu32haa,1,60.8,18.4,2023-03-19T18:31:54.959Z,2023-03-20T08:14:53Z,4112454067,178,,4111247571,141,23.5,4111247573,212,4.2,4111247575,213,1.0,4111247567,56,Center,4111247569,140,63.1,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665661,12,1,1,1,2,1c7qokc1j5z50cjj4tcu32haa,1,79.5,23.9,2023-03-19T18:31:57.225Z,2023-03-20T08:14:58Z,4112454155,178,,4111247641,141,13.5,4111247643,212,13.2,4111247645,213,5.7,4111247639,140,90.1,4111247637,56,Right,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665663,13,1,1,1,5,1c7qokc1j5z50cjj4tcu32haa,0,94.6,13.3,2023-03-19T18:32:00.364Z,2023-03-20T08:15:01Z,4111247671,140,91.0,4111247669,56,Center,4111247665,2,,4112454191,178,,4111247673,141,29.8,4111247677,213,1.9,4111247675,212,11.8,4112030203,225,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,4112030207,20,4112030205,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665667,16,49,1,1,6,6k5zscdm9ufw0tguvzyjlp5hq,1,10.1,71,2023-03-19T18:32:00.900Z,2023-03-20T08:15:05Z,,,,,,,,,,,,,,,,,,,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665681,17,1,1,1,8,6k5zscdm9ufw0tguvzyjlp5hq,0,9.5,72.6,2023-03-19T18:32:02.722Z,2023-03-20T08:15:12Z,4111247765,141,78.5,4111247767,212,36.6,4111247777,1,,4111247771,213,0.1,4111247761,140,44.1,4111247757,56,Back,4111247753,157,,4112454381,178,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665691,14,49,1,1,10,1c7qokc1j5z50cjj4tcu32haa,1,55.3,16.7,2023-03-19T18:32:05.303Z,2023-03-20T08:15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665727,15,1,1,1,12,1c7qokc1j5z50cjj4tcu32haa,1,56.3,14.1,2023-03-19T18:32:07.060Z,2023-03-20T08:15:21Z,4111248001,141,16.1,4111248005,213,0.2,4111248003,212,6.2,4112454515,178,,4111247997,56,Right,4111247999,140,62.1,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665757,16,1,1,1,14,1c7qokc1j5z50cjj4tcu32haa,1,62.6,15.5,2023-03-19T18:32:08.736Z,2023-03-20T08:15:25Z,4111248155,141,4.0,4111248153,140,63.5,4111248157,212,7.9,4111248159,213,4.8,4111248151,56,Right,4112454607,178,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665781,17,1,1,1,16,1c7qokc1j5z50cjj4tcu32haa,1,59.7,4.7,2023-03-19T18:32:11.250Z,2023-03-20T08:15:30Z,4112454751,178,,4111248265,140,43.6,4111248263,56,Back,4111248267,141,13.3,4111248269,212,17.9,4111248271,213,2.8,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665785,18,1,1,1,18,1c7qokc1j5z50cjj4tcu32haa,0,45.1,12.1,2023-03-19T18:32:13.211Z,2023-03-20T08:15:34Z,4111248301,212,2.6,4112454801,178,,4111248303,213,5.9,4111248395,233,18,4111248399,286,,4111248393,236,,4111248293,155,,4111248299,141,10.6,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,4111248297,140,4111248295,56,47.4,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665801,18,74,1,1,18,6k5zscdm9ufw0tguvzyjlp5hq,1,52,90.3,2023-03-19T18:32:13.392Z,2023-03-20T08:15:38Z,4111248369,56,Left,4112454891,178,,4111248371,285,,4111248407,233,18,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665845,19,5,1,1,19,1c7qokc1j5z50cjj4tcu32haa,1,53.7,-1,2023-03-19T18:32:14.198Z,2023-03-20T08:15:39Z,4111248613,56,Right,4111248623,233,19,4111248615,347,,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665813,19,5,1,1,19,6k5zscdm9ufw0tguvzyjlp5hq,0,46.3,101,2023-03-19T18:32:14.198Z,2023-03-20T08:15:40Z,4111248447,347,,4111248445,56,Back,4111248633,233,19,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665943,20,1,1,1,39,1c7qokc1j5z50cjj4tcu32haa,1,53.3,0,2023-03-19T18:32:34.419Z,2023-03-20T08:15:44Z,4111249191,56,Back,4111249195,141,4.7,4111249193,140,47.9,4111249197,212,7.1,4111249199,213,2.5,4111249189,107,,,,,,,,amd4rodp6senk2c1mmlsqozpx,D. da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665961,21,1,1,1,40,1c7qokc1j5z50cjj4tcu32haa,0,48.2,4.9,2023-03-19T18:32:35.412Z,2023-03-20T08:15:47Z,4112455027,178,,4111249311,140,75.0,4111249319,1,,4111249317,213,0.2,4111249309,56,Right,4111249307,157,,4111249313,141,11.2,4111249315,212,28.5,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522903963,989,67,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,1,30.8,87.7,2023-03-19T18:32:37.912Z,2023-03-20T10:24:42Z,4112515397,233,933,,,,,,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522903961,933,67,1,1,43,1c7qokc1j5z50cjj4tcu32haa,0,69.2,12.3,2023-03-19T18:32:37.913Z,2023-03-20T10:08:58Z,4112515407,233,989,,,,,,,,,,,,,,,,,,,,,,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522665957,20,8,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,1,31.2,82.7,2023-03-19T18:32:37.938Z,2023-03-20T10:24:43Z,4111249295,56,Back,4112031311,385,,4112455147,178,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666011,22,1,1,1,46,1c7qokc1j5z50cjj4tcu32haa,1,76,4,2023-03-19T18:32:40.911Z,2023-03-20T08:16:00Z,4111249525,56,Right,4111249523,3,,4111249527,140,68.6,4111249529,141,4.3,4111249531,212,7.8,4111249533,213,3.1,4112455303,178,,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666025,23,1,1,1,48,1c7qokc1j5z50cjj4tcu32haa,0,72.4,5.5,2023-03-19T18:32:43.144Z,2023-03-20T08:16:07Z,4111249589,2,,4111249591,155,,4112031705,20,,4112031703,224,,4111249595,140,90.0,4111249593,56,Center,4111249599,212,40.0,4111249597,141,57.7,amd4rodp6senk2c1mmlsqozpx,D. da Costa,4111249603,1,4111249601,213,,1.1,4112455423,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666049,21,12,1,1,52,6k5zscdm9ufw0tguvzyjlp5hq,1,9.2,36.2,2023-03-19T18:32:47.106Z,2023-03-20T08:16:11Z,4111249721,141,30.2,4112455455,388,,4111249725,213,4.1,4111249717,56,Back,4111249719,140,6.7,4111249723,212,4.9,4111249727,15,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522905935,962,67,1,1,53,1c7qokc1j5z50cjj4tcu32haa,1,93.8,70.5,2023-03-19T18:32:48.547Z,2023-03-20T10:24:43Z,4112526819,233,1012,,,,,,,,,,,,,,,,,,,,,,6u47fsriz3ejlf72hxtsew5bd,A. Caci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522905933,1012,67,1,1,53,6k5zscdm9ufw0tguvzyjlp5hq,0,6.2,29.5,2023-03-19T18:32:48.548Z,2023-03-20T12:29:36Z,4112526823,233,962,,,,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666073,24,13,1,1,53,1c7qokc1j5z50cjj4tcu32haa,1,96.3,70.9,2023-03-19T18:32:48.554Z,2023-03-20T10:24:43Z,4111250455,108,,4111250053,153,,4111250459,458,,4111250465,230,99.9,4111249847,65,,4111250049,72,,4111251883,137,,4111250451,102,57.1,6u47fsriz3ejlf72hxtsew5bd,A. Caci,4111250453,103,4111250457,328,13.9,,4111250461,146,99.5,4112455491,178,4111250463,147,59.6,4111250467,231,54.3,4111249845,22,4111249849,56,Center,4111250449,83,,,,,,,,,,,,,
2522666067,22,10,1,1,54,6k5zscdm9ufw0tguvzyjlp5hq,1,1.7,41.6,2023-03-19T18:32:49.191Z,2023-03-20T08:16:20Z,4111249823,56,Back,4111250001,179,,4112033155,377,,4111249999,177,,4111250003,190,,4111249821,182,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666077,23,52,1,1,54,6k5zscdm9ufw0tguvzyjlp5hq,1,1.7,41.6,2023-03-19T18:32:49.198Z,2023-03-20T08:16:38Z,4112033213,377,,4112455941,178,,,,,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666233,24,1,1,2,12,6k5zscdm9ufw0tguvzyjlp5hq,0,14.8,42.7,2023-03-19T18:33:07.072Z,2023-03-20T08:16:44Z,4111250791,212,57.8,4111250793,213,0.2,4111250795,1,,4111250787,140,68.8,4111250783,199,,4111250789,141,59.0,4111250785,56,Center,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666239,25,44,1,2,16,1c7qokc1j5z50cjj4tcu32haa,1,30.4,37.8,2023-03-19T18:33:10.735Z,2023-03-20T10:24:44Z,4111250821,56,Back,4111250859,233,25,4111250825,285,,,,,,,,,,,,,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666235,25,44,1,2,16,6k5zscdm9ufw0tguvzyjlp5hq,0,69.6,62.2,2023-03-19T18:33:10.736Z,2023-03-20T08:16:47Z,4111250801,286,,4111250893,233,25,4111250799,56,Center,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522666249,26,1,1,2,16,1c7qokc1j5z50cjj4tcu32haa,0,29.8,34.8,2023-03-19T18:33:10.759Z,2023-03-20T10:24:44Z,4111250915,212,21.9,4111250905,3,,4111250917,213,0.4,4111250909,140,48.6,4111250913,141,48.6,4111250907,56,Back,4112456219,388,,,,,dnt7ahwfj8endqngxwfll1tjp,A. Hanche-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
