id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2481685343,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-11-05T13:39:16.567Z,2022-11-05T14:21:27Z,3895255275,194,78e1qvft3ser2tyayjlmemdp1,3895255267,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895255271,130,17,3895255273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895255277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895255265,30,"7obuhegyo1qcoikt23egcsr85, f5lfo1hz7u5bk494w53arcacq, d7xdtkzw3h749ngi4sobn6kmh, efzokrggje7s9wc6hg75yc6ax, a3ib09ji7qsz6cgj3vmz5qort, bd4p670s36cp1dh4fadv84qcq, 7cdiijsvnfc7tafy0zkf4uz9, 78e1qvft3ser2tyayjlmemdp1, g3fgd752o63acmmuahdvppm1, 5ph2ln91ycq1qlq03cnqqs9re, eqtsanns36za56h4pfqhbnh05, d0ir0lbmkzvkvgjvry5l9z2l1, 7iqt50eaixxatz08dh54p81gq, 9ed74dfr9aeuedaf63l0i7aei, abuvjv3bhb402yf8p92kucez9, 2x5f35hk2urqlgoito1vgb3yt, bgtnbojs8g884mbksh6o4wu6t, 86n8m70b8059d92vcv98nm0dm, byn8dfwg5zdefrca7wgn32qne, f2ibn3ej2doay3b4u8ezeix62",3895443871,197,16259,3895255269,59,"1, 26, 33, 2, 6, 35, 8, 17, 9, 29, 27, 4, 5, 11, 18, 19, 21, 28, 36, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481686373,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-11-05T13:40:19.296Z,2022-11-05T14:54:15Z,3895260505,194,tedxo29s8xx0a71z6sidw7v9,3895480581,197,16596,3895260499,59,"1, 24, 22, 10, 23, 6, 9, 14, 7, 11, 3, 2, 4, 16, 19, 20, 21, 26, 40, 42",3895260501,130,15,3895260503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895260495,30,"61xxo4zsk6hby0swa756l3wlx, 9bzlvn0twr2b5z30k30gugw5x, 4gmknefwu0tt33z88tu75xmg9, 3er9krmf0k6dhv6f9ltztfend, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, avk9yje6h4nndg3cufnbu2imt, aybzlrbkvnobkazjsmox975jp, 48xfkorlx0hu677np4669wbth, d9jj0525pm3nu9vqewtpo2rpx, egmcpa7j5clzga5m0zvg2f105, 5arng6g4ietx2jwgcd2kpqdpl, afn30dmio6sn1h8l4imwwd711, 4zrut521fzw9fddqt74pnl756, 3j2pv0methgc8k8rtqbi079p1, d8h5ge9ust20o7us968acnsnp, 3abavmbqh6vt0xgcx6zo4mgru, 3uj9aygyfvo2sm844e72oeesq, 840353qq4b6ufh0hhm9o0n45x, diyzb2gwf1zkvqyjc63085eui",3895260507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895260497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728385,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-11-05T14:30:49.614Z,2022-11-05T14:30:57Z,3895486089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728339,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-11-05T14:30:49.614Z,2022-11-06T06:07:16Z,3895485877,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728409,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,47.2,54.2,2022-11-05T14:30:49.775Z,2022-11-06T06:19:02Z,3895486207,213,3.1,3898178133,178,,3895486205,212,21.6,3895486199,56,Back,3895486201,140,26.7,3895486203,141,56.9,3895486209,279,S,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728481,4,1,1,0,3,ex3psl8e3ajeypwjy4xfltpx6,0,26.6,58.1,2022-11-05T14:30:52.658Z,2022-11-06T06:19:10Z,3895486579,56,Right,3895486587,213,5.8,3895486585,212,58.7,3895486589,1,,3898178323,178,,3895486583,141,19.8,3895486581,140,76.7,3895486577,157,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728497,3,1,1,0,6,c5hderjlkcoaze51e5wgvptk,0,23.9,78.1,2022-11-05T14:30:56.105Z,2022-11-06T06:19:19Z,3895486661,140,33.6,3895486657,56,Back,3895486665,141,48.7,3895486673,212,22.4,3895486653,3,,3898178577,388,,3895486675,213,5.2,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728613,5,1,1,0,7,ex3psl8e3ajeypwjy4xfltpx6,1,66.4,51.8,2022-11-05T14:30:57.477Z,2022-11-06T06:19:27Z,3895487279,141,37.1,3895487275,56,Center,3898178775,178,,3895487277,140,58.7,3895487281,212,12.9,3895487283,213,4.0,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481790751,419,1,1,0,10,ex3psl8e3ajeypwjy4xfltpx6,1,58.7,35.9,2022-11-05T14:30:59.616Z,2022-11-06T06:19:34Z,3895798823,56,Back,3895798829,212,20.7,3895798831,213,2.7,3898179011,178,,3895798827,141,49.3,3895798825,140,41.0,,,,,,,aybzlrbkvnobkazjsmox975jp,J. Baumgartlinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728631,6,1,1,0,14,ex3psl8e3ajeypwjy4xfltpx6,0,40.9,59.6,2022-11-05T14:31:03.959Z,2022-11-06T06:19:40Z,3895487353,56,Center,3895487373,1,,3895487371,213,5.6,3898179131,178,,3895487365,212,39.3,3895487347,155,,3895487357,140,70.9,3895487361,141,25.0,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
