id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2471966601,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-10-15T12:35:45.928Z,2022-10-15T13:33:53Z,3843924767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843924771,194,7obuhegyo1qcoikt23egcsr85,3844223501,197,14121,3843924775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843924755,30,"7obuhegyo1qcoikt23egcsr85, f5lfo1hz7u5bk494w53arcacq, 3qy1qlzezgfkxeom5n1r9h13p, efzokrggje7s9wc6hg75yc6ax, a3ib09ji7qsz6cgj3vmz5qort, bd4p670s36cp1dh4fadv84qcq, az15xx7m923srf9gdbwmiyga1, 7cdiijsvnfc7tafy0zkf4uz9, g3fgd752o63acmmuahdvppm1, 5ph2ln91ycq1qlq03cnqqs9re, eqtsanns36za56h4pfqhbnh05, 7iqt50eaixxatz08dh54p81gq, 9ed74dfr9aeuedaf63l0i7aei, 78e1qvft3ser2tyayjlmemdp1, 2x5f35hk2urqlgoito1vgb3yt, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, 86n8m70b8059d92vcv98nm0dm, 6rz47c6i1e4umc7kbh961x5ud, f2ibn3ej2doay3b4u8ezeix62",3843924761,59,"1, 26, 25, 2, 6, 35, 15, 8, 9, 29, 27, 5, 11, 17, 19, 21, 22, 28, 31, 40",3843924765,130,17,3843924757,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471969101,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-15T12:37:55.977Z,2022-10-15T13:29:19Z,3843937379,59,"1, 30, 5, 3, 4, 12, 8, 20, 14, 19, 7, 6, 10, 11, 21, 22, 23, 24, 29, 40",3843937395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843937391,194,cg6h7oq0b5zpx1g4brhzyk1xx,3844214803,197,16378,3843937387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843937375,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843937383,130,13,3843937371,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4foax2b7unlkev1eq6py86lii, 5ec2ede9uwbft3wby33mwowyd, djha3ac2mfhyb7oia64hq2nd, 4tev0kk0om8cr1xbwpt8bozit, 8wlyh0e8178je0hylqjifbkr9, c0ewvrtk657uw4t5rlv87mq51, 9ydkbbygq6uocors9kcdnzbop, 9c9v6wjh3fufmds8nm5aqfmcp, cis0z72hgahfnfjduk7hdnz3e, 2cq6ocr7j487do4nrm3sreg9h, 7w63iqek6hmnizlirurla1cr9, 8mcf8c8ht32as6xxrf1gb51m2, aze5i6ssy55jrc8k9vhrs8o9h, e4vr28e9cbq3q5nux1jlpuuei, 3ojzrb5okc6i1jf1o7okovnjd, 6rd6a2f1k124dzp1p904yq3h0, 9z1hb45wjhq63ebn88b079k2d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022459,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-15T13:31:39.919Z,2022-10-15T13:31:40Z,3844224441,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022469,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-10-15T13:31:39.919Z,2022-10-16T02:43:26Z,3844224475,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022487,3,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,49.8,50.1,2022-10-15T13:31:40.723Z,2022-10-16T03:08:14Z,3844224571,141,53.6,3844224569,140,33.6,3844224575,213,3.0,3847576213,178,,3844224567,56,Back,3844224577,279,S,3844224573,212,17.2,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022531,4,1,1,0,3,c5hderjlkcoaze51e5wgvptk,0,33.2,53.6,2022-10-15T13:31:43.665Z,2022-10-16T03:08:21Z,3844224799,140,67.9,3844224801,141,46.1,3844224797,56,Center,3844224805,213,6.1,3847576359,178,,3844224803,212,36.8,3844224795,155,,3844224807,1,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022537,3,44,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,1,33,57,2022-10-15T13:31:46.237Z,2022-10-16T07:11:32Z,3844224829,285,,3844224859,233,5,3844224827,56,Back,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022539,5,44,1,0,6,c5hderjlkcoaze51e5wgvptk,0,67,43,2022-10-15T13:31:46.238Z,2022-10-16T03:08:35Z,3844224833,286,,3844224941,233,3,3844224831,56,Center,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022561,4,1,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,0,33.9,60.6,2022-10-15T13:31:46.313Z,2022-10-16T07:11:33Z,3844224915,141,69.9,3847577539,388,,3844224911,56,Back,3844224913,140,40.3,3844224909,3,,3844224919,213,0.8,3844224917,212,9.2,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022563,6,44,1,0,7,c5hderjlkcoaze51e5wgvptk,1,60.4,31.7,2022-10-15T13:31:47.625Z,2022-10-16T07:11:33Z,3844225041,233,5,3844224937,286,,3844224935,56,Center,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022571,5,44,1,0,7,7ad69ngbpjuyzv96drf8d9sn2,0,39.6,68.3,2022-10-15T13:31:47.626Z,2022-10-16T03:09:02Z,3844224961,285,,3844224957,56,Back,3844225177,233,6,,,,,,,,,,,,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022595,7,1,1,0,7,c5hderjlkcoaze51e5wgvptk,0,61,34,2022-10-15T13:31:47.693Z,2022-10-16T07:11:33Z,3844225077,141,25.4,3844225079,212,8.8,3847576835,388,,3844225073,56,Center,3844225081,213,5.6,3844225071,3,,3844225075,140,67.2,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022601,6,44,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,1,30.5,76.4,2022-10-15T13:31:49.274Z,2022-10-16T07:11:34Z,3844225249,233,8,3844225107,285,,3844225105,56,Back,,,,,,,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022627,8,44,1,0,9,c5hderjlkcoaze51e5wgvptk,0,69.5,23.6,2022-10-15T13:31:49.275Z,2022-10-16T03:09:25Z,3844225211,286,,3844225253,233,6,3844225209,56,Center,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022643,7,1,1,0,9,7ad69ngbpjuyzv96drf8d9sn2,0,29.3,73.6,2022-10-15T13:31:49.304Z,2022-10-16T07:11:34Z,3847578021,388,,3844225307,56,Back,3844225317,212,9.6,3844225319,213,0.5,3844225311,140,37.2,3844225305,3,,3844225315,141,80.8,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022639,9,44,1,0,11,c5hderjlkcoaze51e5wgvptk,1,64.7,23.2,2022-10-15T13:31:50.969Z,2022-10-16T07:11:34Z,3844225283,56,Center,3844225287,286,,3844225491,233,8,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022651,8,44,1,0,11,7ad69ngbpjuyzv96drf8d9sn2,0,35.3,76.8,2022-10-15T13:31:50.970Z,2022-10-16T03:09:51Z,3844225347,285,,3844225345,56,Back,3844225523,233,9,,,,,,,,,,,,,,,,9c9v6wjh3fufmds8nm5aqfmcp,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022695,10,1,1,0,11,c5hderjlkcoaze51e5wgvptk,0,66.5,18.8,2022-10-15T13:31:51.037Z,2022-10-16T07:11:35Z,3844225571,3,,3847578895,178,,3844225583,56,Right,3844225599,212,1.5,3844225591,140,65.1,3844225595,141,18.8,3844225601,213,3.1,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022683,9,61,1,0,11,7ad69ngbpjuyzv96drf8d9sn2,1,38.4,84.5,2022-10-15T13:31:51.073Z,2022-10-16T07:10:38Z,3847578963,15,,3847578965,388,,3844225519,56,Back,,,,,,,,,,,,,,,,9c9v6wjh3fufmds8nm5aqfmcp,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022705,11,1,1,0,12,c5hderjlkcoaze51e5wgvptk,0,65.6,27.8,2022-10-15T13:31:52.581Z,2022-10-16T07:10:33Z,3844225679,213,0.8,3844225673,140,69.3,3844225677,212,5.6,3847578747,388,,3844225671,56,Center,3844225669,3,,3844225675,141,33.7,,,,f5lfo1hz7u5bk494w53arcacq,E. Ebimbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022755,10,1,1,0,13,7ad69ngbpjuyzv96drf8d9sn2,0,36.3,70.3,2022-10-15T13:31:53.466Z,2022-10-16T03:10:39Z,3844225891,140,58.1,3844225895,212,23.0,3844225889,56,Center,3844225897,213,0.1,3847579223,178,,3844225887,155,,3844225893,141,73.6,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022797,12,1,1,0,16,c5hderjlkcoaze51e5wgvptk,1,40.2,25.6,2022-10-15T13:31:56.576Z,2022-10-16T03:10:47Z,3844226093,212,15.3,3844226087,56,Center,3844226089,140,54.7,3847579357,178,,3844226085,3,,3844226095,213,6.2,3844226091,141,23.9,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022805,13,61,1,0,18,c5hderjlkcoaze51e5wgvptk,0,53.6,22.1,2022-10-15T13:31:58.317Z,2022-10-16T03:10:55Z,3847579507,178,,3844226135,56,Center,,,,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022823,11,61,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,0,41.5,85.1,2022-10-15T13:32:00.229Z,2022-10-16T03:11:01Z,3844226213,56,Back,3847579629,178,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022835,12,45,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,0,42.2,79.8,2022-10-15T13:32:00.832Z,2022-10-16T03:11:26Z,3844226517,233,14,3844226275,285,,3844226273,56,Back,,,,,,,,,,,,,,,,8wlyh0e8178je0hylqjifbkr9,C. Aránguiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022871,14,3,1,0,20,c5hderjlkcoaze51e5wgvptk,1,57.8,20.2,2022-10-15T13:32:00.832Z,2022-10-16T03:11:26Z,3847580161,178,,3844226441,56,Right,3846916239,464,,3844226487,233,12,3844226443,286,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472022959,15,1,1,0,24,c5hderjlkcoaze51e5wgvptk,1,54.8,34.2,2022-10-15T13:32:04.872Z,2022-10-16T03:11:36Z,3847580291,178,,3844226865,56,Back,3844226873,213,2.5,3844226871,212,19.7,3844226869,141,50.9,3844226867,140,39.5,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023037,16,1,1,0,31,c5hderjlkcoaze51e5wgvptk,1,40,69.5,2022-10-15T13:32:11Z,2022-10-16T03:11:43Z,3844227343,56,Back,3844227355,213,1.2,3847580447,178,,3844227347,140,46.7,3844227351,141,96.6,3844227353,212,19.7,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023055,17,1,1,0,34,c5hderjlkcoaze51e5wgvptk,1,45.9,95.2,2022-10-15T13:32:14.032Z,2022-10-16T03:11:47Z,3844227455,213,3.5,3844227447,56,Back,3844227451,141,84.7,3844227449,140,28.3,3847580545,178,,3844227453,212,19.8,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023133,18,1,1,0,39,c5hderjlkcoaze51e5wgvptk,1,32.6,79.1,2022-10-15T13:32:19.297Z,2022-10-16T03:11:55Z,3844227785,141,48.7,3844227787,212,21.3,3847580695,178,,3844227781,56,Back,3844227783,140,27.6,3844227789,213,4.5,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023215,19,1,1,0,41,c5hderjlkcoaze51e5wgvptk,1,27.6,45.4,2022-10-15T13:32:21.785Z,2022-10-16T03:12:03Z,3844228135,141,19.5,3844228131,56,Back,3844228139,213,5.0,3844228133,140,32.7,3847580845,178,,3844228137,212,18.4,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023285,20,1,1,0,46,c5hderjlkcoaze51e5wgvptk,1,39.3,18,2022-10-15T13:32:26.054Z,2022-10-16T03:12:12Z,3844228529,213,2.1,3844228519,56,Back,3844228527,212,14.4,3847581077,178,,3844228521,140,32.7,3844228525,141,36.6,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023317,21,1,1,0,48,c5hderjlkcoaze51e5wgvptk,1,34.3,40.1,2022-10-15T13:32:28.832Z,2022-10-16T03:12:20Z,3844228683,213,1.6,3847581229,178,,3844228675,56,Back,3844228679,141,73.4,3844228681,212,22.6,3844228677,140,34.6,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023375,22,1,1,0,51,c5hderjlkcoaze51e5wgvptk,1,28.1,78.3,2022-10-15T13:32:30.920Z,2022-10-16T03:12:26Z,3844228941,212,15.0,3844228937,140,41.3,3847581305,178,,3844228939,141,86.6,3844228935,56,Back,3844228943,213,0.4,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
