id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2472023415,23,1,1,0,53,c5hderjlkcoaze51e5wgvptk,0,41.7,85.7,2022-10-15T13:32:33.496Z,2022-10-16T03:12:32Z,3844229127,141,58.5,3844229133,1,,3844229129,212,49.7,3844229123,56,Center,3847581465,178,,3844229125,140,85.6,3844229121,155,,3844229131,213,5.9,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023453,13,52,1,0,57,7ad69ngbpjuyzv96drf8d9sn2,1,15.1,40.8,2022-10-15T13:32:37.167Z,2022-10-16T03:12:38Z,3847581637,178,,3846918449,377,,,,,,,,,,,,,,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023493,14,1,1,0,59,7ad69ngbpjuyzv96drf8d9sn2,1,14.7,46.7,2022-10-15T13:32:39.332Z,2022-10-16T03:13:00Z,3844229545,141,94.8,3844229539,123,,3847582061,178,,3844229565,1,,3844229569,287,,3844229543,140,26.2,3844229549,213,1.2,3844229541,56,Back,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,3844229547,212,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023585,15,1,1,1,3,7ad69ngbpjuyzv96drf8d9sn2,1,27.8,93.1,2022-10-15T13:32:43.677Z,2022-10-16T03:13:08Z,3847582255,178,,3844230067,141,77.9,3844230069,212,16.2,3844230071,213,3.8,3844230063,56,Back,3844230065,140,15.9,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023703,16,1,1,1,6,7ad69ngbpjuyzv96drf8d9sn2,1,19.6,70.5,2022-10-15T13:32:46.874Z,2022-10-16T03:13:16Z,3844230633,56,Back,3844230639,212,38.0,3847582441,178,,3844230641,213,4.9,3844230637,141,15.2,3844230643,1,,3844230635,140,25.1,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023781,17,1,1,1,14,7ad69ngbpjuyzv96drf8d9sn2,1,34.5,16.9,2022-10-15T13:32:53.970Z,2022-10-16T03:13:23Z,3844231045,212,20.4,3844231047,213,1.8,3847582559,178,,3844231041,140,29.5,3844231039,56,Back,3844231043,141,45.9,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023845,18,1,1,1,18,7ad69ngbpjuyzv96drf8d9sn2,1,28.6,46.9,2022-10-15T13:32:58.275Z,2022-10-16T03:13:29Z,3844231371,212,21.2,3844231369,141,16.2,3847582755,178,,3844231367,140,32.0,3844231365,56,Back,3844231373,213,4.9,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023883,19,1,1,1,21,7ad69ngbpjuyzv96drf8d9sn2,1,34.2,10.5,2022-10-15T13:33:01.878Z,2022-10-16T03:13:40Z,3844231573,141,11.3,3847583045,178,,3844231577,213,0.0,3844231571,140,45.5,3844231569,56,Back,3844231575,212,11.9,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023895,20,1,1,1,23,7ad69ngbpjuyzv96drf8d9sn2,1,43.7,0.9,2022-10-15T13:33:03.800Z,2022-10-16T03:13:47Z,3844231633,212,7.6,3847583259,178,,3844231627,56,Back,3844231629,140,42.6,3844231631,141,12.0,3844231635,213,1.7,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023917,21,1,1,1,24,7ad69ngbpjuyzv96drf8d9sn2,1,43.3,8.3,2022-10-15T13:33:04.421Z,2022-10-16T03:13:53Z,3844231759,56,Back,3847583351,178,,3844231767,141,4.0,3844231771,213,3.4,3844231763,140,30.9,3844231769,212,13.3,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472023983,22,1,1,1,26,7ad69ngbpjuyzv96drf8d9sn2,1,33.2,4.2,2022-10-15T13:33:06.026Z,2022-10-16T03:13:59Z,3844232081,140,27.1,3847583471,178,,3844232085,212,21.4,3844232079,56,Back,3844232083,141,34.2,3844232087,213,1.9,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024039,23,1,1,1,29,7ad69ngbpjuyzv96drf8d9sn2,1,26.6,42.2,2022-10-15T13:33:09.075Z,2022-10-16T03:14:13Z,3844232401,1,,3844232393,140,36.7,3844232399,213,1.2,3844232397,212,32.3,3847583725,178,,3844232395,141,87.0,3844232391,56,Back,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024085,24,1,1,1,33,7ad69ngbpjuyzv96drf8d9sn2,0,47.2,91.7,2022-10-15T13:33:13.055Z,2022-10-16T03:14:24Z,3847584025,178,,3844232603,212,53.7,3844232597,56,Center,3844232599,140,96.8,3844232607,1,,3844232595,155,,3844232605,213,6.0,3844232601,141,72.7,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024097,24,52,1,1,37,c5hderjlkcoaze51e5wgvptk,1,3,27.9,2022-10-15T13:33:16.968Z,2022-10-16T03:14:30Z,3846920379,377,,3847584195,178,,,,,,,,,,,,,,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024159,25,1,1,1,39,c5hderjlkcoaze51e5wgvptk,1,8.1,35.1,2022-10-15T13:33:19.053Z,2022-10-16T03:14:44Z,3844232973,141,23.1,3844232981,213,5.3,3844232965,56,Back,3844232991,189,,3844232977,212,9.6,3847584855,178,,3844232969,140,13.0,3844232955,123,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472113331,429,1,1,1,41,c5hderjlkcoaze51e5wgvptk,1,13.1,24.3,2022-10-15T13:33:21.493Z,2022-10-16T03:15:01Z,3844699739,189,,3844699501,212,10.3,3844699497,140,20.4,3844699499,141,14.2,3847585269,178,,3844699495,56,Back,3844699503,213,5.6,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024443,26,1,1,1,47,c5hderjlkcoaze51e5wgvptk,1,33.3,10,2022-10-15T13:33:27.066Z,2022-10-16T03:15:22Z,3844234609,56,Back,3844234619,212,23.9,3844234615,141,43.1,3847585815,178,,3844234611,140,25.7,3844234621,213,1.9,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024417,25,27,1,1,48,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-15T13:33:28.598Z,2022-10-16T03:15:50Z,3844234455,203,,3844234453,201,,3844234783,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472024451,27,27,1,1,48,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-10-15T13:33:28.598Z,2022-10-16T03:15:49Z,3844234669,201,,3844234671,203,,3844234733,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472025779,26,28,1,3,18,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-15T13:34:58.016Z,2022-10-16T03:16:30Z,3844241909,233,28,3844241647,55,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472025821,28,28,1,3,18,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-10-15T13:34:58.016Z,2022-10-16T03:16:29Z,3844241887,233,26,3844241825,55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
