id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2536992467,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-22T12:38:59.168Z,2023-04-22T13:28:42Z,4208122903,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, dodddfi0l5i36vlgbaybhzeqy, acxwc7xxrtyssiy390t859kgl, fr9ac60188vlmtbrcddhxii1, 7e7w34imugzsufvytjxytupd5, 4sd2zs6d5cd4d9n3oo54lglat, 6384gzzxuxs6pvmrn8qx4d7u1, eswxx8pxqyuj7rnpvqawpej1l, aplc9mad75h1k90o3qla9c7l6, b7cso5zljdvzfila9zd4fz4ve, 3es8fg7y59lckypu11i68q6s5, azcv772qzdbz1exafx3od6lt5, 53ozrqkupvt2iyi2xg0swf7px, 8ri0md3tr27a1bn10xmfkgsus, bjhgmcai5irlexe7oa1g0e5sl, d2ykrr75737c8bzlwhjj90vkl, b8if5dg0k9prjik99aiutewh5, 6fwp35py11q0xy2k27hp7y6wa, 4xfqhlmr91ekmt75motqxetjo",4208122913,194,acxwc7xxrtyssiy390t859kgl,4208122907,59,"1, 20, 5, 27, 3, 4, 32, 22, 23, 39, 16, 7, 8, 12, 18, 29, 31, 33, 35, 36",4208325419,197,18171,4208122911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208122915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208122905,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208122909,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536993431,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-04-22T12:39:53.312Z,2023-04-22T13:35:10Z,4208128009,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208128005,59,"1, 18, 3, 6, 4, 20, 9, 8, 33, 7, 22, 2, 11, 16, 17, 21, 24, 28, 29, 30",4208128015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208128011,194,82r0liyptyapc8rfuo32qcqtx,4208128001,30,"clmq1s26z0i3lqr1jqnd5wzit, 4oic5vu1qv89061hflasl3r3d, 6sc9zsev9an853nop6pn6mxg5, 4y167h8sn9cnyrvb097lf8lbd, 8ksi5s9he1uxai3lfcq46grf9, 8gnpf9kwx2n2rqwf1gixc4bth, 9xftmtdsxbuu2itzhi3v1xbdh, 82r0liyptyapc8rfuo32qcqtx, d2pco79bmi3f9x3zahtf9q2mt, f2o5hj0e2k3kw0fj1xzom0cet, ejww8hjcn4y4hlik863vaw3qh, 2earc7j2kp3tveehpnxtv1exh, 2bzdn7cqqonejqmlq85w8z6qd, 11dqnpwlb2clu2v7rnghsrlcl, 3nins3wtqjz9vt8q06s087vth, de3mpa534obonqn4h2v10f6xh, b7fqivvacy7mmarlp180k276d, 4f7gwrfeqm4x3k29jehes6od1, 8vfi7j34a5veeyswn5g5h4tbe, ns0d3voludn8of98yc2e6ehh",4208128007,130,8,4208128003,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208128013,197,8147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031767,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-22T13:30:39.926Z,2023-04-22T13:30:44Z,4208332483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031711,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-04-22T13:30:39.926Z,2023-04-23T03:43:04Z,4208332199,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031757,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,49.8,50.1,2023-04-22T13:30:39.989Z,2023-04-23T04:30:16Z,4208332457,279,S,4208332453,212,27.8,4212099351,178,,4208332445,56,Back,4208332449,140,23.5,4208332455,213,3.0,4208332451,141,54.8,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031837,4,1,1,0,3,eq1oq6y61xnzq88zu0cnw131z,0,23.9,54.9,2023-04-22T13:30:43.614Z,2023-04-23T04:30:56Z,4208332815,212,46.8,4208332805,157,,4208332819,213,6.0,4208332809,140,66.5,4212100143,178,,4208332811,141,34.5,4208332823,1,,4208332807,56,Center,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031885,3,1,1,0,6,a8l3w3n0j99qjlsxj3jnmgkz1,0,34.2,71.8,2023-04-22T13:30:46.820Z,2023-04-23T04:31:02Z,4208333051,141,73.5,4212100293,388,,4208333049,140,39.5,4208333055,213,0.2,4208333045,3,,4208333047,56,Back,4208333053,212,5.7,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031937,5,1,1,0,9,eq1oq6y61xnzq88zu0cnw131z,0,57.1,29.7,2023-04-22T13:30:48.935Z,2023-04-23T04:31:06Z,4208333289,140,64.3,4208333285,3,,4208333295,213,0.5,4208333291,141,36.3,4208333287,56,Center,4212100367,388,,4208333293,212,8.8,,,,4y167h8sn9cnyrvb097lf8lbd,P. Osterhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031919,4,44,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.6,63.8,2023-04-22T13:30:50.710Z,2023-04-23T08:46:04Z,4208333217,285,,4208333339,233,6,4208333215,56,Back,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031943,6,44,1,0,10,eq1oq6y61xnzq88zu0cnw131z,0,65.4,36.2,2023-04-22T13:30:50.711Z,2023-04-23T04:31:10Z,4208333317,286,,4208333315,56,Center,4208333429,233,4,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
