id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/14/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2473055265,3,49,1,0,16,a8d2gb2nag8fy0itbuxmcibh2,1,43.4,31.2,2022-10-16T15:30:42.671Z,2022-10-17T05:32:36Z,,,,,,,,,,,,,,,,,,,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055317,4,1,1,0,17,a8d2gb2nag8fy0itbuxmcibh2,1,43.4,31,2022-10-16T15:30:42.709Z,2022-10-17T05:32:41Z,3849703967,140,46.3,3849703977,213,1.3,3851651389,178,,3849703973,212,10.7,3849703969,141,46.1,3849703965,56,Back,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055367,5,1,1,0,17,a8d2gb2nag8fy0itbuxmcibh2,1,46.3,46.1,2022-10-16T15:30:43.386Z,2022-10-17T05:32:44Z,3849704237,212,17.9,3849704233,140,29.3,3851651419,178,,3849704231,56,Back,3849704239,213,3.1,3849704235,141,47.3,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055451,6,1,1,0,19,a8d2gb2nag8fy0itbuxmcibh2,1,29.1,47.9,2022-10-16T15:30:45.410Z,2022-10-17T05:32:47Z,3849704689,212,20.6,3851651447,178,,3849704685,140,9.5,3849704691,213,3.1,3849704687,141,48.7,3849704681,56,Back,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055473,7,1,1,0,21,a8d2gb2nag8fy0itbuxmcibh2,1,10.8,44.9,2022-10-16T15:30:47.626Z,2022-10-17T05:32:50Z,3849704803,140,22.9,3849704807,212,16.0,3851651467,178,,3849704801,56,Back,3849704809,213,5.6,3849704805,141,30.6,,,,,,,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055503,8,1,1,0,25,a8d2gb2nag8fy0itbuxmcibh2,1,24.1,28.2,2022-10-16T15:30:51.636Z,2022-10-17T05:32:53Z,3849704939,56,Back,3849704949,212,13.6,3849704953,213,5.5,3851651513,178,,3849704947,141,13.5,3849704943,140,32.9,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055519,9,1,1,0,28,a8d2gb2nag8fy0itbuxmcibh2,0,32.9,13.5,2022-10-16T15:30:54.436Z,2022-10-17T05:32:58Z,3849705085,56,Center,3849705089,141,26.7,3849705093,212,42.4,3849705097,213,0.2,3849705083,155,,3849705099,1,,3849705087,140,72.4,3851651585,178,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055567,9,1,1,0,30,dt4pinj0vw0t0cvz7za6mhmzy,1,26.5,74.4,2022-10-16T15:30:56.624Z,2022-10-17T05:33:05Z,3849705357,3,,3849705365,212,10.4,3849705361,140,33.3,3849705359,56,Back,3851651665,388,,3849705363,141,85.6,3849705367,213,0.8,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055573,10,49,1,0,32,dt4pinj0vw0t0cvz7za6mhmzy,1,33.3,85.7,2022-10-16T15:30:58.379Z,2022-10-17T05:33:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473423521,650,43,1,0,32,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-16T15:30:58.519Z,2022-10-17T06:12:59Z,3851688251,178,0,3851688289,144,82,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055579,11,61,1,0,33,dt4pinj0vw0t0cvz7za6mhmzy,0,34.4,85.6,2022-10-16T15:30:58.985Z,2022-10-17T06:13:20Z,3849705409,56,Back,3851651817,178,,,,,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055659,10,1,1,0,33,a8d2gb2nag8fy0itbuxmcibh2,1,62.6,21.2,2022-10-16T15:30:59.126Z,2022-10-17T05:33:21Z,3849705823,140,73.4,3849705821,56,Right,3849705829,212,14.6,3849705825,141,7.7,3849705831,213,5.6,3851651883,178,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055729,11,1,1,0,36,a8d2gb2nag8fy0itbuxmcibh2,1,73.8,7.9,2022-10-16T15:31:02.553Z,2022-10-17T05:33:33Z,3851652041,178,,3849706207,212,23.9,3849706203,140,96.3,3849706205,141,13.5,3849706199,56,Right,3849706209,213,0.2,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055775,12,1,1,0,39,a8d2gb2nag8fy0itbuxmcibh2,1,95.9,13.4,2022-10-16T15:31:05.454Z,2022-10-17T05:33:47Z,3851211723,224,,3849706449,56,Center,3849706453,140,93.3,3849706457,212,23.0,3851652129,178,,3849706441,2,,3849706455,141,47.0,3851211725,20,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,1,3849708703,154,3849706459,213,1.7,3849708701,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2473423729,653,43,1,0,40,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-16T15:31:06.412Z,2022-10-17T06:14:03Z,3851689261,144,82,3851689215,178,0,,,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055821,13,15,1,0,41,a8d2gb2nag8fy0itbuxmcibh2,1,92,46.7,2022-10-16T15:31:07.222Z,2022-10-17T05:33:47Z,3849708751,55,12,3849708765,146,94.5,3849708749,154,,3851652197,178,,3849708373,20,,3849708763,100,,3849706651,22,,3849708759,102,48.0,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,3849708747,29,3849706655,56,Center,3849708391,233,12,3849708745,80,3849708769,230,99.3,3849708771,231,49.1,3849708377,82,3849708767,147,47.1,3849708761,103,19,3849706653,17,,,,,,,,
2473055791,12,10,1,0,41,dt4pinj0vw0t0cvz7za6mhmzy,1,8.4,62.9,2022-10-16T15:31:07.353Z,2022-10-17T05:33:54Z,3849708417,233,13,3849706515,94,,3851652247,178,,3849706517,56,Back,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055837,13,49,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,1,10,36,2022-10-16T15:31:09.905Z,2022-10-17T05:34:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055879,14,1,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,0,11.6,34.6,2022-10-16T15:31:10.010Z,2022-10-17T05:34:16Z,3849706973,155,,3849706977,140,44.9,3849706979,141,20.1,3849706983,213,6.0,3849706985,1,,3851652409,178,,3849706975,56,Back,3849706981,212,36.3,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055955,15,43,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-16T15:31:10.440Z,2022-10-16T15:33:30Z,3849720539,144,5,3849707341,56,Back,3849707345,347,0,,,,,,,,,,,,,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055949,14,1,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,0,56,85.1,2022-10-16T15:31:12.093Z,2022-10-17T05:34:28Z,3849707321,1,,3849707311,56,Left,3849707317,212,2.9,3849707313,140,58.3,3849707315,141,87.5,3851652593,178,,3849707309,157,,3849707319,213,0.6,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055967,16,44,1,0,49,dt4pinj0vw0t0cvz7za6mhmzy,1,41.8,11.8,2022-10-16T15:31:14.955Z,2022-10-17T08:30:52Z,3849707411,285,,3849709113,233,15,3849707409,56,Back,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055979,15,44,1,0,49,a8d2gb2nag8fy0itbuxmcibh2,0,58.2,88.2,2022-10-16T15:31:14.956Z,2022-10-17T05:34:34Z,3849709131,233,16,3849707461,286,,3849707459,56,Left,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055969,17,1,1,0,49,dt4pinj0vw0t0cvz7za6mhmzy,0,41.4,11,2022-10-16T15:31:15.047Z,2022-10-17T08:30:53Z,3851652711,388,,3849707421,140,42.3,3849707427,213,5.7,3849707417,3,,3849707423,141,10.1,3849707425,212,1.1,3849707419,56,Back,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473055989,16,61,1,0,49,a8d2gb2nag8fy0itbuxmcibh2,1,57.8,87.5,2022-10-16T15:31:15.151Z,2022-10-17T05:34:43Z,3851652755,388,,3849707505,56,Left,3851652753,15,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056157,17,5,1,0,51,a8d2gb2nag8fy0itbuxmcibh2,0,61.6,101.5,2022-10-16T15:31:17.387Z,2022-10-17T05:34:50Z,3849708351,347,,3849709747,233,18,3849708349,56,Left,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056089,18,5,1,0,51,dt4pinj0vw0t0cvz7za6mhmzy,1,38.4,-1.5,2022-10-16T15:31:17.387Z,2022-10-17T05:34:51Z,3849708029,347,,3849709719,233,17,3849708025,56,Back,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056179,19,1,1,0,57,dt4pinj0vw0t0cvz7za6mhmzy,1,41.2,0,2022-10-16T15:31:23.146Z,2022-10-17T05:34:56Z,3849708479,140,33.6,3849708483,212,13.7,3849708475,107,,3849708481,141,14.7,3849708477,56,Back,3849708485,213,2.2,,,,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056191,20,1,1,1,0,dt4pinj0vw0t0cvz7za6mhmzy,1,35.4,16.4,2022-10-16T15:31:26.692Z,2022-10-17T05:35:01Z,3849708551,140,32.2,3849708557,213,1.9,3849708553,141,31.8,3849708549,56,Back,3849708555,212,11.0,3851653003,178,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056253,21,1,1,1,3,dt4pinj0vw0t0cvz7za6mhmzy,1,32.2,30.3,2022-10-16T15:31:29.481Z,2022-10-17T05:35:04Z,3849708871,56,Back,3849708877,212,10.0,3849708873,140,37.1,3851653063,178,,3849708875,141,17.7,3849708879,213,5.3,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056273,22,1,1,1,5,dt4pinj0vw0t0cvz7za6mhmzy,1,38.4,16.4,2022-10-16T15:31:31.648Z,2022-10-17T05:35:09Z,3849708977,140,54.3,3851653133,178,,3849708975,56,Right,3849708981,212,18.4,3849708983,213,5.8,3849708979,141,4.9,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056313,23,1,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,1,55.1,6.2,2022-10-16T15:31:34.930Z,2022-10-17T05:35:16Z,3849709235,56,Back,3851653233,178,,3849709239,141,17.4,3849709241,212,15.4,3849709237,140,42.4,3849709243,213,2.6,,,,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056369,24,1,1,1,11,dt4pinj0vw0t0cvz7za6mhmzy,1,43.2,25.8,2022-10-16T15:31:37.429Z,2022-10-17T05:35:22Z,3849709535,213,1.7,3849709527,56,Back,3851653321,178,,3849709531,141,75.4,3849709537,1,,3849709533,212,34.2,3849709529,140,38.1,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056421,25,1,1,1,15,dt4pinj0vw0t0cvz7za6mhmzy,1,37.7,77.9,2022-10-16T15:31:41.124Z,2022-10-17T05:35:28Z,3849709823,140,54.7,3849709827,212,20.2,3849709821,56,Left,3849709829,213,0.5,3851653485,178,,3849709825,141,91.8,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056447,18,43,1,1,16,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-16T15:31:42.231Z,2022-10-16T15:31:48Z,3849710747,144,61,3849709977,56,Center,,,,,,,,,,,,,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056459,26,1,1,1,18,dt4pinj0vw0t0cvz7za6mhmzy,1,56.5,88.6,2022-10-16T15:31:44.203Z,2022-10-17T05:35:39Z,3849710041,141,64.3,3849710043,212,21.0,3849710037,56,Back,3849710045,213,4.0,3851653625,178,,3849710039,140,44.1,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056507,27,1,1,1,20,dt4pinj0vw0t0cvz7za6mhmzy,1,43.3,63.6,2022-10-16T15:31:46.029Z,2022-10-17T05:35:44Z,3849710295,141,42.2,3849710299,213,4.3,3849710291,56,Back,3851653927,178,,3849710297,212,16.3,3849710293,140,36.4,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056639,28,1,1,1,22,dt4pinj0vw0t0cvz7za6mhmzy,1,36.4,42.2,2022-10-16T15:31:47.780Z,2022-10-17T05:35:50Z,3849711061,213,4.9,3849711059,212,18.3,3849711055,140,40.0,3849711057,141,15.9,3849711053,56,Back,3851654075,178,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056669,29,1,1,1,25,dt4pinj0vw0t0cvz7za6mhmzy,1,35.8,21.9,2022-10-16T15:31:50.951Z,2022-10-17T05:35:56Z,3851654199,178,,3849711223,140,19.7,3849711225,141,43.7,3849711231,213,2.4,3849711229,212,22.5,3849711219,56,Back,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056725,30,1,1,1,28,dt4pinj0vw0t0cvz7za6mhmzy,1,20.5,44.3,2022-10-16T15:31:53.853Z,2022-10-17T05:36:02Z,3849711547,140,29.8,3851654323,178,,3849711549,141,76.6,3849711553,213,1.2,3849711551,212,24.0,3849711545,56,Back,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056815,31,1,1,1,33,dt4pinj0vw0t0cvz7za6mhmzy,1,31.4,75.4,2022-10-16T15:31:58.877Z,2022-10-17T05:36:06Z,3849711973,56,Back,3849711977,141,54.8,3851654457,178,,3849711979,212,17.2,3849711981,213,4.1,3849711975,140,21.9,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056869,32,1,1,1,36,dt4pinj0vw0t0cvz7za6mhmzy,1,18.9,51,2022-10-16T15:32:02.182Z,2022-10-17T05:36:17Z,3849712269,213,5.2,3849712251,56,Back,3849712265,212,28.7,3849712255,140,32.1,3851654669,178,,3849712261,141,14.1,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473056929,33,1,1,1,39,dt4pinj0vw0t0cvz7za6mhmzy,1,31.3,14.7,2022-10-16T15:32:05.462Z,2022-10-17T05:36:23Z,3849712599,140,7.3,3849712601,141,45.0,3849712907,1,,3849712603,212,32.6,3851654747,178,,3849712605,213,2.5,3849712597,56,Back,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473057019,34,1,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,7.3,47.5,2022-10-16T15:32:09.344Z,2022-10-17T05:36:30Z,3851654847,178,,3849713041,212,26.6,3849713037,140,8.8,3849713043,213,1.5,3849713035,56,Back,3849713039,141,86.6,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473057071,35,1,1,1,45,dt4pinj0vw0t0cvz7za6mhmzy,0,8.8,86.6,2022-10-16T15:32:11.632Z,2022-10-17T05:36:34Z,3849713289,212,12.7,3849713291,213,0.2,3849713285,140,20.5,3849713283,56,Back,3851654911,178,,3849713287,141,91.2,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
