id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2481966787,7,5,1,0,12,cu0eztmjcsbydyp53aleznorw,0,71.9,-1.5,2022-11-05T17:30:56.917Z,2022-11-06T03:26:00Z,3896722339,347,,3896722981,233,5,3896722337,56,Right,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481966923,6,1,1,0,23,cz4a6wmzx2obyisadhgaccx7b,1,32.8,100,2022-11-05T17:31:07.650Z,2022-11-06T03:26:16Z,3896723025,107,,3896723035,212,10.6,3896723029,56,Back,3896723033,141,87.6,3896723031,140,37.2,3896723037,213,5.2,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481966971,7,1,1,0,25,cz4a6wmzx2obyisadhgaccx7b,1,37.2,87.6,2022-11-05T17:31:10.476Z,2022-11-06T03:26:23Z,3896723297,140,55.1,3896723293,157,,3896723295,56,Left,3896723303,213,0.3,3898000977,178,,3896723301,212,19.5,3896723299,141,95.0,3896723305,1,,at2rbigl1d8bsjw2u6lhfcatx,K. Karaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481966975,8,61,1,0,28,cz4a6wmzx2obyisadhgaccx7b,1,55.1,95,2022-11-05T17:31:12.605Z,2022-11-06T03:26:28Z,3898001065,178,,3896723313,56,Left,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967021,9,1,1,0,29,cz4a6wmzx2obyisadhgaccx7b,0,44.6,93.5,2022-11-05T17:31:13.867Z,2022-11-06T03:26:33Z,3898001155,178,,3896723565,140,56.4,3896723571,213,6.0,3896723569,212,12.8,3896723567,141,88.8,3896723563,56,Left,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481966967,8,61,1,0,29,cu0eztmjcsbydyp53aleznorw,1,47,7.7,2022-11-05T17:31:14.188Z,2022-11-06T03:26:38Z,3896723263,56,Back,3898001259,178,,,,,,,,,,,,,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481966987,9,61,1,0,30,cu0eztmjcsbydyp53aleznorw,1,56.8,17.1,2022-11-05T17:31:15.401Z,2022-11-06T03:26:56Z,3898001511,178,,3896723361,56,Right,,,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967013,10,49,1,0,31,cu0eztmjcsbydyp53aleznorw,1,57.6,28.9,2022-11-05T17:31:16.405Z,2022-11-06T03:27:00Z,,,,,,,,,,,,,,,,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967031,11,1,1,0,32,cu0eztmjcsbydyp53aleznorw,1,58.3,21.9,2022-11-05T17:31:17.499Z,2022-11-06T03:27:05Z,3896723625,212,11.7,3896723623,141,39.1,3896723627,213,1.5,3896723621,140,58.6,3896723619,56,Center,3898001677,178,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967025,10,43,1,0,33,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-11-05T17:31:18.052Z,2022-11-05T17:31:32Z,3896724449,144,61,3896723605,56,Left,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967111,12,1,1,0,34,cu0eztmjcsbydyp53aleznorw,0,60.1,39.5,2022-11-05T17:31:19.327Z,2022-11-06T03:27:09Z,3896724005,56,Center,3896724015,1,,3896724007,140,96.2,3896724013,213,6.0,3896724011,212,39.7,3896724003,155,,3896724009,141,22.2,3898001787,178,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967179,11,52,1,0,53,cz4a6wmzx2obyisadhgaccx7b,1,10.5,58.1,2022-11-05T17:31:38.156Z,2022-11-06T03:27:31Z,3898001869,178,,3897643351,376,,,,,,,,,,,,,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967433,12,1,1,1,2,cz4a6wmzx2obyisadhgaccx7b,0,14.2,51.6,2022-11-05T17:31:47.420Z,2022-11-06T03:27:37Z,3896725467,213,0.0,3896725461,140,71.6,3896725463,141,52.7,3896725465,212,60.3,3896725457,199,,3896725459,56,Center,3896725469,1,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967437,13,44,1,1,6,cu0eztmjcsbydyp53aleznorw,1,32.3,44.1,2022-11-05T17:31:51.157Z,2022-11-06T11:19:03Z,3896725477,56,Back,3896725505,233,13,3896725479,285,,,,,,,,,,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967439,13,44,1,1,6,cz4a6wmzx2obyisadhgaccx7b,0,67.7,55.9,2022-11-05T17:31:51.158Z,2022-11-06T03:27:42Z,3896725485,56,Center,3896725581,233,13,3896725487,286,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967451,14,1,1,1,6,cu0eztmjcsbydyp53aleznorw,0,34.5,39.8,2022-11-05T17:31:51.244Z,2022-11-06T11:19:03Z,3896725535,141,53.8,3896725529,3,,3896725537,212,12.1,3896725531,56,Back,3896725533,140,41.6,3896725539,213,0.9,3898002511,388,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967463,14,44,1,1,8,cz4a6wmzx2obyisadhgaccx7b,1,58.5,41.7,2022-11-05T17:31:52.717Z,2022-11-06T11:19:03Z,3896725593,56,Center,3896725595,286,,3896725699,233,15,,,,,,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967473,15,44,1,1,8,cu0eztmjcsbydyp53aleznorw,0,41.5,58.3,2022-11-05T17:31:52.718Z,2022-11-06T03:27:52Z,3896725635,285,,3896725633,56,Back,3896725767,233,14,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967479,15,1,1,1,8,cz4a6wmzx2obyisadhgaccx7b,0,59.6,41.6,2022-11-05T17:31:52.734Z,2022-11-06T11:19:04Z,3896725665,213,5.5,3896725657,56,Center,3896725661,141,31.9,3898002617,388,,3896725663,212,9.3,3896725655,3,,3896725659,140,65.9,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967501,16,49,1,1,9,cu0eztmjcsbydyp53aleznorw,1,39.4,75.7,2022-11-05T17:31:54.252Z,2022-11-06T03:27:57Z,,,,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967527,17,1,1,1,10,cu0eztmjcsbydyp53aleznorw,1,40.1,77.3,2022-11-05T17:31:55.403Z,2022-11-06T03:28:00Z,3896725877,155,,3896725879,56,Center,3896725885,212,20.5,3896725883,141,60.6,3898002699,178,,3896725887,213,5.7,3896725881,140,56.4,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967571,18,1,1,1,13,cu0eztmjcsbydyp53aleznorw,1,56.4,60.6,2022-11-05T17:31:58.177Z,2022-11-06T03:28:06Z,3896726035,56,Center,3898002799,178,,3896726037,140,55.6,3896726039,141,40.1,3896726043,213,4.7,3896726041,212,14.0,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967589,19,1,1,1,15,cu0eztmjcsbydyp53aleznorw,1,55.1,45.6,2022-11-05T17:31:59.740Z,2022-11-06T03:28:11Z,3896726141,213,5.2,3896726139,212,14.9,3896726137,141,26.4,3896726133,56,Center,3896726135,140,61.9,3898002905,178,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482253995,971,83,1,1,17,cz4a6wmzx2obyisadhgaccx7b,1,37.5,69.5,2022-11-05T17:32:02.431Z,2022-11-06T07:37:18Z,3898283879,399,109203,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967597,20,1,1,1,18,cu0eztmjcsbydyp53aleznorw,1,64.4,24.8,2022-11-05T17:32:02.569Z,2022-11-06T07:37:05Z,3896726185,141,34.2,3896726181,56,Center,3896726187,212,6.5,3898003095,178,,3896726183,140,63.5,3896726189,213,1.7,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967609,21,1,1,1,18,cu0eztmjcsbydyp53aleznorw,1,63.6,34.2,2022-11-05T17:32:03.454Z,2022-11-06T03:28:23Z,3896726259,212,7.9,3898003197,178,,3896726255,141,31.0,3896726265,213,6.0,3896726251,140,70.8,3896726245,56,Center,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967631,22,1,1,1,20,cu0eztmjcsbydyp53aleznorw,0,70.8,32.4,2022-11-05T17:32:04.536Z,2022-11-06T03:28:35Z,3896726375,212,4.1,3896726369,56,Center,3896726371,140,74.5,3896726377,213,5.9,3896726373,141,30.3,3898003545,178,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967645,16,61,1,1,20,cz4a6wmzx2obyisadhgaccx7b,1,34.1,68.3,2022-11-05T17:32:04.689Z,2022-11-06T03:28:53Z,3898004025,178,,3896726433,56,Back,,,,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967669,17,49,1,1,21,cz4a6wmzx2obyisadhgaccx7b,1,29.5,76.8,2022-11-05T17:32:05.978Z,2022-11-06T03:29:01Z,,,,,,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967717,18,1,1,1,21,cz4a6wmzx2obyisadhgaccx7b,1,29.5,76.8,2022-11-05T17:32:06.002Z,2022-11-06T03:29:05Z,3896726859,212,11.4,3896726857,141,80.9,3896726853,56,Back,3896726855,140,40.0,3898004257,178,,3896726861,213,0.2,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482254083,974,43,1,1,22,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-11-05T17:32:07.053Z,2022-11-06T11:09:38Z,3898558887,144,67,3898284301,233,849,,,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482254079,849,43,1,1,22,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-11-05T17:32:07.054Z,2022-11-06T11:09:37Z,3898284309,233,974,3898558861,144,67,,,,,,,,,,,,,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967723,19,4,1,1,22,cz4a6wmzx2obyisadhgaccx7b,1,38.8,79.4,2022-11-05T17:32:07.123Z,2022-11-06T03:29:09Z,3896726903,56,Back,3896726901,13,,3896726907,265,,3896726915,233,23,3896726905,152,,3896726909,286,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967675,23,4,1,1,22,cu0eztmjcsbydyp53aleznorw,0,61.2,20.6,2022-11-05T17:32:07.124Z,2022-11-06T03:29:09Z,3896726643,285,,3896726641,265,,3896726639,152,,3896726943,233,19,3896726637,56,Right,3896726635,13,,3898004337,178,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967881,20,1,1,1,39,cz4a6wmzx2obyisadhgaccx7b,1,37.1,75.6,2022-11-05T17:32:24.098Z,2022-11-06T03:29:17Z,3896727787,152,,3896727785,5,,3896727795,212,14.7,3896727789,56,Back,3896727791,140,31.9,3896727797,213,4.3,3896727793,141,55.5,3898004461,178,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967897,21,1,1,1,41,cz4a6wmzx2obyisadhgaccx7b,1,31.9,55.5,2022-11-05T17:32:26.229Z,2022-11-06T03:29:21Z,3896727899,141,56.4,3896727895,56,Back,3896727901,212,8.4,3896727897,140,39.9,3896727903,213,0.1,3898004521,178,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967933,22,1,1,1,43,cz4a6wmzx2obyisadhgaccx7b,1,36.6,55.7,2022-11-05T17:32:27.820Z,2022-11-06T03:29:32Z,3898004717,178,,3896728127,140,30.3,3896728125,56,Back,3896728133,213,4.5,3896728131,212,27.2,3896728129,141,16.9,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967991,23,1,1,1,46,cz4a6wmzx2obyisadhgaccx7b,0,32.3,10.6,2022-11-05T17:32:31.165Z,2022-11-06T03:29:36Z,3896728319,212,46.7,3896728321,213,0.0,3896728313,56,Right,3898004803,178,,3896728323,1,,3896728311,155,,3896728317,141,10.9,3896728315,140,76.8,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968043,24,1,1,1,49,cu0eztmjcsbydyp53aleznorw,1,21.7,83.6,2022-11-05T17:32:34.098Z,2022-11-06T03:29:42Z,3896728567,56,Back,3898004893,388,,3896728565,3,,3896728575,213,0.1,3896728573,212,19.5,3896728569,140,40.2,3896728571,141,86.0,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968065,25,1,1,1,53,cu0eztmjcsbydyp53aleznorw,1,38.8,86.6,2022-11-05T17:32:37.934Z,2022-11-06T07:38:58Z,3898004967,388,,3896728709,56,Back,3896728707,3,,3896728713,141,80.5,3896728711,140,42.8,3896728717,213,5.5,3896728715,212,5.9,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968077,26,49,1,1,54,cu0eztmjcsbydyp53aleznorw,1,42.8,80.5,2022-11-05T17:32:38.911Z,2022-11-06T03:29:48Z,,,,,,,,,,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968095,27,1,1,1,54,cu0eztmjcsbydyp53aleznorw,0,42.8,80.5,2022-11-05T17:32:39.422Z,2022-11-06T03:29:56Z,3896728849,212,7.9,3898005177,178,,3896728845,140,40.1,3896728851,213,4.3,3896728843,56,Back,3896728847,141,69.6,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968119,24,49,1,1,56,cz4a6wmzx2obyisadhgaccx7b,1,66.7,32.2,2022-11-05T17:32:41.313Z,2022-11-06T03:29:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482254765,864,83,1,1,57,cu0eztmjcsbydyp53aleznorw,1,32,70.3,2022-11-05T17:32:42.112Z,2022-11-06T07:40:23Z,3898287067,399,449918,,,,,,,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481968173,25,1,1,1,57,cz4a6wmzx2obyisadhgaccx7b,1,67.8,31.3,2022-11-05T17:32:42.161Z,2022-11-06T07:39:49Z,3896729209,56,Right,3898005341,178,,3896729213,141,13.1,3896729217,213,5.8,3896729211,140,88.2,3896729215,212,24.7,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
