id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,qualifier/17/value
2448427267,357,44,1,39,37,3dwlvz6cl4lcavvrg0y2dycrt,1,47.3,11.2,2022-08-20T14:13:13.005Z,2022-08-21T06:30:25Z,3718640363,285,,3718640605,233,373,3718640361,56,Back,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427295,373,44,1,39,37,6k5zscdm9ufw0tguvzyjlp5hq,0,52.7,88.8,2022-08-20T14:13:13.006Z,2022-08-21T04:50:51Z,3718640635,233,357,3718640503,56,Left,3718640505,286,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427429,358,1,1,39,37,3dwlvz6cl4lcavvrg0y2dycrt,1,47.3,11,2022-08-20T14:13:13.096Z,2022-08-21T06:30:26Z,3718641155,141,22.5,3718641151,56,Center,3718641159,213,0.7,3718641149,3,,3722113431,388,,3718641153,140,56.0,3718641157,212,12.0,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427435,359,61,1,39,39,3dwlvz6cl4lcavvrg0y2dycrt,0,56.3,22.5,2022-08-20T14:13:14.831Z,2022-08-21T04:51:04Z,3722113539,15,,3718641195,56,Center,3722113541,178,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427387,374,61,1,39,39,6k5zscdm9ufw0tguvzyjlp5hq,1,45,76.3,2022-08-20T14:13:14.952Z,2022-08-21T04:51:25Z,3718640969,56,Back,3722113895,178,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427441,375,43,1,39,42,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T14:13:18.092Z,2022-08-21T00:31:28Z,3721390227,144,49,,,,,,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427609,376,1,1,39,46,6k5zscdm9ufw0tguvzyjlp5hq,1,79.5,69,2022-08-20T14:13:21.785Z,2022-08-21T04:51:31Z,3718642091,140,83.9,3718642099,213,5.0,3718642095,141,44.7,3718642089,56,Center,3722113985,178,,3718642097,212,17.2,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427625,377,61,1,39,47,6k5zscdm9ufw0tguvzyjlp5hq,0,84.6,42.7,2022-08-20T14:13:22.860Z,2022-08-21T04:51:40Z,3722114127,178,,3718642191,56,Center,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427643,378,43,1,39,47,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T14:13:22.972Z,2022-08-20T14:13:25Z,3718642579,144,61,3718642255,56,Center,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448427761,360,49,1,39,52,3dwlvz6cl4lcavvrg0y2dycrt,1,11.1,94.4,2022-08-20T14:13:28.187Z,2022-08-21T04:51:45Z,,,,,,,,,,,,,,,,,,,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428015,361,1,1,39,54,3dwlvz6cl4lcavvrg0y2dycrt,1,8.7,95.2,2022-08-20T14:13:29.872Z,2022-08-21T04:51:51Z,3718644187,213,4.7,3718644183,141,75.4,3722114289,178,,3718644179,56,Back,3718644185,212,13.5,3718644181,140,8.7,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428229,362,1,1,40,0,3dwlvz6cl4lcavvrg0y2dycrt,1,16.9,66.5,2022-08-20T14:13:35.937Z,2022-08-21T04:51:55Z,3718645355,141,29.2,3718645359,212,26.0,3718645351,56,Back,3718645353,140,11.3,3718645363,213,4.5,3722114349,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428343,363,1,1,40,7,3dwlvz6cl4lcavvrg0y2dycrt,1,32.2,26.2,2022-08-20T14:13:42.405Z,2022-08-21T04:52:01Z,3718645975,141,3.4,3722114447,178,,3718645971,56,Back,3718645979,213,5.4,3718645977,212,20.4,3718645973,140,44.9,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428417,364,1,1,40,11,3dwlvz6cl4lcavvrg0y2dycrt,0,64.5,8.2,2022-08-20T14:13:46.334Z,2022-08-21T04:52:05Z,3718646371,56,Right,3718646375,141,11.3,3718646381,213,0.1,3722114529,178,,3718646373,140,86.1,3718646377,212,22.8,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428497,379,12,1,40,13,6k5zscdm9ufw0tguvzyjlp5hq,1,20.8,92.3,2022-08-20T14:13:48.493Z,2022-08-21T04:52:09Z,3718646879,56,Back,3718646889,213,1.3,3718646885,141,100.0,3722114601,178,,3718646883,140,22.2,3718646993,167,,3718646887,212,6.1,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428691,365,5,1,40,14,3dwlvz6cl4lcavvrg0y2dycrt,1,81,-1.2,2022-08-20T14:13:49.492Z,2022-08-21T04:52:13Z,3718647927,347,,3718647925,56,Right,3718647951,233,380,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428507,380,5,1,40,14,6k5zscdm9ufw0tguvzyjlp5hq,0,19,101.2,2022-08-20T14:13:49.492Z,2022-08-21T04:52:13Z,3718647967,233,365,3718646937,347,,3718646935,56,Back,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448428913,366,1,1,40,22,3dwlvz6cl4lcavvrg0y2dycrt,1,81.7,0,2022-08-20T14:13:57.276Z,2022-08-21T04:52:17Z,3718649063,140,66.8,3718649067,141,5.5,3718649071,212,16.2,3718649057,107,,3718649059,56,Right,3718649073,213,2.9,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429055,367,1,1,40,28,3dwlvz6cl4lcavvrg0y2dycrt,1,71.4,10.1,2022-08-20T14:14:03.400Z,2022-08-21T04:52:20Z,3718649831,213,1.9,3718649817,141,48.4,3718649813,56,Center,3722114779,178,,3718649823,212,27.4,3718649815,140,63.3,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429167,368,1,1,40,31,3dwlvz6cl4lcavvrg0y2dycrt,0,64.4,48.7,2022-08-20T14:14:06.684Z,2022-08-21T04:52:26Z,3722114887,178,,3718650527,140,89.0,3718650523,155,,3718650533,213,5.9,3718650525,56,Center,3718650529,141,34.6,3718650531,212,27.6,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429183,369,44,1,40,33,3dwlvz6cl4lcavvrg0y2dycrt,1,90,33.2,2022-08-20T14:14:08.648Z,2022-08-21T06:30:26Z,3718650621,56,Center,3718650623,286,,3718652223,233,381,,,,,,,,,,,,,,,,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429141,381,44,1,40,33,6k5zscdm9ufw0tguvzyjlp5hq,0,10,66.8,2022-08-20T14:14:08.649Z,2022-08-21T04:52:34Z,3718652141,233,369,3718650383,56,Back,3718650385,285,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429317,370,1,1,40,33,3dwlvz6cl4lcavvrg0y2dycrt,1,89.6,35.5,2022-08-20T14:14:08.745Z,2022-08-21T06:30:27Z,3722115149,388,,3718693867,154,,3718651345,56,Center,3718695599,156,,3718651361,212,7.7,3718651339,3,,3718651357,141,42.9,3718651365,213,2.4,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,3718693865,210,15,3718651351,140,1,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,
2448429177,382,43,1,40,33,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T14:14:09.020Z,2022-08-20T14:58:28Z,3718650641,15,0,3718650575,56,Back,3718650579,141,59.7,3718650581,212,10.7,3718650577,140,18.4,3718650583,213,5.7,3719040147,144,12,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429323,371,15,1,40,35,3dwlvz6cl4lcavvrg0y2dycrt,1,85.3,43.7,2022-08-20T14:14:10.825Z,2022-08-21T04:52:48Z,3718693885,55,370,3718654017,146,88.2,3718654009,103,19,3718693881,29,,3718654007,102,50.8,3718651411,17,,3722115221,178,,3718693883,154,,3havaatbnk8p6gc9srgajc25l,C. Führich,3718651413,56,Center,3718652511,233,,3718654025,231,48.7,3718654005,78,3718654023,230,99.5,3718652399,20,,383,,3718652405,82,3718651409,22,3718654021,147,,,,,,,,45.1,,
2448429269,383,10,1,40,35,6k5zscdm9ufw0tguvzyjlp5hq,1,11.8,53.3,2022-08-20T14:14:10.983Z,2022-08-21T04:52:55Z,3718651063,94,,3718651065,56,Back,3722115313,178,,3718652603,233,371,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429361,372,6,1,40,37,3dwlvz6cl4lcavvrg0y2dycrt,1,87.3,43.4,2022-08-20T14:14:12.759Z,2022-08-21T04:52:57Z,3718651627,73,,3718651625,56,Center,3718651741,233,384,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448429309,384,6,1,40,37,6k5zscdm9ufw0tguvzyjlp5hq,0,12.7,56.6,2022-08-20T14:14:12.759Z,2022-08-21T04:52:58Z,3718651799,233,372,3718651299,56,Back,3718651301,73,,,,,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448430229,373,1,1,41,2,3dwlvz6cl4lcavvrg0y2dycrt,0,99.5,99.5,2022-08-20T14:14:37.704Z,2022-08-21T04:53:06Z,3722115515,178,,3718656413,1,,3718656409,213,4.5,3718656405,141,53.1,3718656395,6,,3718656399,224,,3718656397,155,,3718656393,2,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,3718656401,56,Center,3721444037,72,,3718656403,140,92.5,3718656407,212,,,,,,,,32.4,,,,,,,,,,,,,,,,
2448430245,385,4,1,41,3,6k5zscdm9ufw0tguvzyjlp5hq,1,8.8,50.2,2022-08-20T14:14:38.329Z,2022-08-21T04:53:19Z,3718697551,233,375,3718661247,294,,3718656473,285,,3718661245,13,,3718656471,56,Back,3718661249,152,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448430353,375,4,1,41,3,3dwlvz6cl4lcavvrg0y2dycrt,0,91.2,49.8,2022-08-20T14:14:38.330Z,2022-08-21T04:53:19Z,3718663955,152,,3718663951,13,,3718697585,233,385,3718657047,56,Center,3718663957,286,,3718663953,294,,3722115675,178,,,,,33hs47yxefec8e9ntgqgr49n9,S. Kalajdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448430339,374,43,1,41,5,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-20T14:14:40.515Z,2022-08-20T14:17:37Z,3718656941,56,Center,3718657095,233,385,3718656943,286,0,3718688633,144,44,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448430299,386,43,1,41,7,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T14:14:42.812Z,2022-08-20T14:14:53Z,3718658611,144,63,3718656751,56,Back,3718656749,182,0,3718656747,178,0,3718656745,173,0,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448430315,387,43,1,41,7,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-20T14:14:43.196Z,2022-08-20T14:14:55Z,3718656829,73,0,3718656827,56,Back,3718658967,144,6,,,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448431777,388,1,1,41,47,6k5zscdm9ufw0tguvzyjlp5hq,1,15.4,43.5,2022-08-20T14:15:22.251Z,2022-08-21T04:53:33Z,3718664553,140,74.8,3718664547,157,,3721454541,189,,3718810293,5,,3718664559,212,62.6,3722115881,178,,3718664555,141,35.3,3718664561,213,6.2,920yurg08gqayxwc80q9f8ixh,M. Flekken,3718664549,56,Center,3718664563,1,,3718810301,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448431883,389,1,1,41,49,6k5zscdm9ufw0tguvzyjlp5hq,0,73.2,36.7,2022-08-20T14:15:24.874Z,2022-08-21T04:53:43Z,3718665177,56,Center,3721457067,168,,3718665183,212,7.8,3722116051,388,,3718665175,3,,3718665179,140,80.6,3718665185,213,6.2,3718665181,141,36.3,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448431807,376,1,1,41,51,3dwlvz6cl4lcavvrg0y2dycrt,0,18.8,63.9,2022-08-20T14:15:26.294Z,2022-08-21T04:53:55Z,3718664737,213,5.8,3718664727,140,25.9,3718664735,212,8.2,3722116281,388,,3718664731,141,58.8,3718664725,56,Back,3718664721,3,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448943761,746,44,1,41,52,6k5zscdm9ufw0tguvzyjlp5hq,1,74.1,40.3,2022-08-20T14:15:27.696Z,2022-08-21T06:30:27Z,3721684661,233,955,3721464395,56,Center,3721464397,286,,,,,,,,,,,,,,,,,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448943397,955,44,1,41,52,3dwlvz6cl4lcavvrg0y2dycrt,0,25.9,59.7,2022-08-20T14:15:27.697Z,2022-08-21T04:54:00Z,3721684667,233,746,3721462263,56,Back,3721462265,285,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448943843,747,1,1,41,52,6k5zscdm9ufw0tguvzyjlp5hq,0,74.1,40.3,2022-08-20T14:15:27.715Z,2022-08-21T06:30:27Z,3721464835,3,,3721464839,140,89.2,3721464843,212,18.5,3721464837,56,Center,3722116393,388,,3721464845,213,0.5,3721464841,141,54.2,,,,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448431891,377,52,1,41,54,3dwlvz6cl4lcavvrg0y2dycrt,1,10.1,44.1,2022-08-20T14:15:30.187Z,2022-08-21T04:54:10Z,3721465241,377,,3722116463,178,,,,,,,,,,,,,,,,,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432057,378,1,1,41,55,3dwlvz6cl4lcavvrg0y2dycrt,1,15,39.4,2022-08-20T14:15:31.161Z,2022-08-21T04:54:21Z,3718666077,140,29.3,3718666073,56,Back,3718666071,123,,3718666085,212,15.8,3722116583,178,,3718666089,213,0.3,3718666081,141,46.4,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432323,379,1,1,42,0,3dwlvz6cl4lcavvrg0y2dycrt,1,50.4,29.1,2022-08-20T14:15:36.006Z,2022-08-21T04:54:27Z,3718667421,140,69.5,3718667425,212,25.1,3718667419,56,Right,3722116669,178,,3718667423,141,6.9,3718667427,213,5.6,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432407,380,1,1,42,8,3dwlvz6cl4lcavvrg0y2dycrt,0,91.5,23.3,2022-08-20T14:15:43.787Z,2022-08-21T04:54:42Z,3718667937,213,1.6,3718667933,141,44.5,3722116895,178,,3718667927,140,90.7,3718667935,212,14.4,3718667925,56,Center,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432519,390,12,1,42,9,6k5zscdm9ufw0tguvzyjlp5hq,1,11,54.4,2022-08-20T14:15:44.916Z,2022-08-21T04:55:06Z,3718668507,213,0.2,3718668503,141,57.7,3718668497,56,Back,3722117225,178,,3718668499,140,20.4,3718668505,212,10.1,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432533,381,44,1,42,12,3dwlvz6cl4lcavvrg0y2dycrt,1,81,42,2022-08-20T14:15:47.749Z,2022-08-21T06:30:28Z,3718668599,233,391,3718668557,56,Center,3718668559,286,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432529,391,44,1,42,12,6k5zscdm9ufw0tguvzyjlp5hq,0,19,58,2022-08-20T14:15:47.750Z,2022-08-21T04:55:14Z,3718668555,285,,3718668553,56,Back,3718668657,233,381,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432553,382,1,1,42,12,3dwlvz6cl4lcavvrg0y2dycrt,0,80.8,41.9,2022-08-20T14:15:47.775Z,2022-08-21T06:30:28Z,3718668681,141,71.1,3718668685,213,1.7,3718668679,140,77.4,3718668675,3,,3722117435,388,,3718668683,212,20.2,3718668677,56,Center,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432635,392,61,1,42,14,6k5zscdm9ufw0tguvzyjlp5hq,1,23.1,27.9,2022-08-20T14:15:49.796Z,2022-08-21T04:55:29Z,3722117503,178,,3718694735,238,,3718669111,56,Back,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434275,383,5,1,42,16,3dwlvz6cl4lcavvrg0y2dycrt,1,70.6,101.4,2022-08-20T14:15:51.989Z,2022-08-21T04:55:33Z,3718696551,233,393,3718677899,56,Left,3718677901,347,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448432643,393,5,1,42,16,6k5zscdm9ufw0tguvzyjlp5hq,0,29.4,-1.4,2022-08-20T14:15:51.989Z,2022-08-21T04:55:33Z,3718696591,233,383,3718669159,56,Back,3718669161,347,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434301,384,1,1,42,54,3dwlvz6cl4lcavvrg0y2dycrt,0,55.4,100,2022-08-20T14:16:29.861Z,2022-08-21T04:55:41Z,3718678033,56,Left,3718678037,141,89.8,3718678115,238,,3718678041,213,5.5,3718678031,107,,3718678039,212,11.9,3718678035,140,63.7,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434115,394,49,1,42,57,6k5zscdm9ufw0tguvzyjlp5hq,1,32,13.7,2022-08-20T14:16:32.669Z,2022-08-21T04:55:46Z,,,,,,,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434677,395,1,1,42,59,6k5zscdm9ufw0tguvzyjlp5hq,1,31.9,14.5,2022-08-20T14:16:35.237Z,2022-08-21T04:55:52Z,3718680139,56,Back,3718680143,141,44.7,3718680147,212,30.8,3722117787,178,,3718680141,140,10.0,3718680149,213,2.4,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434863,396,2,1,43,17,6k5zscdm9ufw0tguvzyjlp5hq,1,22.4,30.3,2022-08-20T14:16:52.332Z,2022-08-21T04:55:59Z,3718681099,141,43.5,3718681091,1,,3722117915,178,,3718681089,7,dglkt5h4m18p1qcj2uhqymvv9,3718681097,140,69.8,3718681093,56,Center,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434891,386,55,1,43,17,3dwlvz6cl4lcavvrg0y2dycrt,1,31.8,54.4,2022-08-20T14:16:52.333Z,2022-08-21T04:55:59Z,3718713909,189,,,,,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448434853,385,43,1,43,20,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-20T14:16:55.665Z,2022-08-20T14:17:00Z,3718681059,285,0,3718681563,144,44,3718681057,56,Back,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435167,387,1,1,43,28,3dwlvz6cl4lcavvrg0y2dycrt,1,31.6,59.4,2022-08-20T14:17:03.495Z,2022-08-21T04:56:19Z,3718682687,212,15.8,3718682683,140,28.5,3718682677,5,,3718682681,56,Back,3718682689,213,4.5,3718682685,141,36.7,3718682679,241,,3722118205,178,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435249,388,1,1,43,31,3dwlvz6cl4lcavvrg0y2dycrt,1,28.6,32.2,2022-08-20T14:17:06.261Z,2022-08-21T04:56:54Z,3718683053,140,45.0,3718683057,141,5.6,3718683061,213,5.5,3722118625,178,,3718683059,212,25.0,3718683049,56,Back,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435325,389,1,1,43,34,3dwlvz6cl4lcavvrg0y2dycrt,1,45,5.6,2022-08-20T14:17:09.272Z,2022-08-21T04:57:00Z,3718683457,141,21.1,3718683453,56,Back,3722118715,178,,3718683461,213,2.4,3718683455,140,34.0,3718683459,212,15.6,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435527,390,1,1,43,37,3dwlvz6cl4lcavvrg0y2dycrt,1,33.1,22.3,2022-08-20T14:17:12.477Z,2022-08-21T04:57:08Z,3718684577,212,37.7,3722118819,178,,3718684573,140,34.0,3718684575,141,77.7,3718684579,213,1.5,3718684571,56,Back,3718684581,1,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435669,391,1,1,43,43,3dwlvz6cl4lcavvrg0y2dycrt,1,50.7,75.9,2022-08-20T14:17:18.632Z,2022-08-21T04:57:12Z,3718685339,141,69.3,3718685343,213,5.8,3718685329,56,Center,3718685333,140,58.1,3722118879,178,,3718685341,212,9.0,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435727,392,1,1,43,45,3dwlvz6cl4lcavvrg0y2dycrt,1,55.3,61.4,2022-08-20T14:17:20.913Z,2022-08-21T04:57:18Z,3718685667,213,3.8,3718685663,141,47.8,3722118929,178,,3718685659,56,Back,3718685665,212,14.7,3718685661,140,44.4,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435785,393,1,1,43,48,3dwlvz6cl4lcavvrg0y2dycrt,1,43.4,38.4,2022-08-20T14:17:24.143Z,2022-08-21T04:57:22Z,3718685941,141,19.6,3718685945,213,5.5,3722118963,178,,3718685937,56,Right,3718685943,212,18.2,3718685939,140,55.8,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435875,394,1,1,43,51,3dwlvz6cl4lcavvrg0y2dycrt,0,55.4,21.3,2022-08-20T14:17:26.329Z,2022-08-21T04:57:32Z,3718686371,212,25.5,3718686367,140,75.1,3718686369,141,0.0,3718686365,56,Right,3722119093,178,,3718686373,213,5.7,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448435881,395,5,1,43,52,3dwlvz6cl4lcavvrg0y2dycrt,0,74.2,-1.6,2022-08-20T14:17:27.967Z,2022-08-21T04:58:02Z,3718686409,56,Right,3718686411,347,,3718693203,233,398,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
