id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/12/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2468757785,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-08T12:35:05.016Z,2022-10-08T14:01:22Z,3826805173,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3827108297,197,16596,3826805177,130,21,3826805175,59,"40, 2, 22, 8, 23, 6, 16, 13, 7, 24, 9, 3, 10, 14, 20, 21, 25, 26, 32",3826805171,30,"840353qq4b6ufh0hhm9o0n45x, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, 8ls8npa774mbrxje10ff46sb9, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, 4zrut521fzw9fddqt74pnl756, 4kolmisdpprx0wrahisadl5n9, 48xfkorlx0hu677np4669wbth, 9bzlvn0twr2b5z30k30gugw5x, avk9yje6h4nndg3cufnbu2imt, egmcpa7j5clzga5m0zvg2f105, 3er9krmf0k6dhv6f9ltztfend, aybzlrbkvnobkazjsmox975jp, d8h5ge9ust20o7us968acnsnp, 3abavmbqh6vt0xgcx6zo4mgru, 19i0qsgzkuzg3b19zogzh7o16, 3uj9aygyfvo2sm844e72oeesq, 89hc9e27swp796vy7yvylg3x1",3826892539,194,tedxo29s8xx0a71z6sidw7v9,3826805181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826805179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468771909,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-08T12:51:15.705Z,2022-10-08T13:30:04Z,3827013535,197,11884,3826893439,194,acxwc7xxrtyssiy390t859kgl,3826875541,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826875539,130,5,3826875537,59,"1, 20, 6, 22, 4, 5, 39, 31, 33, 27, 16, 2, 3, 7, 10, 12, 14, 29, 36, 40",3826875535,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826875543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826875533,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, 6384gzzxuxs6pvmrn8qx4d7u1, 7e7w34imugzsufvytjxytupd5, dodddfi0l5i36vlgbaybhzeqy, aplc9mad75h1k90o3qla9c7l6, d2ykrr75737c8bzlwhjj90vkl, b8if5dg0k9prjik99aiutewh5, acxwc7xxrtyssiy390t859kgl, b7cso5zljdvzfila9zd4fz4ve, 2mwe6l0eu1tisri3eu26fx8x6, fr9ac60188vlmtbrcddhxii1, 3es8fg7y59lckypu11i68q6s5, embn1jhcly07i6pjcvcdiavo5, 53ozrqkupvt2iyi2xg0swf7px, ec04djw7dspowrm7h7wr6e5ed, bjhgmcai5irlexe7oa1g0e5sl, 4xfqhlmr91ekmt75motqxetjo, 2dxsntw3djezptdjqzu0oxi7e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798269,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-08T13:30:45.003Z,2022-10-09T03:54:11Z,3827016485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798155,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-08T13:30:45.003Z,2022-10-08T13:30:45Z,3827015919,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468869865,350,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,49.7,50.4,2022-10-08T13:30:45.108Z,2022-10-09T04:20:50Z,3827385943,212,23.9,3827385937,140,27.6,3827385945,213,2.9,3830383493,178,,3827385947,279,S,3827385933,56,Back,3827385939,141,59.0,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468870075,351,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,1,29.6,59.9,2022-10-08T13:30:47.866Z,2022-10-09T04:21:02Z,3827387099,141,82.9,3827387107,1,,3827387105,213,0.4,3830383803,178,,3827387101,212,43.9,3827387095,56,Left,3827387097,140,68.7,3827387093,157,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468870089,352,61,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,68.7,82.9,2022-10-08T13:30:51.167Z,2022-10-09T04:21:36Z,3830384491,21,,3827387173,56,Left,3830384493,178,,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798293,3,5,1,0,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.4,-1.2,2022-10-08T13:30:53.190Z,2022-10-09T04:21:56Z,3827016571,347,,3827391709,233,4,3827016569,56,Back,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798365,4,5,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,0,72.6,101.2,2022-10-08T13:30:53.190Z,2022-10-09T04:21:56Z,3827391807,233,3,3827016945,56,Left,3827016947,347,,,,,,,,,,,,,,,,,840353qq4b6ufh0hhm9o0n45x,T. Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468798313,4,1,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,26.4,0,2022-10-08T13:30:55.670Z,2022-10-09T04:22:18Z,3827016689,140,13.3,3827016691,141,7.1,3827016693,212,14.9,3827016695,213,2.7,3827016687,56,Back,3827016685,107,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
