id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2537031647,4,1,1,0,7,cu0eztmjcsbydyp53aleznorw,0,16.9,74.2,2023-04-22T13:30:26.289Z,2023-04-23T04:56:35Z,4208331881,1,,4208331869,157,,4208331873,140,76.0,4208331875,141,12.9,4208331877,212,74.8,4208331871,56,Right,4208331879,213,5.7,4212121997,178,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031703,6,1,1,0,17,f0w62l8zql3tukxsy8fqwp72x,1,33.9,85.7,2023-04-22T13:30:36.199Z,2023-04-23T04:56:43Z,4208332171,140,41.9,4212122073,178,,4208332177,213,0.2,4208332175,212,8.6,4208332173,141,88.7,4208332169,56,Back,,,,,,,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031727,7,1,1,0,19,f0w62l8zql3tukxsy8fqwp72x,1,40.1,92,2023-04-22T13:30:38.667Z,2023-04-23T04:57:35Z,4208332303,213,3.7,4208332299,141,73.5,4208332301,212,23.8,4212122925,178,,4208332297,140,20.9,4208332295,56,Back,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031785,8,1,1,0,22,f0w62l8zql3tukxsy8fqwp72x,1,21.3,73.3,2023-04-22T13:30:41.134Z,2023-04-23T04:57:42Z,4208332593,212,19.2,4208332589,140,10.3,4208332595,213,4.1,4208332587,56,Back,4208332591,141,50.7,4212123067,178,,,,,,,,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031865,9,1,1,0,25,f0w62l8zql3tukxsy8fqwp72x,0,13.5,46.9,2023-04-22T13:30:44.473Z,2023-04-23T04:57:47Z,4208332959,1,,4208332947,56,Right,4208332951,140,56.1,4208332941,155,,4212123117,178,,4208332957,213,5.9,4208332953,141,19.7,4208332955,212,48.4,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031917,5,1,1,0,28,cu0eztmjcsbydyp53aleznorw,0,42.9,77.1,2023-04-22T13:30:47.746Z,2023-04-23T04:57:51Z,4208333205,56,Back,4208333203,3,,4208333209,141,100.0,4212123189,388,,4208333213,213,2.0,4208333207,140,35.8,4208333211,212,18.3,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031921,6,5,1,0,32,cu0eztmjcsbydyp53aleznorw,0,38,101.3,2023-04-22T13:30:51.317Z,2023-04-23T04:57:54Z,4208333219,56,Back,4208333221,347,,4208333687,233,10,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032009,10,5,1,0,32,f0w62l8zql3tukxsy8fqwp72x,1,62,-1.3,2023-04-22T13:30:51.317Z,2023-04-23T04:57:54Z,4208333661,233,6,4208333631,56,Right,4208333633,347,,,,,,,,,,,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032037,11,1,1,0,36,f0w62l8zql3tukxsy8fqwp72x,1,59.2,0,2023-04-22T13:30:54.844Z,2023-04-23T04:57:59Z,4208333779,213,2.9,4208333785,189,,4208333771,56,Back,4208333777,212,12.4,4208333773,140,47.7,4208333775,141,3.1,4208333769,107,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032089,12,1,1,0,38,f0w62l8zql3tukxsy8fqwp72x,1,47.4,4.1,2023-04-22T13:30:57.392Z,2023-04-23T04:58:03Z,4208334033,56,Back,4208334035,140,41.6,4208334037,141,24.7,4208334039,212,15.3,4208334041,213,2.0,4212123381,178,,4208334065,189,,,,,7wm8whndx19gcpqxtw9safljp,P. Pekarík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032127,13,1,1,0,43,f0w62l8zql3tukxsy8fqwp72x,1,30.8,33.9,2023-04-22T13:31:02.270Z,2023-04-23T04:58:08Z,4208334217,212,15.1,4208334215,141,46.7,4208334213,140,19.0,4208334219,213,2.5,4212123485,178,,4208334211,56,Back,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032153,14,1,1,0,45,f0w62l8zql3tukxsy8fqwp72x,1,19,46.7,2023-04-22T13:31:04.015Z,2023-04-23T04:58:12Z,4212123553,178,,4208334329,212,31.3,4208334323,141,5.2,4208334313,56,Back,4208334319,140,31.8,4208334331,213,5.2,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032225,15,1,1,0,48,f0w62l8zql3tukxsy8fqwp72x,1,32.2,5,2023-04-22T13:31:07.465Z,2023-04-23T04:58:16Z,4212123637,178,,4208334661,140,43.0,4208334659,56,Back,4208334665,212,12.6,4208334663,141,13.2,4208334667,213,0.5,,,,,,,7wm8whndx19gcpqxtw9safljp,P. Pekarík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032231,16,1,1,0,50,f0w62l8zql3tukxsy8fqwp72x,0,43,13.2,2023-04-22T13:31:09.061Z,2023-04-23T04:58:20Z,4208334703,212,19.4,4208334709,213,6.2,4212123701,178,,4208334699,141,9.7,4208334695,140,61.3,4208334691,56,Right,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032219,7,49,1,0,51,cu0eztmjcsbydyp53aleznorw,1,35.4,86.9,2023-04-22T13:31:10.358Z,2023-04-23T04:59:04Z,,,,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032313,8,1,1,0,53,cu0eztmjcsbydyp53aleznorw,1,37.1,84.1,2023-04-22T13:31:12.330Z,2023-04-23T04:59:08Z,4208335141,213,4.5,4208335139,212,36.0,4208335135,140,29.4,4212124301,178,,4208335133,56,Back,4208335143,1,,4208335137,141,32.5,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032357,9,1,1,0,55,cu0eztmjcsbydyp53aleznorw,1,29.5,48,2023-04-22T13:31:14.328Z,2023-04-23T04:59:18Z,4208335313,56,Back,4208335315,140,30.8,4208335317,141,67.4,4212124429,178,,4208335321,213,1.5,4208335319,212,13.3,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032403,10,1,1,0,58,cu0eztmjcsbydyp53aleznorw,1,30,58.4,2023-04-22T13:31:17.616Z,2023-04-23T04:59:21Z,4208335507,141,33.3,4212124479,178,,4208335511,213,4.6,4208335505,140,28.9,4208335503,56,Back,4208335509,212,17.1,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032443,11,1,1,1,2,cu0eztmjcsbydyp53aleznorw,1,28.7,33.4,2023-04-22T13:31:20.920Z,2023-04-23T04:59:26Z,4208335697,56,Back,4208335705,213,1.5,4208335703,212,37.2,4208335707,1,,4208335701,141,88.1,4212124559,178,,4208335699,140,29.7,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032489,12,1,1,1,5,cu0eztmjcsbydyp53aleznorw,1,29.7,88.4,2023-04-22T13:31:24.396Z,2023-04-23T04:59:29Z,4212124637,178,,4208335951,155,,4208335961,213,0.1,4208335959,212,37.0,4208335957,141,91.8,4208335963,1,,4208335955,140,64.9,4208335953,56,Left,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032501,13,1,1,1,7,cu0eztmjcsbydyp53aleznorw,0,65.2,92.7,2023-04-22T13:31:26.775Z,2023-04-23T04:59:40Z,4208336009,56,Center,4208336017,213,4.6,4208336015,212,10.4,4208336013,141,77.5,4212124765,178,,4208336011,140,64.0,4208336007,3,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032519,17,49,1,1,9,f0w62l8zql3tukxsy8fqwp72x,1,31.9,19.1,2023-04-22T13:31:27.985Z,2023-04-23T05:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032541,18,1,1,1,10,f0w62l8zql3tukxsy8fqwp72x,1,30.2,18.8,2023-04-22T13:31:29.026Z,2023-04-23T05:00:08Z,4208336219,212,7.1,4208336221,213,5.5,4208336213,56,Back,4208336215,140,35.2,4212125199,178,,4208336217,141,11.7,,,,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032623,19,1,1,1,12,f0w62l8zql3tukxsy8fqwp72x,1,39.9,10.6,2023-04-22T13:31:31.137Z,2023-04-23T05:00:12Z,4212125225,178,,4208336565,213,6.3,4208336555,140,52.3,4208336551,56,Right,4208336559,141,10.4,4208336561,212,13.0,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032701,20,1,1,1,16,f0w62l8zql3tukxsy8fqwp72x,1,52.6,34.7,2023-04-22T13:31:35.325Z,2023-04-23T05:00:16Z,4208336931,141,75.2,4208336939,213,1.7,4208336927,140,49.0,4212125275,178,,4208336925,56,Back,4208336935,212,27.8,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032739,21,1,1,1,21,f0w62l8zql3tukxsy8fqwp72x,1,60.7,78.4,2023-04-22T13:31:40Z,2023-04-23T05:00:19Z,4208337103,141,90.9,4208337105,212,13.5,4208337099,56,Left,4212125327,178,,4208337107,213,0.7,4208337101,140,70.7,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032795,22,1,1,1,23,f0w62l8zql3tukxsy8fqwp72x,1,66.8,88.3,2023-04-22T13:31:42.743Z,2023-04-23T05:00:22Z,4208337365,140,63.8,4208337371,213,4.4,4208337363,56,Center,4208337369,212,9.2,4212125355,178,,4208337367,141,75.6,,,,,,,bytrobr8rfp9zwbxzopr4vgno,D. Scherhant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032803,23,1,1,1,25,f0w62l8zql3tukxsy8fqwp72x,0,63.5,76.7,2023-04-22T13:31:44.206Z,2023-04-23T05:00:29Z,4212125417,178,,4208337401,140,72.6,4208337407,213,1.0,4208337403,141,100.0,4208337405,212,19.1,4208337399,56,Left,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032927,14,5,1,1,27,cu0eztmjcsbydyp53aleznorw,1,28.1,-1.5,2023-04-22T13:31:46.178Z,2023-04-23T05:00:33Z,4208337981,56,Back,4208337983,347,,4208337989,233,24,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032809,24,5,1,1,27,f0w62l8zql3tukxsy8fqwp72x,0,71.9,101.5,2023-04-22T13:31:46.178Z,2023-04-23T05:00:33Z,4208338011,233,14,4208337427,347,,4208337423,56,Left,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033027,15,1,1,1,36,cu0eztmjcsbydyp53aleznorw,1,27.6,0,2023-04-22T13:31:55.641Z,2023-04-23T05:00:39Z,4208338519,56,Back,4208338521,140,34.0,4208338527,213,1.1,4208338517,107,,4208338525,212,16.2,4208338523,141,20.0,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033041,16,1,1,1,38,cu0eztmjcsbydyp53aleznorw,0,33.5,18.2,2023-04-22T13:31:57.105Z,2023-04-23T05:00:45Z,4208338625,212,34.5,4208338623,141,25.2,4208338627,213,0.1,4212125597,178,,4208338617,155,,4208338619,56,Center,4208338621,140,66.0,4208338631,1,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033097,25,12,1,1,42,f0w62l8zql3tukxsy8fqwp72x,1,32.6,84.4,2023-04-22T13:32:01.544Z,2023-04-23T05:00:50Z,4208338907,212,11.9,4208338903,140,35.2,4208338905,141,100.0,4208338909,213,1.3,4208339003,167,,4212125657,178,,4208338901,56,Back,,,,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033249,17,5,1,1,45,cu0eztmjcsbydyp53aleznorw,1,63.4,-1.6,2023-04-22T13:32:04.505Z,2023-04-23T05:00:53Z,4208339593,347,,4208339623,233,26,4208339591,56,Right,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033109,26,5,1,1,45,f0w62l8zql3tukxsy8fqwp72x,0,36.6,101.6,2023-04-22T13:32:04.505Z,2023-04-23T05:00:53Z,4208338971,347,,4208338969,56,Back,4208339655,233,17,,,,,,,,,,,,,,,,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033373,18,1,1,1,55,cu0eztmjcsbydyp53aleznorw,1,65.4,0,2023-04-22T13:32:14.670Z,2023-04-23T05:00:58Z,4208340223,107,,4208340225,56,Right,4208340233,213,1.6,4208340227,140,65.5,4208340231,212,8.8,4208340229,141,11.6,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033387,19,1,1,1,57,cu0eztmjcsbydyp53aleznorw,0,65.2,8,2023-04-22T13:32:16.051Z,2023-04-23T05:56:42Z,4208340267,56,Right,4208340271,141,0.0,4208340275,213,4.5,4208340273,212,6.2,4212125817,178,,4208340269,140,63.7,,,,,,,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537747823,911,43,1,1,57,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-22T13:32:16.103Z,2023-04-23T05:56:36Z,4212169339,399,182954,4212212341,144,83,,,,,,,,,,,,,,,,,,,bytrobr8rfp9zwbxzopr4vgno,D. Scherhant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033393,20,5,1,1,58,cu0eztmjcsbydyp53aleznorw,0,65.6,-1.4,2023-04-22T13:32:17.129Z,2023-04-23T05:01:15Z,4208340359,233,27,4208340297,56,Right,4208340299,347,,,,,,,,,,,,,,,,,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033383,27,5,1,1,58,f0w62l8zql3tukxsy8fqwp72x,1,34.4,101.4,2023-04-22T13:32:17.129Z,2023-04-23T05:01:15Z,4208340329,233,20,4208340259,56,Back,4208340261,347,,,,,,,,,,,,,,,,,bytrobr8rfp9zwbxzopr4vgno,D. Scherhant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033541,28,1,1,2,14,f0w62l8zql3tukxsy8fqwp72x,0,34.6,100,2023-04-22T13:32:33.208Z,2023-04-23T05:01:18Z,4208341077,140,54.2,4208341073,107,,4208341075,56,Left,4208341081,212,21.5,4208341085,1,,4208341079,141,91.7,4208341083,213,6.0,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033567,21,8,1,2,15,cu0eztmjcsbydyp53aleznorw,1,44.7,7.7,2023-04-22T13:32:34.356Z,2023-04-23T05:01:25Z,4208341213,56,Back,4212126033,178,,4210066519,384,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537110241,427,61,1,2,15,cu0eztmjcsbydyp53aleznorw,1,51.1,12,2023-04-22T13:32:34.576Z,2023-04-23T05:01:41Z,4212126179,178,,4208733923,56,Right,,,,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537748147,799,83,1,2,17,cu0eztmjcsbydyp53aleznorw,1,42.7,20.8,2023-04-22T13:32:36.726Z,2023-04-23T05:30:20Z,4212171055,399,422323,,,,,,,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
