id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2451456713,24,61,1,0,11,1c7qokc1j5z50cjj4tcu32haa,1,70.3,10,2022-08-27T13:32:02.017Z,2022-08-28T01:48:37Z,3738406309,21,,3738403919,388,,3734716983,56,Right,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455157,6,1,1,0,13,1c7qokc1j5z50cjj4tcu32haa,1,76,19.5,2022-08-27T13:32:03.693Z,2022-08-28T01:48:46Z,3738406761,388,,3734709511,213,2.4,3734709509,212,10.0,3734709507,141,29.8,3734709505,140,69.2,3734709503,56,Center,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455183,7,1,1,0,14,1c7qokc1j5z50cjj4tcu32haa,0,70.1,29.1,2022-08-27T13:32:04.897Z,2022-08-28T01:48:54Z,3734709649,140,87.0,3734709655,213,5.4,3734709647,56,Right,3734709653,212,27.1,3738407173,178,,3734709651,141,0.0,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455163,6,5,1,0,16,7ad69ngbpjuyzv96drf8d9sn2,1,11.8,101.3,2022-08-27T13:32:06.543Z,2022-08-28T01:49:00Z,3734709535,56,Back,3734709687,233,8,3734709537,347,,,,,,,,,,,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455189,8,5,1,0,16,1c7qokc1j5z50cjj4tcu32haa,0,88.2,-1.3,2022-08-27T13:32:06.543Z,2022-08-28T01:48:59Z,3734709669,347,,3734709691,233,6,3734709667,56,Right,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455243,7,1,1,0,21,7ad69ngbpjuyzv96drf8d9sn2,1,11.2,100,2022-08-27T13:32:12.197Z,2022-08-28T01:49:08Z,3734709913,213,5.0,3734709907,140,13.3,3734709911,212,8.8,3734709909,141,88.5,3734709903,107,,3734709905,56,Back,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455253,8,1,1,0,22,7ad69ngbpjuyzv96drf8d9sn2,1,13.3,88.5,2022-08-27T13:32:12.819Z,2022-08-28T01:49:15Z,3734709951,56,Back,3734709955,141,92.7,3738408339,178,,3734709953,140,11.1,3734709959,213,2.3,3734709957,212,3.7,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455301,9,1,1,0,23,7ad69ngbpjuyzv96drf8d9sn2,1,11.1,92.7,2022-08-27T13:32:13.810Z,2022-08-28T01:49:23Z,3734710183,140,25.3,3734710179,196,,3734710185,141,14.9,3734710181,56,Back,3738408743,178,,3734710187,212,55.0,3734710189,213,5.0,3734710191,1,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455321,10,1,1,0,28,7ad69ngbpjuyzv96drf8d9sn2,1,28.9,12.1,2022-08-27T13:32:19.357Z,2022-08-28T01:49:38Z,3734710287,213,2.1,3738409477,178,,3734710281,140,24.0,3734710285,212,9.9,3734710279,56,Back,3734710283,141,24.5,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455341,11,1,1,0,31,7ad69ngbpjuyzv96drf8d9sn2,1,25.7,25.4,2022-08-27T13:32:21.601Z,2022-08-28T01:49:49Z,3734710359,141,14.8,3734710357,140,39.6,3734710363,213,5.8,3734710361,212,16.3,3734710355,56,Back,3738410113,178,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455353,12,1,1,0,32,7ad69ngbpjuyzv96drf8d9sn2,1,39.6,14.8,2022-08-27T13:32:22.910Z,2022-08-28T01:50:07Z,3734710415,140,38.0,3734710413,56,Back,3734710419,212,6.1,3738411353,178,,3734710421,213,4.4,3734710417,141,6.1,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455361,13,1,1,0,34,7ad69ngbpjuyzv96drf8d9sn2,1,38.1,6.1,2022-08-27T13:32:25.161Z,2022-08-28T01:51:12Z,3734710467,213,1.4,3734710459,56,Back,3738415081,178,,3734710461,140,38.6,3734710465,212,4.0,3734710463,141,11.9,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455377,14,1,1,0,35,7ad69ngbpjuyzv96drf8d9sn2,0,38.6,11.9,2022-08-27T13:32:26.160Z,2022-08-28T01:51:23Z,3738415657,178,,3734710523,141,14.9,3734710513,56,Right,3734710527,212,24.4,3734710519,140,61.8,3734710529,213,0.1,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455373,9,49,1,0,37,1c7qokc1j5z50cjj4tcu32haa,1,40,88.4,2022-08-27T13:32:27.664Z,2022-08-28T01:51:37Z,,,,,,,,,,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455399,10,1,1,0,39,1c7qokc1j5z50cjj4tcu32haa,1,39.7,95,2022-08-27T13:32:29.638Z,2022-08-28T01:51:43Z,3734710623,141,95.6,3738416513,178,,3734710625,212,28.4,3734710621,140,66.7,3734710617,155,,3734710619,56,Left,3734710627,213,0.0,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455413,11,1,1,0,40,1c7qokc1j5z50cjj4tcu32haa,1,66.7,95.6,2022-08-27T13:32:31.196Z,2022-08-28T01:51:52Z,3734710697,213,5.8,3738417151,388,,3734710687,3,,3734710691,140,72.1,3734710689,56,Left,3734710695,212,6.3,3734710693,141,91.4,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455415,12,50,1,0,42,1c7qokc1j5z50cjj4tcu32haa,1,74.6,93.1,2022-08-27T13:32:32.468Z,2022-08-28T01:52:04Z,3734710703,286,,3734710785,233,15,3734710701,56,Left,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455421,15,7,1,0,42,7ad69ngbpjuyzv96drf8d9sn2,0,25.4,6.9,2022-08-27T13:32:32.876Z,2022-08-28T01:52:10Z,3738418065,178,,3734710721,56,Back,3734710759,233,12,3734710723,285,,3736013889,385,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455423,13,61,1,0,42,1c7qokc1j5z50cjj4tcu32haa,1,73.8,91.4,2022-08-27T13:32:33.053Z,2022-08-28T01:52:17Z,3738418455,178,,3734710729,56,Left,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455451,16,50,1,0,44,7ad69ngbpjuyzv96drf8d9sn2,1,30.9,4.9,2022-08-27T13:32:34.760Z,2022-08-28T01:52:29Z,3734712111,233,17,3734710873,56,Back,3734710875,285,,,,,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455705,17,7,1,0,44,1c7qokc1j5z50cjj4tcu32haa,1,69.1,95.1,2022-08-27T13:32:34.943Z,2022-08-28T01:52:36Z,3734712093,286,,3734712089,233,16,3736014515,167,,3734712085,56,Left,3736014321,383,,3738419369,178,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455479,14,5,1,0,46,1c7qokc1j5z50cjj4tcu32haa,0,72.6,101.8,2022-08-27T13:32:36.501Z,2022-08-28T01:52:56Z,3734711061,56,Left,3734711203,233,17,3734711063,347,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455471,17,5,1,0,46,7ad69ngbpjuyzv96drf8d9sn2,1,27.4,-1.8,2022-08-27T13:32:36.501Z,2022-08-28T01:52:56Z,3734710997,56,Back,3734711195,233,14,3734710999,347,,,,,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455521,18,1,1,0,50,7ad69ngbpjuyzv96drf8d9sn2,1,30,0,2022-08-27T13:32:40.718Z,2022-08-28T02:01:26Z,3734711247,213,0.7,3734711239,56,Back,3734711237,107,,3734711241,140,42.8,3734711243,141,13.6,3734711245,212,17.0,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455555,19,1,1,0,51,7ad69ngbpjuyzv96drf8d9sn2,1,42.8,13.6,2022-08-27T13:32:42.431Z,2022-08-28T02:01:38Z,3734711415,213,5.2,3734711413,212,4.7,3734711407,56,Back,3734711409,140,45.0,3734711411,141,7.6,3738442661,178,,,,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455605,20,1,1,0,53,7ad69ngbpjuyzv96drf8d9sn2,1,45,7.6,2022-08-27T13:32:44.052Z,2022-08-28T02:02:34Z,3734711623,212,14.1,3738444703,178,,3734711625,213,6.2,3734711621,141,5.0,3734711617,56,Right,3734711619,140,58.3,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455619,21,1,1,0,58,7ad69ngbpjuyzv96drf8d9sn2,0,58.3,5,2022-08-27T13:32:48.645Z,2022-08-28T02:02:43Z,3734711703,56,Center,3734711705,140,71.0,3734711707,141,24.2,3734711709,212,18.7,3734711711,213,0.8,3738445123,178,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455625,15,49,1,0,59,1c7qokc1j5z50cjj4tcu32haa,1,27.8,76.3,2022-08-27T13:32:49.517Z,2022-08-28T02:02:52Z,,,,,,,,,,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455671,16,1,1,1,2,1c7qokc1j5z50cjj4tcu32haa,0,30.3,61.7,2022-08-27T13:32:52.545Z,2022-08-28T02:02:59Z,3734711917,213,0.3,3734711919,1,,3734711911,140,62.2,3734711909,56,Center,3734711907,155,,3738445553,178,,3734711913,141,78.7,3734711915,212,35.4,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455673,22,49,1,1,3,7ad69ngbpjuyzv96drf8d9sn2,1,37.4,21.1,2022-08-27T13:32:54.087Z,2022-08-28T02:03:06Z,,,,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455719,23,1,1,1,6,7ad69ngbpjuyzv96drf8d9sn2,1,37.7,28.4,2022-08-27T13:32:56.535Z,2022-08-28T02:03:14Z,3734712161,212,28.2,3734712155,56,Back,3734712163,213,1.7,3734712159,141,69.3,3734712157,140,33.0,3738446061,178,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455755,24,1,1,1,11,7ad69ngbpjuyzv96drf8d9sn2,1,34.5,69.8,2022-08-27T13:33:02.255Z,2022-08-28T02:03:21Z,3734712287,56,Back,3734712289,140,27.9,3734712291,141,52.4,3734712295,213,4.2,3734712293,212,13.7,3738446279,178,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455771,25,1,1,1,15,7ad69ngbpjuyzv96drf8d9sn2,1,27.9,52.4,2022-08-27T13:33:06.141Z,2022-08-28T02:03:36Z,3734712371,212,20.7,3738446651,178,,3734712369,141,82.5,3734712373,213,1.4,3734712367,140,30.9,3734712365,56,Back,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455783,26,1,1,1,17,7ad69ngbpjuyzv96drf8d9sn2,1,30.9,82.5,2022-08-27T13:33:08.137Z,2022-08-28T02:03:41Z,3734712429,56,Back,3734712437,213,0.7,3734712431,140,39.2,3734712433,141,93.6,3734712435,212,11.5,3738446843,178,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455835,27,1,1,1,19,7ad69ngbpjuyzv96drf8d9sn2,1,39.2,93,2022-08-27T13:33:09.576Z,2022-08-28T02:03:46Z,3734712695,213,4.9,3738447061,178,,3734712693,212,15.8,3734712687,56,Back,3734712689,140,42.0,3734712691,141,70.2,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455839,28,1,1,1,23,7ad69ngbpjuyzv96drf8d9sn2,1,64,84.9,2022-08-27T13:33:14.036Z,2022-08-28T02:03:52Z,3734712737,213,5.3,3738447323,178,,3734712729,56,Center,3734712731,140,72.8,3734712735,212,16.6,3734712733,141,64.7,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455855,29,1,1,1,25,7ad69ngbpjuyzv96drf8d9sn2,1,71.4,58.4,2022-08-27T13:33:16.145Z,2022-08-28T02:04:05Z,3734712843,213,5.0,3738447763,178,,3734712841,212,13.0,3734712835,56,Center,3734712839,141,40.1,3734712837,140,75.1,,,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455901,30,1,1,1,27,7ad69ngbpjuyzv96drf8d9sn2,1,74.3,32.2,2022-08-27T13:33:18.289Z,2022-08-28T02:04:23Z,3734713065,140,85.6,3734713063,56,Right,3734713069,212,18.4,3734713067,141,11.6,3738448455,178,,3734713071,213,5.4,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455917,31,1,1,1,32,7ad69ngbpjuyzv96drf8d9sn2,1,85.8,24.2,2022-08-27T13:33:22.666Z,2022-08-28T02:04:29Z,3734713141,141,32.0,3734713145,213,2.7,3738448707,178,,3734713143,212,11.9,3734713137,56,Center,3734713139,140,75.7,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455965,32,1,1,1,34,7ad69ngbpjuyzv96drf8d9sn2,1,75.7,32,2022-08-27T13:33:24.508Z,2022-08-28T02:04:34Z,3734713403,212,13.9,3734713405,213,2.0,3734713401,141,50.7,3738448879,178,,3734713397,56,Center,3734713399,140,70.3,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451455987,33,1,1,1,38,7ad69ngbpjuyzv96drf8d9sn2,1,69.8,46.1,2022-08-27T13:33:29.236Z,2022-08-28T02:04:39Z,3738449067,178,,3734713499,141,23.8,3734713497,140,64.1,3734713495,56,Center,3734713501,212,16.3,3734713503,213,4.3,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456027,34,1,1,1,40,7ad69ngbpjuyzv96drf8d9sn2,1,64.5,23.3,2022-08-27T13:33:31.408Z,2022-08-28T02:04:45Z,3734713673,141,7.6,3734713669,56,Right,3738449313,178,,3734713675,212,14.5,3734713677,213,5.5,3734713671,140,73.9,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456043,35,1,1,1,44,7ad69ngbpjuyzv96drf8d9sn2,1,73.9,7.6,2022-08-27T13:33:35.232Z,2022-08-28T02:04:50Z,3738449511,178,,3734713765,56,Right,3734713773,213,2.7,3734713769,141,18.1,3734713767,140,60.7,3734713771,212,15.6,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456075,36,1,1,1,47,7ad69ngbpjuyzv96drf8d9sn2,1,62.1,19.7,2022-08-27T13:33:37.679Z,2022-08-28T02:04:58Z,3734713911,56,Center,3734713913,140,66.8,3734713915,141,35.5,3734713917,212,11.8,3734713919,213,1.1,3738449843,178,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451456093,37,1,1,1,47,7ad69ngbpjuyzv96drf8d9sn2,1,66.8,35.5,2022-08-27T13:33:38.412Z,2022-08-28T02:05:15Z,3734714053,213,0.4,3734714047,140,76.4,3734714049,141,42.4,3734714051,212,11.1,3738450523,178,,3734714043,168,,3734714045,56,Center,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
