id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2515009843,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-03-04T13:34:33.004Z,2023-03-04T15:15:15Z,4070814493,194,cm8po8ez5w9ms01gid6w3kwk5,4070891983,197,16248,4070707165,59,"1, 3, 11, 25, 22, 5, 17, 8, 19, 27, 14, 4, 9, 10, 16, 20, 23, 29, 37, 40",4070707163,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070707161,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, 6yhylu5q0y924amgv7vlodkgl, elh8kttxq9xfpoqfmpxv9jr2t, 6ki6rv564ybctrajr2xtgyeax, 4gqnyyx3i92fayq6cxvekqwut, f3v95yyj6j7h7qpprxm4zlre1, bpprd2haoafk6y0rjans4iytx, ew18qvvupaejxubhqmxmbd39x, 5pousbiuqbus68yekd0mhc5pl, 4rrnad6qnutl60z8e1quup6tx, bkbmygo5f1glcs6xssawl26z9, e9c0v3ik308t91njildxzc6vp, 3rj7x05qx17n925xfpcrl0jpx, 8um4xh0ekvr4q6uti3ksld8q2, a5kkysp7c5f577ji17q5v2k0l, arwidogdfccsjv8fxa1veezf9, 6k3daudjhieulsgywbt9uoep6, 6teffw7m19t1b3auxy22y4m0a",4070707167,130,17,4070707171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070707169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515010191,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-03-04T13:35:03.436Z,2023-03-04T14:28:09Z,4070708947,30,"ci1nu5z8aiiikco8af0zk1lud, amd4rodp6senk2c1mmlsqozpx, 6u47fsriz3ejlf72hxtsew5bd, 6uurhe88nry4hyelll8ifzd91, bvifdvoxv9e8nq8qe37c0gvrp, dnt7ahwfj8endqngxwfll1tjp, l469vtpe0jbgg5sq1v2e67e1, d608s0948uh3owqee7t0en7px, am0pcyvtaws1i69jt09dgnsnp, 4rgz5z372h6sbwhpxl69cb6c5, bwqqecmqm76v5b83v1cz891p1, d2gbcc336c4zatpiif4cvm2fp, eh9sh9aa10zrp80l6e4l0c7h1, 2w76r8guf9sacoriu0ivytyax, cjok1odm3twxo7sqye3hua6eh, az7owi5t4bclkamjsjuyxzv1l, 4baqlwfu312pctopy1cx6s2c5, 3n2imac1yp8jppsf36a4qg76y, ernbjicg113inzsubzrfm8fyt, alp8twr3g2rmfmnguffsfovtg",4070892597,197,11885,4070708953,59,"27, 21, 19, 20, 16, 25, 8, 31, 17, 11, 7, 1, 3, 4, 5, 6, 30, 37, 42, 44",4070708951,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070708955,130,17,4070708959,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070810365,194,ci1nu5z8aiiikco8af0zk1lud,4070708957,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046949,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-03-04T14:31:40.164Z,2023-03-05T07:19:18Z,4070902677,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046935,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-03-04T14:31:40.164Z,2023-03-04T14:31:40Z,4070902621,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046989,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50.1,49.9,2023-03-04T14:31:40.215Z,2023-03-05T01:03:49Z,4070902877,279,S,4073856325,178,,4070902869,140,28.1,4070902875,213,3.1,4070902867,56,Back,4070902871,141,50.9,4070902873,212,23.1,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046997,4,1,1,0,1,4l9mrqzmajz5crzlz50mtbt6x,1,28.2,51.8,2023-03-04T14:31:41.751Z,2023-03-05T01:03:58Z,4070902923,213,1.9,4070902921,212,3.9,4070902915,56,Back,4070902919,141,57.2,4073856755,178,,4070902917,140,27.0,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047019,5,1,1,0,3,4l9mrqzmajz5crzlz50mtbt6x,0,27,57.2,2023-03-04T14:31:43.240Z,2023-03-05T01:04:05Z,4070903027,56,Right,4073857065,178,,4070903029,140,75.9,4070903037,1,,4070903025,155,,4070903035,213,5.8,4070903031,141,19.9,4070903033,212,57.3,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047039,3,44,1,0,6,1c7qokc1j5z50cjj4tcu32haa,1,20.8,64.4,2023-03-04T14:31:46.321Z,2023-03-05T11:21:36Z,4070903109,285,,4070913407,233,13,4070903107,56,Back,,,,,,,,,,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047731,13,44,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,0,79.2,35.6,2023-03-04T14:31:46.322Z,2023-03-05T01:04:12Z,4070906397,286,,4070906395,56,Center,4070913459,233,3,,,,,,,,,,,,,,,,shbxc528h0udd6rdf3ax2itx,P. Kadeřábek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047047,4,1,1,0,6,1c7qokc1j5z50cjj4tcu32haa,0,23.9,71.6,2023-03-04T14:31:46.360Z,2023-03-05T11:21:37Z,4070903147,141,66.6,4070903151,213,5.8,4073857625,388,,4070903149,212,7.2,4070903145,140,29.9,4070903141,3,,4070903143,56,Back,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
