id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2518240951,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-03-11T13:36:40.488Z,2023-03-11T14:34:48Z,4087831725,194,ci1nu5z8aiiikco8af0zk1lud,4087831723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087831717,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4088084417,197,16363,4087831719,59,"27, 21, 19, 20, 16, 25, 8, 6, 17, 11, 7, 1, 3, 4, 5, 9, 30, 31, 42, 44",4087831727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087831721,130,17,4087831715,30,"ci1nu5z8aiiikco8af0zk1lud, amd4rodp6senk2c1mmlsqozpx, 6u47fsriz3ejlf72hxtsew5bd, 6uurhe88nry4hyelll8ifzd91, bvifdvoxv9e8nq8qe37c0gvrp, dnt7ahwfj8endqngxwfll1tjp, l469vtpe0jbgg5sq1v2e67e1, az7owi5t4bclkamjsjuyxzv1l, am0pcyvtaws1i69jt09dgnsnp, 4rgz5z372h6sbwhpxl69cb6c5, bwqqecmqm76v5b83v1cz891p1, d2gbcc336c4zatpiif4cvm2fp, eh9sh9aa10zrp80l6e4l0c7h1, 2w76r8guf9sacoriu0ivytyax, cjok1odm3twxo7sqye3hua6eh, dzolxp2oixtakcrqfyibpu76d, 4baqlwfu312pctopy1cx6s2c5, d608s0948uh3owqee7t0en7px, ernbjicg113inzsubzrfm8fyt, alp8twr3g2rmfmnguffsfovtg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518241033,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-03-11T13:36:44.990Z,2023-03-11T14:32:44Z,4087832255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087832247,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087832233,30,"1sjt0nj0232gu88x50c3d16nd, djggrnjp9s4p2mlbzhx6arbh1, 2ebiw2w6d76sttjh8n8871kgl, djpsc1fvcnrh61c071t00gmad, 1zo6iikznwkd2vuhqykt7jw7p, 6mijfayg3juwbk0u95h9gd8x6, eg9xhi6wfp1duf01pcsn8vfmd, b8i5atg67th49tfd1xeh6z9hx, 48xfkorlx0hu677np4669wbth, du9vq193cqx7gmve30eijws15, 9j1fd0mz39tl1h5che3f357md, c2bhdypnqifsl8eiovtfdmyg9, 88unrmh29io1zmqzxwjzuqtm2, 5cw4n6kdaa7imeyaiuo2pnq39, drv9wksjusdgp1np315rokzit, 6q2mf0qrkt51z28b46wltxal1, cfdgq8thcoghlh5d0s0pzb1sl, a7x5shoc3g4ne9has4hys20ut, 6hgj78mr8wy2i5izf8x10ij11, ce2pidh4dpd1ccozn2lm3qtw5",4087832239,59,"1, 23, 21, 20, 5, 31, 29, 6, 7, 24, 8, 3, 12, 14, 16, 17, 18, 19, 27, 34",4087832251,194,2ebiw2w6d76sttjh8n8871kgl,4087832243,130,19,4087832237,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4088089429,197,11911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518292911,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-03-11T14:30:44.585Z,2023-03-11T14:30:46Z,4088107229,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518292883,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-03-11T14:30:44.585Z,2023-03-12T02:01:41Z,4088107081,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518292945,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,50,50,2023-03-11T14:30:44.773Z,2023-03-12T02:24:48Z,4088107379,141,51.2,4088107381,212,19.5,4088107377,140,31.4,4091212601,178,,4088107375,56,Back,4088107385,279,S,4088107383,213,3.1,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518292983,4,1,1,0,3,f0w62l8zql3tukxsy8fqwp72x,0,33.2,50.9,2023-03-11T14:30:47.697Z,2023-03-12T02:24:53Z,4091212965,178,,4088107585,141,9.7,4088107583,140,59.8,4088107591,1,,4088107589,213,5.5,4088107579,155,,4088107587,212,39.6,4088107581,56,Right,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518292991,3,44,1,0,5,1c7qokc1j5z50cjj4tcu32haa,1,37.4,87.4,2023-03-11T14:30:50.431Z,2023-03-12T07:46:01Z,4088107737,233,5,4088107627,56,Back,4088107629,285,,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293005,5,44,1,0,5,f0w62l8zql3tukxsy8fqwp72x,0,62.6,12.6,2023-03-11T14:30:50.432Z,2023-03-12T02:24:57Z,4088107859,233,3,4088107693,56,Right,4088107695,286,,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293023,4,1,1,0,5,1c7qokc1j5z50cjj4tcu32haa,0,34.4,83.8,2023-03-11T14:30:50.474Z,2023-03-12T07:46:02Z,4088107811,3,,4088107817,140,52.7,4088107823,212,22.5,4088107825,213,0.5,4088107819,141,100.0,4088107813,56,Left,4091213317,388,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293051,5,5,1,0,9,1c7qokc1j5z50cjj4tcu32haa,0,49.8,101.5,2023-03-11T14:30:53.986Z,2023-03-12T02:25:06Z,4088107963,347,,4088107959,56,Back,4088109443,233,6,,,,,,,,,,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293311,6,5,1,0,9,f0w62l8zql3tukxsy8fqwp72x,1,50.2,-1.5,2023-03-11T14:30:53.986Z,2023-03-12T02:25:05Z,4088109407,233,5,4088109353,347,,4088109351,56,Right,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293385,7,1,1,0,22,f0w62l8zql3tukxsy8fqwp72x,1,50.3,0,2023-03-11T14:31:06.656Z,2023-03-12T02:25:11Z,4088109695,107,,4088109705,213,2.6,4088109703,212,23.8,4088109699,140,30.6,4088109697,56,Back,4088109707,1,,4088109701,141,15.2,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293437,8,1,1,0,25,f0w62l8zql3tukxsy8fqwp72x,1,26.4,20,2023-03-11T14:31:09.869Z,2023-03-12T02:25:15Z,4091214515,178,,4088110019,56,Back,4088110025,141,49.1,4088110023,140,8.2,4088110029,213,2.3,4088110027,212,27.5,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293503,9,1,1,0,29,f0w62l8zql3tukxsy8fqwp72x,1,8,52.1,2023-03-11T14:31:14.099Z,2023-03-12T02:25:18Z,4088110373,56,Back,4088110375,140,19.6,4088110381,213,0.9,4088110377,141,76.3,4091214745,178,,4088110379,212,20.5,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293553,10,1,1,0,32,f0w62l8zql3tukxsy8fqwp72x,0,20.6,81.7,2023-03-11T14:31:16.716Z,2023-03-12T02:25:21Z,4088110645,140,64.1,4088110667,1,,4088110637,155,,4088110661,213,6.1,4091214989,178,,4088110641,56,Center,4088110649,141,72.6,4088110655,212,46.1,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293605,6,1,1,0,35,1c7qokc1j5z50cjj4tcu32haa,1,38.4,29.8,2023-03-11T14:31:19.611Z,2023-03-12T02:25:25Z,4088110887,3,,4088110889,56,Back,4088110897,213,0.4,4088110891,140,44.3,4091215229,388,,4088110895,212,6.8,4088110893,141,33.9,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293607,7,49,1,0,36,1c7qokc1j5z50cjj4tcu32haa,1,43.4,34.8,2023-03-11T14:31:20.939Z,2023-03-12T02:25:36Z,,,,,,,,,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293609,8,1,1,0,36,1c7qokc1j5z50cjj4tcu32haa,1,43.4,34.8,2023-03-11T14:31:20.956Z,2023-03-12T02:25:41Z,4091216127,178,,4088115949,155,,4088110913,140,58.5,4088110915,141,32.7,4088110919,213,6.2,4088110917,212,15.9,4088110911,56,Center,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518294137,10,1,1,0,38,1c7qokc1j5z50cjj4tcu32haa,0,60.4,33.7,2023-03-11T14:31:22.662Z,2023-03-12T02:25:49Z,4088113667,3,,4091216643,388,,4088113675,141,34.5,4088113673,140,66.6,4088113669,168,,4088113679,213,0.1,4088113671,56,Center,4088113677,212,6.5,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293663,11,1,1,0,40,f0w62l8zql3tukxsy8fqwp72x,1,25.3,69.7,2023-03-11T14:31:24.586Z,2023-03-12T02:26:00Z,4091217327,388,,4088111231,213,1.3,4088111217,3,,4088111223,56,Back,4088111225,140,28.6,4088111229,212,15.6,4088111227,141,92.1,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518293671,12,49,1,0,42,f0w62l8zql3tukxsy8fqwp72x,1,28.6,95.1,2023-03-11T14:31:27.531Z,2023-03-12T02:26:09Z,,,,,,,,,,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
