id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2454954993,399,61,1,0,10,3dwlvz6cl4lcavvrg0y2dycrt,1,78.2,50.4,2022-09-03T13:33:51.926Z,2022-09-04T04:53:22Z,3756774691,21,,3753406019,56,Center,3756774693,178,,,,,,,,,,,,,,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872243,4,1,1,0,11,cz4a6wmzx2obyisadhgaccx7b,0,23.8,60.4,2022-09-03T13:33:52.410Z,2022-09-04T04:53:29Z,3752990317,141,52.8,3752990311,3,,3756774793,388,,3752990315,140,32.3,3752990319,212,10.3,3752990321,213,5.8,3752990313,56,Back,,,,58ixsja4yf7pskmshzo7ohwfe,S. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872327,9,1,1,0,14,3dwlvz6cl4lcavvrg0y2dycrt,1,68.8,36.6,2022-09-03T13:33:55.731Z,2022-09-04T04:53:42Z,3752990753,140,49.0,3752990759,213,3.6,3752990755,141,21.3,3752990751,56,Back,3752990757,212,23.2,3756774957,178,,,,,,,,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872395,10,1,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,53.4,23.9,2022-09-03T13:33:57.248Z,2022-09-04T04:53:47Z,3752991069,212,47.6,3752991071,213,1.4,3756775011,178,,3752991067,141,92.9,3752991061,196,,3752991063,56,Left,3752991073,1,,3752991059,155,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,3752991065,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872453,11,1,1,0,21,3dwlvz6cl4lcavvrg0y2dycrt,1,58.5,98,2022-09-03T13:34:02.406Z,2022-09-04T04:53:52Z,3756775079,178,,3752991383,56,Back,3752991387,141,92.9,3752991391,213,3.3,3752991385,140,35.7,3752991389,212,24.2,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872563,12,1,1,0,24,3dwlvz6cl4lcavvrg0y2dycrt,1,34.4,91.4,2022-09-03T13:34:05.296Z,2022-09-04T04:53:56Z,3752991883,140,11.7,3752991887,212,33.3,3756775155,178,,3752991881,56,Back,3752991891,1,,3752991885,141,57.2,3752991889,213,3.9,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872583,13,1,1,0,28,3dwlvz6cl4lcavvrg0y2dycrt,1,18.8,49.4,2022-09-03T13:34:09.810Z,2022-09-04T04:54:04Z,3752992009,141,42.4,3752992015,213,5.3,3752992007,140,21.9,3752992003,56,Back,3752992013,212,5.8,3756775265,178,,,,,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872597,14,1,1,0,31,3dwlvz6cl4lcavvrg0y2dycrt,1,21.9,42.4,2022-09-03T13:34:12.512Z,2022-09-04T04:54:09Z,3752992089,213,5.4,3752992085,141,33.3,3752992081,56,Back,3752992087,212,8.0,3756775321,178,,3752992083,140,26.8,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872635,15,1,1,0,32,3dwlvz6cl4lcavvrg0y2dycrt,1,26.8,33.3,2022-09-03T13:34:13.457Z,2022-09-04T04:54:15Z,3752992273,56,Back,3752992281,213,2.3,3752992279,212,7.1,3752992275,140,22.4,3752992277,141,41.2,3756775399,178,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872673,16,1,1,0,35,3dwlvz6cl4lcavvrg0y2dycrt,1,24.3,40.7,2022-09-03T13:34:16.363Z,2022-09-04T04:54:19Z,3752992423,140,8.5,3752992425,141,59.6,3752992429,213,2.5,3752992427,212,21.0,3756775477,178,,3752992421,56,Back,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872723,17,1,1,0,37,3dwlvz6cl4lcavvrg0y2dycrt,1,8.5,59.6,2022-09-03T13:34:18.197Z,2022-09-04T04:54:27Z,3756775585,178,,3752992649,212,25.9,3752992645,140,23.9,3752992647,141,89.3,3752992651,213,0.9,3752992643,56,Back,,,,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872739,18,1,1,0,41,3dwlvz6cl4lcavvrg0y2dycrt,0,28.4,94.4,2022-09-03T13:34:22.188Z,2022-09-04T04:54:35Z,3752992769,236,,3752992771,233,5,3752992709,141,94.8,3752992707,140,30.9,3752992711,212,2.6,3752992703,155,,3752992713,213,0.1,3752992705,56,Back,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,3752992775,286,,3756775689,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872735,5,74,1,0,41,cz4a6wmzx2obyisadhgaccx7b,1,67.3,9.5,2022-09-03T13:34:22.353Z,2022-09-04T04:54:43Z,3752992791,233,18,3752992691,56,Right,3756775799,21,,3752992693,285,,3756775801,178,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872769,6,5,1,0,42,cz4a6wmzx2obyisadhgaccx7b,0,72.9,-1.7,2022-09-03T13:34:23.492Z,2022-09-04T04:54:49Z,3752992865,56,Right,3752992867,347,,3752993033,233,19,,,,,,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454872781,19,5,1,0,42,3dwlvz6cl4lcavvrg0y2dycrt,1,27.1,101.7,2022-09-03T13:34:23.492Z,2022-09-04T04:54:49Z,3752992929,56,Back,3752992931,347,,3752993007,233,6,,,,,,,,,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873095,20,1,1,1,0,3dwlvz6cl4lcavvrg0y2dycrt,1,33.5,100,2022-09-03T13:34:41.243Z,2022-09-04T04:54:55Z,3752994463,212,19.2,3752994457,56,Back,3752994459,140,47.2,3752994455,107,,3752994465,213,5.6,3752994461,141,82.8,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873087,7,43,1,1,1,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-09-03T13:34:42.875Z,2022-09-03T21:34:48Z,3752994421,56,Right,3755735625,144,61,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873213,21,1,1,1,6,3dwlvz6cl4lcavvrg0y2dycrt,1,56.3,42.5,2022-09-03T13:34:47.571Z,2022-09-04T04:55:10Z,3752995001,213,5.2,3752994993,56,Center,3756776197,178,,3752994999,212,16.0,3752994995,140,63.0,3752994997,141,21.3,,,,,,,80nniieqtuwjhomwjcebnxyzu,L. Egloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873251,22,1,1,1,10,3dwlvz6cl4lcavvrg0y2dycrt,1,77.2,29.5,2022-09-03T13:34:51.276Z,2022-09-04T04:55:58Z,3756776715,178,,3752995173,213,5.9,3752995169,141,17.7,3752995171,212,22.0,3752995165,56,Right,3752995167,140,96.7,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873259,23,1,1,1,11,3dwlvz6cl4lcavvrg0y2dycrt,0,94.2,17.8,2022-09-03T13:34:52.777Z,2022-09-04T04:56:08Z,3752995213,141,35.9,3752995215,212,12.9,3752995209,56,Center,3752995211,140,90.5,3756776837,178,,3752995217,213,1.9,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873273,8,12,1,1,12,cz4a6wmzx2obyisadhgaccx7b,1,6.8,67.8,2022-09-03T13:34:53.377Z,2022-09-04T04:56:15Z,3752995293,213,1.7,3756776937,178,,3752995287,140,4.1,3752995291,212,23.0,3752995383,167,,3752995285,56,Back,3752995289,141,100.0,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873285,9,5,1,1,15,cz4a6wmzx2obyisadhgaccx7b,0,8.7,101.7,2022-09-03T13:34:55.990Z,2022-09-04T04:56:23Z,3752995507,233,24,3752995347,56,Back,3752995349,347,,,,,,,,,,,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873307,24,5,1,1,15,3dwlvz6cl4lcavvrg0y2dycrt,1,91.3,-1.7,2022-09-03T13:34:55.990Z,2022-09-04T04:56:23Z,3752995467,347,,3752995465,56,Right,3752995477,233,9,,,,,,,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873577,25,1,1,1,30,3dwlvz6cl4lcavvrg0y2dycrt,1,85.9,0,2022-09-03T13:35:11.720Z,2022-09-04T04:56:28Z,3752996763,141,14.1,3752996757,107,,3752996759,56,Right,3752996765,212,11.1,3752996767,213,1.4,3752996761,140,88.2,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873603,26,3,1,1,32,3dwlvz6cl4lcavvrg0y2dycrt,0,88.3,10.2,2022-09-03T13:35:13.715Z,2022-09-04T04:56:44Z,3756777353,178,,3752996863,286,,3755737253,464,,3752996861,56,Right,3752997035,233,10,,,,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873623,10,7,1,1,32,cz4a6wmzx2obyisadhgaccx7b,0,11.7,89.8,2022-09-03T13:35:13.893Z,2022-09-04T04:56:58Z,3755737335,383,,3756777523,178,,3752996931,285,,3752996999,233,26,3752996929,56,Back,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873635,27,1,1,1,34,3dwlvz6cl4lcavvrg0y2dycrt,0,86.9,5,2022-09-03T13:35:15.558Z,2022-09-04T04:57:06Z,3756777593,178,,3752997017,140,89.7,3752997023,213,0.7,3752997019,141,8.7,3752997021,212,3.9,3752997015,56,Right,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873627,11,61,1,1,34,cz4a6wmzx2obyisadhgaccx7b,1,11,88.4,2022-09-03T13:35:15.942Z,2022-09-04T04:57:15Z,3752996955,56,Back,3756777721,178,,,,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873653,12,49,1,1,37,cz4a6wmzx2obyisadhgaccx7b,1,11,86,2022-09-03T13:35:18.474Z,2022-09-04T04:57:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873663,13,1,1,1,37,cz4a6wmzx2obyisadhgaccx7b,0,11,86,2022-09-03T13:35:18.508Z,2022-09-04T04:57:29Z,3752997155,1,,3752997143,157,,3756777941,178,,3752997151,212,9.4,3752997147,140,19.4,3752997153,213,5.9,3752997145,56,Back,3752997149,141,81.4,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873709,28,61,1,1,37,3dwlvz6cl4lcavvrg0y2dycrt,1,81.1,31,2022-09-03T13:35:18.617Z,2022-09-04T04:57:42Z,3756778099,388,,3756778097,21,,3752997375,56,Center,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873693,14,5,1,1,39,cz4a6wmzx2obyisadhgaccx7b,1,-1.2,75.4,2022-09-03T13:35:20.730Z,2022-09-04T04:57:48Z,3752997315,346,,3752997313,56,Back,3752997483,233,29,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454873727,29,5,1,1,39,3dwlvz6cl4lcavvrg0y2dycrt,0,101.2,24.6,2022-09-03T13:35:20.730Z,2022-09-04T04:57:47Z,3752997445,346,,3752997503,233,14,3752997443,56,Center,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874233,15,1,1,2,8,cz4a6wmzx2obyisadhgaccx7b,0,3.3,42.1,2022-09-03T13:35:49.053Z,2022-09-04T04:57:53Z,3752999781,1,,3752999773,140,63.8,3752999785,74,,3752999777,212,70.2,3752999771,56,Right,3752999769,124,,3752999775,141,0.0,3752999779,213,5.8,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874247,16,5,1,2,12,cz4a6wmzx2obyisadhgaccx7b,0,67.2,-2,2022-09-03T13:35:53.938Z,2022-09-04T04:58:00Z,3752999849,347,,3752999847,56,Right,3753000151,233,30,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874301,30,5,1,2,12,3dwlvz6cl4lcavvrg0y2dycrt,1,32.8,102,2022-09-03T13:35:53.938Z,2022-09-04T04:58:00Z,3753000091,56,Back,3753000093,347,,3753000113,233,16,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874351,31,1,1,2,14,3dwlvz6cl4lcavvrg0y2dycrt,1,28.8,100,2022-09-03T13:35:55.811Z,2022-09-04T04:58:09Z,3753000353,140,10.4,3753000345,107,,3753000349,56,Back,3753000359,213,3.6,3753000355,141,88.9,3753000357,212,21.3,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874433,32,1,1,2,17,3dwlvz6cl4lcavvrg0y2dycrt,1,9.1,89,2022-09-03T13:35:58.635Z,2022-09-04T04:58:15Z,3753000747,141,49.9,3753000749,212,27.2,3753000745,140,3.7,3753000743,56,Back,3756778565,178,,3753000751,213,4.5,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874481,33,1,1,2,22,3dwlvz6cl4lcavvrg0y2dycrt,0,14,48.1,2022-09-03T13:36:03.822Z,2022-09-04T04:58:19Z,3753000973,1,,3753000963,140,47.5,3753000961,56,Back,3753000967,212,39.6,3756778635,178,,3753000969,213,5.8,3753000965,141,21.3,,,,5bzowvtg5vhntcx1w3roriehh,F. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874509,17,1,1,2,24,cz4a6wmzx2obyisadhgaccx7b,1,53.9,73,2022-09-03T13:36:05.733Z,2022-09-04T04:58:27Z,3756778755,178,,3753001073,141,87.1,3753001069,56,Left,3753001071,140,69.5,3753001077,213,0.5,3753001067,3,,3753001075,212,19.0,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874513,18,49,1,2,26,cz4a6wmzx2obyisadhgaccx7b,1,69.5,87.1,2022-09-03T13:36:07.035Z,2022-09-04T04:58:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874605,19,1,1,2,30,cz4a6wmzx2obyisadhgaccx7b,1,71.6,89.6,2022-09-03T13:36:11.137Z,2022-09-04T04:58:44Z,3753001523,141,94.4,3753001525,212,12.2,3756778973,178,,3753001519,56,Left,3753001521,140,82.8,3753001527,213,0.3,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874619,20,1,1,2,31,cz4a6wmzx2obyisadhgaccx7b,0,82.8,94.4,2022-09-03T13:36:12.964Z,2022-09-04T04:58:48Z,3753001599,56,Left,3753001607,213,5.1,3753001601,140,84.1,3753001603,141,88.7,3753001755,233,34,3756779047,178,,3753001753,236,,3753001605,212,4.1,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,3753001595,2,,3755833073,72,3755833229,224,3753001759,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454874637,34,12,1,2,32,3dwlvz6cl4lcavvrg0y2dycrt,1,6.4,6.7,2022-09-03T13:36:13.039Z,2022-09-04T04:58:54Z,3753001689,185,,3753001777,233,20,3756779129,178,,3753001691,56,Back,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
