id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2521476261,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-03-18T13:43:10.129Z,2023-03-18T14:26:39Z,4104948757,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, b6woton2db3w4rm67vu69buy2, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, 3er9krmf0k6dhv6f9ltztfend, 4kolmisdpprx0wrahisadl5n9, avk9yje6h4nndg3cufnbu2imt, d9jj0525pm3nu9vqewtpo2rpx, 4zrut521fzw9fddqt74pnl756, egmcpa7j5clzga5m0zvg2f105, 1ic5mnwhm510mptrxz04zmtm2, aybzlrbkvnobkazjsmox975jp, d8h5ge9ust20o7us968acnsnp, 9bzlvn0twr2b5z30k30gugw5x, bfdtduknquzhr2br7ahlgvvo4, 840353qq4b6ufh0hhm9o0n45x, 1ie7ml2v6772ek2u8q7wl1awa, 8b40ap862z6ynvmgah0vjces5",4104948765,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104948761,59,"1, 2, 22, 27, 23, 6, 10, 13, 9, 11, 16, 3, 7, 14, 20, 24, 8, 40, 45, 48",4104948767,194,tedxo29s8xx0a71z6sidw7v9,4104948771,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104948759,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105176125,197,16596,4104948763,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521477791,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-03-18T13:44:20.169Z,2023-03-18T14:29:55Z,4104956629,30,"8td0ccul6gf7r5benk1pxqrx1, f3xm12deg7xf3g2n3yk11npat, w2jovd0ta6to004lvlri5gtm, 3qbl0ps3ms998s0apmpkre3md, 4fvtwbl1hrxgs9lg957rxladx, bm5w5xsbbflm26pdhmejwgvs9, 9taxidttdt94nmvc3mqhqq0ut, dgysidzshgxqm3jegaihwi5wq, ex7y8oe78ewwmibz41qbmwhxx, at2rbigl1d8bsjw2u6lhfcatx, 6b7p3ncup75mpop91n0u1mw2d, 64x38pccgfsuz4ywoveh2ksbu, 9xl238e13utd2ondzqi51ka1h, bax0ggbhejk7kpcezkyg3hai2, dvo2f7d0yosn404wsrsgeprdh, 24w7jq5qou30k8f76lmr20ju2, 2rsdnuf5kuu8kxybsjq7ogbje, 5qc0owkwmgk74qy13ft3kpg5, 6crszhqnwr4gto77qbvqvvxii, 7ge5pob1kdmtw9kg3ki34uwyy",4105195905,197,6345,4104956635,130,4,4104956631,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4104956637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104956641,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4104956633,59,"1, 27, 41, 33, 4, 25, 30, 6, 26, 19, 11, 3, 9, 10, 13, 21, 23, 29, 39, 44",4104956639,194,4fvtwbl1hrxgs9lg957rxladx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522915,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-03-18T14:30:30.014Z,2023-03-18T22:36:07Z,4105199161,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522871,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-03-18T14:30:30.014Z,2023-03-18T14:30:30Z,4105198985,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521522933,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,50,50,2023-03-18T14:30:30.033Z,2023-03-19T05:53:43Z,4105199295,213,3.1,4105199291,141,51.2,4105199297,279,S,4108769269,178,,4105199289,140,32.2,4105199293,212,18.7,4105199287,56,Back,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523015,4,1,1,0,2,cz4a6wmzx2obyisadhgaccx7b,1,34.7,51.2,2023-03-18T14:30:32.661Z,2023-03-19T05:53:47Z,4105199645,140,67.4,4105199641,155,,4108769315,178,,4105199653,1,,4105199647,141,81.8,4105199643,56,Left,4105199651,213,0.5,4105199649,212,40.1,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523021,5,44,1,0,5,cz4a6wmzx2obyisadhgaccx7b,1,71.2,86.4,2023-03-18T14:30:35.831Z,2023-03-19T07:32:32Z,4105199691,233,3,4105199683,286,,4105199681,56,Left,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523003,3,44,1,0,5,ex3psl8e3ajeypwjy4xfltpx6,0,28.8,13.6,2023-03-18T14:30:35.832Z,2023-03-19T05:53:51Z,4105199603,56,Back,4105199605,285,,4105199757,233,5,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523045,6,1,1,0,5,cz4a6wmzx2obyisadhgaccx7b,0,67.4,81.8,2023-03-18T14:30:35.948Z,2023-03-19T07:32:32Z,4105199803,140,73.4,4105199809,213,5.8,4105199801,56,Center,4105199805,141,76.7,4105199807,212,7.2,4105199799,3,,4108769443,388,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523051,4,49,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,24.2,14.2,2023-03-18T14:30:38.699Z,2023-03-19T05:54:41Z,,,,,,,,,,,,,,,,,,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
