id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist
2500567587,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-25T18:35:42.554Z,2023-01-25T22:51:36Z,3994706385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994706377,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, 7w63iqek6hmnizlirurla1cr9, djha3ac2mfhyb7oia64hq2nd, 5ec2ede9uwbft3wby33mwowyd, 9ydkbbygq6uocors9kcdnzbop, 4tev0kk0om8cr1xbwpt8bozit, e4vr28e9cbq3q5nux1jlpuuei, 2k5g68ywtr79lc45wozvifqlm, 7y6f63pj7horkzhdzbge02rqh, a41r2ob5fhirgdwxwox6nr4yx, cis0z72hgahfnfjduk7hdnz3e, 59pu8nnghyxvvt8r3zyndpfpx, 2cq6ocr7j487do4nrm3sreg9h, 8mcf8c8ht32as6xxrf1gb51m2, 3ojzrb5okc6i1jf1o7okovnjd, 6rg37ej1x7pwi7r4aq1107pih, byk5vhf9l112i7hhy1clravp, 6m9kyt5astmqvzdq2ee81qcwl",3994706383,130,8,3994706379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994706381,59,"1, 30, 3, 11, 12, 4, 19, 8, 23, 27, 17, 5, 6, 9, 10, 21, 24, 25, 36, 38",3994773513,197,16378,3994706387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994773511,194,cg6h7oq0b5zpx1g4brhzyk1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500567721,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-01-25T18:36:43.666Z,2023-01-25T20:39:36Z,3994707253,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3994707261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994707255,59,"1, 23, 3, 4, 24, 31, 8, 7, 11, 33, 22, 6, 9, 10, 17, 18, 26, 28, 30, 35",3994773535,194,82r0liyptyapc8rfuo32qcqtx,3994707251,30,"clmq1s26z0i3lqr1jqnd5wzit, 719bo3u7wz5doaadx7k45trdh, 6sc9zsev9an853nop6pn6mxg5, 8ksi5s9he1uxai3lfcq46grf9, b7fqivvacy7mmarlp180k276d, 6qujoqysad60h70f3ac5n9ch6, 82r0liyptyapc8rfuo32qcqtx, f2o5hj0e2k3kw0fj1xzom0cet, 2bzdn7cqqonejqmlq85w8z6qd, d2pco79bmi3f9x3zahtf9q2mt, ejww8hjcn4y4hlik863vaw3qh, 4y167h8sn9cnyrvb097lf8lbd, 9xftmtdsxbuu2itzhi3v1xbdh, 98e7uohj6lcvf59sfssff2y8l, 3nins3wtqjz9vt8q06s087vth, 4oic5vu1qv89061hflasl3r3d, 4tufo2e9tsw24l2cx7m5b6xh, 4f7gwrfeqm4x3k29jehes6od1, ns0d3voludn8of98yc2e6ehh, ep1bhk6t6sudlhjjz20j199ed",3994707259,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3994707257,130,3,3994773537,197,16236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581915,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-01-25T19:32:46.462Z,2023-01-25T19:32:46Z,3994779615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581921,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-25T19:32:46.462Z,2023-01-26T08:22:20Z,3994779653,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581967,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,49.5,49.7,2023-01-25T19:32:46.540Z,2023-01-26T08:29:15Z,3994779825,279,S,3994779823,213,2.8,3994779815,56,Back,3994779821,212,21.5,3995354943,178,,3994779817,140,30.3,3994779819,141,60.8,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581987,4,1,1,0,2,eq1oq6y61xnzq88zu0cnw131z,1,30.6,60.6,2023-01-25T19:32:49.218Z,2023-01-26T08:29:21Z,3994779941,155,,3994779943,56,Center,3994779945,140,74.1,3994779951,213,5.9,3995355059,178,,3994779947,141,36.2,3994779953,1,,3994779949,212,48.6,6qujoqysad60h70f3ac5n9ch6,K. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581989,5,50,1,0,5,eq1oq6y61xnzq88zu0cnw131z,1,75.6,38.2,2023-01-25T19:32:51.771Z,2023-01-26T08:29:46Z,3994779957,56,Center,3994780005,233,3,3994779959,286,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581983,3,7,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,0,24.4,61.8,2023-01-25T19:32:52.905Z,2023-01-26T08:29:51Z,3994779985,233,5,3995092381,385,,3994779925,56,Back,3995355473,178,,3994779927,285,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581991,6,13,1,0,7,eq1oq6y61xnzq88zu0cnw131z,1,80.9,45.4,2023-01-25T19:32:53.935Z,2023-01-26T08:29:54Z,3994779969,22,,3994779973,56,Center,3994780657,215,,3994780659,458,,3995092591,75,,3995355507,178,,3994780653,102,40.3,3994780661,230,98.0,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,3994779971,18,3994780663,231,49.5,3994780195,72,3994780655,103,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581999,4,5,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,-1,58.5,2023-01-25T19:32:54.899Z,2023-01-26T08:29:58Z,3994780029,56,Back,3994780045,233,7,3994780031,346,,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
