id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2508726891,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-17T18:30:25.035Z,2023-02-17T19:36:56Z,4037579559,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037717607,197,16249,4037579551,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037579555,130,18,4037579553,59,"1, 3, 11, 23, 22, 5, 17, 40, 14, 9, 19, 4, 10, 16, 25, 27, 34, 37, 39, 44",4037579549,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, a5kkysp7c5f577ji17q5v2k0l, elh8kttxq9xfpoqfmpxv9jr2t, 6ki6rv564ybctrajr2xtgyeax, 4gqnyyx3i92fayq6cxvekqwut, 6teffw7m19t1b3auxy22y4m0a, 5pousbiuqbus68yekd0mhc5pl, bkbmygo5f1glcs6xssawl26z9, bpprd2haoafk6y0rjans4iytx, 4rrnad6qnutl60z8e1quup6tx, e9c0v3ik308t91njildxzc6vp, 3rj7x05qx17n925xfpcrl0jpx, 6yhylu5q0y924amgv7vlodkgl, ew18qvvupaejxubhqmxmbd39x, 980t379w5cp7umv1eltwlfca1, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o, 1yjv2fht4kuph088zlgwfwup6",4037579561,194,cm8po8ez5w9ms01gid6w3kwk5,4037579565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508727191,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-02-17T18:31:51.097Z,2023-02-17T20:18:03Z,4037723989,197,16596,4037581189,194,tedxo29s8xx0a71z6sidw7v9,4037581179,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, bfdtduknquzhr2br7ahlgvvo4, b6woton2db3w4rm67vu69buy2, tedxo29s8xx0a71z6sidw7v9, 3j2pv0methgc8k8rtqbi079p1, 3er9krmf0k6dhv6f9ltztfend, 4kolmisdpprx0wrahisadl5n9, d9jj0525pm3nu9vqewtpo2rpx, 1ie7ml2v6772ek2u8q7wl1awa, avk9yje6h4nndg3cufnbu2imt, 1ic5mnwhm510mptrxz04zmtm2, aybzlrbkvnobkazjsmox975jp, 4zrut521fzw9fddqt74pnl756, d8h5ge9ust20o7us968acnsnp, 4gmknefwu0tt33z88tu75xmg9, bs6f5ag1f47ropxefrybtaktl, 9bzlvn0twr2b5z30k30gugw5x, 3jqxaa2l6gqwxl2mr8w0yiiy2, 840353qq4b6ufh0hhm9o0n45x",4037581181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4037581185,130,2,4037581187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4037581183,59,"1, 2, 8, 27, 6, 19, 10, 13, 11, 45, 9, 7, 14, 16, 20, 22, 23, 24, 34, 40",4037581191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756671,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-02-17T19:30:11.662Z,2023-02-18T09:17:51Z,4037729465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756663,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-17T19:30:11.662Z,2023-02-17T19:30:11Z,4037729431,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756703,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50.1,50.1,2023-02-17T19:30:11.744Z,2023-02-18T09:23:58Z,4037729627,279,S,4037729623,212,11.7,4038858765,178,,4037729619,140,39.4,4037729621,141,45.4,4037729615,56,Back,4037729625,213,3.4,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756731,4,1,1,0,1,4l9mrqzmajz5crzlz50mtbt6x,1,39.2,46.1,2023-02-17T19:30:13.467Z,2023-02-18T09:24:01Z,4038858783,178,,4037729689,56,Back,4037729703,213,1.8,4037729691,140,34.0,4037729699,212,26.4,4037729695,141,84.1,,,,,,,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756741,5,1,1,0,4,4l9mrqzmajz5crzlz50mtbt6x,1,36.3,85.4,2023-02-17T19:30:16.081Z,2023-02-18T09:24:04Z,4037729751,212,8.9,4037729747,140,41.3,4038858817,178,,4037729745,56,Back,4037729753,213,0.9,4037729749,141,95.9,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756775,6,1,1,0,5,4l9mrqzmajz5crzlz50mtbt6x,1,41.3,95.9,2023-02-17T19:30:17.073Z,2023-02-18T09:24:07Z,4037729929,140,20.3,4037729933,212,23.9,4038858841,178,,4037729927,56,Back,4037729935,213,3.5,4037729931,141,82.3,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756817,7,1,1,0,8,4l9mrqzmajz5crzlz50mtbt6x,1,21.1,82,2023-02-17T19:30:20.510Z,2023-02-18T09:24:10Z,4037730147,56,Back,4037730151,141,48.1,4038858865,178,,4037730155,213,4.2,4037730153,212,26.9,4037730149,140,7.9,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508756855,8,1,1,0,12,4l9mrqzmajz5crzlz50mtbt6x,1,7.3,44.5,2023-02-17T19:30:24.405Z,2023-02-18T09:24:12Z,4037730385,212,33.7,4037730389,1,,4037730379,56,Back,4037730381,140,36.2,4038858881,178,,4037730387,213,5.8,4037730383,141,23.0,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
