id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2448358401,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-08-20T12:38:15.001Z,2022-08-20T13:29:14Z,3718302849,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3718302853,130,4,3718302851,59,"13, 27, 2, 30, 33, 4, 6, 8, 9, 10, 11, 1, 7, 17, 20, 23, 35, 40, 42",3718302859,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718302855,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3718302857,194,8n0dskalmx94ofiq6jewa22tx,3718302847,30,"dvo2f7d0yosn404wsrsgeprdh, f3xm12deg7xf3g2n3yk11npat, 8kydif03gk6apce8xwl9w3ht5, 9taxidttdt94nmvc3mqhqq0ut, cfpaejad8i9p2r1fj0wx0g222, 4fvtwbl1hrxgs9lg957rxladx, dgysidzshgxqm3jegaihwi5wq, 8n0dskalmx94ofiq6jewa22tx, 9xl238e13utd2ondzqi51ka1h, bax0ggbhejk7kpcezkyg3hai2, 6b7p3ncup75mpop91n0u1mw2d, 8td0ccul6gf7r5benk1pxqrx1, aahyom322jdc6f21960ycuzth, 58jjd14yvf4d6tvqcz4xo3a7e, 1n0y675l767w55pipq5lgj1zp, 2rsdnuf5kuu8kxybsjq7ogbje, bjjll8tgbxink1ly3gmw5w4ph, 8czesxhh2bedy0ukqb95rk82d, 9e4xq8tojxnrntko58ni4s7sa",3718421371,197,6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448358645,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-08-20T12:38:48.174Z,2022-08-20T13:44:03Z,3718304157,130,8,3718304161,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718304155,59,"1, 3, 6, 27, 4, 5, 16, 29, 10, 32, 33, 9, 12, 14, 17, 20, 21, 22, 38, 40",3718416227,197,8139,3718304153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718304169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718304151,30,"bfpax581lm91ebz4xgz40a191, fr9ac60188vlmtbrcddhxii1, 76h7b6dhpyotolq68f84lqifp, acxwc7xxrtyssiy390t859kgl, 7e7w34imugzsufvytjxytupd5, dodddfi0l5i36vlgbaybhzeqy, b7cso5zljdvzfila9zd4fz4ve, bjhgmcai5irlexe7oa1g0e5sl, embn1jhcly07i6pjcvcdiavo5, 4sd2zs6d5cd4d9n3oo54lglat, b8if5dg0k9prjik99aiutewh5, c82gu4dg85nwgkp7quzwqvefp, 53ozrqkupvt2iyi2xg0swf7px, ec04djw7dspowrm7h7wr6e5ed, 9i46dpapurzdzvd7nz3be7kl, 23l48u4w5nj4036whjm3s49gp, 9bzwr8qhl6547tjrsjsity4x6, 6384gzzxuxs6pvmrn8qx4d7u1, en0a6a574x1yvnk8kdxwub949, 2dxsntw3djezptdjqzu0oxi7e",3718304165,194,acxwc7xxrtyssiy390t859kgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383323,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-08-20T13:30:15.258Z,2022-08-20T21:02:31Z,3718427247,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383311,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-08-20T13:30:15.258Z,2022-08-20T13:30:15Z,3718427181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383331,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,50.2,49.6,2022-08-20T13:30:15.315Z,2022-08-20T21:07:29Z,3720881451,178,,3718427275,56,Back,3718427279,141,37.1,3718427281,212,23.9,3718427277,140,28.9,3718427283,213,3.5,3718427285,279,S,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383361,4,1,1,0,2,cz4a6wmzx2obyisadhgaccx7b,0,30.6,37.4,2022-08-20T13:30:18.033Z,2022-08-20T21:07:35Z,3718427403,140,74.4,3718427401,56,Left,3718427405,141,79.0,3718427409,213,0.6,3718427407,212,54.0,3718427399,155,,3720881633,178,,3718427411,1,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383381,3,61,1,0,6,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.5,19.6,2022-08-20T13:30:21.346Z,2022-08-20T21:07:46Z,3720882233,15,,3718427517,56,Back,3720882239,388,,,,,,,,,,,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383397,5,44,1,0,7,cz4a6wmzx2obyisadhgaccx7b,1,70.2,81.9,2022-08-20T13:30:23.080Z,2022-08-20T21:07:50Z,3718427575,286,,3718427577,233,4,3718427573,56,Left,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383395,4,44,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,0,29.8,18.1,2022-08-20T13:30:23.081Z,2022-08-20T21:07:50Z,3718427569,56,Back,3718427665,233,5,3718427571,285,,,,,,,,,,,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383407,6,1,1,0,7,cz4a6wmzx2obyisadhgaccx7b,0,69.5,86.3,2022-08-20T13:30:23.099Z,2022-08-20T21:07:54Z,3718427619,3,,3718427627,140,72.4,3718427635,212,4.4,3718427623,56,Left,3720882543,388,,3718427633,141,81.7,3718427637,213,5.5,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383413,5,1,1,0,8,a8l3w3n0j99qjlsxj3jnmgkz1,0,28.7,20.9,2022-08-20T13:30:24.184Z,2022-08-20T21:08:02Z,3718427649,212,7.3,3718427645,140,34.7,3718427651,213,5.8,3720882859,178,,3718427643,56,Back,3718427647,141,15.5,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383423,7,1,1,0,10,cz4a6wmzx2obyisadhgaccx7b,0,65.2,83,2022-08-20T13:30:25.672Z,2022-08-20T21:08:06Z,3718427711,1,,3718427707,212,28.8,3718427705,141,69.3,3720883055,178,,3718427709,213,6.0,3718427699,157,,3718427703,140,91.2,3718427701,56,Center,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383439,6,12,1,0,14,a8l3w3n0j99qjlsxj3jnmgkz1,1,10.9,27.2,2022-08-20T13:30:29.507Z,2022-08-20T21:08:11Z,3718427783,140,12.2,3718427781,56,Back,3718427909,167,,3720883309,388,,3718427785,141,0.0,3718427833,15,,3718427789,213,4.8,3718427787,212,19.1,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383473,7,5,1,0,16,a8l3w3n0j99qjlsxj3jnmgkz1,0,11.5,-0.6,2022-08-20T13:30:31.928Z,2022-08-20T21:08:16Z,3718427899,56,Back,3718427903,347,,3718428037,233,8,,,,,,,,,,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383487,8,5,1,0,16,cz4a6wmzx2obyisadhgaccx7b,1,88.5,100.6,2022-08-20T13:30:31.928Z,2022-08-20T21:08:15Z,3718427971,56,Left,3718427973,347,,3718428021,233,7,,,,,,,,,,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383691,9,1,1,0,33,cz4a6wmzx2obyisadhgaccx7b,0,89.3,100,2022-08-20T13:30:48.941Z,2022-08-20T21:08:19Z,3718428857,107,,3718428865,212,27.8,3718428869,1,,3718428859,56,Center,3718428863,141,60.5,3718428861,140,90.4,3718428867,213,4.8,,,,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383703,8,12,1,0,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,8.2,32.3,2022-08-20T13:30:50.661Z,2022-08-20T21:08:29Z,3718428915,141,14.8,3718428919,213,4.5,3720884007,388,,3718428913,140,6.3,3718428911,56,Back,3718428921,15,,3718428917,212,12.1,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383717,10,61,1,0,37,cz4a6wmzx2obyisadhgaccx7b,1,91,82.9,2022-08-20T13:30:52.573Z,2022-08-20T21:08:35Z,3718428973,56,Left,3720884159,178,,,,,,,,,,,,,,,,,,,,8kydif03gk6apce8xwl9w3ht5,T. Ouwejan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383745,11,1,1,0,38,cz4a6wmzx2obyisadhgaccx7b,0,92,83,2022-08-20T13:30:53.778Z,2022-08-20T21:08:39Z,3718429095,213,4.8,3718429227,233,9,3719927445,225,,3720884355,178,,3718429083,2,,3719927447,387,,3718429089,140,95.0,3719927449,72,,8n0dskalmx94ofiq6jewa22tx,D. Latza,3718429087,56,Center,3718429091,141,40.9,3718429093,212,28.8,3718429085,155,,,,,,,,,,,,,,,,,,,
2448383765,9,11,1,0,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,4.7,58.8,2022-08-20T13:30:56.548Z,2022-08-20T21:08:43Z,3720884531,388,,3719927647,378,,3718429171,56,Back,3718429173,88,,3718429213,233,11,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383827,10,1,1,0,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.2,52.8,2022-08-20T13:31:01.347Z,2022-08-20T21:08:54Z,3718429467,141,7.4,3720885039,178,,3718429479,287,,3718429465,140,20.7,3718429471,213,5.1,3718429473,1,,3718429469,212,33.1,3718429463,56,Back,bfpax581lm91ebz4xgz40a191,K. Casteels,3718429461,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383871,11,1,1,0,51,a8l3w3n0j99qjlsxj3jnmgkz1,1,24.5,7.7,2022-08-20T13:31:06.864Z,2022-08-20T21:08:59Z,3718429687,141,27.7,3718429691,213,2.0,3720885289,178,,3718429683,56,Back,3718429685,140,19.1,3718429689,212,14.7,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383893,12,1,1,0,53,a8l3w3n0j99qjlsxj3jnmgkz1,1,20.2,28.1,2022-08-20T13:31:09.187Z,2022-08-20T21:09:02Z,3718429813,141,69.9,3718429811,140,22.0,3718429815,212,28.5,3718429817,213,1.5,3718429809,56,Back,3720885419,178,,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383919,13,1,1,0,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,22.2,69.9,2022-08-20T13:31:12.046Z,2022-08-20T21:09:07Z,3718429927,212,22.6,3718429929,213,0.9,3718429925,141,96.8,3718429923,140,34.9,3718429921,56,Back,3720885717,178,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383939,14,1,1,0,59,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.8,93.3,2022-08-20T13:31:15.246Z,2022-08-20T21:09:13Z,3718430013,213,4.1,3718430011,212,14.1,3720885935,178,,3718430007,140,27.6,3718430005,56,Back,3718430009,141,75.8,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383969,15,1,1,1,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.4,72.9,2022-08-20T13:31:17.524Z,2022-08-20T21:09:18Z,3720886123,178,,3718430205,212,20.1,3718430201,140,27.2,3718430203,141,43.4,3718430199,56,Back,3718430207,213,4.7,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448383993,16,1,1,1,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.8,38.9,2022-08-20T13:31:20.493Z,2022-08-20T21:09:21Z,3718430325,212,35.6,3718430329,1,,3720886233,178,,3718430323,141,2.6,3718430321,140,52.2,3718430319,56,Right,3718430327,213,5.5,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384017,17,1,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,52.2,2.6,2022-08-20T13:31:23.349Z,2022-08-20T21:09:26Z,3720886479,178,,3718430465,213,0.5,3718430459,140,70.1,3718430463,212,21.5,3718430461,141,18.1,3718430457,56,Right,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448384031,18,1,1,1,10,a8l3w3n0j99qjlsxj3jnmgkz1,0,69.3,18.1,2022-08-20T13:31:25.578Z,2022-08-20T21:09:30Z,3718430515,140,66.4,3718430519,212,15.5,3720886649,178,,3718430513,56,Center,3718430521,213,1.8,3718430517,141,40.4,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
