id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value
2505936433,13,45,1,0,51,cz4a6wmzx2obyisadhgaccx7b,0,37.8,69.8,2023-02-10T19:31:52.895Z,2023-02-11T07:51:05Z,4022842089,233,8,4022841801,285,,4022841799,56,Back,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936463,9,1,1,0,53,a8l3w3n0j99qjlsxj3jnmgkz1,1,64.4,31.9,2023-02-10T19:31:54.956Z,2023-02-11T07:51:11Z,4022841985,212,17.5,4022841981,141,6.2,4022841971,56,Right,4023686235,178,,4022841989,213,4.8,4022841975,140,65.8,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936467,10,50,1,0,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,61.4,20.7,2023-02-10T19:31:57.687Z,2023-02-11T07:51:19Z,4022842029,233,14,4022841997,56,Right,4022841999,286,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936497,14,7,1,0,57,cz4a6wmzx2obyisadhgaccx7b,0,38.6,79.3,2023-02-10T19:31:58.463Z,2023-02-11T07:51:24Z,4023686403,178,,4022842207,56,Back,4022842209,285,,4022842671,233,10,4023465459,385,,,,,,,,,,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936525,11,1,1,1,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,65.7,18.8,2023-02-10T19:32:01.244Z,2023-02-11T07:51:32Z,4022842365,213,2.3,4022842363,212,28.9,4022842359,140,47.4,4023686499,178,,4022842357,56,Back,4022842361,141,50.5,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936563,12,1,1,1,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,42.7,63,2023-02-10T19:32:06.256Z,2023-02-11T07:51:41Z,4022842551,140,40.4,4022842553,141,23.4,4023686635,178,,4022842555,212,27.0,4022842557,213,4.6,4022842549,56,Back,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936593,13,1,1,1,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,51.3,24.9,2023-02-10T19:32:11.774Z,2023-02-11T07:51:52Z,4022842719,212,12.7,4022842717,141,39.8,4022842721,213,0.9,4022842713,56,Center,4022842715,140,58.6,4023686785,178,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093677,906,67,1,1,11,a8l3w3n0j99qjlsxj3jnmgkz1,1,61.8,38.3,2023-02-10T19:32:12.812Z,2023-02-11T09:22:43Z,4023707715,233,942,,,,,,,,,,,,,,,,,,,,,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093675,942,67,1,1,11,cz4a6wmzx2obyisadhgaccx7b,0,38.2,61.7,2023-02-10T19:32:12.813Z,2023-02-11T08:46:14Z,4023707723,233,906,,,,,,,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936595,14,1,1,1,11,a8l3w3n0j99qjlsxj3jnmgkz1,0,58.6,39.8,2023-02-10T19:32:12.832Z,2023-02-11T09:22:43Z,4022842743,56,Center,4022842745,140,61.3,4022842751,213,6.1,4022842843,236,,4022842845,233,15,4022842849,286,,4022842749,212,2.9,4023686819,178,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,4022842747,141,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936611,15,74,1,1,11,cz4a6wmzx2obyisadhgaccx7b,1,41.3,74.6,2023-02-10T19:32:12.837Z,2023-02-11T07:52:04Z,4022842865,233,14,4022842817,56,Back,4023686891,178,,4022842819,285,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936651,15,5,1,1,16,a8l3w3n0j99qjlsxj3jnmgkz1,1,48.4,-2,2023-02-10T19:32:17.778Z,2023-02-11T07:52:09Z,4022843065,56,Back,4022843129,233,16,4022843067,347,,,,,,,,,,,,,,,,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936629,16,5,1,1,16,cz4a6wmzx2obyisadhgaccx7b,0,51.6,102,2023-02-10T19:32:17.778Z,2023-02-11T07:52:09Z,4022842929,347,,4022843161,233,15,4022842927,56,Left,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936801,16,1,1,1,29,a8l3w3n0j99qjlsxj3jnmgkz1,1,44.9,0,2023-02-10T19:32:30.441Z,2023-02-11T07:52:11Z,4022843855,56,Back,4022843853,107,,4022843857,140,43.7,4022843861,212,4.5,4022843863,213,1.9,4022843859,141,5.0,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936823,17,1,1,1,30,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.3,11.2,2023-02-10T19:32:31.580Z,2023-02-11T07:52:19Z,4022843977,141,3.9,4022843979,212,6.5,4022843981,213,4.0,4023687043,21,,4022843973,56,Back,4023687041,388,,4022843975,140,39.3,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936855,18,1,1,1,31,a8l3w3n0j99qjlsxj3jnmgkz1,0,38.9,2.7,2023-02-10T19:32:32.871Z,2023-02-11T07:52:25Z,4022844137,56,Back,4022844139,140,28.4,4022844143,212,20.2,4022844145,213,2.1,4022844141,141,27.6,4022844135,155,,4023687185,178,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936857,17,44,1,1,35,cz4a6wmzx2obyisadhgaccx7b,1,72.6,71.1,2023-02-10T19:32:36.685Z,2023-02-11T09:22:44Z,4022844153,286,,4022844151,56,Center,4022844181,233,19,,,,,,,,,,,,,,,,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936861,19,44,1,1,35,a8l3w3n0j99qjlsxj3jnmgkz1,0,27.4,28.9,2023-02-10T19:32:36.686Z,2023-02-11T07:52:31Z,4022844169,285,,4022844339,233,17,4022844167,56,Back,,,,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936883,18,1,1,1,35,cz4a6wmzx2obyisadhgaccx7b,1,74.2,72.1,2023-02-10T19:32:36.806Z,2023-02-11T09:22:44Z,4022844289,3,,4023687303,388,,4022844299,213,5.4,4022844297,212,4.7,4022844293,140,76.9,4022844295,141,66.6,4022844291,56,Center,4022845199,210,15,ex7y8oe78ewwmibz41qbmwhxx,M. Frey,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2505936903,19,49,1,1,36,cz4a6wmzx2obyisadhgaccx7b,1,79.1,69.7,2023-02-10T19:32:37.719Z,2023-02-11T07:52:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936919,20,15,1,1,37,cz4a6wmzx2obyisadhgaccx7b,1,82.2,63.7,2023-02-10T19:32:38.704Z,2023-02-11T07:52:55Z,4022845233,108,,4022845235,146,98.1,4022844417,56,Center,4022845231,215,,4022844659,233,21,4022845223,55,18,4022845221,29,,4022845229,103,4.4,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,4022845227,102,48.2,4022844413,22,4022844415,18,,4022845237,147,50.9,4023687527,178,,,4022844631,72,4022845219,78,,,,,,,,,,,,,,
2505936947,21,10,1,1,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,4.1,48.9,2023-02-10T19:32:39.648Z,2023-02-11T07:52:52Z,4022844545,56,Back,4022844543,182,,4022844541,179,,4023466015,376,,4022844539,177,,4022844683,233,20,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936943,20,52,1,1,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,4.1,48.9,2023-02-10T19:32:39.964Z,2023-02-11T07:53:01Z,4023466033,376,,4023687771,179,,,,,,,,,,,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937103,22,1,1,1,52,a8l3w3n0j99qjlsxj3jnmgkz1,1,8.4,42.3,2023-02-10T19:32:53.450Z,2023-02-11T07:53:18Z,4022845447,140,30.0,4022845449,141,9.7,4022845463,189,,4022845451,212,31.7,4023687901,178,,4022845453,213,5.5,4022845443,123,,4022845445,56,Back,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937127,23,1,1,1,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,30,10.9,2023-02-10T19:32:55.331Z,2023-02-11T07:53:16Z,4022845579,212,11.4,4022845581,213,2.0,4022845577,141,25.9,4022845573,56,Back,4022845575,140,25.1,4023688027,178,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937139,24,1,1,1,58,a8l3w3n0j99qjlsxj3jnmgkz1,1,25.6,25.5,2023-02-10T19:32:59.427Z,2023-02-11T07:53:29Z,4022845649,140,36.2,4023688191,178,,4022845647,56,Back,4022845653,212,18.9,4022845655,213,5.3,4022845651,141,3.0,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937155,25,1,1,2,1,a8l3w3n0j99qjlsxj3jnmgkz1,0,37.8,2.9,2023-02-10T19:33:02.318Z,2023-02-11T07:53:34Z,4022845749,56,Center,4022845759,1,,4022845757,213,0.4,4022845747,155,,4022845755,212,32.7,4022845753,141,22.4,4023688319,178,,4022845751,140,66.3,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937169,21,49,1,2,3,cz4a6wmzx2obyisadhgaccx7b,1,32.4,84.8,2023-02-10T19:33:04.609Z,2023-02-11T07:53:39Z,,,,,,,,,,,,,,,,,,,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937195,22,1,1,2,5,cz4a6wmzx2obyisadhgaccx7b,1,32.4,84.9,2023-02-10T19:33:06.216Z,2023-02-11T07:53:45Z,4023688429,178,,4022845961,140,42.4,4022845965,212,10.5,4022845959,56,Back,4022845963,141,85.5,4022845967,213,0.0,,,,,,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937227,23,1,1,2,6,cz4a6wmzx2obyisadhgaccx7b,1,42.3,85.2,2023-02-10T19:33:07.804Z,2023-02-11T07:53:51Z,4022846201,141,81.9,4022846193,56,Back,4022846205,212,8.8,4022846197,140,34.2,4022846209,213,3.4,4023688533,178,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937341,24,1,1,2,10,cz4a6wmzx2obyisadhgaccx7b,0,39.9,90.3,2023-02-10T19:33:12.034Z,2023-02-11T07:53:55Z,4022846757,155,,4023688581,178,,4022846761,56,Left,4022846765,141,95.6,4022846763,140,97.5,4022846767,212,60.6,4022846771,1,,4022846769,213,0.1,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937337,26,49,1,2,17,a8l3w3n0j99qjlsxj3jnmgkz1,1,5.4,4.5,2023-02-10T19:33:18.474Z,2023-02-11T07:54:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505937397,27,1,1,2,18,a8l3w3n0j99qjlsxj3jnmgkz1,0,3.3,4.1,2023-02-10T19:33:19.904Z,2023-02-11T07:54:14Z,4022847053,157,,4022847055,56,Back,4023688759,178,,4022847063,213,0.4,4022847059,141,30.2,4022847065,1,,4022847061,212,45.1,4022847057,140,42.8,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
