id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value
2505907863,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-10T18:35:19.621Z,2023-02-10T19:35:22Z,4022695889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022695875,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022695873,30,"8td0ccul6gf7r5benk1pxqrx1, f3xm12deg7xf3g2n3yk11npat, 6oaqk4pdojnlefa3zubsysmvp, dgysidzshgxqm3jegaihwi5wq, 4fvtwbl1hrxgs9lg957rxladx, bm5w5xsbbflm26pdhmejwgvs9, e1wv1pujaj9nf92pgs7sm1wtm, 9taxidttdt94nmvc3mqhqq0ut, ex7y8oe78ewwmibz41qbmwhxx, bax0ggbhejk7kpcezkyg3hai2, 8prrhz0d1i4vxkhgro8p42bxl, 8kydif03gk6apce8xwl9w3ht5, 9xl238e13utd2ondzqi51ka1h, 6b7p3ncup75mpop91n0u1mw2d, dvo2f7d0yosn404wsrsgeprdh, at2rbigl1d8bsjw2u6lhfcatx, 2rsdnuf5kuu8kxybsjq7ogbje, 7lohomjw8xbl5eymcqhrtytw5, 3qbl0ps3ms998s0apmpkre3md, w2jovd0ta6to004lvlri5gtm",4022695877,59,"1, 27, 18, 6, 4, 25, 38, 30, 26, 10, 20, 2, 9, 11, 13, 19, 23, 24, 33, 41",4022853533,197,6345,4022695885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022695881,130,8,4022710025,194,f3xm12deg7xf3g2n3yk11npat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505909867,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-02-10T18:41:44.630Z,2023-02-10T19:35:20Z,4022705937,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022705939,59,"1, 20, 6, 31, 3, 5, 39, 27, 23, 32, 16, 4, 7, 8, 10, 12, 22, 29, 33, 40",4022705947,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022705945,194,acxwc7xxrtyssiy390t859kgl,4022853431,197,8139,4022705943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022705941,130,8,4022705935,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, d2ykrr75737c8bzlwhjj90vkl, fr9ac60188vlmtbrcddhxii1, dodddfi0l5i36vlgbaybhzeqy, aplc9mad75h1k90o3qla9c7l6, acxwc7xxrtyssiy390t859kgl, eswxx8pxqyuj7rnpvqawpej1l, 4sd2zs6d5cd4d9n3oo54lglat, b7cso5zljdvzfila9zd4fz4ve, 7e7w34imugzsufvytjxytupd5, 3es8fg7y59lckypu11i68q6s5, azcv772qzdbz1exafx3od6lt5, embn1jhcly07i6pjcvcdiavo5, 53ozrqkupvt2iyi2xg0swf7px, 6384gzzxuxs6pvmrn8qx4d7u1, bjhgmcai5irlexe7oa1g0e5sl, b8if5dg0k9prjik99aiutewh5, 2dxsntw3djezptdjqzu0oxi7e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935805,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-02-10T19:31:01.177Z,2023-02-10T19:31:01Z,4022838771,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935809,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-10T19:31:01.177Z,2023-02-11T07:34:44Z,4022838789,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935847,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,49.9,51,2023-02-10T19:31:01.199Z,2023-02-11T07:49:02Z,4022838977,56,Back,4022838983,212,20.8,4023684889,178,,4022838985,213,3.6,4022838981,141,38.6,4022838979,140,31.8,4022838987,279,S,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935885,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,1,32,38.6,2023-02-10T19:31:04.237Z,2023-02-11T07:49:15Z,4022839253,155,,4022839255,56,Left,4022839259,141,81.0,4022839263,213,0.5,4022839265,1,,4023685013,178,,4022839261,212,58.8,4022839257,140,80.8,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935897,5,1,1,0,6,cz4a6wmzx2obyisadhgaccx7b,1,80.5,80.6,2023-02-10T19:31:07.554Z,2023-02-11T07:49:25Z,4022839333,141,85.7,4022839335,212,10.9,4023685111,388,,4022839331,140,70.7,4022839329,56,Left,4022839337,213,2.8,4022839327,3,,,,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935937,7,1,1,0,8,cz4a6wmzx2obyisadhgaccx7b,0,67.4,80.6,2023-02-10T19:31:10.151Z,2023-02-11T07:49:43Z,4022852449,233,4,4022839497,141,77.4,4022839499,212,3.7,4023685283,178,,4022839493,56,Center,4022839501,213,5.7,4022839495,140,70.3,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935901,3,61,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,0,33.7,20.6,2023-02-10T19:31:10.495Z,2023-02-11T07:49:48Z,4022839353,56,Back,4023685375,178,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093337,921,67,1,0,10,cz4a6wmzx2obyisadhgaccx7b,1,68.3,85.9,2023-02-10T19:31:11.515Z,2023-02-11T09:22:41Z,4023705803,233,882,,,,,,,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093335,882,67,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,0,31.7,14.1,2023-02-10T19:31:11.516Z,2023-02-11T08:42:49Z,4023705807,233,921,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935905,6,1,1,0,10,cz4a6wmzx2obyisadhgaccx7b,0,71.9,83.3,2023-02-10T19:31:11.547Z,2023-02-11T09:22:42Z,4023685589,178,,4022839441,286,,4022839437,233,4,4022839357,140,73.1,4022839359,141,83.1,4022839355,56,Left,4022839435,236,,4022839361,212,1.3,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,4022839363,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505935923,4,74,1,0,10,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.7,18.3,2023-02-10T19:31:11.557Z,2023-02-11T07:50:04Z,4022839467,233,6,4022839433,285,,4023685669,178,,4022839431,56,Back,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093375,927,67,1,0,12,cz4a6wmzx2obyisadhgaccx7b,1,63.5,78.9,2023-02-10T19:31:14.058Z,2023-02-11T09:22:42Z,4023706017,233,883,,,,,,,,,,,,,,,,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506093373,883,67,1,0,12,a8l3w3n0j99qjlsxj3jnmgkz1,0,36.5,21.1,2023-02-10T19:31:14.059Z,2023-02-11T08:43:15Z,4023706021,233,927,,,,,,,,,,,,,,,,,,,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936023,8,1,1,0,15,cz4a6wmzx2obyisadhgaccx7b,1,63.8,75,2023-02-10T19:31:16.278Z,2023-02-11T07:50:19Z,4022839885,212,25.3,4022839883,141,62.4,4022839879,56,Back,4022839881,140,41.1,4023685807,178,,4022839887,213,3.5,,,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936075,9,1,1,0,17,cz4a6wmzx2obyisadhgaccx7b,1,41.1,62.4,2023-02-10T19:31:18.469Z,2023-02-11T07:50:23Z,4022840137,141,21.1,4023685831,178,,4022840129,155,,4022840139,212,44.7,4022840131,56,Right,4022840143,1,,4022840135,140,74.2,4022840141,213,5.6,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936087,10,1,1,0,22,cz4a6wmzx2obyisadhgaccx7b,0,90.3,16.3,2023-02-10T19:31:23.853Z,2023-02-11T07:50:27Z,4022840177,213,1.9,4023462051,225,,4023685887,178,,4023462053,386,,4023462055,20,,4022840233,236,,4022840169,56,Right,4022840235,233,5,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,4022840239,286,,4022840165,2,4022840171,140,89.7,4022840175,212,2.2,4022840173,141,19.4,,,,,,,,,,,,,,,,,,,
2505936093,5,12,1,0,22,a8l3w3n0j99qjlsxj3jnmgkz1,1,9.4,82.7,2023-02-10T19:31:23.946Z,2023-02-11T07:50:31Z,4022840207,56,Back,4023685957,178,,4022840279,233,10,4022840205,185,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936131,11,61,1,0,22,cz4a6wmzx2obyisadhgaccx7b,1,88.6,20.3,2023-02-10T19:31:23.976Z,2023-02-11T07:50:42Z,4023686027,178,,4022840395,56,Right,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936139,6,5,1,0,23,a8l3w3n0j99qjlsxj3jnmgkz1,1,-1.2,79,2023-02-10T19:31:25.062Z,2023-02-11T07:50:46Z,4022840425,346,,4022840421,56,Back,4022840463,233,12,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936145,12,5,1,0,23,cz4a6wmzx2obyisadhgaccx7b,0,101.2,21,2023-02-10T19:31:25.062Z,2023-02-11T07:50:45Z,4022840461,346,,4022840553,233,6,4022840459,56,Right,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936407,7,1,1,0,47,a8l3w3n0j99qjlsxj3jnmgkz1,1,4.4,49.9,2023-02-10T19:31:48.269Z,2023-02-11T07:50:58Z,4022841671,56,Center,4022841669,124,,4022841673,140,63.4,4022841675,141,44.0,4022841685,74,,4022841677,212,62.1,4022841679,213,6.2,4022841681,1,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505936429,8,3,1,0,51,a8l3w3n0j99qjlsxj3jnmgkz1,1,62.2,30.2,2023-02-10T19:31:52.895Z,2023-02-11T07:51:05Z,4022841783,56,Center,4022841785,286,,4022842065,233,13,4023686183,178,,4023465275,464,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
