id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,keyPass,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2445263637,81,1,1,8,41,f0w62l8zql3tukxsy8fqwp72x,1,55.8,25,2022-08-13T13:39:52.074Z,2022-08-14T01:25:59Z,3701855645,212,13.5,3701855643,141,32.9,3701855647,213,0.4,3705074549,178,,3701855639,56,Center,3701855641,140,67.6,,,,,,,ce2pidh4dpd1ccozn2lm3qtw5,I. Šunjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263659,82,1,1,8,41,f0w62l8zql3tukxsy8fqwp72x,0,67.6,32.9,2022-08-13T13:39:52.824Z,2022-08-14T01:26:03Z,3701855763,212,15.2,3701855761,141,17.4,3701855757,56,Right,3701855759,140,78.0,3701855765,213,5.5,3705074837,178,,3701855755,155,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263665,81,49,1,8,44,c5hderjlkcoaze51e5wgvptk,1,18.7,89.6,2022-08-13T13:39:55.801Z,2022-08-14T01:26:19Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263713,82,1,1,8,44,c5hderjlkcoaze51e5wgvptk,1,18.7,89.6,2022-08-13T13:39:55.826Z,2022-08-14T01:26:16Z,3705075951,178,,3701855989,140,56.9,3701855995,213,0.1,3701855985,157,,3701855991,141,95.9,3701855987,56,Left,3701855993,212,40.3,3701855997,1,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445963849,1356,67,1,8,49,c5hderjlkcoaze51e5wgvptk,1,57.6,95.8,2022-08-13T13:40:00.038Z,2022-08-14T10:46:18Z,3705632273,233,981,,,,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445963847,981,67,1,8,49,f0w62l8zql3tukxsy8fqwp72x,0,42.4,4.2,2022-08-13T13:40:00.039Z,2022-08-14T07:00:26Z,3705632285,233,1356,,,,,,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263721,83,61,1,8,49,c5hderjlkcoaze51e5wgvptk,1,56.9,95.9,2022-08-13T13:40:00.459Z,2022-08-14T10:46:18Z,3705078561,389,,3701856029,56,Left,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263813,84,1,1,8,52,c5hderjlkcoaze51e5wgvptk,1,53.2,98,2022-08-13T13:40:03.096Z,2022-08-14T01:26:54Z,3701856425,213,4.2,3701856417,56,Back,3701856419,140,48.0,3701856423,212,11.1,3705078885,178,,3701856421,141,83.8,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263847,85,1,1,8,56,c5hderjlkcoaze51e5wgvptk,1,54.5,69.3,2022-08-13T13:40:07.413Z,2022-08-14T01:27:02Z,3701856611,213,4.3,3705079439,178,,3701856609,212,20.6,3701856605,140,45.8,3701856603,56,Back,3701856607,141,42.2,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263879,86,1,1,9,1,c5hderjlkcoaze51e5wgvptk,1,46.6,45.8,2022-08-13T13:40:12.135Z,2022-08-14T01:27:11Z,3705080241,178,,3701856715,212,30.2,3701856717,213,1.2,3701856713,141,88.0,3701856709,56,Left,3701856711,140,55.7,3704271449,155,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263939,87,1,1,9,4,c5hderjlkcoaze51e5wgvptk,1,56.7,93.9,2022-08-13T13:40:15.537Z,2022-08-14T01:27:16Z,3701856997,213,0.3,3701856993,141,98.0,3701856991,140,65.9,3701856995,212,10.1,3705080637,178,,3701856989,56,Left,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263957,88,1,1,9,10,c5hderjlkcoaze51e5wgvptk,0,77.7,82.4,2022-08-13T13:40:21.260Z,2022-08-14T01:27:20Z,3701857091,140,82.8,3705081067,178,,3701857097,213,4.8,3701857093,141,21.0,3701857087,196,,3701857099,1,,3701857089,56,Right,3701857085,155,,eqtsanns36za56h4pfqhbnh05,M. Götze,3701857095,212,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263975,83,12,1,9,13,f0w62l8zql3tukxsy8fqwp72x,1,18.9,84.8,2022-08-13T13:40:24.156Z,2022-08-14T01:27:26Z,3705081545,178,,3701857143,56,Back,3701857147,141,100.0,3701857149,212,11.8,3701857191,167,,3701857151,213,1.4,3701857145,140,20.5,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263979,84,5,1,9,14,f0w62l8zql3tukxsy8fqwp72x,0,22.7,101.6,2022-08-13T13:40:25.838Z,2022-08-14T01:27:29Z,3701857169,56,Back,3701857261,233,89,3701857171,347,,,,,,,,,,,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445263987,89,5,1,9,14,c5hderjlkcoaze51e5wgvptk,1,77.3,-1.6,2022-08-13T13:40:25.838Z,2022-08-14T01:27:29Z,3701857233,233,84,3701857231,347,,3701857229,56,Right,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264057,90,1,1,9,17,c5hderjlkcoaze51e5wgvptk,1,69.5,0,2022-08-13T13:40:28.768Z,2022-08-14T01:27:32Z,3701857569,213,2.7,3701857561,56,Right,3701857567,212,14.1,3701857563,140,57.5,3701857565,141,7.6,3701857559,107,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264071,91,1,1,9,21,c5hderjlkcoaze51e5wgvptk,1,56.4,9.8,2022-08-13T13:40:32.171Z,2022-08-14T01:27:35Z,3701857643,141,6.7,3701857639,56,Right,3701857641,140,60.6,3705082167,178,,3701857645,212,4.9,3701857649,213,5.8,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264079,92,1,1,9,21,c5hderjlkcoaze51e5wgvptk,1,60.6,7.3,2022-08-13T13:40:32.942Z,2022-08-14T01:27:39Z,3701857679,56,Right,3701857681,140,57.5,3705082651,178,,3701857687,213,2.2,3701857683,141,13.4,3701857685,212,5.3,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264121,93,1,1,9,23,c5hderjlkcoaze51e5wgvptk,1,57.4,13.8,2022-08-13T13:40:34.816Z,2022-08-14T01:27:43Z,3701857911,212,22.7,3701857909,141,42.8,3701857913,213,2.1,3701857905,56,Back,3705082995,178,,3701857907,140,46.7,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264143,94,1,1,9,28,c5hderjlkcoaze51e5wgvptk,1,52.7,37,2022-08-13T13:40:38.967Z,2022-08-14T01:27:47Z,3705083325,178,,3701858013,212,26.3,3701858009,140,65.1,3701858011,141,3.4,3701858007,56,Right,3701858015,213,5.2,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264149,95,1,1,9,29,c5hderjlkcoaze51e5wgvptk,0,65.1,3.4,2022-08-13T13:40:40.690Z,2022-08-14T01:27:53Z,3701858039,212,5.4,3701858041,213,0.2,3701858035,140,70.2,3705083767,178,,3701858037,141,4.6,3701858033,56,Right,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264163,85,61,1,9,30,f0w62l8zql3tukxsy8fqwp72x,1,33.8,93.4,2022-08-13T13:40:40.968Z,2022-08-14T01:27:59Z,3701858109,56,Back,3705084123,178,,,,,,,,,,,,,,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264191,96,1,1,9,32,c5hderjlkcoaze51e5wgvptk,1,61.9,6.7,2022-08-13T13:40:43.521Z,2022-08-14T01:28:03Z,3701858225,141,3.2,3701858223,140,73.4,3701858227,212,12.3,3705084341,178,,3701858221,56,Right,3701858231,213,6.1,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264221,97,1,1,9,34,c5hderjlkcoaze51e5wgvptk,1,73.4,2.9,2022-08-13T13:40:45.681Z,2022-08-14T01:28:06Z,3701858389,56,Right,3705084577,178,,3701858395,212,14.5,3701858391,140,59.8,3701858397,213,3.0,3701858393,141,6.8,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445964529,1388,43,1,9,36,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-13T13:40:47.025Z,2022-08-14T07:02:43Z,3705634811,178,0,3705634903,144,82,,,,,,,,,,,,,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264233,98,1,1,9,36,c5hderjlkcoaze51e5wgvptk,1,59.8,6.8,2022-08-13T13:40:47.088Z,2022-08-14T01:28:10Z,3701858485,141,16.7,3701858489,213,1.5,3701858487,212,6.7,3705084809,178,,3701858483,140,60.2,3701858481,56,Right,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264253,99,1,1,9,39,c5hderjlkcoaze51e5wgvptk,1,59.9,19.5,2022-08-13T13:40:49.977Z,2022-08-14T01:28:14Z,3701858631,212,19.9,3701858633,213,1.9,3701858627,140,54.1,3705085127,178,,3701858629,141,47.3,3701858625,56,Center,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264281,100,1,1,9,42,c5hderjlkcoaze51e5wgvptk,1,54.1,50.4,2022-08-13T13:40:53.061Z,2022-08-14T01:28:19Z,3701858775,212,32.5,3701858779,1,,3701858777,213,1.2,3705085507,178,,3701858773,141,95.4,3701858769,56,Left,3701858771,140,64.4,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264285,101,50,1,9,45,c5hderjlkcoaze51e5wgvptk,1,68.2,92.6,2022-08-13T13:40:56.729Z,2022-08-14T01:28:26Z,3701858797,286,,3701858795,56,Left,3701859013,233,86,,,,,,,,,,,,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264317,86,7,1,9,46,f0w62l8zql3tukxsy8fqwp72x,1,31.8,7.4,2022-08-13T13:40:57.489Z,2022-08-14T01:28:29Z,3701858917,56,Back,3705086235,178,,3701858971,233,101,3701858919,285,,3704272969,383,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264323,87,4,1,9,47,f0w62l8zql3tukxsy8fqwp72x,1,33.2,7.8,2022-08-13T13:40:58.168Z,2022-08-14T01:28:34Z,3701858937,13,,3701858963,233,102,3701858945,285,,3701858941,56,Back,3701858939,295,,3701858943,152,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264313,102,4,1,9,47,c5hderjlkcoaze51e5wgvptk,0,66.8,92.2,2022-08-13T13:40:58.169Z,2022-08-14T01:28:34Z,3705086559,178,,3701858979,233,87,3701858907,56,Left,3701858903,13,,3701858909,152,,3701858977,286,,3701858905,295,,,,,3qy1qlzezgfkxeom5n1r9h13p,C. Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445964711,982,43,1,9,49,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:41:00.100Z,2022-08-14T07:03:14Z,3705635623,144,82,3705635525,178,0,,,,,,,,,,,,,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264591,88,1,1,10,14,f0w62l8zql3tukxsy8fqwp72x,1,26.9,20.2,2022-08-13T13:41:25.159Z,2022-08-14T01:28:48Z,3701860225,141,45.4,3701860217,5,,3701860229,213,2.0,3701860223,140,19.8,3701860219,152,,3701860227,212,18.7,3701860221,56,Back,3705087609,178,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264609,89,1,1,10,17,f0w62l8zql3tukxsy8fqwp72x,1,19.8,45.4,2022-08-13T13:41:28.714Z,2022-08-14T01:28:52Z,3701860307,56,Back,3701860315,213,1.2,3701860313,212,24.4,3701860309,140,29.3,3705087871,178,,3701860311,141,78.2,,,,,,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264637,90,1,1,10,20,f0w62l8zql3tukxsy8fqwp72x,1,29.3,78.2,2022-08-13T13:41:31.801Z,2022-08-14T01:28:59Z,3701860515,212,12.0,3701860507,140,39.1,3701860511,141,69.1,3701860505,56,Back,3705088373,178,,3701860517,213,5.7,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264673,91,1,1,10,24,f0w62l8zql3tukxsy8fqwp72x,1,39.1,69.1,2022-08-13T13:41:35.493Z,2022-08-14T01:29:05Z,3701860711,213,3.7,3701860709,212,22.5,3701860705,140,20.4,3705088807,178,,3701860703,56,Back,3701860707,141,52.9,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264709,92,1,1,10,31,f0w62l8zql3tukxsy8fqwp72x,0,22.9,49.4,2022-08-13T13:41:42.012Z,2022-08-14T01:29:08Z,3701860925,212,50.0,3701860917,155,,3701860929,1,,3701860919,56,Center,3701860923,141,47.1,3705089009,178,,3701860927,213,6.3,3701860921,140,70.5,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264721,103,49,1,10,36,c5hderjlkcoaze51e5wgvptk,1,27.2,63.6,2022-08-13T13:41:47.148Z,2022-08-14T01:29:26Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264747,104,1,1,10,36,c5hderjlkcoaze51e5wgvptk,0,26.5,64.2,2022-08-13T13:41:47.183Z,2022-08-14T01:29:24Z,3701861059,213,0.5,3701861055,141,86.3,3705089833,178,,3701861051,56,Left,3701861061,1,,3701861057,212,33.8,3701861049,157,,3701861053,140,55.3,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445965005,990,43,1,10,39,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:41:50.430Z,2022-08-14T07:04:12Z,3705636759,178,0,3705636845,144,82,,,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264753,93,49,1,10,39,f0w62l8zql3tukxsy8fqwp72x,1,48.8,16.4,2022-08-13T13:41:50.455Z,2022-08-14T01:29:39Z,,,,,,,,,,,,,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264777,94,4,1,10,40,f0w62l8zql3tukxsy8fqwp72x,1,48.6,18.2,2022-08-13T13:41:51.345Z,2022-08-14T01:29:44Z,3701861207,56,Back,3701861533,233,105,3701861211,265,,3701861209,152,,3701861205,13,,3701861213,286,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264827,105,4,1,10,40,c5hderjlkcoaze51e5wgvptk,0,51.4,81.8,2022-08-13T13:41:51.346Z,2022-08-14T01:29:44Z,3701861465,13,,3701861473,285,,3701861469,152,,3701861471,265,,3701861467,56,Left,3705091315,178,,3701861551,233,94,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264899,95,1,1,10,51,f0w62l8zql3tukxsy8fqwp72x,1,44.9,17.2,2022-08-13T13:42:02.109Z,2022-08-14T01:29:48Z,3701861891,5,,3701861897,140,48.2,3701861893,152,,3705091519,178,,3701861907,213,5.2,3701861899,141,8.1,3701861903,212,7.1,3701861895,56,Back,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264919,96,1,1,10,52,f0w62l8zql3tukxsy8fqwp72x,1,48.2,8.1,2022-08-13T13:42:03.163Z,2022-08-14T01:29:51Z,3701862021,140,54.7,3705091711,178,,3701862027,213,1.1,3701862023,141,25.6,3701862019,56,Center,3701862025,212,13.7,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264939,97,1,1,10,54,f0w62l8zql3tukxsy8fqwp72x,1,54.7,25.6,2022-08-13T13:42:05.385Z,2022-08-14T01:30:01Z,3701862159,212,49.8,3701862147,196,,3701862163,1,,3705092411,178,,3701862149,56,Left,3701862161,213,1.3,3701862157,141,95.6,3701862153,140,68.8,ce2pidh4dpd1ccozn2lm3qtw5,I. Šunjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264993,98,1,1,10,59,f0w62l8zql3tukxsy8fqwp72x,1,72.4,92.6,2022-08-13T13:42:09.971Z,2022-08-14T01:30:12Z,3701862437,213,6.0,3701862433,141,84.0,3701862431,140,94.9,3705092999,178,,3701862435,212,24.3,3701862429,56,Left,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445965467,1398,83,1,11,3,c5hderjlkcoaze51e5wgvptk,1,2.6,17.3,2022-08-13T13:42:14.474Z,2022-08-14T07:05:22Z,3705638589,399,250437,,,,,,,,,,,,,,,,,,,,,,abuvjv3bhb402yf8p92kucez9,A. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445264995,99,1,1,11,4,f0w62l8zql3tukxsy8fqwp72x,0,98.5,82.8,2022-08-13T13:42:15.073Z,2022-08-14T01:30:18Z,3701862449,213,2.7,3701862441,56,Left,3701862447,212,5.0,3705093449,178,,3701862443,140,94.2,3701862445,141,86.0,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265029,106,49,1,11,4,c5hderjlkcoaze51e5wgvptk,1,7.3,4.9,2022-08-13T13:42:15.420Z,2022-08-14T01:30:22Z,,,,,,,,,,,,,,,,,,,,,,,,,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265051,107,1,1,11,7,c5hderjlkcoaze51e5wgvptk,0,7.3,4.9,2022-08-13T13:42:18.369Z,2022-08-14T01:30:28Z,3701862721,1,,3701862715,141,15.2,3701862719,213,0.2,3701862717,212,32.6,3701862713,140,37.6,3705094035,178,,3701862709,155,,3701862711,56,Back,byn8dfwg5zdefrca7wgn32qne,A. Knauff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265055,100,49,1,11,9,f0w62l8zql3tukxsy8fqwp72x,1,66.8,76.9,2022-08-13T13:42:20.500Z,2022-08-14T01:30:42Z,,,,,,,,,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445965603,997,43,1,11,9,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:42:20.500Z,2022-08-14T07:05:46Z,3705639057,178,0,3705639169,144,82,3705639059,21,0,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265083,101,1,1,11,11,f0w62l8zql3tukxsy8fqwp72x,1,66.8,76.9,2022-08-13T13:42:21.954Z,2022-08-14T01:30:47Z,3701862855,212,10.5,3704275315,155,,3701862849,56,Left,3701862857,213,0.7,3701862853,141,86.3,3705095037,178,,3701862851,140,74.7,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265101,102,1,1,11,13,f0w62l8zql3tukxsy8fqwp72x,1,74.7,86.3,2022-08-13T13:42:24.481Z,2022-08-14T01:30:52Z,3705095431,178,,3701862989,212,13.0,3701862985,140,86.5,3701862991,213,6.0,3701862983,56,Left,3701862987,141,80.3,,,,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445965805,999,43,1,11,15,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-08-13T13:42:26.293Z,2022-08-14T09:59:56Z,3705854499,144,67,3705639831,233,1403,,,,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445965799,1403,43,1,11,15,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-13T13:42:26.294Z,2022-08-14T09:59:55Z,3705854481,144,67,3705639857,233,999,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446011427,1150,67,1,11,15,f0w62l8zql3tukxsy8fqwp72x,1,86.9,78.6,2022-08-13T13:42:26.345Z,2022-08-14T10:46:18Z,3705855055,233,1624,,,,,,,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446011423,1624,67,1,11,15,c5hderjlkcoaze51e5wgvptk,0,13.1,21.4,2022-08-13T13:42:26.346Z,2022-08-14T10:00:14Z,3705855071,233,1150,,,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265105,103,1,1,11,17,f0w62l8zql3tukxsy8fqwp72x,0,96.7,74.5,2022-08-13T13:42:28.541Z,2022-08-14T01:31:02Z,3701863013,141,72.3,3701863127,286,,3701863017,213,3.7,3701863123,233,108,3701863011,140,94.4,3701863009,56,Center,3701863121,236,,3701863015,212,2.8,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,3705095911,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265129,108,74,1,11,17,c5hderjlkcoaze51e5wgvptk,1,3.6,24.7,2022-08-13T13:42:28.546Z,2022-08-14T01:31:08Z,3705096235,178,,3701863133,233,103,3701863091,56,Back,3701863093,285,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265117,104,6,1,11,18,f0w62l8zql3tukxsy8fqwp72x,1,97.7,75.2,2022-08-13T13:42:29.297Z,2022-08-14T01:31:12Z,3701863059,73,,3701863235,233,109,3701863057,56,Center,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265145,109,6,1,11,18,c5hderjlkcoaze51e5wgvptk,0,2.3,24.8,2022-08-13T13:42:29.297Z,2022-08-14T01:31:12Z,3701863149,56,Back,3701863247,233,104,3701863215,73,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445265459,105,1,1,11,48,f0w62l8zql3tukxsy8fqwp72x,0,99.5,99.5,2022-08-13T13:42:59.094Z,2022-08-14T01:31:14Z,3701864783,140,95.3,3701864775,6,,3701864781,56,Center,3701864779,223,,3701864791,1,,3701864777,155,,3701864787,212,35.6,3705096599,178,,9j1fd0mz39tl1h5che3f357md,S. Serdar,3704275653,20,,3701864785,141,3701864773,2,3701864875,233,3701864789,213,,47.6,110,,,,4.6,,,,,,,,,,,,,,,,,,,,
2445265469,110,11,1,11,50,c5hderjlkcoaze51e5wgvptk,1,4.7,57.3,2022-08-13T13:43:01.221Z,2022-08-14T01:31:19Z,3704275883,378,,3701864849,56,Back,3701864883,233,105,3701864851,88,,3705096907,388,,,,,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
