id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/11/value
2534759813,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-16T16:36:38.348Z,2023-04-16T17:32:55Z,4196237351,194,bfpax581lm91ebz4xgz40a191,4196237353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196237347,130,10,4196237345,59,"1, 16, 6, 5, 29, 3, 31, 22, 33, 23, 32, 4, 7, 8, 12, 18, 20, 36, 39, 40",4196237343,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196237349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196240467,197,8139,4196237341,30,"bfpax581lm91ebz4xgz40a191, b7cso5zljdvzfila9zd4fz4ve, 76h7b6dhpyotolq68f84lqifp, dodddfi0l5i36vlgbaybhzeqy, bjhgmcai5irlexe7oa1g0e5sl, fr9ac60188vlmtbrcddhxii1, d2ykrr75737c8bzlwhjj90vkl, 6384gzzxuxs6pvmrn8qx4d7u1, b8if5dg0k9prjik99aiutewh5, eswxx8pxqyuj7rnpvqawpej1l, 4sd2zs6d5cd4d9n3oo54lglat, 7e7w34imugzsufvytjxytupd5, 3es8fg7y59lckypu11i68q6s5, azcv772qzdbz1exafx3od6lt5, 53ozrqkupvt2iyi2xg0swf7px, 8ri0md3tr27a1bn10xmfkgsus, 23l48u4w5nj4036whjm3s49gp, 4xfqhlmr91ekmt75motqxetjo, aplc9mad75h1k90o3qla9c7l6, 2dxsntw3djezptdjqzu0oxi7e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534759851,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-16T16:36:41.408Z,2023-04-16T17:28:40Z,4196237567,59,"1, 30, 3, 8, 6, 12, 11, 10, 9, 19, 23, 4, 5, 17, 21, 22, 24, 27, 28, 38",4196237575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196237565,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4196237571,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4196237563,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, 4tev0kk0om8cr1xbwpt8bozit, cis0z72hgahfnfjduk7hdnz3e, djha3ac2mfhyb7oia64hq2nd, 7w63iqek6hmnizlirurla1cr9, 2cq6ocr7j487do4nrm3sreg9h, 59pu8nnghyxvvt8r3zyndpfpx, 9ydkbbygq6uocors9kcdnzbop, e4vr28e9cbq3q5nux1jlpuuei, 5ec2ede9uwbft3wby33mwowyd, a41r2ob5fhirgdwxwox6nr4yx, 7y6f63pj7horkzhdzbge02rqh, 8mcf8c8ht32as6xxrf1gb51m2, aze5i6ssy55jrc8k9vhrs8o9h, 3ojzrb5okc6i1jf1o7okovnjd, 2k5g68ywtr79lc45wozvifqlm, 4ilnnpfgjfz35lni9ppzd93v9, 6m9kyt5astmqvzdq2ee81qcwl",4196237573,194,cg6h7oq0b5zpx1g4brhzyk1xx,4196237569,130,4,4196243385,197,16233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800511,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-16T17:30:07.217Z,2023-04-16T17:30:11Z,4196461905,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800501,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-04-16T17:30:07.217Z,2023-04-17T01:49:20Z,4196461867,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800563,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.9,49.9,2023-04-16T17:30:07.317Z,2023-04-16T18:26:27Z,4196462061,213,3.2,4196462063,279,S,4196462059,212,25.1,4196462053,56,Back,4196462055,140,26.1,4196462057,141,47.2,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800575,4,1,1,0,3,a8l3w3n0j99qjlsxj3jnmgkz1,0,26.2,47.5,2023-04-16T17:30:10.799Z,2023-04-16T17:43:04Z,4196462161,213,5.9,4196462163,1,,4196462153,56,Right,4196462159,212,55.1,4196462151,155,,4196462157,141,14.9,4196462155,140,74.2,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800577,3,44,1,0,7,7ad69ngbpjuyzv96drf8d9sn2,1,25.6,84.1,2023-04-16T17:30:15.124Z,2023-04-16T17:30:18Z,4196462169,56,Back,4196462171,285,,4196462195,233,5,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800579,5,44,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,0,74.4,15.9,2023-04-16T17:30:15.125Z,2023-04-16T17:30:18Z,4196462265,233,3,4196462175,286,,4196462173,56,Right,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800587,4,1,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,0,24.9,81.7,2023-04-16T17:30:15.521Z,2023-04-16T17:30:19Z,4196462215,3,,4196462223,212,19.7,4196462217,56,Back,4196462219,140,41.7,4196462221,141,94.7,4196462225,213,0.5,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534800621,6,1,1,0,12,a8l3w3n0j99qjlsxj3jnmgkz1,1,44.7,3.7,2023-04-16T17:30:19.438Z,2023-04-16T18:27:03Z,4196462439,140,35.0,4196462443,212,13.8,4196462441,141,17.3,4196462437,56,Back,4196462445,213,2.4,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
