id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2502054489,88,2,1,7,52,8q1ul09cygzswb7tb456bmifv,1,60,2.5,2023-01-29T14:38:35.567Z,2023-01-30T04:57:45Z,4004040369,178,,4002432975,7,bkonv3y0vn24mpn6j8abjtux,4002431941,140,72.9,4002431939,56,Right,4002431943,141,6.4,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502054511,77,55,1,7,52,cz4a6wmzx2obyisadhgaccx7b,1,33.9,61,2023-01-29T14:38:35.568Z,2023-01-30T04:57:45Z,,,,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502054503,89,43,1,7,56,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-01-29T14:38:39.110Z,2023-01-29T14:38:51Z,4002432045,140,93.6,4002432043,56,Center,4002433223,144,1,4002432051,213,2.4,4002432049,212,6.1,4002432047,141,23.7,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502054519,78,43,1,7,58,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-29T14:38:41.325Z,2023-01-29T14:38:43Z,4002432111,56,Back,4002432289,144,6,4002432129,73,0,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502054987,79,1,1,8,18,cz4a6wmzx2obyisadhgaccx7b,1,26.9,90.6,2023-01-29T14:39:00.715Z,2023-01-30T05:21:00Z,4002434611,56,Back,4002434615,141,66.9,4002434613,140,14.4,4002434609,241,,4002434607,5,,4002434617,212,20.8,4002434619,213,4.0,4004053941,178,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055045,80,1,1,8,21,cz4a6wmzx2obyisadhgaccx7b,1,11.8,61.8,2023-01-29T14:39:04.174Z,2023-01-30T05:21:09Z,4004040817,178,,4002434941,213,4.8,4002434937,212,21.2,4002434931,56,Back,4002434935,141,30.7,4002434933,140,13.4,,,,,,,8td0ccul6gf7r5benk1pxqrx1,R. Fährmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055077,81,1,1,8,24,cz4a6wmzx2obyisadhgaccx7b,1,15.8,30.9,2023-01-29T14:39:06.640Z,2023-01-30T04:58:31Z,4002435107,212,18.9,4002435109,213,5.1,4004040965,178,,4002435105,141,5.2,4002435103,140,22.7,4002435101,56,Back,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055119,82,1,1,8,26,cz4a6wmzx2obyisadhgaccx7b,1,22.3,4.1,2023-01-29T14:39:09.064Z,2023-01-30T04:58:47Z,4002435297,56,Back,4004041165,178,,4002435307,213,0.0,4002435301,140,34.6,4002435303,141,4.3,4002435305,212,12.9,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055135,84,4,1,8,28,cz4a6wmzx2obyisadhgaccx7b,1,36.5,4.4,2023-01-29T14:39:10.745Z,2023-01-30T04:58:58Z,4002435921,152,,4002435923,265,,4002435925,286,,4002435919,13,,4002435377,56,Back,4002435935,233,90,,,,,,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055175,90,4,1,8,28,8q1ul09cygzswb7tb456bmifv,0,63.5,95.6,2023-01-29T14:39:10.746Z,2023-01-30T04:58:58Z,4004041309,178,,4002435609,152,,4002435955,233,84,4002435607,56,Left,4002435613,285,,4002435611,265,,4002435605,13,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055125,83,43,1,8,28,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-29T14:39:10.773Z,2023-01-29T14:39:14Z,4002435329,56,Back,4002435331,286,0,4002435651,144,50,,,,,,,,,,,,,,,,8prrhz0d1i4vxkhgro8p42bxl,T. Skarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055575,85,1,1,8,49,cz4a6wmzx2obyisadhgaccx7b,0,38.9,6.4,2023-01-29T14:39:32.392Z,2023-01-30T04:59:05Z,4002437827,213,0.3,4002437829,1,,4004041397,178,,4002437823,141,29.7,4002437815,155,,4002437817,152,,4002437819,56,Center,4002437813,5,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,4002437825,212,48.5,4002437821,140,,,,,,,,,,,,,,,,82.6,,,,,,,,,,,,
2502055601,91,1,1,8,52,8q1ul09cygzswb7tb456bmifv,1,19.2,70.4,2023-01-29T14:39:35.156Z,2023-01-30T04:59:15Z,4004041511,388,,4002437989,213,1.9,4002437987,212,13.6,4002437981,56,Back,4002437985,141,89.3,4002437983,140,15.0,4002437979,3,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055609,92,49,1,8,53,8q1ul09cygzswb7tb456bmifv,1,15.5,90.7,2023-01-29T14:39:35.830Z,2023-01-30T04:59:25Z,,,,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055685,93,1,1,8,55,8q1ul09cygzswb7tb456bmifv,0,18.5,91.4,2023-01-29T14:39:37.763Z,2023-01-30T04:59:32Z,4002438415,213,6.0,4002438413,212,45.1,4002438411,141,72.0,4002438405,157,,4004041655,178,,4002438417,1,,4002438409,140,59.6,4002438407,56,Center,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055677,86,43,1,8,58,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-29T14:39:41.351Z,2023-01-29T14:39:46Z,4002438381,285,0,4002438531,233,94,4002438379,56,Back,4002438897,144,44,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055693,94,4,1,8,58,8q1ul09cygzswb7tb456bmifv,1,59.6,76.8,2023-01-29T14:39:41.427Z,2023-01-30T04:59:46Z,4002439179,294,,4002439177,13,,4002439181,152,,4002438457,56,Center,4002443537,233,88,4002438461,286,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055825,88,4,1,8,58,cz4a6wmzx2obyisadhgaccx7b,0,40.4,23.2,2023-01-29T14:39:41.428Z,2023-01-30T04:59:45Z,4004041753,178,,4002439165,56,Back,4002439163,294,,4002443601,233,94,4002439161,13,,4002439169,285,,4002439167,152,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502055715,87,43,1,8,59,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-01-29T14:39:41.727Z,2023-01-29T14:39:45Z,4002438559,3,0,4002438833,144,1,4002438569,213,5.9,4002438567,212,8.6,4002438561,56,Back,4002438563,140,47.1,4002438565,141,17.3,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056251,95,1,1,9,30,8q1ul09cygzswb7tb456bmifv,1,58.3,77,2023-01-29T14:40:13.343Z,2023-01-30T04:59:53Z,4002441553,213,4.9,4002441545,56,Right,4002441541,196,,4002441539,155,,4002441537,5,,4002441547,140,66.7,4004041809,178,,4002441555,1,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,4002441549,141,6.6,4002441551,212,4002441543,152,,,,,,,,,,,,,,48.7,,,,,,,,,,,,
2502056259,96,1,1,9,35,8q1ul09cygzswb7tb456bmifv,0,70.7,1.7,2023-01-29T14:40:17.847Z,2023-01-30T05:00:05Z,4002441625,213,0.5,4002441613,2,,4002441621,141,6.4,4002441617,56,Right,4002441619,140,76.1,4003389553,20,,4002441623,212,6.5,4002441615,155,,38knnji3m4qg6pqohph35n74l,B. Schmitz,4004041891,178,,4003389551,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056321,89,61,1,9,35,cz4a6wmzx2obyisadhgaccx7b,1,26.9,95,2023-01-29T14:40:18.028Z,2023-01-30T05:00:37Z,4004042171,21,,4002441947,56,Back,4004042173,178,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056341,90,6,1,9,37,cz4a6wmzx2obyisadhgaccx7b,0,11.6,90.6,2023-01-29T14:40:20.220Z,2023-01-30T05:00:44Z,4002442053,56,Back,4002444041,73,,4002444291,233,97,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056327,97,6,1,9,37,8q1ul09cygzswb7tb456bmifv,1,88.4,9.4,2023-01-29T14:40:20.220Z,2023-01-30T05:00:44Z,4002444089,233,90,4002441971,75,,4002441969,56,Right,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056889,98,1,1,10,8,8q1ul09cygzswb7tb456bmifv,1,99.5,0.5,2023-01-29T14:40:51.563Z,2023-01-30T05:00:53Z,4002444929,140,92.1,4002444935,213,1.8,4002444927,56,Center,4002444931,141,54.8,4002444923,155,,4003390419,20,,4002444919,2,,4002444933,212,37.7,55z0yap5tml66nes2cchg7ahh,F. Kainz,4002444925,224,,4002444937,1,4002444921,6,,4004042309,178,,,,,,,,,,,,,,,,,,,,,,,
2502056899,99,44,1,10,11,8q1ul09cygzswb7tb456bmifv,1,90.2,56.4,2023-01-29T14:40:53.645Z,2023-01-30T09:32:53Z,4002444951,286,,4002445033,233,91,4002444949,56,Center,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056907,91,44,1,10,11,cz4a6wmzx2obyisadhgaccx7b,0,9.8,43.6,2023-01-29T14:40:53.646Z,2023-01-30T05:01:04Z,4002444987,56,Back,4002444989,285,,4002445037,233,99,,,,,,,,,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056923,100,1,1,10,11,8q1ul09cygzswb7tb456bmifv,0,92.1,54.8,2023-01-29T14:40:53.685Z,2023-01-30T09:32:53Z,4002445061,140,89.3,4002445065,212,6.2,4002445063,141,46.7,4002445059,56,Center,4004042527,178,,4002445057,3,,4002445067,213,4.2,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056965,101,44,1,10,12,8q1ul09cygzswb7tb456bmifv,1,85.8,48.4,2023-01-29T14:40:55.314Z,2023-01-30T09:32:54Z,4002445239,56,Center,4002445241,286,,4002445259,233,92,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056933,92,44,1,10,12,cz4a6wmzx2obyisadhgaccx7b,0,14.2,51.6,2023-01-29T14:40:55.315Z,2023-01-30T05:01:21Z,4002445297,233,101,4002445097,56,Back,4002445099,285,,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056979,102,1,1,10,12,8q1ul09cygzswb7tb456bmifv,0,86.2,52.2,2023-01-29T14:40:55.419Z,2023-01-30T09:32:54Z,4002445317,3,,4002445327,213,1.1,4002445319,56,Center,4004042695,178,,4002445323,141,54.0,4002445325,212,1.4,4002445321,140,86.8,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056953,93,61,1,10,12,cz4a6wmzx2obyisadhgaccx7b,1,14.2,48.2,2023-01-29T14:40:55.482Z,2023-01-30T05:01:51Z,4004042879,15,,4004042881,178,,4002445171,56,Back,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502056983,94,49,1,10,13,cz4a6wmzx2obyisadhgaccx7b,1,20.6,33.7,2023-01-29T14:40:56.267Z,2023-01-30T09:01:06Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057077,95,1,1,10,14,cz4a6wmzx2obyisadhgaccx7b,0,19.9,29.4,2023-01-29T14:40:57.410Z,2023-01-30T05:02:07Z,4002445831,141,0.0,4004043023,178,,4002445829,140,32.8,4002445835,213,5.3,4002445833,212,25.2,4002445837,1,,4002445825,56,Back,4002445823,157,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057091,96,5,1,10,21,cz4a6wmzx2obyisadhgaccx7b,0,33.4,-1.5,2023-01-29T14:41:03.711Z,2023-01-30T05:02:14Z,4002445891,347,,4002445887,56,Back,4002447613,233,103,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057383,103,5,1,10,21,8q1ul09cygzswb7tb456bmifv,1,66.6,101.5,2023-01-29T14:41:03.711Z,2023-01-30T05:02:13Z,4002447547,347,,4002447545,56,Left,4002447597,233,96,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057451,104,1,1,10,41,8q1ul09cygzswb7tb456bmifv,1,67.5,100,2023-01-29T14:41:24.330Z,2023-01-30T05:02:21Z,4002447931,213,6.1,4002447933,1,,4002447927,212,23.7,4002447919,140,89.7,4002447915,56,Left,4002447923,141,95.4,4002447913,107,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057465,105,1,1,10,45,8q1ul09cygzswb7tb456bmifv,0,85,96.2,2023-01-29T14:41:27.922Z,2023-01-30T05:02:37Z,4002447997,212,6.0,4002447999,213,3.2,4002447991,56,Left,4002447995,141,95.6,4004043329,178,,4002447993,140,79.3,4002448333,233,97,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057477,97,8,1,10,45,cz4a6wmzx2obyisadhgaccx7b,1,21.5,3.4,2023-01-29T14:41:28.115Z,2023-01-30T05:02:47Z,4003395245,385,,4004043413,178,,4002448041,56,Back,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057499,98,5,1,10,45,cz4a6wmzx2obyisadhgaccx7b,0,22.8,-2,2023-01-29T14:41:28.315Z,2023-01-30T05:02:58Z,4002448135,347,,4002448133,56,Back,4002450113,233,106,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057863,106,5,1,10,45,8q1ul09cygzswb7tb456bmifv,1,77.2,102,2023-01-29T14:41:28.315Z,2023-01-30T05:02:58Z,4002450089,233,98,4002450071,347,,4002450069,56,Left,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057881,107,1,1,11,7,8q1ul09cygzswb7tb456bmifv,1,81.9,100,2023-01-29T14:41:50.426Z,2023-01-30T05:03:04Z,4002450183,212,10.0,4002450177,56,Left,4002450185,213,5.7,4002450175,107,,4002450179,140,89.8,4002450181,141,93.7,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057903,108,1,1,11,9,8q1ul09cygzswb7tb456bmifv,1,89.8,93.7,2023-01-29T14:41:52.092Z,2023-01-30T05:03:12Z,4004043627,178,,4002450277,213,2.8,4002450271,140,85.6,4002450269,56,Left,4002450275,212,4.6,4002450273,141,95.7,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057907,109,50,1,11,10,8q1ul09cygzswb7tb456bmifv,1,85.2,94.8,2023-01-29T14:41:53.535Z,2023-01-30T05:04:14Z,4002450283,286,,4002450383,233,99,4002450281,56,Left,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057919,99,7,1,11,10,cz4a6wmzx2obyisadhgaccx7b,0,14.8,5.2,2023-01-29T14:41:53.593Z,2023-01-30T05:04:10Z,4004044113,178,,4002450367,233,109,4002450319,285,,4003400117,385,,4002450317,56,Back,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057915,110,4,1,11,11,8q1ul09cygzswb7tb456bmifv,1,85,94.3,2023-01-29T14:41:54.275Z,2023-01-30T05:04:33Z,4002450665,13,,4002450669,265,,4002450671,286,,4002450667,152,,4002450309,56,Left,4002450677,233,100,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502057937,100,4,1,11,11,cz4a6wmzx2obyisadhgaccx7b,0,15,5.7,2023-01-29T14:41:54.276Z,2023-01-30T05:04:33Z,4002450419,13,,4002450427,285,,4002450697,233,110,4002450423,152,,4002450425,265,,4004044329,178,,4002450421,56,Back,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058515,111,1,1,11,52,8q1ul09cygzswb7tb456bmifv,0,84.2,94.2,2023-01-29T14:42:35.283Z,2023-01-30T05:04:40Z,4002453653,140,93.7,4003400375,20,,4002453657,212,22.0,4002453645,5,,4002453659,213,5.2,4002453651,56,Center,4002453647,155,,4004044387,178,,55z0yap5tml66nes2cchg7ahh,F. Kainz,4002453649,152,,4002453655,141,4003400373,223,,4002453643,2,,,,,,,,,,,65.4,,,,,,,,,,,,
2502058545,101,12,1,11,53,cz4a6wmzx2obyisadhgaccx7b,1,5.3,36.7,2023-01-29T14:42:36.241Z,2023-01-30T05:05:00Z,4002453759,140,9.7,4002453757,56,Back,4002453803,15,,4004044457,178,,4002453763,212,17.3,4002453765,213,5.0,4002453761,141,12.2,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058601,103,49,1,11,55,cz4a6wmzx2obyisadhgaccx7b,1,9.1,10.7,2023-01-29T14:42:37.979Z,2023-01-30T05:05:10Z,,,,,,,,,,,,,,,,,,,,,,,,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058597,102,1,1,11,55,cz4a6wmzx2obyisadhgaccx7b,0,9.7,12.2,2023-01-29T14:42:38.006Z,2023-01-30T05:05:16Z,4002454007,141,21.2,4002454009,212,20.3,4004044743,178,,4002454003,56,Back,4002454011,213,0.3,4002454005,140,28.1,4002454013,1,,4002454001,157,,e1wv1pujaj9nf92pgs7sm1wtm,S. Kozuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058607,112,1,1,11,58,8q1ul09cygzswb7tb456bmifv,0,68.4,80.8,2023-01-29T14:42:40.728Z,2023-01-30T05:05:23Z,4004044825,178,,4002454081,141,82.6,4002454085,213,0.1,4002454083,212,13.9,4002454077,56,Left,4002454075,3,,4002454079,140,81.6,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058619,104,44,1,12,0,cz4a6wmzx2obyisadhgaccx7b,1,18.6,13,2023-01-29T14:42:42.765Z,2023-01-30T09:32:54Z,4002454139,285,,4002454137,56,Back,4002454239,233,113,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058629,113,44,1,12,0,8q1ul09cygzswb7tb456bmifv,0,81.4,87,2023-01-29T14:42:42.766Z,2023-01-30T05:05:31Z,4002454183,286,,4002454181,56,Left,4002454251,233,104,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058645,105,1,1,12,0,cz4a6wmzx2obyisadhgaccx7b,0,18.1,16.9,2023-01-29T14:42:42.901Z,2023-01-30T09:32:55Z,4002454273,213,5.3,4002454267,140,25.5,4002454271,212,14.6,4002454269,141,0.0,4002454263,3,,4002454265,56,Back,4004045319,178,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058653,106,5,1,12,1,cz4a6wmzx2obyisadhgaccx7b,0,25.6,-1.2,2023-01-29T14:42:44.411Z,2023-01-30T05:06:15Z,4002454323,347,,4002454321,56,Back,4002455131,233,114,,,,,,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058803,114,5,1,12,1,8q1ul09cygzswb7tb456bmifv,1,74.4,101.2,2023-01-29T14:42:44.411Z,2023-01-30T05:06:15Z,4002455089,347,,4002455087,56,Left,4002455121,233,106,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058819,115,1,1,12,9,8q1ul09cygzswb7tb456bmifv,1,76.5,100,2023-01-29T14:42:51.783Z,2023-01-30T05:06:26Z,4002455201,213,4.3,4002455193,56,Left,4002455195,140,69.4,4002455191,107,,4002455197,141,79.9,4002455199,212,16.8,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058925,116,1,1,12,11,8q1ul09cygzswb7tb456bmifv,1,69.4,79.9,2023-01-29T14:42:54.548Z,2023-01-30T05:06:32Z,4004045533,178,,4002455719,141,74.7,4002455717,140,33.4,4002455721,212,38.0,4002455725,1,,4002455723,213,3.2,4002455715,56,Back,,,,ojqb7kv87o0cidbckgtg1rdh,E. Skhiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502058999,117,1,1,12,16,8q1ul09cygzswb7tb456bmifv,1,29.6,66.2,2023-01-29T14:42:59.394Z,2023-01-30T05:06:45Z,4002456117,141,32.2,4002456119,212,23.3,4004045649,178,,4002456113,56,Back,4002456115,140,32.6,4002456121,213,4.8,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059153,118,1,1,12,18,8q1ul09cygzswb7tb456bmifv,1,32.5,36.1,2023-01-29T14:43:01.549Z,2023-01-30T05:06:52Z,4002456825,56,Back,4002456829,141,45.0,4002456827,140,13.1,4002456835,213,2.9,4002456833,212,21.3,4004045715,178,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059265,119,1,1,12,29,8q1ul09cygzswb7tb456bmifv,1,16.1,43.5,2023-01-29T14:43:12.366Z,2023-01-30T05:07:00Z,4002457397,140,56.8,4004045799,178,,4002457399,141,75.0,4002457401,212,47.8,4002457395,56,Center,4002457393,155,,4002457405,1,,4002457403,213,0.5,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059299,120,1,1,12,33,8q1ul09cygzswb7tb456bmifv,1,56.8,75,2023-01-29T14:43:15.669Z,2023-01-30T05:07:28Z,4004046043,21,,4004046041,178,,4002457587,140,41.5,4002457701,156,,4002457595,213,3.4,4002457593,212,16.7,4002457583,56,Back,4002457591,141,68.5,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059365,121,1,1,12,36,8q1ul09cygzswb7tb456bmifv,1,39.2,66.8,2023-01-29T14:43:18.800Z,2023-01-30T05:07:37Z,4002457889,213,4.4,4002457879,56,Back,4002457883,141,42.4,4002457885,212,17.6,4004046141,178,,4002457881,140,33.5,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059431,122,1,1,12,39,8q1ul09cygzswb7tb456bmifv,1,34.9,37.1,2023-01-29T14:43:21.692Z,2023-01-30T05:07:47Z,4002458231,56,Back,4004046243,178,,4002458233,140,49.6,4002458245,213,5.3,4002458237,141,3.4,4002458241,212,27.6,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059541,123,1,1,12,42,8q1ul09cygzswb7tb456bmifv,1,48.5,3.5,2023-01-29T14:43:25.233Z,2023-01-30T05:07:54Z,4002458843,56,Back,4002458845,140,37.2,4002458851,213,2.3,4004046321,178,,4002458847,141,24.3,4002458849,212,18.5,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502059595,124,1,1,12,48,8q1ul09cygzswb7tb456bmifv,1,52.9,12.7,2023-01-29T14:43:31.591Z,2023-01-30T05:08:17Z,4002459129,213,5.6,4002459127,212,11.1,4004046547,178,,4002459125,141,2.1,4002459123,140,61.0,4002459121,56,Right,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
