id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2469616177,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-09T12:41:12.441Z,2022-10-09T13:30:50Z,3831411435,30,"bagn0ce4xunsiz3mezrtqx1p1, 43eq31reskwn9veb3vickralm, dqrzogrwznyks6whhfhq748ut, au5tbnn48ve4kqnuu3dhmk296, ckjid5lfgbx8tdyoi32vbwn9x, 8k5c8po5gx3vnxx36viq08xqt, 7kjhx78gpi6m3r4j1b4jdyh91, 5i8dbjuewybsfgyym63clfw0l, 66nvc8a4kd3cyeyj3i474cudx, 1mkbxdrj3myvt6jm4tx8sywgl, 9bdxi3mvkftmqts59jptqq76d, l8bphgwl3llcckvf9zr6ptqt, 7tj7eobo7kmk8egcbfrabe8d1, ao00a4lfe5vs9enjgkuu7vglx, d0qyia80j5079xq5olbttqfl6, 22zaq3o78o5feeogqdsvig02y, slsd8022q9s3uugsafaqt2ol, dwx1vmtmeiiokfqv18g7cb1lh, bc5vmdnoyshdi5hcgu8dgqxyi, 2fadtqb0v2zreactvdosbxy50",3831411437,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831609549,194,9bdxi3mvkftmqts59jptqq76d,3831411441,130,8,3831411439,59,"1, 29, 25, 17, 5, 30, 23, 8, 10, 6, 13, 7, 14, 18, 19, 20, 21, 24, 27, 38",3831411443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831697557,197,11723,3831411447,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469619393,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-09T12:43:49.450Z,2022-10-09T13:29:50Z,3831426723,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831426719,130,21,3831426713,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, ojqb7kv87o0cidbckgtg1rdh, 4w8nqkhp6v62vs319a7qckfs9, 3tdsezcgdlm4laybvh4u49cr9, bkonv3y0vn24mpn6j8abjtux, g64b8x11ndowv2zj29r9i311, cnf7quyillyf560nh14taliw9, 8n4b6j21nxf1nf628ugg3xsdl, 55z0yap5tml66nes2cchg7ahh, f239q43hdwrm7u7mu5jqyk91x, 8w5vjfl9ntyyxzyn2lo8k4dpm, 3saz8njlttx2i4ospcwmmaqga, 89s9fm31pcfq7l28kc2kad4kq, dcben7gqpal0986gn6n5ypsyd, 6dzx3oyd42ql69tqxqvg8mpxx, 8mmecefcbz8wu4jcqqywps5p1, es3b9j6925m7m9x7cr72mn0mh, 91n9wzn3qq2789zq8vdmfrd62",3831692525,194,21vfv10e7fh6b2xtcu55ihn11,3831677235,197,11882,3831426717,59,"20, 2, 14, 28, 15, 4, 7, 18, 37, 21, 11, 3, 5, 6, 8, 13, 17, 23, 33, 40",3831426715,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831426721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676005,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-09T13:33:21.598Z,2022-10-09T13:33:21Z,3831712295,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676027,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-09T13:33:21.598Z,2022-10-09T20:30:21Z,3831712367,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676155,3,1,1,0,0,8q1ul09cygzswb7tb456bmifv,1,49.9,50.3,2022-10-09T13:33:21.699Z,2022-10-09T21:24:44Z,3831712995,141,41.7,3831712991,56,Back,3831713003,279,S,3831712999,213,3.4,3831712993,140,31.3,3831712997,212,20.4,3833783373,178,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676253,4,1,1,0,3,8q1ul09cygzswb7tb456bmifv,0,33.2,41,2022-10-09T13:33:24.752Z,2022-10-09T21:25:50Z,3831713441,155,,3831713445,140,63.4,3833784795,178,,3831713451,213,0.6,3831713453,1,,3831713447,141,72.1,3831713449,212,38.1,3831713443,56,Center,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676195,3,44,1,0,6,go76xxm0xyfgqt1h6tcrtimm,1,34,28,2022-10-09T13:33:27.719Z,2022-10-10T12:39:19Z,3831713523,233,5,3831713179,56,Back,3831713181,285,,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676263,5,44,1,0,6,8q1ul09cygzswb7tb456bmifv,0,66,72,2022-10-09T13:33:27.720Z,2022-10-09T21:26:35Z,3831713471,286,,3831713469,56,Center,3831713581,233,3,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469676241,4,1,1,0,6,go76xxm0xyfgqt1h6tcrtimm,0,30.3,28.5,2022-10-09T13:33:27.760Z,2022-10-10T12:39:19Z,3831713401,212,1.1,3833788577,388,,3831713395,56,Back,3831713393,3,,3831713399,141,28.9,3831713397,140,31.3,3831713403,213,0.3,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469729171,319,61,1,0,6,8q1ul09cygzswb7tb456bmifv,1,66.5,69.5,2022-10-09T13:33:27.770Z,2022-10-09T21:26:49Z,3833789779,15,,3833789783,388,,3831992955,56,Center,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
