id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/value,assist,qualifier/13/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2512937827,7,1,1,0,12,a8d2gb2nag8fy0itbuxmcibh2,1,73.9,95.3,2023-02-26T16:30:34.794Z,2023-02-27T07:12:26Z,4059740587,140,67.0,4061356561,178,,4059740591,212,10.0,4059740589,141,85.1,4059740593,213,3.9,4059740585,56,Left,,,,,,,40rzvcdss138e6futx3bht3o5,J. Roussillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512937889,8,2,1,0,13,a8d2gb2nag8fy0itbuxmcibh2,1,67,85.1,2023-02-26T16:30:35.878Z,2023-02-27T07:12:59Z,4059740843,141,80.0,4059740841,140,80.6,4059740837,7,cywgibmici8hwp1ad1nhk3ufp,4061357049,178,,4059740839,56,Left,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512937857,6,55,1,0,13,apoawtpvac4zqlancmvw4nk4o,1,21.9,15.3,2023-02-26T16:30:35.879Z,2023-02-27T07:12:59Z,,,,,,,,,,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512937849,5,43,1,0,16,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-02-26T16:30:38.575Z,2023-02-26T16:30:41Z,4059740685,285,0,4059740831,144,44,4059740683,56,Back,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938009,7,1,1,0,23,apoawtpvac4zqlancmvw4nk4o,1,25,17.4,2023-02-26T16:30:45.778Z,2023-02-27T07:13:04Z,4061357183,178,,4059741477,213,2.3,4059741467,241,,4059741471,140,15.9,4059741473,141,32.7,4059741465,5,,4059741475,212,14.1,4059741469,56,Back,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938073,8,1,1,0,25,apoawtpvac4zqlancmvw4nk4o,1,15.3,38.4,2023-02-26T16:30:48.477Z,2023-02-27T07:13:11Z,4059741825,141,60.2,4061357263,178,,4059741829,213,1.1,4059741823,140,22.6,4059741821,56,Back,4059741827,212,16.7,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938109,9,1,1,0,31,apoawtpvac4zqlancmvw4nk4o,1,30.4,64.8,2023-02-26T16:30:53.737Z,2023-02-27T07:13:24Z,4059742045,140,43.1,4059742049,212,14.3,4059742043,56,Back,4059742051,213,0.4,4061357495,178,,4059742047,141,72.4,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938141,10,1,1,0,32,apoawtpvac4zqlancmvw4nk4o,1,43.6,72.6,2023-02-26T16:30:55.315Z,2023-02-27T07:13:32Z,4059742239,213,3.5,4059742233,140,29.8,4059742231,56,Back,4059742235,141,65.3,4059742237,212,15.3,4061357639,178,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938207,11,1,1,0,34,apoawtpvac4zqlancmvw4nk4o,1,31.7,60.7,2023-02-26T16:30:57.504Z,2023-02-27T07:13:39Z,4059742557,56,Back,4061357855,178,,4059742561,140,29.2,4059742569,212,16.9,4059742565,141,36.1,4059742571,213,4.6,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938249,12,1,1,0,39,apoawtpvac4zqlancmvw4nk4o,1,34.8,31.8,2023-02-26T16:31:01.733Z,2023-02-27T07:13:46Z,4059742755,213,5.6,4059742747,56,Back,4059742753,212,10.6,4059742751,141,22.2,4061358005,178,,4059742749,140,42.7,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938305,13,1,1,0,42,apoawtpvac4zqlancmvw4nk4o,1,50.7,17.6,2023-02-26T16:31:05.284Z,2023-02-27T07:16:33Z,4059743071,212,8.9,4061360623,178,,4059743065,56,Right,4059743073,213,5.4,4059743069,141,7.3,4059743067,140,55.9,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938327,14,1,1,0,44,apoawtpvac4zqlancmvw4nk4o,1,53,8.5,2023-02-26T16:31:07.368Z,2023-02-27T07:16:39Z,4059743189,56,Back,4059743193,141,25.4,4059743191,140,45.5,4059743195,212,13.9,4059743197,213,2.2,4061360699,178,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938375,15,1,1,0,48,apoawtpvac4zqlancmvw4nk4o,1,45.3,34.2,2023-02-26T16:31:11.102Z,2023-02-27T07:16:46Z,4059743437,212,21.9,4061360797,178,,4059743431,56,Back,4059743433,140,44.2,4059743439,213,1.6,4059743435,141,66.4,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938407,16,1,1,0,51,apoawtpvac4zqlancmvw4nk4o,1,46.4,70.1,2023-02-26T16:31:14.438Z,2023-02-27T07:24:20Z,4059743617,212,24.4,4061369511,178,,4059743615,141,94.6,4059743611,56,Left,4059743613,140,63.4,4059743619,213,0.8,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938413,17,1,1,0,53,apoawtpvac4zqlancmvw4nk4o,1,63,95.2,2023-02-26T16:31:16.005Z,2023-02-27T07:24:26Z,4059743649,140,66.3,4061369641,178,,4059743655,213,5.3,4059743647,56,Left,4059743651,141,86.7,4059743653,212,6.7,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938429,18,1,1,0,54,apoawtpvac4zqlancmvw4nk4o,1,66.3,86.7,2023-02-26T16:31:16.714Z,2023-02-27T07:24:34Z,4059743775,140,62.7,4059743781,213,2.9,4059743779,212,3.9,4059743773,56,Left,4061369795,178,,4059743777,141,87.9,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938439,19,1,1,0,56,apoawtpvac4zqlancmvw4nk4o,1,62.4,85.4,2023-02-26T16:31:18.572Z,2023-02-27T07:24:40Z,4059743865,140,62.0,4061369927,178,,4059743871,213,1.7,4059743869,212,5.1,4059743863,56,Left,4059743867,141,92.9,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938469,20,1,1,0,57,apoawtpvac4zqlancmvw4nk4o,1,61.1,96.3,2023-02-26T16:31:19.617Z,2023-02-27T07:24:46Z,4059744077,141,88.1,4061370109,178,,4059744079,212,16.1,4059744073,56,Back,4059744075,140,46.7,4059744081,213,3.5,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938545,21,1,1,1,0,apoawtpvac4zqlancmvw4nk4o,1,45.2,81.3,2023-02-26T16:31:23.201Z,2023-02-27T07:24:52Z,4059744487,212,32.4,4061370267,178,,4059744489,213,4.8,4059744483,140,47.6,4059744481,56,Back,4059744491,1,,4059744485,141,33.8,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938571,22,1,1,1,5,apoawtpvac4zqlancmvw4nk4o,1,59.1,23.1,2023-02-26T16:31:28.357Z,2023-02-27T07:25:05Z,4059744623,141,11.5,4059744621,140,66.6,4059744619,56,Right,4059744625,212,11.1,4059744627,213,5.5,4061370517,178,,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938593,23,1,1,1,8,apoawtpvac4zqlancmvw4nk4o,1,69.2,11.2,2023-02-26T16:31:31.302Z,2023-02-27T07:25:14Z,4059744761,212,4.6,4059744755,140,71.7,4059744753,56,Right,4059744765,213,5.3,4061370675,178,,4059744757,141,5.7,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938621,24,1,1,1,10,apoawtpvac4zqlancmvw4nk4o,1,67.8,8.2,2023-02-26T16:31:32.625Z,2023-02-27T07:25:19Z,4061370779,178,,4059744933,56,Center,4059744939,212,14.9,4059744935,140,59.1,4059744941,213,2.2,4059744937,141,25.6,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938653,25,1,1,1,14,apoawtpvac4zqlancmvw4nk4o,1,55.3,31.2,2023-02-26T16:31:36.670Z,2023-02-27T07:25:30Z,4059754441,213,0.8,4059754437,141,33.0,4059754435,140,56.4,4061371021,178,,4059745097,56,Center,4059754439,212,1.7,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512940201,49,61,1,1,14,apoawtpvac4zqlancmvw4nk4o,1,57.3,32.8,2023-02-26T16:31:36.716Z,2023-02-27T07:25:34Z,4059753577,56,Center,4061371107,178,,,,,,,,,,,,,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938685,9,43,1,1,15,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-02-26T16:31:37.686Z,2023-02-26T16:32:20Z,4059745255,285,0,4059748761,144,7,4059745277,233,25,4059745253,56,Back,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938725,26,1,1,1,16,apoawtpvac4zqlancmvw4nk4o,1,43.8,47.5,2023-02-26T16:31:39.404Z,2023-02-27T07:25:41Z,4061371229,178,,4059745449,140,26.3,4059745455,213,3.4,4059745447,56,Back,4059745453,212,19.0,4059745451,141,40.4,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938773,27,1,1,1,19,apoawtpvac4zqlancmvw4nk4o,1,26,34,2023-02-26T16:31:41.686Z,2023-02-27T07:25:51Z,4059745695,212,13.8,4059745691,140,36.0,4059745693,141,20.8,4059745689,56,Back,4061371479,178,,4059745697,213,5.6,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938831,28,1,1,1,21,apoawtpvac4zqlancmvw4nk4o,1,37,19.4,2023-02-26T16:31:44.396Z,2023-02-27T07:26:30Z,4059745977,212,7.3,4061372135,178,,4059745971,56,Back,4059745973,140,43.5,4059745979,213,0.4,4059745975,141,23.1,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938877,29,1,1,1,26,apoawtpvac4zqlancmvw4nk4o,1,51.4,25.8,2023-02-26T16:31:48.922Z,2023-02-27T07:26:34Z,4059746191,140,45.8,4059746189,56,Back,4059746193,141,39.1,4059746195,212,10.8,4059746197,213,2.1,4061372225,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938907,30,1,1,1,28,apoawtpvac4zqlancmvw4nk4o,1,50.1,42,2023-02-26T16:31:51.497Z,2023-02-27T07:26:38Z,4059746321,140,63.4,4059746319,56,Center,4059746323,141,63.0,4059746325,212,20.0,4061372305,178,,4059746317,155,,4059746327,213,0.8,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513251113,1179,67,1,1,30,apoawtpvac4zqlancmvw4nk4o,1,63,62.8,2023-02-26T16:31:52.746Z,2023-02-27T11:49:35Z,4061429603,233,731,,,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513251111,731,67,1,1,30,a8d2gb2nag8fy0itbuxmcibh2,0,37,37.2,2023-02-26T16:31:52.747Z,2023-02-27T09:00:19Z,4061429617,233,1179,,,,,,,,,,,,,,,,,,,,,,9qzxygb9hyzag1szans0k2jth,M. Thorsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938917,31,61,1,1,30,apoawtpvac4zqlancmvw4nk4o,0,63.4,63,2023-02-26T16:31:52.794Z,2023-02-27T11:49:35Z,4059746371,56,Center,4061372521,178,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938911,10,61,1,1,30,a8d2gb2nag8fy0itbuxmcibh2,1,33.8,34.2,2023-02-26T16:31:52.842Z,2023-02-27T07:27:24Z,4061373165,178,,4059746345,56,Back,,,,,,,,,,,,,,,,,,,9qzxygb9hyzag1szans0k2jth,M. Thorsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938951,32,1,1,1,32,apoawtpvac4zqlancmvw4nk4o,1,71.4,79.6,2023-02-26T16:31:55.320Z,2023-02-27T07:27:42Z,4061373515,178,,4059746597,212,9.8,4059746591,56,Left,4059746593,140,70.7,4059746599,213,1.6,4059746595,141,94.0,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512938997,33,1,1,1,35,apoawtpvac4zqlancmvw4nk4o,1,70.2,87.6,2023-02-26T16:31:58.027Z,2023-02-27T07:27:53Z,4059746843,213,4.8,4059746841,212,10.4,4059746837,140,71.1,4061373761,178,,4059746839,141,72.3,4059746835,56,Center,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513251249,732,83,1,1,36,a8d2gb2nag8fy0itbuxmcibh2,1,29.2,28.1,2023-02-26T16:31:59.389Z,2023-02-27T09:00:54Z,4061430351,399,55634,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939001,34,61,1,1,36,apoawtpvac4zqlancmvw4nk4o,0,70.8,70.5,2023-02-26T16:31:59.390Z,2023-02-27T07:28:18Z,4061374153,178,,4059746871,56,Center,,,,,,,,,,,,,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939003,11,49,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,28.1,31.6,2023-02-26T16:32:00.706Z,2023-02-27T07:28:23Z,,,,,,,,,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939059,12,1,1,1,38,a8d2gb2nag8fy0itbuxmcibh2,1,28.5,31.4,2023-02-26T16:32:00.785Z,2023-02-27T07:28:29Z,4059747227,212,5.4,4061374509,178,,4059747223,140,23.8,4059747229,213,2.7,4059747221,56,Back,4059747225,141,34.7,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939105,13,1,1,1,41,a8d2gb2nag8fy0itbuxmcibh2,1,23.9,47.4,2023-02-26T16:32:04.063Z,2023-02-27T07:28:33Z,4059747509,140,2.6,4059747505,56,Back,4059747521,213,3.1,4059747513,141,48.8,4061374607,178,,4059747517,212,22.4,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939137,14,1,1,1,45,a8d2gb2nag8fy0itbuxmcibh2,0,7.8,36.6,2023-02-26T16:32:08.079Z,2023-02-27T07:28:37Z,4059747693,213,6.1,4059747683,155,,4059747689,141,28.2,4059747691,212,39.9,4061374671,178,,4059747695,1,,4059747685,56,Back,4059747687,140,45.4,8l1mv5qd9vwade754v3l8epjp,F. Rønnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939187,35,1,1,1,47,apoawtpvac4zqlancmvw4nk4o,1,53,70.5,2023-02-26T16:32:10.436Z,2023-02-27T07:28:46Z,4059747941,213,5.1,4059747937,141,54.6,4059747935,140,56.8,4059747931,3,,4059747933,56,Center,4061374781,388,,4059747939,212,11.5,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939201,36,44,1,1,49,apoawtpvac4zqlancmvw4nk4o,1,56.2,50.4,2023-02-26T16:32:12.067Z,2023-02-27T11:49:35Z,4059748009,233,15,4059748003,286,,4059748001,56,Center,,,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512939195,15,44,1,1,49,a8d2gb2nag8fy0itbuxmcibh2,0,43.8,49.6,2023-02-26T16:32:12.068Z,2023-02-27T07:28:54Z,4059747983,56,Back,4059748045,233,36,4059747985,285,,,,,,,,,,,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
