id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2530215077,8,1,1,0,20,apoawtpvac4zqlancmvw4nk4o,1,31.2,63.4,2023-04-08T13:30:35.762Z,2023-04-09T07:09:50Z,4172138495,141,42.1,4172138501,213,4.6,4175510075,178,,4172138491,56,Back,4172138497,212,14.5,4172138493,140,30.0,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215125,9,1,1,0,23,apoawtpvac4zqlancmvw4nk4o,1,30.9,41.5,2023-04-08T13:30:38.622Z,2023-04-09T07:10:00Z,4172138737,140,34.0,4172138739,141,13.8,4172138735,56,Back,4175510501,178,,4172138743,213,4.9,4172138741,212,19.1,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215199,10,1,1,0,26,apoawtpvac4zqlancmvw4nk4o,1,34.7,26.1,2023-04-08T13:30:41.844Z,2023-04-09T07:10:03Z,4172139097,212,26.6,4172139093,140,30.8,4172139091,56,Back,4172139095,141,64.8,4172139099,213,1.7,4175510607,178,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215237,11,1,1,0,30,apoawtpvac4zqlancmvw4nk4o,1,29.6,66,2023-04-08T13:30:45.419Z,2023-04-09T07:10:07Z,4172139243,141,68.5,4175510779,178,,4172139241,140,42.8,4172139249,212,14.0,4172139253,213,0.1,4172139239,56,Back,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215257,12,1,1,0,31,apoawtpvac4zqlancmvw4nk4o,1,42.8,68.5,2023-04-08T13:30:46.218Z,2023-04-09T07:10:10Z,4172139333,213,3.4,4172139331,212,11.9,4175510839,178,,4172139327,140,31.7,4172139325,56,Back,4172139329,141,64.8,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215347,13,1,1,0,33,apoawtpvac4zqlancmvw4nk4o,1,32.5,63.9,2023-04-08T13:30:48.253Z,2023-04-09T07:10:13Z,4172139721,56,Back,4172139727,212,17.5,4172139723,140,31.8,4175510947,178,,4172139729,213,4.7,4172139725,141,38.2,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215381,14,1,1,0,38,apoawtpvac4zqlancmvw4nk4o,1,33.9,29.4,2023-04-08T13:30:53.171Z,2023-04-09T07:10:19Z,4172139919,141,10.7,4172139915,56,Back,4175511159,178,,4172139917,140,36.5,4172139921,212,13.0,4172139923,213,4.9,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215425,15,1,1,0,40,apoawtpvac4zqlancmvw4nk4o,1,36.3,13.1,2023-04-08T13:30:55.653Z,2023-04-09T07:10:22Z,4175511263,178,,4172140143,213,2.1,4172140141,212,16.8,4172140137,140,28.0,4172140135,56,Back,4172140139,141,34.2,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215501,16,1,1,0,43,apoawtpvac4zqlancmvw4nk4o,0,31.7,35.2,2023-04-08T13:30:58.501Z,2023-04-09T07:10:24Z,4172140535,213,0.4,4172140533,212,70.7,4172140537,1,,4172140531,141,71.4,4175511409,178,,4172140525,155,,4172140529,140,94.8,4172140527,56,Center,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215545,4,50,1,0,48,6k5zscdm9ufw0tguvzyjlp5hq,1,6.3,31,2023-04-08T13:31:03.544Z,2023-04-09T07:10:32Z,4172140997,233,17,4172140757,285,,4172140755,56,Back,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215595,17,7,1,0,48,apoawtpvac4zqlancmvw4nk4o,0,93.7,69,2023-04-08T13:31:03.730Z,2023-04-09T07:10:40Z,4172140961,56,Center,4172140963,286,,4174187987,383,,4175512107,178,,4172140977,233,4,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215557,5,61,1,0,48,6k5zscdm9ufw0tguvzyjlp5hq,1,7.4,33.5,2023-04-08T13:31:03.792Z,2023-04-09T07:10:46Z,4175512397,178,,4172140809,56,Back,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215565,6,6,1,0,49,6k5zscdm9ufw0tguvzyjlp5hq,0,6.3,31,2023-04-08T13:31:04.840Z,2023-04-09T07:10:50Z,4172140849,73,,4172141073,233,18,4172140847,56,Back,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215613,18,6,1,0,49,apoawtpvac4zqlancmvw4nk4o,1,93.7,69,2023-04-08T13:31:04.840Z,2023-04-09T07:10:50Z,4172141049,56,Center,4172141057,233,6,4172141051,73,,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215971,19,1,1,1,25,apoawtpvac4zqlancmvw4nk4o,0,99.5,99.5,2023-04-08T13:31:40.011Z,2023-04-09T07:10:53Z,4172142787,213,4.3,4172142783,141,56.3,4172142781,140,88.3,4172142775,155,,4172142779,56,Center,4172142771,2,,4172142773,6,,4172142777,223,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,4172142785,212,31.6,4175512747,178,4174188725,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530221203,59,44,1,1,26,6k5zscdm9ufw0tguvzyjlp5hq,1,9.8,40.4,2023-04-08T13:31:41.081Z,2023-04-09T08:16:40Z,4172168037,285,,4172168527,233,20,4172168035,56,Back,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215975,20,44,1,1,26,apoawtpvac4zqlancmvw4nk4o,0,90.2,59.6,2023-04-08T13:31:41.082Z,2023-04-09T07:10:56Z,4172142811,56,Center,4172168559,233,59,4172155673,286,,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215993,7,12,1,1,26,6k5zscdm9ufw0tguvzyjlp5hq,1,3,41.5,2023-04-08T13:31:41.154Z,2023-04-09T08:16:41Z,4175514329,178,,4172153527,213,6.1,4172153523,141,32.8,4172153521,140,37.3,4172142913,56,Back,4172153579,15,,4172153525,212,36.5,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216027,21,1,1,1,29,apoawtpvac4zqlancmvw4nk4o,1,68,42.7,2023-04-08T13:31:44.124Z,2023-04-09T07:12:03Z,4172143061,3,,4172143063,56,Center,4172143067,141,65.7,4172143065,140,63.0,4172143069,212,16.5,4172143071,213,1.9,4175515517,388,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216059,22,1,1,1,31,apoawtpvac4zqlancmvw4nk4o,1,61.1,67,2023-04-08T13:31:46.891Z,2023-04-09T07:12:07Z,4172143269,212,12.1,4172143265,140,53.8,4172143263,56,Center,4172143267,141,53.3,4172143271,213,4.0,4175515733,178,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216095,23,1,1,1,35,apoawtpvac4zqlancmvw4nk4o,1,55.3,52.5,2023-04-08T13:31:50.628Z,2023-04-09T07:12:11Z,4172143423,213,5.0,4172143405,140,61.1,4172143411,141,21.5,4175515891,178,,4172143419,212,21.9,4172143399,56,Center,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216119,24,1,1,1,38,apoawtpvac4zqlancmvw4nk4o,0,66.3,20.3,2023-04-08T13:31:53.548Z,2023-04-09T07:12:14Z,4172143555,1,,4174189437,20,,4172143541,2,,4172143547,140,93.1,4172143543,155,,4175515959,178,,4172143553,213,0.8,4172143551,212,39.4,29pq64smaxdwlraopnxoleqxh,João Cancelo,4172143545,56,Center,4172143549,141,4174189435,224,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216181,8,11,1,1,40,6k5zscdm9ufw0tguvzyjlp5hq,1,5.2,41.9,2023-04-08T13:31:55.677Z,2023-04-09T07:12:21Z,4172143825,56,Back,4174189519,378,,4175516303,388,,4172143827,88,,,,,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216247,9,1,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,0,7.8,41.3,2023-04-08T13:31:58.138Z,2023-04-09T07:12:24Z,4172144111,141,40.3,4172144109,140,74.2,4172144105,199,,4172144117,1,,4172144113,212,69.7,4172144107,56,Center,4172144115,213,6.3,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530267489,521,59,1,1,47,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-04-08T13:32:02.783Z,2023-04-09T07:12:30Z,4172391817,56,Back,,,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216301,25,49,1,1,47,apoawtpvac4zqlancmvw4nk4o,1,22.6,54.6,2023-04-08T13:32:02.787Z,2023-04-09T07:43:41Z,,,,,,,,,,,,,,,,,,,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216367,26,1,1,1,48,apoawtpvac4zqlancmvw4nk4o,1,23.5,50.7,2023-04-08T13:32:03.572Z,2023-04-09T07:12:45Z,4175517321,178,,4172144601,212,8.2,4172144603,213,5.1,4172144597,140,26.4,4172144595,56,Back,4172144599,141,39.5,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216415,27,1,1,1,54,apoawtpvac4zqlancmvw4nk4o,1,26.4,37.9,2023-04-08T13:32:09.306Z,2023-04-09T07:12:48Z,4172144831,140,34.6,4175517441,178,,4172144837,213,0.7,4172144833,141,49.6,4172144835,212,11.7,4172144829,56,Back,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216447,28,1,1,1,58,apoawtpvac4zqlancmvw4nk4o,1,34.3,55.7,2023-04-08T13:32:13.156Z,2023-04-09T07:12:51Z,4172144951,56,Back,4172144953,140,37.3,4172144957,212,5.9,4175517607,178,,4172144955,141,63.0,4172144959,213,1.0,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216531,29,1,1,2,0,apoawtpvac4zqlancmvw4nk4o,1,35.7,60.9,2023-04-08T13:32:15.259Z,2023-04-09T07:12:58Z,4172145351,141,70.0,4172145353,212,6.7,4172145355,213,2.0,4175517915,178,,4172145347,56,Back,4172145349,140,33.3,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216559,30,1,1,2,5,apoawtpvac4zqlancmvw4nk4o,1,56.6,82.1,2023-04-08T13:32:20.255Z,2023-04-09T07:13:03Z,4172145463,140,52.9,4172145467,212,9.8,4172145461,56,Left,4172145469,213,2.0,4172145465,141,95.3,4175518089,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216685,31,1,1,2,7,apoawtpvac4zqlancmvw4nk4o,1,52.9,95.3,2023-04-08T13:32:22.075Z,2023-04-09T07:13:08Z,4172146025,56,Back,4172146029,141,70.5,4172146027,140,40.4,4172146033,213,4.1,4175518271,178,,4172146031,212,21.4,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216753,32,1,1,2,14,apoawtpvac4zqlancmvw4nk4o,1,44.3,63.9,2023-04-08T13:32:29.170Z,2023-04-09T07:13:12Z,4175518439,178,,4172146323,212,22.3,4172146313,56,Back,4172146317,141,31.2,4172146325,213,4.7,4172146315,140,43.1,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216819,33,1,1,2,17,apoawtpvac4zqlancmvw4nk4o,1,35.2,36.1,2023-04-08T13:32:32.835Z,2023-04-09T07:13:17Z,4172146603,213,1.7,4172146601,212,25.3,4172146597,140,31.8,4175518675,178,,4172146599,141,73.0,4172146595,56,Back,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216871,34,1,1,2,22,apoawtpvac4zqlancmvw4nk4o,1,34.4,67.3,2023-04-08T13:32:37.956Z,2023-04-09T07:13:21Z,4172146825,140,33.5,4172146829,212,25.5,4172146827,141,29.8,4172146823,56,Back,4175518879,178,,4172146831,213,4.7,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216933,35,1,1,2,26,apoawtpvac4zqlancmvw4nk4o,1,33.4,28.2,2023-04-08T13:32:41.235Z,2023-04-09T07:13:24Z,4172147169,140,52.9,4172147163,56,Right,4175519017,178,,4172147173,141,5.9,4172147177,212,25.5,4172147183,213,5.6,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216969,36,1,1,2,29,apoawtpvac4zqlancmvw4nk4o,1,50.2,8.3,2023-04-08T13:32:44.613Z,2023-04-09T07:13:27Z,4175519119,178,,4172147327,56,Back,4172147329,140,42.3,4172147333,212,14.2,4172147331,141,25.2,4172147335,213,2.2,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217027,37,1,1,2,32,apoawtpvac4zqlancmvw4nk4o,1,40.6,27.7,2023-04-08T13:32:47.092Z,2023-04-09T07:13:30Z,4172147615,140,41.0,4172147619,212,21.5,4175519243,178,,4172147613,56,Back,4172147617,141,59.3,4172147621,213,1.6,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217049,38,1,1,2,35,apoawtpvac4zqlancmvw4nk4o,1,41,61.1,2023-04-08T13:32:50.500Z,2023-04-09T07:13:33Z,4172147765,56,Back,4172147769,141,93.3,4175519349,178,,4172147767,140,45.0,4172147773,213,1.4,4172147771,212,22.3,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217091,39,1,1,2,37,apoawtpvac4zqlancmvw4nk4o,1,45,93.3,2023-04-08T13:32:52.907Z,2023-04-09T07:13:36Z,4172147961,140,64.6,4172147969,212,21.6,4175519457,178,,4172147965,141,83.5,4172147957,56,Left,4172147973,213,6.0,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217141,40,1,1,2,40,apoawtpvac4zqlancmvw4nk4o,1,64.6,83.5,2023-04-08T13:32:55.039Z,2023-04-09T07:13:42Z,4172148269,140,56.9,4175519687,178,,4172148267,56,Left,4172148275,213,3.3,4172148273,212,8.2,4172148271,141,81.1,,,,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217177,41,1,1,2,42,apoawtpvac4zqlancmvw4nk4o,1,56.8,70.2,2023-04-08T13:32:57.280Z,2023-04-09T07:13:47Z,4172148403,56,Center,4172148407,141,45.7,4175519831,178,,4172148405,140,51.7,4172148411,213,4.4,4172148409,212,17.5,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217207,42,1,1,2,45,apoawtpvac4zqlancmvw4nk4o,1,52.2,43.3,2023-04-08T13:33:00.109Z,2023-04-09T07:13:49Z,4175519903,178,,4172148523,212,15.4,4172148521,141,37.0,4172148517,56,Center,4172148525,213,6.0,4172148519,140,66.3,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217253,43,1,1,2,46,apoawtpvac4zqlancmvw4nk4o,1,72.1,37.1,2023-04-08T13:33:01.113Z,2023-04-09T07:14:03Z,4172148813,213,1.8,4172148811,212,10.6,4175520521,178,,4172148809,141,52.4,4172148805,56,Center,4172148807,140,70.2,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217283,44,1,1,2,49,apoawtpvac4zqlancmvw4nk4o,1,64,39.1,2023-04-08T13:33:04.820Z,2023-04-09T07:14:07Z,4172148937,140,73.2,4172148939,141,33.6,4175520669,178,,4172148935,56,Center,4172148943,213,5.9,4172148941,212,10.4,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
