id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value
2457935721,5,44,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,30,51.9,2022-09-10T13:32:53.112Z,2022-09-10T20:06:19Z,3769251869,56,Back,3769251871,285,,3769252421,233,7,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935745,7,44,1,0,8,f0w62l8zql3tukxsy8fqwp72x,0,70,48.1,2022-09-10T13:32:53.113Z,2022-09-10T19:02:28Z,3769252001,56,Center,3769253005,233,5,3769252003,286,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935737,6,61,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,32.5,54.7,2022-09-10T13:32:53.150Z,2022-09-10T20:06:19Z,3769251963,56,Back,3770708823,388,,3770708821,15,,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935775,7,49,1,0,10,7ad69ngbpjuyzv96drf8d9sn2,1,37.9,46.5,2022-09-10T13:32:54.204Z,2022-09-10T19:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935797,8,1,1,0,10,7ad69ngbpjuyzv96drf8d9sn2,1,37.9,46.5,2022-09-10T13:32:54.247Z,2022-09-10T19:02:50Z,3769252249,212,10.1,3769252245,140,45.3,3769252251,213,0.7,3770709273,178,,3769252247,141,56.1,3769252243,56,Back,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458228863,890,67,1,0,11,7ad69ngbpjuyzv96drf8d9sn2,1,44.1,57.6,2022-09-10T13:32:55.225Z,2022-09-10T20:06:19Z,3770827475,233,772,,,,,,,,,,,,,,,,,,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458228855,772,67,1,0,11,f0w62l8zql3tukxsy8fqwp72x,0,55.9,42.4,2022-09-10T13:32:55.226Z,2022-09-10T19:30:32Z,3770827505,233,890,,,,,,,,,,,,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935809,9,1,1,0,11,7ad69ngbpjuyzv96drf8d9sn2,1,44.6,57.9,2022-09-10T13:32:55.252Z,2022-09-10T20:06:20Z,3769252315,213,3.1,3769252307,56,Back,3770709467,178,,3769252313,212,8.4,3769252309,140,36.6,3769263391,156,,3769252311,141,58.8,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935765,8,43,1,0,11,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-10T13:32:55.508Z,2022-09-10T13:33:40Z,3769256353,144,61,3769252121,56,Center,,,,,,,,,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935819,9,43,1,0,11,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-10T13:32:55.743Z,2022-09-10T14:20:45Z,3769252373,141,61.1,3769252377,213,0.9,3769252371,140,69.1,3769252369,56,Center,3769252375,212,13.6,3769513049,144,1,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935849,10,1,1,0,11,7ad69ngbpjuyzv96drf8d9sn2,1,37.3,65,2022-09-10T13:32:56.144Z,2022-09-10T19:02:56Z,3769252487,56,Back,3770709629,178,,3769252495,213,4.8,3769252489,140,40.1,3769252491,141,32.0,3769252493,212,22.6,3769263935,3,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935939,11,1,1,0,15,7ad69ngbpjuyzv96drf8d9sn2,1,52.9,29,2022-09-10T13:33:00.032Z,2022-09-10T19:03:08Z,3769252893,141,10.8,3769252891,140,61.7,3769252889,56,Right,3770710455,178,,3769252897,213,5.4,3769252895,212,15.4,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935969,12,1,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,1,74.8,11.1,2022-09-10T13:33:04.740Z,2022-09-10T19:03:22Z,3770711235,178,,3769253033,140,74.5,3769253037,212,7.5,3769253031,56,Center,3769253035,141,22.1,3769253039,213,1.6,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458269413,1553,67,1,0,21,7ad69ngbpjuyzv96drf8d9sn2,1,69.6,31.8,2022-09-10T13:33:05.419Z,2022-09-10T21:03:50Z,3771041773,233,1198,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458269407,1198,67,1,0,21,f0w62l8zql3tukxsy8fqwp72x,0,30.4,68.2,2022-09-10T13:33:05.420Z,2022-09-10T20:21:52Z,3771041803,233,1553,,,,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457935977,13,50,1,0,21,7ad69ngbpjuyzv96drf8d9sn2,1,70.4,30.8,2022-09-10T13:33:05.473Z,2022-09-10T19:03:27Z,3769253073,286,,3769265971,233,10,3769253071,56,Center,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936033,10,7,1,0,21,f0w62l8zql3tukxsy8fqwp72x,1,29.6,69.2,2022-09-10T13:33:05.555Z,2022-09-10T19:03:31Z,3769253325,285,,3769253473,233,13,3770054929,384,,3769253323,56,Back,3770712011,178,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936037,11,49,1,0,22,f0w62l8zql3tukxsy8fqwp72x,1,38.2,67,2022-09-10T13:33:06.830Z,2022-09-10T19:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936145,12,1,1,0,24,f0w62l8zql3tukxsy8fqwp72x,1,36.4,66.1,2022-09-10T13:33:08.485Z,2022-09-10T19:03:36Z,3769253867,56,Left,3770712359,178,,3769253875,213,0.2,3769253869,140,81.1,3769253871,141,79.6,3769253877,1,,3769253873,212,47.8,3769253865,155,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936153,13,3,1,0,30,f0w62l8zql3tukxsy8fqwp72x,0,96.2,75.2,2022-09-10T13:33:14.555Z,2022-09-10T19:03:46Z,3769253931,56,Center,3769254271,233,14,3769253933,286,,3770500427,465,,3770712989,178,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936165,14,7,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,1,3.8,24.8,2022-09-10T13:33:14.983Z,2022-09-10T19:03:50Z,3769253985,56,Back,3770713133,178,,3770055701,383,,3769254199,233,13,3769253987,285,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458229399,896,43,1,0,31,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-09-10T13:33:15.283Z,2022-09-10T19:31:21Z,3770830553,144,82,3770830171,178,0,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936171,15,49,1,0,31,7ad69ngbpjuyzv96drf8d9sn2,1,2.1,24.8,2022-09-10T13:33:15.996Z,2022-09-10T19:03:52Z,,,,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936285,16,1,1,0,35,7ad69ngbpjuyzv96drf8d9sn2,0,17.3,14.5,2022-09-10T13:33:20.017Z,2022-09-10T19:03:55Z,3769254619,213,6.0,3769254615,141,0.0,3769254609,155,,3769254617,212,41.6,3769254611,56,Right,3770713557,178,,3769254613,140,55.5,3769254621,1,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936773,14,5,1,0,38,f0w62l8zql3tukxsy8fqwp72x,1,44,101.4,2022-09-10T13:33:22.779Z,2022-09-10T19:03:59Z,3769256993,56,Back,3769256999,347,,3769257019,233,17,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936289,17,5,1,0,38,7ad69ngbpjuyzv96drf8d9sn2,0,56,-1.4,2022-09-10T13:33:22.779Z,2022-09-10T19:03:59Z,3769254633,347,,3769257117,233,14,3769254631,56,Right,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936811,15,1,1,1,1,f0w62l8zql3tukxsy8fqwp72x,0,46.5,100,2022-09-10T13:33:45.813Z,2022-09-10T19:04:01Z,3769257173,107,,3769257185,213,6.2,3769257177,56,Left,3769257181,141,98.3,3769257183,212,17.2,3769257179,140,62.8,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936833,18,8,1,1,2,7ad69ngbpjuyzv96drf8d9sn2,1,38.4,4.7,2022-09-10T13:33:46.720Z,2022-09-10T19:04:04Z,3769257321,15,,3769257277,56,Back,3770057225,384,,3770714243,388,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457936863,19,49,1,1,6,7ad69ngbpjuyzv96drf8d9sn2,1,12.8,13.8,2022-09-10T13:33:50.376Z,2022-09-10T19:04:08Z,,,,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937039,20,1,1,1,14,7ad69ngbpjuyzv96drf8d9sn2,1,24.5,42.9,2022-09-10T13:33:58.309Z,2022-09-10T19:04:12Z,3770714783,178,,3769258293,140,36.9,3769258297,212,13.6,3769258291,56,Back,3769258295,141,37.3,3769258299,213,6.0,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937083,21,1,1,1,15,7ad69ngbpjuyzv96drf8d9sn2,1,36.2,34.2,2022-09-10T13:33:59.633Z,2022-09-10T19:04:15Z,3770714925,178,,3769258537,56,Back,3769258545,213,4.8,3769258541,141,6.0,3769258543,212,19.2,3769258539,140,37.0,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937109,22,1,1,1,18,7ad69ngbpjuyzv96drf8d9sn2,1,40.4,4.4,2022-09-10T13:34:02.594Z,2022-09-10T19:04:18Z,3769258665,56,Right,3769258673,213,0.6,3769258667,140,54.2,3769258671,212,17.2,3769258669,141,18.0,3770715181,178,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937135,23,1,1,1,19,7ad69ngbpjuyzv96drf8d9sn2,1,54.2,18,2022-09-10T13:34:03.633Z,2022-09-10T19:04:23Z,3769258809,213,3.0,3769259163,156,,3769258805,141,19.7,3769258793,56,Back,3769258799,140,43.7,3769258807,212,11.1,3770715461,178,,,,,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937145,24,1,1,1,20,7ad69ngbpjuyzv96drf8d9sn2,0,43.7,19.7,2022-09-10T13:34:04.405Z,2022-09-10T19:04:26Z,3769258889,140,52.6,3769258891,141,23.7,3769258893,212,9.7,3769258887,56,Center,3770715673,178,,3769258895,213,0.3,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937161,16,49,1,1,20,f0w62l8zql3tukxsy8fqwp72x,1,47.8,71.8,2022-09-10T13:34:05.102Z,2022-09-10T19:04:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ce2pidh4dpd1ccozn2lm3qtw5,I. Šunjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937229,17,43,1,1,22,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-10T13:34:06.206Z,2022-09-10T14:22:07Z,3769259347,212,7.9,3769259349,213,6.1,3769259341,56,Center,3769259343,140,55.2,3769259345,141,69.9,3769518265,144,1,,,,,,,ce2pidh4dpd1ccozn2lm3qtw5,I. Šunjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937277,18,1,1,1,24,f0w62l8zql3tukxsy8fqwp72x,1,44.9,77.5,2022-09-10T13:34:08.352Z,2022-09-10T19:04:35Z,3769259611,212,11.0,3769259603,140,39.2,3769259615,213,2.1,3769259607,141,91.1,3770716189,178,,3769259601,56,Back,,,,,,,ce2pidh4dpd1ccozn2lm3qtw5,I. Šunjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937289,19,1,1,1,26,f0w62l8zql3tukxsy8fqwp72x,1,25.9,74.2,2022-09-10T13:34:10.514Z,2022-09-10T19:04:39Z,3769259681,140,7.4,3770716485,178,,3769259691,213,3.4,3769259689,212,20.1,3769259685,141,66.7,3769259677,56,Back,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937353,20,1,1,1,32,f0w62l8zql3tukxsy8fqwp72x,0,12,74.1,2022-09-10T13:34:16.400Z,2022-09-10T19:04:42Z,3769259987,213,0.3,3769259981,140,58.0,3769259983,141,93.2,3769259979,56,Left,3769259989,1,,3770716727,178,,3769259977,155,,3769259985,212,50.0,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937397,25,1,1,1,35,7ad69ngbpjuyzv96drf8d9sn2,0,43.1,9.4,2022-09-10T13:34:19.344Z,2022-09-10T19:04:46Z,3769260221,56,Back,3769260227,141,11.8,3770717027,388,,3769260217,3,,3769260229,212,3.2,3769260231,213,0.5,3769260225,140,45.7,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937443,21,61,1,1,37,f0w62l8zql3tukxsy8fqwp72x,1,59.5,88.3,2022-09-10T13:34:22.158Z,2022-09-10T19:04:55Z,3769260487,56,Left,3770717691,178,,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937473,22,1,1,1,39,f0w62l8zql3tukxsy8fqwp72x,1,62.6,87.4,2022-09-10T13:34:23.578Z,2022-09-10T19:04:59Z,3769260615,212,5.0,3769260609,56,Left,3769260617,213,1.9,3769260611,140,61.3,3769260613,141,94.4,3770718025,178,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457937731,23,1,1,1,41,f0w62l8zql3tukxsy8fqwp72x,1,61.3,94.4,2022-09-10T13:34:25.292Z,2022-09-10T19:05:02Z,3769261945,140,87.0,3769261949,212,27.0,3769261953,213,6.3,3769261943,56,Left,3769261947,141,94.2,3770718233,178,,3769261941,155,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458270823,1555,43,1,1,54,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-09-10T13:34:38.842Z,2022-09-10T20:24:05Z,3771049673,399,250437,3771050267,144,83,,,,,,,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458270851,1199,43,1,1,54,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-10T13:34:38.976Z,2022-09-10T20:24:06Z,3771049803,178,0,3771050387,144,82,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458231137,794,43,1,1,54,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-09-10T13:34:39Z,2022-09-10T19:33:32Z,3770839951,178,0,3770840145,144,82,,,,,,,,,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458169377,756,3,1,1,55,f0w62l8zql3tukxsy8fqwp72x,0,65.3,96.8,2022-09-10T13:34:39.233Z,2022-09-10T19:05:13Z,3770719121,178,,3770502167,286,,3770502165,56,Left,3770502171,467,6rg37ej1x7pwi7r4aq1107pih,3770502169,464,,,,,,,,,,,6ufkq71qh9wrfyaez5yi94e09,C. Ejuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
