id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2503741757,6,1,1,0,33,6k5zscdm9ufw0tguvzyjlp5hq,0,60.9,0,2023-02-04T14:31:22.665Z,2023-02-05T02:00:49Z,4011322853,56,Center,4011322863,1,,4011322855,140,84.6,4011322857,141,29.7,4011322861,213,0.7,4011322851,107,,4011322859,212,32.9,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503741829,6,1,1,0,35,dt4pinj0vw0t0cvz7za6mhmzy,1,15.6,67.5,2023-02-04T14:31:24.838Z,2023-02-05T02:00:58Z,4011323231,213,0.2,4013814783,388,,4011323223,56,Back,4011323225,140,30.1,4011323227,141,72.9,4011323221,3,,4011323229,212,15.7,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503741925,8,44,1,0,37,dt4pinj0vw0t0cvz7za6mhmzy,1,31.2,73.8,2023-02-04T14:31:27.175Z,2023-02-05T06:41:39Z,4011323685,233,7,4011323649,285,,4011323647,56,Back,,,,,,,,,,,,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503741839,7,44,1,0,37,6k5zscdm9ufw0tguvzyjlp5hq,0,68.8,26.2,2023-02-04T14:31:27.176Z,2023-02-05T02:01:09Z,4011323283,56,Center,4011323693,233,8,4011323285,286,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503741833,7,1,1,0,37,dt4pinj0vw0t0cvz7za6mhmzy,0,30.1,72.9,2023-02-04T14:31:27.277Z,2023-02-05T06:41:40Z,4011323253,56,Back,4013815185,388,,4011323255,140,28.0,4011323257,141,67.3,4011323261,213,4.2,4011323251,3,,4011323259,212,4.4,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503741959,8,1,1,0,39,6k5zscdm9ufw0tguvzyjlp5hq,1,68.8,38,2023-02-04T14:31:28.416Z,2023-02-05T02:01:25Z,4011323819,212,20.1,4011323821,213,2.7,4011323817,141,51.8,4011323815,140,51.9,4011323813,56,Center,4013815449,178,,,,,,,,mugwhiw6mwgjf5797wlnjzdh,D. Kyereh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742051,9,1,1,0,42,6k5zscdm9ufw0tguvzyjlp5hq,1,51.6,53.8,2023-02-04T14:31:31.376Z,2023-02-05T02:01:36Z,4011324249,141,48.5,4011324253,213,3.3,4013815639,178,,4011324245,56,Back,4011324247,140,21.6,4011324251,212,31.7,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742109,10,1,1,0,51,6k5zscdm9ufw0tguvzyjlp5hq,1,26,45.4,2023-02-04T14:31:40.406Z,2023-02-05T02:01:45Z,4011324505,56,Back,4011324507,140,31.4,4011324513,213,1.4,4011324509,141,88.1,4013815795,178,,4011324511,212,29.6,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742177,11,1,1,0,53,6k5zscdm9ufw0tguvzyjlp5hq,1,32.2,87.2,2023-02-04T14:31:42.785Z,2023-02-05T02:01:53Z,4011324859,140,39.0,4011324861,141,95.9,4011324867,213,0.7,4011324857,56,Back,4013815895,178,,4011324863,212,9.3,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742241,12,1,1,0,56,6k5zscdm9ufw0tguvzyjlp5hq,1,38.1,94.3,2023-02-04T14:31:45.458Z,2023-02-05T02:02:05Z,4013815991,178,,4011325131,141,81.0,4011325127,56,Back,4011325133,212,19.2,4011325129,140,22.0,4011325135,213,3.6,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742295,13,1,1,0,58,6k5zscdm9ufw0tguvzyjlp5hq,1,14.5,88.5,2023-02-04T14:31:48.306Z,2023-02-05T02:02:11Z,4011325343,140,5.0,4013816205,178,,4011325345,141,66.9,4011325347,212,17.8,4011325341,56,Back,4011325349,213,4.1,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742337,14,1,1,1,0,6k5zscdm9ufw0tguvzyjlp5hq,0,5.7,68.9,2023-02-04T14:31:50.072Z,2023-02-05T02:02:22Z,4011325515,212,48.0,4011325505,157,,4011325513,141,72.4,4013816451,178,,4011325509,56,Center,4011325519,213,0.0,4011325523,1,,4011325511,140,51.4,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742429,9,1,1,1,3,dt4pinj0vw0t0cvz7za6mhmzy,1,48.1,31.8,2023-02-04T14:31:53.015Z,2023-02-05T02:02:29Z,4011326001,140,43.7,4011325999,56,Back,4013816585,388,,4011326003,141,44.0,4011326007,213,2.1,4011325997,3,,4011326005,212,9.5,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742437,10,49,1,1,6,dt4pinj0vw0t0cvz7za6mhmzy,1,43.8,42.5,2023-02-04T14:31:55.463Z,2023-02-05T02:02:41Z,,,,,,,,,,,,,,,,,,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742447,11,50,1,1,6,dt4pinj0vw0t0cvz7za6mhmzy,1,41.4,46.4,2023-02-04T14:31:56.282Z,2023-02-05T02:02:53Z,4011326159,233,15,4011326087,286,,4011326085,56,Back,,,,,,,,,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742443,15,7,1,1,6,6k5zscdm9ufw0tguvzyjlp5hq,0,58.6,53.6,2023-02-04T14:31:56.288Z,2023-02-05T02:03:01Z,4011326067,56,Center,4013817185,178,,4011326143,233,11,4012726709,384,,4011326069,285,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742501,12,1,1,1,7,dt4pinj0vw0t0cvz7za6mhmzy,1,46.6,33.6,2023-02-04T14:31:57.236Z,2023-02-05T02:03:13Z,4011326291,213,1.4,4013817377,178,,4011326289,212,4.6,4011326285,140,47.4,4011326287,141,40.2,4011326283,56,Back,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742525,13,1,1,1,8,dt4pinj0vw0t0cvz7za6mhmzy,1,49.6,40.4,2023-02-04T14:31:57.866Z,2023-02-05T02:03:27Z,4011326405,213,5.2,4011326397,56,Right,4011326403,212,16.1,4013817563,178,,4011326399,140,56.3,4011326401,141,19.1,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742555,14,1,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,1,55.3,18.3,2023-02-04T14:31:59.305Z,2023-02-05T02:03:33Z,4011326563,56,Back,4011326567,141,5.9,4011326571,213,3.8,4013817769,178,,4011326565,140,44.5,4011326569,212,14.1,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742651,15,1,1,1,11,dt4pinj0vw0t0cvz7za6mhmzy,1,43.6,6.2,2023-02-04T14:32:01.146Z,2023-02-05T02:03:39Z,4011327027,212,18.2,4011327025,141,17.7,4013817887,178,,4011327029,213,2.7,4011327021,140,27.9,4011327017,56,Back,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742705,16,1,1,1,17,dt4pinj0vw0t0cvz7za6mhmzy,1,27.2,22.2,2023-02-04T14:32:06.346Z,2023-02-05T02:03:46Z,4011327233,212,18.7,4011327235,213,2.0,4013818013,178,,4011327229,140,19.1,4011327231,141,46.7,4011327227,56,Back,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742745,17,1,1,1,19,dt4pinj0vw0t0cvz7za6mhmzy,1,19.2,47.3,2023-02-04T14:32:08.905Z,2023-02-05T02:03:57Z,4013818157,178,,4011327421,140,27.7,4011327415,56,Back,4011327431,212,20.8,4011327435,213,1.1,4011327427,141,75.0,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503742909,18,1,1,1,22,dt4pinj0vw0t0cvz7za6mhmzy,1,28.8,76.1,2023-02-04T14:32:11.656Z,2023-02-05T02:04:05Z,4013818263,178,,4011328199,141,94.2,4011328201,212,17.3,4011328205,213,0.8,4011328197,140,40.4,4011328195,56,Back,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743029,19,1,1,1,27,dt4pinj0vw0t0cvz7za6mhmzy,1,43.2,90.9,2023-02-04T14:32:17.015Z,2023-02-05T02:04:14Z,4013818377,178,,4011328831,140,35.0,4011328833,141,76.0,4011328829,56,Back,4011328835,212,13.3,4011328837,213,4.0,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743091,20,1,1,1,30,dt4pinj0vw0t0cvz7za6mhmzy,1,35,76,2023-02-04T14:32:20.186Z,2023-02-05T02:04:22Z,4011329109,56,Back,4011329119,213,5.0,4011329113,140,38.5,4011329115,141,60.6,4011329117,212,11.1,4013818525,178,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743159,21,1,1,1,33,dt4pinj0vw0t0cvz7za6mhmzy,1,31.4,57.8,2023-02-04T14:32:22.806Z,2023-02-05T02:04:28Z,4011329425,213,3.6,4011329423,212,18.8,4011329419,140,15.1,4013818637,178,,4011329421,141,46.4,4011329417,56,Back,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743255,22,1,1,1,36,dt4pinj0vw0t0cvz7za6mhmzy,1,15,42.1,2023-02-04T14:32:26.055Z,2023-02-05T02:04:36Z,4013818737,178,,4011329941,140,27.8,4011329943,141,5.9,4011329947,213,5.2,4011329945,212,28.0,4011329939,56,Back,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743397,23,1,1,1,40,dt4pinj0vw0t0cvz7za6mhmzy,1,35.1,5.3,2023-02-04T14:32:29.877Z,2023-02-05T02:04:48Z,4011330743,140,50.6,4011330747,212,16.3,4011330745,141,5.9,4011330741,56,Right,4011330749,213,0.0,4013818931,178,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743403,24,4,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,38.3,4.2,2023-02-04T14:32:32.684Z,2023-02-05T02:04:55Z,4011330925,233,16,4011330779,13,,4011330789,152,,4011330785,56,Back,4011330793,286,,4011330783,294,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743425,16,4,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,0,61.7,95.8,2023-02-04T14:32:32.685Z,2023-02-05T02:04:55Z,4011330883,56,Left,4011330885,152,,4011330887,285,,4011330881,294,,4011330973,233,24,4013819111,178,,4011330879,13,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743569,25,1,1,1,51,dt4pinj0vw0t0cvz7za6mhmzy,1,36.6,5.6,2023-02-04T14:32:40.967Z,2023-02-05T02:05:05Z,4011331609,5,,4013819239,178,,4011331619,212,11.7,4011331611,152,,4011331615,140,25.7,4011331621,213,3.0,4011331617,141,8.8,4011331613,56,Back,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743619,26,1,1,1,54,dt4pinj0vw0t0cvz7za6mhmzy,1,24.7,9.5,2023-02-04T14:32:44.070Z,2023-02-05T02:05:17Z,4011331895,141,35.8,4011331887,56,Back,4011331899,212,18.6,4011331901,213,1.3,4011331891,140,29.6,4013819363,178,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743675,27,1,1,1,57,dt4pinj0vw0t0cvz7za6mhmzy,1,31.3,43.7,2023-02-04T14:32:46.896Z,2023-02-05T02:05:22Z,4011332251,213,1.2,4011332243,56,Back,4011332247,141,83.8,4011332245,140,41.1,4013819597,178,,4011332249,212,29.1,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743707,28,1,1,2,1,dt4pinj0vw0t0cvz7za6mhmzy,0,42.3,84.7,2023-02-04T14:32:50.598Z,2023-02-05T02:05:30Z,4011332433,140,68.9,4011332435,141,87.8,4011332437,212,28.0,4011332431,56,Left,4013819737,178,,4011332439,213,0.1,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743729,17,49,1,2,3,6k5zscdm9ufw0tguvzyjlp5hq,1,36.6,6.7,2023-02-04T14:32:52.495Z,2023-02-05T06:06:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743833,18,1,1,2,5,6k5zscdm9ufw0tguvzyjlp5hq,0,35.4,5.3,2023-02-04T14:32:54.596Z,2023-02-05T02:05:47Z,4011333083,213,0.5,4013820033,178,,4011333073,155,,4011333077,140,71.6,4011333075,56,Center,4011333085,1,,4011333081,212,43.8,4011333079,141,37.4,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743845,29,49,1,2,9,dt4pinj0vw0t0cvz7za6mhmzy,1,29.4,63.7,2023-02-04T14:32:58.399Z,2023-02-05T02:06:10Z,,,,,,,,,,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743893,30,1,1,2,9,dt4pinj0vw0t0cvz7za6mhmzy,1,27.7,63.1,2023-02-04T14:32:58.416Z,2023-02-05T02:06:05Z,4011333441,140,13.9,4011333449,213,3.8,4013820377,178,,4011333443,141,46.6,4011333447,212,18.3,4011333439,56,Back,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743955,31,1,1,2,12,dt4pinj0vw0t0cvz7za6mhmzy,1,13.1,44.3,2023-02-04T14:33:01.515Z,2023-02-05T02:06:17Z,4011333807,140,21.9,4011333805,56,Back,4011333813,213,5.1,4013820549,178,,4011333809,141,13.7,4011333811,212,22.8,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503743989,32,1,1,2,15,dt4pinj0vw0t0cvz7za6mhmzy,1,26.9,13.7,2023-02-04T14:33:04.895Z,2023-02-05T02:06:24Z,4013820667,178,,4011333959,212,12.1,4011333961,213,1.8,4011333957,141,31.0,4011333955,140,24.1,4011333953,56,Back,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744061,33,1,1,2,18,dt4pinj0vw0t0cvz7za6mhmzy,1,24.8,32.1,2023-02-04T14:33:07.528Z,2023-02-05T02:06:41Z,4013820887,178,,4011334313,140,33.3,4011334317,212,17.8,4011334315,141,54.8,4011334311,56,Back,4011334319,213,1.0,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744153,34,1,1,2,21,dt4pinj0vw0t0cvz7za6mhmzy,1,35.9,60.5,2023-02-04T14:33:10.781Z,2023-02-05T02:06:52Z,4011334709,56,Back,4011334711,140,43.6,4013821091,178,,4011334715,212,24.7,4011334717,213,1.2,4011334713,141,94.8,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744205,35,1,1,2,26,dt4pinj0vw0t0cvz7za6mhmzy,1,49.1,91.7,2023-02-04T14:33:15.637Z,2023-02-05T02:06:57Z,4011334989,56,Back,4011334991,140,36.1,4013821189,178,,4011334997,213,3.6,4011334995,212,15.3,4011334993,141,81.5,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744301,36,1,1,2,28,dt4pinj0vw0t0cvz7za6mhmzy,1,36.3,80.3,2023-02-04T14:33:18.267Z,2023-02-05T02:07:08Z,4011335559,56,Back,4011335561,140,36.1,4013821351,178,,4011335567,213,4.7,4011335565,212,8.6,4011335563,141,67.6,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503744351,37,1,1,2,33,dt4pinj0vw0t0cvz7za6mhmzy,1,35.7,56.7,2023-02-04T14:33:22.346Z,2023-02-05T02:07:18Z,4011335845,212,21.9,4011335839,56,Back,4011335847,213,4.7,4011335843,141,24.6,4013821511,178,,4011335841,140,34.5,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
