id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2540932309,8,4,1,0,10,cu0eztmjcsbydyp53aleznorw,1,55.3,44,2023-04-29T16:30:24.657Z,2023-04-30T03:49:48Z,4236058077,13,,4236058083,152,,4236058079,294,,4236058335,233,5,4236058081,56,Center,4236058085,286,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932345,5,4,1,0,10,cz4a6wmzx2obyisadhgaccx7b,0,44.7,56,2023-04-29T16:30:24.658Z,2023-04-30T03:49:48Z,4236058361,233,8,4238532247,388,,4236058251,13,,4236058257,56,Back,4236058253,294,,4236058263,285,,4236058259,152,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932301,7,43,1,0,12,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-04-29T16:30:26.685Z,2023-04-29T16:30:32Z,4236058039,286,0,4236058037,56,Center,4236058171,144,44,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932801,9,1,1,0,49,cu0eztmjcsbydyp53aleznorw,1,52.9,42.2,2023-04-29T16:31:03.687Z,2023-04-30T03:49:53Z,4236060953,141,50.7,4236060949,56,Back,4236060957,213,2.9,4236060951,140,34.2,4236060955,212,20.5,4236060947,152,,4236060945,5,,4238532443,178,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932825,10,1,1,0,51,cu0eztmjcsbydyp53aleznorw,1,34.2,50.7,2023-04-29T16:31:05.640Z,2023-04-30T03:49:57Z,4238532559,178,,4236061079,56,Back,4236061087,213,1.3,4236061083,141,66.8,4236061085,212,11.4,4236061081,140,37.3,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932875,11,1,1,0,53,cu0eztmjcsbydyp53aleznorw,1,36.4,66.3,2023-04-29T16:31:07.555Z,2023-04-30T03:50:07Z,4236061323,213,3.6,4238532633,178,,4236061313,140,13.2,4236061317,141,50.0,4236061321,212,26.8,4236061309,56,Back,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932953,12,1,1,0,56,cu0eztmjcsbydyp53aleznorw,1,15.7,49.6,2023-04-29T16:31:10.697Z,2023-04-30T03:50:11Z,4236061707,56,Center,4236061727,1,,4236061723,213,6.1,4236061703,157,,4236061715,141,35.5,4236061711,140,60.8,4236061719,212,48.3,4238533125,178,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932967,13,44,1,1,0,cu0eztmjcsbydyp53aleznorw,1,63.2,38.2,2023-04-29T16:31:14.159Z,2023-04-30T07:08:34Z,4236061775,56,Center,4236061779,286,,4236061945,233,6,,,,,,,,,,,,,,,,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932991,6,44,1,1,0,cz4a6wmzx2obyisadhgaccx7b,0,36.8,61.8,2023-04-29T16:31:14.160Z,2023-04-30T03:50:16Z,4236061909,56,Back,4236061911,285,,4236061981,233,13,,,,,,,,,,,,,,,,bjjll8tgbxink1ly3gmw5w4ph,M. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540932985,14,1,1,1,0,cu0eztmjcsbydyp53aleznorw,1,61.2,35.5,2023-04-29T16:31:14.195Z,2023-04-30T07:08:35Z,4236061895,141,43.1,4238533635,21,,4236061891,56,Center,4236061897,212,7.9,4236061893,140,55.5,4238533633,388,,4236061925,156,,4236061899,213,2.4,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933005,15,3,1,1,2,cu0eztmjcsbydyp53aleznorw,0,57.1,49.2,2023-04-29T16:31:16.243Z,2023-04-30T03:50:35Z,4238534087,178,,4236062013,56,Center,4236062015,286,,4236062069,233,7,4237822637,465,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933009,7,7,1,1,2,cz4a6wmzx2obyisadhgaccx7b,1,42.9,50.8,2023-04-29T16:31:16.763Z,2023-04-30T03:50:41Z,4236062049,233,15,4237822489,384,,4236062031,285,,4238534343,178,,4236062029,56,Back,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933013,8,49,1,1,3,cz4a6wmzx2obyisadhgaccx7b,1,43.8,45.4,2023-04-29T16:31:17.153Z,2023-04-30T03:50:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933023,9,50,1,1,4,cz4a6wmzx2obyisadhgaccx7b,1,44.6,43.8,2023-04-29T16:31:18.454Z,2023-04-30T03:51:04Z,4236062087,286,,4236062293,233,16,4236062085,56,Back,,,,,,,,,,,,,,,,bax0ggbhejk7kpcezkyg3hai2,R. Zalazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933069,16,7,1,1,4,cu0eztmjcsbydyp53aleznorw,0,55.4,56.2,2023-04-29T16:31:18.643Z,2023-04-30T03:51:10Z,4236062277,233,9,4237823207,384,,4236062221,285,,4236062219,56,Center,4238535279,178,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933095,10,61,1,1,4,cz4a6wmzx2obyisadhgaccx7b,1,43.8,40.9,2023-04-29T16:31:18.715Z,2023-04-30T03:51:15Z,4238535405,178,,4236062379,56,Back,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933167,11,1,1,1,6,cz4a6wmzx2obyisadhgaccx7b,1,53.2,16.3,2023-04-29T16:31:20.746Z,2023-04-30T03:51:21Z,4236062735,140,73.0,4236062737,141,1.3,4236062733,56,Right,4238535573,178,,4236062741,213,5.8,4236062739,212,23.2,,,,,,,at2rbigl1d8bsjw2u6lhfcatx,K. Karaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933171,12,61,1,1,11,cz4a6wmzx2obyisadhgaccx7b,0,73,1.3,2023-04-29T16:31:25.361Z,2023-04-30T03:51:27Z,4238535797,178,,4236062761,56,Right,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933183,13,5,1,1,12,cz4a6wmzx2obyisadhgaccx7b,0,80.1,-1.4,2023-04-29T16:31:26.878Z,2023-04-30T03:51:30Z,4236062819,56,Right,4236063031,233,17,4236062821,347,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933211,17,5,1,1,12,cu0eztmjcsbydyp53aleznorw,1,19.9,101.4,2023-04-29T16:31:26.878Z,2023-04-30T03:51:29Z,4236062995,233,13,4236062967,56,Back,4236062969,347,,,,,,,,,,,,,,,,,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933585,18,1,1,1,37,cu0eztmjcsbydyp53aleznorw,0,7.6,100,2023-04-29T16:31:51.235Z,2023-04-30T03:51:33Z,4236065045,1,,4236065041,213,5.9,4236065039,212,23.2,4236065035,140,28.2,4236065031,107,,4236065037,141,88.2,4236065033,56,Back,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933603,14,44,1,1,39,cz4a6wmzx2obyisadhgaccx7b,1,63.3,12.3,2023-04-29T16:31:53.204Z,2023-04-30T07:08:35Z,4236065131,56,Right,4236065137,286,,4236065133,233,19,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933591,19,44,1,1,39,cu0eztmjcsbydyp53aleznorw,0,36.7,87.7,2023-04-29T16:31:53.205Z,2023-04-30T03:51:39Z,4236065067,285,,4236065223,233,14,4236065065,56,Back,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933611,15,1,1,1,39,cz4a6wmzx2obyisadhgaccx7b,0,54.8,12.5,2023-04-29T16:31:53.230Z,2023-04-30T07:08:35Z,4238536443,388,,4236065179,213,0.5,4236065171,56,Right,4236065169,3,,4236065175,141,18.1,4236065173,140,61.9,4236065177,212,8.4,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933651,20,1,1,1,39,cu0eztmjcsbydyp53aleznorw,1,26,86.6,2023-04-29T16:31:53.977Z,2023-04-30T03:51:49Z,4236065365,141,74.3,4236065361,56,Back,4236065367,212,8.6,4236065363,140,24.3,4238536761,178,,4236065369,213,4.5,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933697,21,1,1,1,41,cu0eztmjcsbydyp53aleznorw,1,24.3,74.3,2023-04-29T16:31:55.600Z,2023-04-30T03:51:54Z,4236065641,141,55.2,4236065645,213,4.3,4236065643,212,14.2,4236065639,140,18.9,4236065637,56,Back,4238536937,178,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933767,22,1,1,1,44,cu0eztmjcsbydyp53aleznorw,1,15.1,43,2023-04-29T16:31:58.204Z,2023-04-30T03:51:59Z,4236066029,141,14.9,4236066033,213,5.4,4236066025,56,Back,4236066031,212,25.8,4236066027,140,31.6,4238537125,178,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933795,23,1,1,1,49,cu0eztmjcsbydyp53aleznorw,1,32.6,8.6,2023-04-29T16:32:03.155Z,2023-04-30T03:52:04Z,4236066145,141,15.4,4236066139,140,37.0,4236066137,56,Back,4236066153,213,0.8,4238537361,178,,4236066149,212,6.5,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933829,24,1,1,1,50,cu0eztmjcsbydyp53aleznorw,1,37,15.4,2023-04-29T16:32:04.527Z,2023-04-30T03:52:10Z,4236066331,140,35.9,4236066335,212,6.0,4236066333,141,6.7,4238537577,178,,4236066337,213,4.5,4236066329,56,Back,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933921,25,1,1,1,51,cu0eztmjcsbydyp53aleznorw,1,35.9,6.7,2023-04-29T16:32:05.720Z,2023-04-30T03:52:15Z,4236066857,155,,4236066869,1,,4238537759,178,,4236066867,213,2.6,4236066859,56,Back,4236066863,141,33.2,4236066865,212,35.0,4236066861,140,7.3,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933975,26,1,1,1,57,cu0eztmjcsbydyp53aleznorw,0,7.4,43.7,2023-04-29T16:32:11.592Z,2023-04-30T03:52:19Z,4236067171,141,67.8,4236067169,140,54.5,4236067175,213,0.3,4236067173,212,52.1,4236067177,1,,4236067167,56,Center,4238537915,178,,4236067165,157,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540933991,16,49,1,2,0,cz4a6wmzx2obyisadhgaccx7b,1,34.2,36.1,2023-04-29T16:32:14.851Z,2023-04-30T03:52:24Z,,,,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934097,17,1,1,2,2,cz4a6wmzx2obyisadhgaccx7b,1,35.6,25,2023-04-29T16:32:16.804Z,2023-04-30T03:52:29Z,4236067769,212,52.3,4236067771,213,6.1,4236067773,1,,4238538241,178,,4236067763,56,Right,4236067767,141,11.3,4236067761,155,,4236067765,140,84.6,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934161,18,1,1,2,6,cz4a6wmzx2obyisadhgaccx7b,1,84.9,11.6,2023-04-29T16:32:20.540Z,2023-04-30T03:52:33Z,4238538343,178,,4236068119,213,1.6,4236068111,56,Center,4236068115,141,45.8,4236068113,140,83.7,4236068117,212,23.3,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934169,19,61,1,2,8,cz4a6wmzx2obyisadhgaccx7b,0,83.8,45.7,2023-04-29T16:32:22.218Z,2023-04-30T03:52:46Z,4236068165,56,Center,4238538839,21,,4238538841,178,,,,,,,,,,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934181,27,49,1,2,9,cu0eztmjcsbydyp53aleznorw,1,14.6,42.1,2023-04-29T16:32:23.449Z,2023-04-30T03:52:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934219,28,1,1,2,9,cu0eztmjcsbydyp53aleznorw,1,14.6,42.1,2023-04-29T16:32:23.476Z,2023-04-30T03:52:53Z,4236068377,141,77.9,4236068369,157,,4236068375,140,31.0,4236068371,56,Back,4238539027,178,,4236068383,1,,4236068379,212,29.8,4236068381,213,1.0,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934229,29,44,1,2,11,cu0eztmjcsbydyp53aleznorw,1,33.1,73.5,2023-04-29T16:32:25.729Z,2023-04-30T07:08:36Z,4236068443,285,,4236068441,56,Back,4236068521,233,20,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934207,20,44,1,2,11,cz4a6wmzx2obyisadhgaccx7b,0,66.9,26.5,2023-04-29T16:32:25.730Z,2023-04-30T03:52:56Z,4236068309,56,Center,4238353705,233,29,4236068311,286,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934273,30,1,1,2,11,cu0eztmjcsbydyp53aleznorw,1,31.2,77.9,2023-04-29T16:32:25.745Z,2023-04-30T07:08:36Z,4236068691,140,34.0,4236068695,212,6.4,4236068687,3,,4236068693,141,69.5,4236068697,213,5.2,4236068689,56,Back,4238539141,388,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934301,31,1,1,2,14,cu0eztmjcsbydyp53aleznorw,1,33.5,69.5,2023-04-29T16:32:28.182Z,2023-04-30T03:53:05Z,4236068843,56,Back,4236068845,140,40.0,4236068841,3,,4236068853,212,7.2,4236068849,141,66.0,4236068857,213,5.9,4238539257,388,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934307,32,1,1,2,14,cu0eztmjcsbydyp53aleznorw,1,39.9,66,2023-04-29T16:32:29.028Z,2023-04-30T03:53:13Z,4236384835,156,,4236068879,213,3.6,4236068869,3,,4236068875,141,62.0,4236068871,56,Back,4236068877,212,6.3,4238539501,178,,4236068873,140,34.5,9i46dpapurzdzvd7nz3be7kl,M. Philipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934369,33,1,1,2,15,cu0eztmjcsbydyp53aleznorw,1,35.9,64.7,2023-04-29T16:32:29.844Z,2023-04-30T03:53:16Z,4236069175,155,,4236069177,56,Center,4238539565,178,,4236069181,141,41.7,4236069185,213,5.7,4236069183,212,26.6,4236069179,140,56.4,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540992899,440,61,1,2,17,cu0eztmjcsbydyp53aleznorw,0,55.7,42.4,2023-04-29T16:32:31.953Z,2023-04-30T03:53:25Z,4238539727,178,,4236387517,56,Center,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934433,22,4,1,2,19,cz4a6wmzx2obyisadhgaccx7b,1,38.1,65.4,2023-04-29T16:32:33.434Z,2023-04-30T03:53:33Z,4236069505,13,,4236069511,152,,4236069507,294,,4236069513,286,,4236069547,233,34,4236069509,56,Back,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540934423,34,4,1,2,19,cu0eztmjcsbydyp53aleznorw,0,61.9,34.6,2023-04-29T16:32:33.435Z,2023-04-30T03:53:33Z,4236069619,233,22,4236069455,294,,4236069453,13,,4236069465,285,,4236069461,152,,4236069459,56,Center,4238539927,178,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
