id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2511951429,7,7,1,0,22,ex3psl8e3ajeypwjy4xfltpx6,1,64,28.6,2023-02-25T14:33:04.402Z,2023-02-25T21:59:02Z,4054553135,233,8,4056504323,383,,4057134031,21,,4057134029,388,,4054553033,56,Center,4054553035,285,,,,,,,,1ie7ml2v6772ek2u8q7wl1awa,K. Yeboah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951447,8,61,1,0,23,ex3psl8e3ajeypwjy4xfltpx6,1,64.8,40.7,2023-02-25T14:33:04.989Z,2023-02-25T21:59:47Z,4054553091,56,Center,4057135817,178,,,,,,,,,,,,,,,,,,,,1ie7ml2v6772ek2u8q7wl1awa,K. Yeboah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512026955,434,43,1,0,24,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-25T14:33:05.626Z,2023-02-25T15:21:42Z,4054928805,56,Back,4054928801,3,0,4054928813,141,58.5,4054928815,212,7.8,4054928809,140,31.8,4054930923,144,1,4054928817,213,0.4,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512325061,852,49,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,1,66.1,51,2023-02-25T14:33:06.718Z,2023-02-25T21:59:59Z,,,,,,,,,,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951471,9,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,0,65.5,43,2023-02-25T14:33:06.724Z,2023-02-25T21:59:35Z,4057135267,178,,4054553217,155,,4054553225,212,5.7,4054553219,56,Center,4054553223,141,40.6,4054553227,213,6.0,4054553221,140,70.7,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512031691,435,1,1,0,26,f0w62l8zql3tukxsy8fqwp72x,1,22.8,53.7,2023-02-25T14:33:08.599Z,2023-02-25T22:00:07Z,4054954265,140,30.4,4054954263,56,Back,4054954261,3,,4054954269,141,60.6,4054954275,213,0.5,4054954273,212,9.3,4057136629,388,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951547,10,44,1,0,28,f0w62l8zql3tukxsy8fqwp72x,1,29.4,59.2,2023-02-25T14:33:10.324Z,2023-02-26T09:53:59Z,4054553623,233,10,4054553563,56,Back,4054553565,285,,,,,,,,,,,,,,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951537,10,44,1,0,28,ex3psl8e3ajeypwjy4xfltpx6,0,70.6,40.8,2023-02-25T14:33:10.325Z,2023-02-25T22:00:12Z,4055111343,233,10,4054553517,286,,4054553515,56,Center,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951529,9,1,1,0,28,f0w62l8zql3tukxsy8fqwp72x,0,22.4,51.5,2023-02-25T14:33:10.371Z,2023-02-26T09:53:59Z,4054553475,140,28.6,4054553473,56,Back,4054553471,3,,4054553479,212,7.1,4057136869,388,,4054553477,141,55.7,4054553481,213,0.4,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512024513,433,43,1,0,30,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-25T14:33:11.626Z,2023-02-25T15:25:24Z,4054976765,144,61,4054915447,56,Back,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951605,11,44,1,0,30,ex3psl8e3ajeypwjy4xfltpx6,1,65.9,39.7,2023-02-25T14:33:12.322Z,2023-02-26T09:54:00Z,4054553849,286,,4054553897,233,12,4054553847,56,Center,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951597,12,44,1,0,30,f0w62l8zql3tukxsy8fqwp72x,0,34.1,60.3,2023-02-25T14:33:12.323Z,2023-02-25T22:00:28Z,4054553801,56,Back,4054553803,285,,4054553909,233,11,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951619,12,1,1,0,30,ex3psl8e3ajeypwjy4xfltpx6,0,64.3,36.6,2023-02-25T14:33:12.342Z,2023-02-26T09:54:00Z,4054553929,141,36.9,4054553933,213,0.2,4054553923,3,,4054553931,212,0.9,4054553925,56,Center,4057137461,388,,4054553927,140,65.1,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951603,13,61,1,0,30,f0w62l8zql3tukxsy8fqwp72x,1,32.4,57.2,2023-02-25T14:33:12.388Z,2023-02-25T22:00:46Z,4057137989,15,,4054553841,56,Back,4057137993,388,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951577,11,43,1,0,31,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-25T14:33:12.651Z,2023-02-25T15:25:27Z,4054553709,213,0.7,4054553701,56,Left,4054553705,141,100.0,4054553703,140,59.3,4054977307,144,1,4054918891,157,0,4054918893,1,0,4054553707,212,36.6,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951639,14,1,1,0,31,f0w62l8zql3tukxsy8fqwp72x,0,37.1,67.3,2023-02-25T14:33:13.575Z,2023-02-25T22:00:54Z,4054554007,157,,4054554029,1,,4054554015,140,67.5,4054554011,56,Left,4057138271,178,,4054554019,141,100.0,4054554023,212,39.4,4054554025,213,0.6,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951993,13,5,1,0,36,ex3psl8e3ajeypwjy4xfltpx6,1,31,-1.3,2023-02-25T14:33:18.031Z,2023-02-25T22:01:01Z,4054555749,233,15,4054555743,347,,4054555741,56,Back,,,,,,,,,,,,,,,,5q3ft0wiy6lsy937j7nw6msq1,N. Dorsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511951649,15,5,1,0,36,f0w62l8zql3tukxsy8fqwp72x,0,69,101.3,2023-02-25T14:33:18.031Z,2023-02-25T22:01:01Z,4054554075,56,Left,4054554079,347,,4054555757,233,13,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952103,14,1,1,0,54,ex3psl8e3ajeypwjy4xfltpx6,0,28,0,2023-02-25T14:33:36.585Z,2023-02-25T22:01:10Z,4054556207,140,57.0,4054556205,56,Right,4054556203,107,,4054556213,213,0.3,4054556215,1,,4054556209,141,12.5,4054556211,212,31.8,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952171,16,1,1,0,56,f0w62l8zql3tukxsy8fqwp72x,0,44.9,80.6,2023-02-25T14:33:38.449Z,2023-02-25T22:01:14Z,4054556523,140,53.1,4054556525,141,67.4,4054556521,56,Center,4057138981,178,,4054556529,213,5.5,4054556527,212,12.4,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512509341,935,67,1,0,58,ex3psl8e3ajeypwjy4xfltpx6,1,43.8,26.6,2023-02-25T14:33:40.095Z,2023-02-26T09:54:01Z,4057520025,233,843,,,,,,,,,,,,,,,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512509337,843,67,1,0,58,f0w62l8zql3tukxsy8fqwp72x,0,56.2,73.4,2023-02-25T14:33:40.096Z,2023-02-26T01:04:43Z,4057520041,233,935,,,,,,,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512042299,414,1,1,0,58,ex3psl8e3ajeypwjy4xfltpx6,0,44,28.3,2023-02-25T14:33:40.130Z,2023-02-26T09:54:01Z,4055012087,141,43.1,4055012081,56,Back,4055012099,213,2.1,4055012083,140,38.0,4057139197,178,,4055012093,212,11.9,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952181,17,49,1,0,59,f0w62l8zql3tukxsy8fqwp72x,1,60.6,69,2023-02-25T14:33:41.265Z,2023-02-25T22:01:24Z,,,,,,,,,,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512038505,436,1,1,1,1,f0w62l8zql3tukxsy8fqwp72x,1,54,64.3,2023-02-25T14:33:43.483Z,2023-02-25T22:03:25Z,4054991139,141,66.0,4054991135,56,Center,4054991143,213,0.5,4054991141,212,2.3,4057143163,178,,4054991137,140,55.9,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952163,15,45,1,1,2,ex3psl8e3ajeypwjy4xfltpx6,0,35.1,41.8,2023-02-25T14:33:44.257Z,2023-02-25T22:04:13Z,4054557967,233,18,4054556501,285,,4054556499,56,Back,,,,,,,,,,,,,,,,5q3ft0wiy6lsy937j7nw6msq1,N. Dorsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952187,18,3,1,1,2,f0w62l8zql3tukxsy8fqwp72x,1,64.9,58.2,2023-02-25T14:33:44.257Z,2023-02-25T22:04:13Z,4054557905,233,15,4054556601,286,,4057144357,178,,4054556599,56,Center,4056516147,465,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512509693,943,83,1,1,3,ex3psl8e3ajeypwjy4xfltpx6,1,38.4,33.3,2023-02-25T14:33:44.786Z,2023-02-26T01:05:18Z,4057521865,399,203349,,,,,,,,,,,,,,,,,,,,,,5q3ft0wiy6lsy937j7nw6msq1,N. Dorsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952207,19,61,1,1,3,f0w62l8zql3tukxsy8fqwp72x,0,64.4,67,2023-02-25T14:33:44.825Z,2023-02-26T01:04:17Z,4054556731,56,Center,4057145117,178,,,,,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512327733,853,61,1,1,4,ex3psl8e3ajeypwjy4xfltpx6,1,30.1,61.1,2023-02-25T14:33:46.300Z,2023-02-25T22:04:27Z,4056520835,56,Back,4057145423,178,,,,,,,,,,,,,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952269,16,49,1,1,4,ex3psl8e3ajeypwjy4xfltpx6,1,28.3,46.6,2023-02-25T14:33:46.392Z,2023-02-26T01:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952289,17,1,1,1,5,ex3psl8e3ajeypwjy4xfltpx6,1,28.3,46.6,2023-02-25T14:33:47.153Z,2023-02-25T22:04:42Z,4054557149,212,7.0,4057145787,178,,4054557145,140,24.8,4054557143,56,Back,4054557151,213,4.2,4054557147,141,37.9,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952329,18,1,1,1,7,ex3psl8e3ajeypwjy4xfltpx6,1,24.8,37.9,2023-02-25T14:33:48.864Z,2023-02-25T22:04:46Z,4054557281,140,29.7,4054557285,212,5.2,4054557283,141,37.3,4057145891,178,,4054557279,56,Back,4054557287,213,6.2,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952445,19,1,1,1,10,ex3psl8e3ajeypwjy4xfltpx6,1,29.7,41.8,2023-02-25T14:33:52.045Z,2023-02-25T22:04:50Z,4057146039,178,,4054557937,212,39.5,4054557927,56,Back,4054557941,213,1.2,4054557933,141,96.0,4054557925,155,,4054557947,1,,4054557929,140,43.2,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952501,20,1,1,1,16,ex3psl8e3ajeypwjy4xfltpx6,0,60.4,94.1,2023-02-25T14:33:57.955Z,2023-02-25T22:04:53Z,4054558185,212,32.1,4054558183,141,49.9,4054558181,140,71.1,4054558189,1,,4057146119,178,,4054558187,213,5.1,4054558179,56,Center,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952513,20,49,1,1,18,f0w62l8zql3tukxsy8fqwp72x,1,28.8,64.8,2023-02-25T14:34:00.066Z,2023-02-25T22:04:59Z,,,,,,,,,,,,,,,,,,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952583,21,1,1,1,22,f0w62l8zql3tukxsy8fqwp72x,1,38.5,50.9,2023-02-25T14:34:03.728Z,2023-02-25T22:05:45Z,4054558593,212,17.5,4054558595,213,6.1,4054558589,140,54.7,4054558591,141,45.0,4057147509,178,,4054558587,56,Center,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952635,22,61,1,1,23,f0w62l8zql3tukxsy8fqwp72x,0,55.6,51,2023-02-25T14:34:04.641Z,2023-02-25T22:05:58Z,4057148007,178,,4054558797,56,Center,,,,,,,,,,,,,,,,,,,du9vq193cqx7gmve30eijws15,J. Ngankam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952697,21,1,1,1,25,ex3psl8e3ajeypwjy4xfltpx6,0,43.4,45.5,2023-02-25T14:34:06.691Z,2023-02-25T22:07:55Z,4054559107,140,73.9,4057152493,178,,4054559111,212,37.5,4054559109,141,16.8,4054559115,1,,4054559113,213,5.7,4054559103,157,,4054559105,56,Right,bfdtduknquzhr2br7ahlgvvo4,Renato Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952743,23,1,1,1,28,f0w62l8zql3tukxsy8fqwp72x,0,28,89.4,2023-02-25T14:34:10.361Z,2023-02-25T22:08:02Z,4054559339,56,Back,4054559347,213,0.4,4054559335,157,,4054559341,140,47.3,4057152699,388,,4054559343,141,100.0,4054559345,212,21.8,4054559349,1,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952961,22,5,1,1,31,ex3psl8e3ajeypwjy4xfltpx6,1,53.2,-1.2,2023-02-25T14:34:13.246Z,2023-02-25T22:08:06Z,4054560463,233,24,4054560443,347,,4054560441,56,Right,,,,,,,,,,,,,,,,bfdtduknquzhr2br7ahlgvvo4,Renato Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511952747,24,5,1,1,31,f0w62l8zql3tukxsy8fqwp72x,0,46.8,101.2,2023-02-25T14:34:13.246Z,2023-02-25T22:08:06Z,4054559355,56,Back,4054559357,347,,4054560491,233,22,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511953047,23,1,1,1,41,ex3psl8e3ajeypwjy4xfltpx6,1,53.8,0,2023-02-25T14:34:23.193Z,2023-02-25T22:08:15Z,4054560827,107,,4054560837,213,2.9,4054560831,140,26.6,4054560835,212,29.8,4054560833,141,10.9,4054560839,1,,4054560829,56,Back,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
