id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2530216323,14,49,1,1,28,7ad69ngbpjuyzv96drf8d9sn2,1,39.1,44.9,2023-04-08T13:32:08.796Z,2023-04-09T07:41:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216359,15,1,1,1,28,7ad69ngbpjuyzv96drf8d9sn2,1,39.1,44.9,2023-04-08T13:32:08.848Z,2023-04-09T07:41:19Z,4172144569,56,Back,4175586025,178,,4172144573,141,54.0,4172144577,213,1.0,4172144571,140,43.0,4172144575,212,7.4,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216429,16,1,1,1,29,7ad69ngbpjuyzv96drf8d9sn2,1,43.1,55.1,2023-04-08T13:32:10.048Z,2023-04-09T07:41:52Z,4172144893,212,29.3,4172144891,141,61.7,4172144895,213,3.0,4175587469,389,,4172144887,56,Back,4172144889,140,15.5,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216471,17,1,1,1,33,7ad69ngbpjuyzv96drf8d9sn2,0,15.5,61.7,2023-04-08T13:32:14.145Z,2023-04-09T07:42:00Z,4172145131,56,Center,4172145133,140,61.0,4172145137,212,47.8,4175587681,178,,4172145139,213,0.0,4172145135,141,63.3,4172145143,1,,4172145129,157,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216509,12,1,1,1,37,c5hderjlkcoaze51e5wgvptk,1,43.2,46.4,2023-04-08T13:32:17.309Z,2023-04-09T07:42:11Z,4175588171,178,,4172145275,213,0.5,4172145271,141,55.1,4172145273,212,12.3,4172145265,3,,4172145269,140,53.5,4172145267,56,Center,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530694535,940,49,1,1,38,c5hderjlkcoaze51e5wgvptk,1,53.4,55.3,2023-04-08T13:32:18.436Z,2023-04-09T07:42:20Z,,,,,,,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216543,14,1,1,1,38,c5hderjlkcoaze51e5wgvptk,0,53.5,55.1,2023-04-08T13:32:18.462Z,2023-04-09T07:42:24Z,4172145401,56,Center,4175588689,178,,4172145403,140,63.5,4172145407,212,10.8,4172145409,213,0.2,4172145405,141,59.0,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216517,13,43,1,1,38,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-08T13:32:18.881Z,2023-04-09T00:51:49Z,4174649487,144,49,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530885453,924,67,1,1,39,7ad69ngbpjuyzv96drf8d9sn2,1,34.9,41.1,2023-04-08T13:32:19.544Z,2023-04-09T12:21:53Z,4175673103,233,1048,,,,,,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530885449,1048,67,1,1,39,c5hderjlkcoaze51e5wgvptk,0,65.1,58.9,2023-04-08T13:32:19.545Z,2023-04-09T08:24:28Z,4175673111,233,924,,,,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216569,18,8,1,1,39,7ad69ngbpjuyzv96drf8d9sn2,1,36.3,39.4,2023-04-08T13:32:19.584Z,2023-04-09T12:21:54Z,4174651829,384,,4172145515,56,Back,4175589079,178,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216549,15,43,1,1,40,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-08T13:32:20.673Z,2023-04-08T14:33:33Z,4172457421,144,61,4172145441,56,Center,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216605,19,49,1,1,43,7ad69ngbpjuyzv96drf8d9sn2,1,32,9.8,2023-04-08T13:32:24.030Z,2023-04-09T07:42:37Z,,,,,,,,,,,,,,,,,,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216683,20,1,1,1,45,7ad69ngbpjuyzv96drf8d9sn2,1,32.4,6.2,2023-04-08T13:32:25.708Z,2023-04-09T07:42:44Z,4172146013,56,Back,4172146017,141,23.7,4172146021,213,0.9,4172146015,140,40.6,4172146019,212,14.7,4175589733,178,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216713,21,1,1,1,46,7ad69ngbpjuyzv96drf8d9sn2,1,39.8,23.9,2023-04-08T13:32:26.699Z,2023-04-09T07:42:50Z,4172146119,56,Back,4172146125,212,7.5,4172146121,140,43.4,4172146123,141,14.3,4172146127,213,5.2,4175589909,178,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216769,22,1,1,1,48,7ad69ngbpjuyzv96drf8d9sn2,1,39.9,18.8,2023-04-08T13:32:28.526Z,2023-04-09T07:42:54Z,4172146393,212,15.6,4172146391,141,34.2,4175590129,178,,4172146395,213,2.4,4172146387,56,Back,4172146389,140,28.9,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216837,23,1,1,1,54,7ad69ngbpjuyzv96drf8d9sn2,1,35.4,40.1,2023-04-08T13:32:34.495Z,2023-04-09T07:42:59Z,4172146691,140,32.9,4172146693,141,66.6,4172146697,213,1.7,4172146695,212,18.2,4175590289,178,,4172146689,56,Back,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216885,24,1,1,1,59,7ad69ngbpjuyzv96drf8d9sn2,1,39.5,70.6,2023-04-08T13:32:39.725Z,2023-04-09T07:43:05Z,4172146921,212,17.1,4172146917,140,46.9,4172146923,213,1.1,4172146919,141,93.0,4172146915,56,Back,4175590603,178,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216967,25,1,1,2,3,7ad69ngbpjuyzv96drf8d9sn2,1,48.6,92.3,2023-04-08T13:32:43.199Z,2023-04-09T07:43:09Z,4172147315,56,Back,4172147319,141,79.6,4175590689,178,,4172147321,212,16.2,4172147317,140,35.6,4172147323,213,3.7,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217003,26,1,1,2,7,7ad69ngbpjuyzv96drf8d9sn2,1,43,68.4,2023-04-08T13:32:47.192Z,2023-04-09T07:43:15Z,4172147507,212,23.9,4172147503,141,41.3,4172147509,213,5.4,4175590857,178,,4172147499,140,57.5,4172147497,56,Center,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217073,27,1,1,2,8,7ad69ngbpjuyzv96drf8d9sn2,1,57.5,41.3,2023-04-08T13:32:48.395Z,2023-04-09T07:43:21Z,4172147853,212,8.0,4172147851,141,53.0,4172147847,56,Center,4175591063,178,,4172147855,213,1.5,4172147849,140,57.8,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217081,28,4,1,2,9,7ad69ngbpjuyzv96drf8d9sn2,1,60.8,57.3,2023-04-08T13:32:49.935Z,2023-04-09T07:43:28Z,4172147903,13,,4172147947,233,16,4172147907,152,,4172147911,286,,4172147905,56,Center,4172147909,265,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217037,16,4,1,2,9,c5hderjlkcoaze51e5wgvptk,0,39.2,42.7,2023-04-08T13:32:49.936Z,2023-04-09T07:43:27Z,4172147695,152,,4172147699,265,,4172147693,56,Back,4175591289,178,,4172147691,13,,4172147953,233,28,4172147701,285,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217127,29,1,1,2,13,7ad69ngbpjuyzv96drf8d9sn2,1,61.6,61.5,2023-04-08T13:32:53.384Z,2023-04-09T07:43:30Z,4172148197,152,,4172148201,140,65.5,4172148207,213,1.4,4175591381,178,,4172148203,141,89.0,4172148199,56,Left,4172148195,5,,4172223761,189,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,4172148205,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217171,30,1,1,2,18,7ad69ngbpjuyzv96drf8d9sn2,1,65.5,89.7,2023-04-08T13:32:58.225Z,2023-04-09T07:43:37Z,4175591643,178,,4172148381,140,60.1,4172148387,213,3.9,4172148383,141,81.1,4172148379,56,Left,4172148385,212,8.1,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530699907,794,3,1,2,19,7ad69ngbpjuyzv96drf8d9sn2,1,64.3,81.5,2023-04-08T13:32:59.753Z,2023-04-09T07:43:53Z,4174679987,465,,4175592235,178,,4174911493,233,941,4174679747,56,Left,4174679749,286,,,,,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530699913,941,45,1,2,19,c5hderjlkcoaze51e5wgvptk,0,35.7,18.5,2023-04-08T13:32:59.753Z,2023-04-09T07:43:54Z,4174911503,233,794,4174679789,56,Back,4174679791,285,,,,,,,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217179,31,1,1,2,20,7ad69ngbpjuyzv96drf8d9sn2,1,64.2,80.8,2023-04-08T13:33:00.191Z,2023-04-09T07:44:09Z,4175592885,178,,4172148415,56,Center,4172148419,141,77.3,4172148425,213,5.9,4172148421,212,5.8,4172148417,140,69.2,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217199,32,1,1,2,20,7ad69ngbpjuyzv96drf8d9sn2,0,69.2,77.3,2023-04-08T13:33:00.636Z,2023-04-09T07:44:16Z,4175593173,178,,4172148497,140,71.2,4172148503,213,1.4,4172148499,141,100.0,4172148501,212,16.9,4172148495,56,Left,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217277,17,5,1,2,21,c5hderjlkcoaze51e5wgvptk,1,32.1,-1.6,2023-04-08T13:33:02.072Z,2023-04-09T07:44:22Z,4172148905,56,Back,4172148925,233,33,4172148907,347,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217203,33,5,1,2,21,7ad69ngbpjuyzv96drf8d9sn2,0,67.9,101.6,2023-04-08T13:33:02.072Z,2023-04-09T07:44:22Z,4172148515,347,,4172148963,233,17,4172148513,56,Left,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217349,18,1,1,2,26,c5hderjlkcoaze51e5wgvptk,1,35.4,0,2023-04-08T13:33:07.055Z,2023-04-09T07:44:30Z,4172149305,212,20.1,4172149299,56,Back,4172149307,213,2.5,4172149303,141,17.0,4172149297,107,,4172149301,140,20.4,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
