id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2530183285,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-08T12:32:24.358Z,2023-04-08T13:38:40Z,4171967991,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, djha3ac2mfhyb7oia64hq2nd, 5ec2ede9uwbft3wby33mwowyd, cis0z72hgahfnfjduk7hdnz3e, 4tev0kk0om8cr1xbwpt8bozit, 6rg37ej1x7pwi7r4aq1107pih, 2k5g68ywtr79lc45wozvifqlm, 8mcf8c8ht32as6xxrf1gb51m2, 9ydkbbygq6uocors9kcdnzbop, a41r2ob5fhirgdwxwox6nr4yx, 59pu8nnghyxvvt8r3zyndpfpx, 7y6f63pj7horkzhdzbge02rqh, jw8lb54ua2iufebwnu8k68t0, aze5i6ssy55jrc8k9vhrs8o9h, 3ojzrb5okc6i1jf1o7okovnjd, 4ilnnpfgjfz35lni9ppzd93v9, czpaltuhh1gskg7zh7k7qyqui, 6m9kyt5astmqvzdq2ee81qcwl",4171967993,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4171967997,130,18,4171967995,59,"1, 30, 3, 12, 4, 6, 8, 25, 27, 21, 19, 5, 9, 17, 18, 22, 24, 28, 32, 38",4171967999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171968003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171968001,194,cg6h7oq0b5zpx1g4brhzyk1xx,4172126195,197,16378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530184497,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-08T12:34:56.448Z,2023-04-08T13:27:38Z,4171974167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171974161,130,17,4171979145,194,78e1qvft3ser2tyayjlmemdp1,4172128707,197,14121,4171974165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171974149,30,"7obuhegyo1qcoikt23egcsr85, e91s5lp3fvfaav8w8xi7wdx3p, 5mbkc1nqmirbtfml9aklqr5xx, efzokrggje7s9wc6hg75yc6ax, 8kqmsuo668wpuzoyyxf4o2vo5, a3ib09ji7qsz6cgj3vmz5qort, 78e1qvft3ser2tyayjlmemdp1, 7cdiijsvnfc7tafy0zkf4uz9, g3fgd752o63acmmuahdvppm1, 2x5f35hk2urqlgoito1vgb3yt, eqtsanns36za56h4pfqhbnh05, az15xx7m923srf9gdbwmiyga1, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, 3qy1qlzezgfkxeom5n1r9h13p, f5lfo1hz7u5bk494w53arcacq, 42eyoeidtcnf2l4eag73qp36y, bd4p670s36cp1dh4fadv84qcq, byn8dfwg5zdefrca7wgn32qne, f2ibn3ej2doay3b4u8ezeix62",4171974157,59,"1, 24, 32, 2, 20, 6, 17, 8, 9, 19, 27, 15, 21, 22, 25, 26, 30, 35, 36, 40",4171974153,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215105,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-04-08T13:30:40.191Z,2023-04-08T13:30:40Z,4172138627,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215117,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-04-08T13:30:40.191Z,2023-04-09T05:35:51Z,4172138699,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215187,3,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,50,50,2023-04-08T13:30:40.211Z,2023-04-09T07:38:36Z,4172139021,212,12.3,4172139017,140,38.3,4172139013,56,Back,4172139023,213,3.2,4172139019,141,49.3,4175580807,178,,4172139025,279,S,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215197,4,1,1,0,1,c5hderjlkcoaze51e5wgvptk,1,37.7,48.8,2023-04-08T13:30:42.080Z,2023-04-09T07:39:14Z,4172139087,213,6.2,4172139083,141,46.4,4172139081,140,53.9,4172139085,212,17.1,4175582285,178,,4172139079,56,Center,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215205,5,1,1,0,2,c5hderjlkcoaze51e5wgvptk,1,53.8,46.4,2023-04-08T13:30:42.911Z,2023-04-09T07:39:22Z,4172139113,213,2.6,4172139109,141,52.1,4175582513,178,,4172139111,212,7.8,4172139105,56,Back,4172139107,140,47.3,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215215,6,1,1,0,3,c5hderjlkcoaze51e5wgvptk,0,47.3,52.1,2023-04-08T13:30:43.785Z,2023-04-09T07:39:33Z,4172139145,213,5.8,4172139141,141,38.5,4172139143,212,21.7,4172139137,56,Center,4175582781,178,,4172139139,140,66.0,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215201,3,8,1,0,4,7ad69ngbpjuyzv96drf8d9sn2,1,33.2,61.2,2023-04-08T13:30:44.809Z,2023-04-09T07:39:42Z,4174632221,384,,4175583013,178,,4172139101,56,Back,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215239,4,49,1,0,5,7ad69ngbpjuyzv96drf8d9sn2,1,36.3,64.2,2023-04-08T13:30:46.021Z,2023-04-09T07:39:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215313,5,1,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,1,36.7,62.6,2023-04-08T13:30:46.829Z,2023-04-09T07:39:58Z,4172139573,56,Back,4172139581,213,4.9,4172139577,141,49.6,4175583519,178,,4172139575,140,38.4,4172139579,212,9.0,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215317,6,4,1,0,7,7ad69ngbpjuyzv96drf8d9sn2,1,37.5,55.5,2023-04-08T13:30:47.973Z,2023-04-09T07:40:04Z,4172139611,265,,4172139609,152,,4172139605,13,,4172139613,286,,4172139607,56,Back,4172139787,233,7,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215341,7,4,1,0,7,c5hderjlkcoaze51e5wgvptk,0,62.5,44.5,2023-04-08T13:30:47.974Z,2023-04-09T07:40:04Z,4175583765,178,,4172139691,13,,4172139697,265,,4172139693,56,Center,4172139695,152,,4172139699,285,,4172139793,233,6,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215989,7,1,1,1,0,7ad69ngbpjuyzv96drf8d9sn2,1,37.2,60.6,2023-04-08T13:31:40.775Z,2023-04-09T07:40:10Z,4172142871,5,,4172142883,213,4.2,4172142873,152,,4172142877,140,29.6,4172142881,212,17.2,4172142879,141,38.2,4172142875,56,Back,4175583923,178,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216003,8,1,1,1,2,7ad69ngbpjuyzv96drf8d9sn2,1,30.2,36.6,2023-04-08T13:31:43.009Z,2023-04-09T07:40:14Z,4172142977,212,14.9,4172142973,140,36.6,4172142971,56,Back,4172142975,141,17.1,4172142979,213,5.2,4175584017,178,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216035,9,1,1,1,5,7ad69ngbpjuyzv96drf8d9sn2,1,37.8,16.8,2023-04-08T13:31:45.990Z,2023-04-09T07:40:18Z,4175584101,178,,4172143133,212,14.9,4172143131,141,36.1,4172143135,213,2.1,4172143127,56,Back,4172143129,140,31.1,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216087,10,1,1,1,9,7ad69ngbpjuyzv96drf8d9sn2,1,36.4,43.7,2023-04-08T13:31:49.605Z,2023-04-09T07:40:24Z,4175584213,178,,4172143381,213,1.8,4172143377,141,69.1,4172143373,56,Back,4172143379,212,17.7,4172143375,140,32.6,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216115,11,1,1,1,13,7ad69ngbpjuyzv96drf8d9sn2,1,40.6,75,2023-04-08T13:31:53.566Z,2023-04-09T07:40:27Z,4175584297,178,,4172143525,213,0.9,4172143519,140,50.9,4172143523,212,17.5,4172143521,141,95.2,4172143517,56,Left,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216135,12,1,1,1,15,7ad69ngbpjuyzv96drf8d9sn2,0,55,92.9,2023-04-08T13:31:56.021Z,2023-04-09T07:40:36Z,4172143621,140,77.5,4172143623,141,65.5,4172143627,213,5.6,4172143619,56,Center,4175584589,178,,4172143625,212,30.1,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216157,8,49,1,1,18,c5hderjlkcoaze51e5wgvptk,1,22.9,27.8,2023-04-08T13:31:58.989Z,2023-04-09T07:40:44Z,,,,,,,,,,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216225,9,1,1,1,20,c5hderjlkcoaze51e5wgvptk,1,21.3,28.4,2023-04-08T13:32:00.605Z,2023-04-09T07:40:49Z,4172143991,213,2.5,4175585113,178,,4172143983,56,Back,4172143987,141,47.2,4172143989,212,22.0,4172143985,140,4.3,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216237,10,1,1,1,22,c5hderjlkcoaze51e5wgvptk,0,4.3,47.2,2023-04-08T13:32:02.415Z,2023-04-09T07:40:54Z,4172144053,212,39.9,4172144057,1,,4172144051,141,51.3,4172144055,213,0.1,4172144041,155,,4172144043,56,Back,4172144047,140,42.2,4175585275,178,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216289,13,1,1,1,25,7ad69ngbpjuyzv96drf8d9sn2,0,57.8,42.5,2023-04-08T13:32:05.337Z,2023-04-09T07:41:06Z,4175585607,178,,4172144259,3,,4172144265,141,35.7,4172144269,213,4.4,4172144261,56,Center,4172144267,212,4.9,4172144263,140,56.2,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216305,11,1,1,1,26,c5hderjlkcoaze51e5wgvptk,0,41.6,60.3,2023-04-08T13:32:06.943Z,2023-04-09T07:41:10Z,4172144383,140,53.3,4172144387,212,13.1,4172144381,56,Center,4172144389,213,5.9,4172144385,141,53.7,4175585717,178,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
