id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2509845759,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-19T13:37:53.969Z,2023-02-19T14:29:14Z,4043452163,59,"1, 27, 18, 6, 4, 25, 24, 30, 26, 10, 11, 2, 3, 9, 13, 19, 23, 33, 41",4043452169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043452167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4043695881,194,4fvtwbl1hrxgs9lg957rxladx,4043695883,197,17624,4043452159,30,"8td0ccul6gf7r5benk1pxqrx1, f3xm12deg7xf3g2n3yk11npat, 6oaqk4pdojnlefa3zubsysmvp, dgysidzshgxqm3jegaihwi5wq, 4fvtwbl1hrxgs9lg957rxladx, bm5w5xsbbflm26pdhmejwgvs9, 7lohomjw8xbl5eymcqhrtytw5, 9taxidttdt94nmvc3mqhqq0ut, ex7y8oe78ewwmibz41qbmwhxx, bax0ggbhejk7kpcezkyg3hai2, 6b7p3ncup75mpop91n0u1mw2d, 8kydif03gk6apce8xwl9w3ht5, 64x38pccgfsuz4ywoveh2ksbu, 9xl238e13utd2ondzqi51ka1h, dvo2f7d0yosn404wsrsgeprdh, at2rbigl1d8bsjw2u6lhfcatx, 2rsdnuf5kuu8kxybsjq7ogbje, 3qbl0ps3ms998s0apmpkre3md, w2jovd0ta6to004lvlri5gtm",4043452165,130,8,4043452161,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509846207,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-02-19T13:38:18.327Z,2023-02-19T14:36:47Z,4043454297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043695505,197,16256,4043454293,130,12,4043454291,59,"1, 28, 23, 25, 31, 5, 20, 19, 11, 17, 8, 2, 3, 14, 18, 26, 27, 37, 40, 45",4043454295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043700289,194,52t6t7cdsr0fjs9ukmwo9y7rp,4043454289,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043454287,30,"8l1mv5qd9vwade754v3l8epjp, 52t6t7cdsr0fjs9ukmwo9y7rp, emtrl7rrhp3ybsibf1f89kyj9, d3xe46be1ajvxzxzboiaoy385, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, a2l72iohmbq6rjr3rzrsvnwt1, 24vavcwn4hco5je9kdu9ciwgl, 5pnfmmq8b8jxmp1qnf82d8out, 7424gvk9hiq5up61dj181y66t, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 87jamhsc8ps9kh5432u36kjc9, 602fyni27c129xjs9ziyn5as5, 9kxuwgequrilkom3ru6sdxall, 40rzvcdss138e6futx3bht3o5, cywgibmici8hwp1ad1nhk3ufp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897229,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-02-19T14:30:12.293Z,2023-02-20T05:21:22Z,4043699817,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897247,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-02-19T14:30:12.293Z,2023-02-19T14:30:16Z,4043699895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897295,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,49.7,50.3,2023-02-19T14:30:12.339Z,2023-02-20T10:09:10Z,4043700137,213,3.3,4043700133,141,46.3,4043700139,279,S,4045780275,178,,4043700135,212,23.8,4043700131,140,27.2,4043700129,56,Back,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897377,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,1,28.8,41.3,2023-02-19T14:30:15.719Z,2023-02-20T06:04:54Z,4043700533,212,31.4,4045780493,178,,4043700529,140,28.5,4043700527,56,Back,4043700535,213,1.6,4043700531,141,87.5,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897417,5,1,1,0,8,cz4a6wmzx2obyisadhgaccx7b,0,35.4,93.5,2023-02-19T14:30:20.852Z,2023-02-20T06:04:59Z,4043700713,56,Center,4043700719,212,58.5,4043700723,1,,4043700717,141,67.8,4043700721,213,6.0,4045780555,178,,4043700715,140,88.6,4043700711,155,,bm5w5xsbbflm26pdhmejwgvs9,M. Jenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897455,3,12,1,0,11,a8d2gb2nag8fy0itbuxmcibh2,1,15.4,26.6,2023-02-19T14:30:24.137Z,2023-02-20T06:05:04Z,4045780633,178,,4043700921,213,5.9,4043700915,140,23.7,4043701367,15,,4043700919,212,9.3,4043700913,56,Back,4043700917,141,21.7,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897463,6,1,1,0,13,cz4a6wmzx2obyisadhgaccx7b,1,70.2,73.5,2023-02-19T14:30:25.312Z,2023-02-20T06:05:10Z,4045780713,388,,4043700951,3,,4043700955,140,79.0,4043700961,213,0.4,4043700957,141,79.8,4043700959,212,10.2,4043700953,56,Left,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897471,7,1,1,0,14,cz4a6wmzx2obyisadhgaccx7b,0,79,81.9,2023-02-19T14:30:26.906Z,2023-02-20T06:05:35Z,4043700995,141,88.1,4043700991,56,Left,4043700999,213,2.0,4043700993,140,77.1,4043700997,212,4.7,4045781115,178,,,,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509897511,4,12,1,0,16,a8d2gb2nag8fy0itbuxmcibh2,1,25,8.8,2023-02-19T14:30:28.335Z,2023-02-20T06:05:44Z,4043701211,213,6.2,4043701205,140,26.2,4043701207,141,8.6,4043701203,56,Back,4043701209,212,1.3,4045781255,178,,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
