id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2503813129,358,1,1,44,31,f0w62l8zql3tukxsy8fqwp72x,1,26.3,52.7,2023-02-04T15:16:18.809Z,2023-02-05T06:18:00Z,4011679295,141,60.8,4011679293,140,18.8,4011679291,56,Back,4014082193,178,,4011679299,213,2.5,4011679297,212,9.6,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813179,359,1,1,44,35,f0w62l8zql3tukxsy8fqwp72x,1,18.8,52.7,2023-02-04T15:16:22.690Z,2023-02-05T06:18:06Z,4011679597,212,13.3,4011679591,140,18.7,4011679593,141,33.1,4011679589,56,Back,4011679601,213,4.7,4014082249,178,,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813347,360,1,1,44,37,f0w62l8zql3tukxsy8fqwp72x,1,19.5,32.5,2023-02-04T15:16:25.061Z,2023-02-05T06:18:12Z,4011680473,213,5.1,4014082321,178,,4011680471,212,19.4,4011680465,56,Back,4011680469,141,6.5,4011680467,140,27.1,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813437,361,1,1,44,40,f0w62l8zql3tukxsy8fqwp72x,1,29.1,4.9,2023-02-04T15:16:27.811Z,2023-02-05T06:18:17Z,4011680905,213,0.1,4011680899,140,39.3,4011680897,56,Back,4014082427,178,,4011680903,212,10.8,4011680901,141,7.0,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813543,362,1,1,44,41,f0w62l8zql3tukxsy8fqwp72x,1,37.5,7.1,2023-02-04T15:16:29.191Z,2023-02-05T06:18:23Z,4011681449,56,Back,4011681451,140,24.1,4011681461,212,14.1,4011681455,141,6.8,4014082527,178,,4011681465,213,3.2,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813631,363,1,1,44,43,f0w62l8zql3tukxsy8fqwp72x,1,23.1,11.9,2023-02-04T15:16:31.521Z,2023-02-05T06:18:28Z,4011681917,213,0.7,4011681909,212,9.8,4011681897,140,30.0,4014082609,178,,4011681893,56,Back,4011681905,141,21.5,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813781,364,1,1,44,46,f0w62l8zql3tukxsy8fqwp72x,0,30,19.4,2023-02-04T15:16:33.729Z,2023-02-05T06:18:32Z,4011682691,141,32.5,4011682707,1,,4011682701,213,0.2,4011682695,212,52.4,4011682683,155,,4011682687,56,Center,4011682689,140,79.2,4014082707,178,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503813801,482,49,1,44,51,c5hderjlkcoaze51e5wgvptk,1,20.9,72.2,2023-02-04T15:16:38.891Z,2023-02-05T06:19:01Z,,,,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814065,483,1,1,44,52,c5hderjlkcoaze51e5wgvptk,1,22.7,59,2023-02-04T15:16:40.610Z,2023-02-05T06:19:11Z,4011684261,141,34.4,4011684263,212,18.1,4011684257,56,Back,4014083391,178,,4011684259,140,29.2,4011684265,213,5.1,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814171,484,1,1,44,57,c5hderjlkcoaze51e5wgvptk,1,35.7,26.1,2023-02-04T15:16:45.271Z,2023-02-05T06:19:17Z,4011684841,212,9.9,4011684843,213,1.6,4011684835,140,35.8,4014083515,178,,4011684831,56,Back,4011684837,141,40.7,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814199,485,1,1,44,59,c5hderjlkcoaze51e5wgvptk,0,35.4,41.6,2023-02-04T15:16:47.167Z,2023-02-05T06:19:33Z,4011685003,141,61.6,4011684995,56,Back,4011685009,213,1.3,4011714689,189,,4014083849,178,,4011684999,140,38.4,4011685005,212,14.0,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814335,367,3,1,45,0,f0w62l8zql3tukxsy8fqwp72x,1,67,36.5,2023-02-04T15:16:48.271Z,2023-02-05T08:45:09Z,4011685693,286,,4011685689,56,Center,4013503615,464,,4011716595,233,523,4014084433,178,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820147,523,45,1,45,0,c5hderjlkcoaze51e5wgvptk,0,33,63.5,2023-02-04T15:16:48.271Z,2023-02-05T08:45:09Z,4011716653,233,367,4011716521,285,,4011716519,56,Back,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814243,365,70,1,45,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-04T15:16:48.300Z,2023-02-04T15:17:02Z,4011685245,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814297,366,49,1,45,2,f0w62l8zql3tukxsy8fqwp72x,1,65.9,34.9,2023-02-04T15:16:49.683Z,2023-02-05T08:45:16Z,,,,,,,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814413,368,1,1,45,2,f0w62l8zql3tukxsy8fqwp72x,1,70.2,41.6,2023-02-04T15:16:50.432Z,2023-02-05T06:21:32Z,4011686085,56,Center,4011686093,141,58.1,4011686097,213,1.1,4014086271,178,,4011686089,140,75.8,4011686095,212,12.7,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814437,369,1,1,45,4,f0w62l8zql3tukxsy8fqwp72x,0,73.4,61.4,2023-02-04T15:16:52.430Z,2023-02-05T06:21:47Z,4011686243,212,19.2,4011686241,141,43.7,4011686235,155,,4011686237,56,Center,4011686239,140,87.6,4011686245,213,5.6,4014086581,178,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814447,486,8,1,45,6,c5hderjlkcoaze51e5wgvptk,1,14.8,53.3,2023-02-04T15:16:53.728Z,2023-02-05T06:22:02Z,4013504451,385,,4011686383,15,,4011686289,56,Back,4014086751,388,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814565,487,49,1,45,8,c5hderjlkcoaze51e5wgvptk,1,26,71.6,2023-02-04T15:16:55.642Z,2023-02-05T06:22:14Z,,,,,,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814717,488,1,1,45,11,c5hderjlkcoaze51e5wgvptk,1,22.7,72.5,2023-02-04T15:16:58.730Z,2023-02-05T06:22:25Z,4014087127,178,,4011687737,56,Back,4011687739,140,27.3,4011687745,213,1.3,4011687741,141,94.3,4011687743,212,15.6,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814771,489,1,1,45,14,c5hderjlkcoaze51e5wgvptk,1,27.3,92.7,2023-02-04T15:17:01.731Z,2023-02-05T06:22:41Z,4014087507,178,,4011688013,56,Back,4011688017,141,82.5,4011688019,212,7.1,4011688021,213,4.9,4011688015,140,28.6,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503814801,490,1,1,45,14,c5hderjlkcoaze51e5wgvptk,1,28.6,82.5,2023-02-04T15:17:02.520Z,2023-02-05T06:22:57Z,4011688175,212,8.0,4011688169,140,27.0,4011688165,56,Back,4014087951,178,,4011688177,213,1.8,4011688171,141,94.0,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815063,491,1,1,45,15,c5hderjlkcoaze51e5wgvptk,1,27.3,93.4,2023-02-04T15:17:03.603Z,2023-02-05T06:23:33Z,4011689621,141,75.1,4011689623,212,23.5,4011689617,56,Back,4011689619,140,8.3,4014088849,178,,4011689625,213,3.7,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815175,492,1,1,45,21,c5hderjlkcoaze51e5wgvptk,1,15.6,60.4,2023-02-04T15:17:09.522Z,2023-02-05T06:23:40Z,4011690267,141,57.7,4011690261,56,Back,4011690269,212,10.0,4011690263,140,25.0,4011690271,213,6.1,4014089023,178,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815347,493,1,1,45,25,c5hderjlkcoaze51e5wgvptk,1,28.4,50,2023-02-04T15:17:12.731Z,2023-02-05T06:23:46Z,4011691015,212,16.7,4011691017,213,4.2,4011691011,140,21.1,4011691013,141,28.2,4011691009,56,Back,4014089173,178,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815425,494,1,1,45,27,c5hderjlkcoaze51e5wgvptk,1,20,23.5,2023-02-04T15:17:14.812Z,2023-02-05T06:23:53Z,4011691487,141,2.4,4011691489,212,18.6,4011691483,56,Back,4011691491,213,5.4,4011691485,140,31.3,4014089369,178,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815557,495,1,1,45,31,c5hderjlkcoaze51e5wgvptk,1,28.3,4.8,2023-02-04T15:17:18.931Z,2023-02-05T06:23:59Z,4014089461,178,,4011692165,140,14.1,4011692171,213,2.8,4011692163,56,Back,4011692169,212,15.6,4011692167,141,11.5,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815763,496,1,1,45,33,c5hderjlkcoaze51e5wgvptk,1,16.7,17.4,2023-02-04T15:17:20.771Z,2023-02-05T06:24:25Z,4011693091,212,15.6,4011693097,213,2.1,4014090063,178,,4011693089,141,37.4,4011693087,140,9.5,4011693079,56,Back,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503815955,497,1,1,45,37,c5hderjlkcoaze51e5wgvptk,1,24.8,61.6,2023-02-04T15:17:25.221Z,2023-02-05T06:25:02Z,4011694055,141,87.1,4011694051,56,Back,4011694059,212,17.9,4011694053,140,29.0,4014090977,178,,4011694063,213,1.3,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816061,498,1,1,45,40,c5hderjlkcoaze51e5wgvptk,1,30.6,87.3,2023-02-04T15:17:28.061Z,2023-02-05T06:25:09Z,4011694605,213,0.8,4011694597,56,Back,4011694599,140,36.9,4011694603,212,9.2,4011694601,141,96.7,4014091163,178,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816099,499,1,1,45,43,c5hderjlkcoaze51e5wgvptk,1,37.2,97,2023-02-04T15:17:30.732Z,2023-02-05T06:25:19Z,4011694811,141,90.9,4011694817,212,11.0,4011694807,140,27.5,4011694821,213,3.5,4014091405,178,,4011694805,56,Back,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816273,500,1,1,45,45,c5hderjlkcoaze51e5wgvptk,1,28.4,89.4,2023-02-04T15:17:33.022Z,2023-02-05T06:25:25Z,4011695747,213,4.4,4011695741,141,69.7,4011695743,212,14.1,4011695739,140,24.3,4011695737,56,Back,4014091523,178,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816387,501,1,1,45,51,c5hderjlkcoaze51e5wgvptk,1,30,63.2,2023-02-04T15:17:39.022Z,2023-02-05T06:25:31Z,4011696361,1,,4011696347,140,61.7,4011696343,56,Left,4011696357,213,0.6,4011696351,141,96.0,4011696353,212,40.1,4014091669,178,,4011696339,155,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816527,502,1,1,45,54,c5hderjlkcoaze51e5wgvptk,1,63.3,90.7,2023-02-04T15:17:42.280Z,2023-02-05T06:26:09Z,4011697145,141,81.4,4014091781,178,,4011697143,140,57.4,4011697147,212,8.9,4011697141,56,Left,4011697149,213,3.9,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503821837,524,50,1,45,55,c5hderjlkcoaze51e5wgvptk,1,53,76.2,2023-02-04T15:17:43.271Z,2023-02-05T06:26:22Z,4011725661,56,Center,4011725663,286,,4011725787,233,375,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503821423,375,7,1,45,56,f0w62l8zql3tukxsy8fqwp72x,0,47,23.8,2023-02-04T15:17:44.102Z,2023-02-05T06:26:28Z,4011723251,56,Back,4011725745,233,524,4011723253,285,,4014092881,178,,4013505377,385,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816563,503,61,1,45,56,c5hderjlkcoaze51e5wgvptk,1,52.7,75.4,2023-02-04T15:17:44.562Z,2023-02-05T06:26:48Z,4014093283,15,,4014093285,178,,4011697293,56,Center,,,,,,,,,,,,,,,,az15xx7m923srf9gdbwmiyga1,D. Kamada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816651,370,49,1,45,58,f0w62l8zql3tukxsy8fqwp72x,1,64.7,55.4,2023-02-04T15:17:46.312Z,2023-02-05T06:27:00Z,,,,,,,,,,,,,,,,,,,,,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816755,371,1,1,45,59,f0w62l8zql3tukxsy8fqwp72x,1,64.7,55.4,2023-02-04T15:17:47.472Z,2023-02-05T06:27:05Z,4011698329,141,46.6,4011698327,140,70.7,4014093597,178,,4011698331,212,8.7,4011698333,213,5.5,4011698325,56,Center,,,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816777,372,1,1,46,1,f0w62l8zql3tukxsy8fqwp72x,0,69.7,43.1,2023-02-04T15:17:49.514Z,2023-02-05T06:27:13Z,4011698795,236,,4011698797,233,504,4011698433,141,43.4,4011698803,286,,4011698437,213,0.1,4011698431,140,72.2,4014093733,178,,4011698425,56,Center,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,4011698435,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816829,504,74,1,46,2,c5hderjlkcoaze51e5wgvptk,1,24.3,70.3,2023-02-04T15:17:49.851Z,2023-02-05T06:27:28Z,4011698679,56,Back,4011698885,233,372,4011698683,285,,4014094055,178,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503820263,374,61,1,46,2,f0w62l8zql3tukxsy8fqwp72x,1,74.5,31.3,2023-02-04T15:17:49.973Z,2023-02-05T06:28:43Z,4011717201,56,Center,4014095323,178,,,,,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816875,505,49,1,46,6,c5hderjlkcoaze51e5wgvptk,1,30.6,88.2,2023-02-04T15:17:53.690Z,2023-02-05T06:28:50Z,,,,,,,,,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503816979,506,1,1,46,6,c5hderjlkcoaze51e5wgvptk,1,31.3,91.3,2023-02-04T15:17:53.731Z,2023-02-05T06:28:55Z,4011699411,141,96.4,4011699419,213,0.4,4011699403,56,Back,4011699407,140,39.0,4014095445,178,,4011699415,212,8.8,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817223,507,1,1,46,7,c5hderjlkcoaze51e5wgvptk,1,39.1,96.4,2023-02-04T15:17:54.892Z,2023-02-05T06:29:05Z,4011700727,56,Back,4011700735,141,91.9,4011700741,213,3.5,4014095571,178,,4011700737,212,9.2,4011700731,140,30.8,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817531,508,1,1,46,13,c5hderjlkcoaze51e5wgvptk,1,31.3,89.7,2023-02-04T15:18:00.642Z,2023-02-05T06:29:29Z,4011702315,141,82.6,4014095951,178,,4011702313,140,22.1,4011702317,212,10.8,4011702311,56,Back,4011702319,213,3.6,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817589,509,1,1,46,16,c5hderjlkcoaze51e5wgvptk,1,28.5,78.6,2023-02-04T15:18:04.263Z,2023-02-05T06:29:53Z,4014096385,178,,4011702573,212,15.6,4011702571,141,55.9,4011703517,189,,4011702569,140,30.3,4011702567,56,Back,4011702575,213,4.8,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817655,510,1,1,46,20,c5hderjlkcoaze51e5wgvptk,1,30.3,55.9,2023-02-04T15:18:08.106Z,2023-02-05T06:30:40Z,4011702869,56,Back,4011702875,212,7.2,4014096767,178,,4011702873,141,60.5,4011702871,140,36.5,4011702877,213,0.4,4011703859,189,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817759,511,1,1,46,22,c5hderjlkcoaze51e5wgvptk,1,32.2,52.4,2023-02-04T15:18:10.281Z,2023-02-05T06:30:48Z,4011703475,1,,4011703469,141,3.4,4011703467,140,38.5,4011703465,56,Back,4011703471,212,34.0,4011703473,213,4.9,4014097363,178,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503817967,512,1,1,46,28,c5hderjlkcoaze51e5wgvptk,1,43.7,4.3,2023-02-04T15:18:15.861Z,2023-02-05T06:30:55Z,4014097441,178,,4011704695,213,2.2,4011704683,141,25.5,4011704679,56,Back,4011704681,140,32.8,4011704691,212,18.4,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818161,513,1,1,46,31,c5hderjlkcoaze51e5wgvptk,1,36.3,37.2,2023-02-04T15:18:19.353Z,2023-02-05T06:31:00Z,4011705601,140,35.7,4011705607,213,1.6,4011705603,141,73.1,4011705599,56,Back,4014097535,178,,4011705605,212,24.4,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818259,514,1,1,46,37,c5hderjlkcoaze51e5wgvptk,1,45.3,90.1,2023-02-04T15:18:24.724Z,2023-02-05T06:31:06Z,4011706153,212,14.2,4011706157,213,6.3,4014097613,178,,4011706143,56,Left,4011706149,141,90.0,4011706145,140,58.8,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818287,515,1,1,46,38,c5hderjlkcoaze51e5wgvptk,1,58.8,90.1,2023-02-04T15:18:25.724Z,2023-02-05T06:31:22Z,4011706297,56,Left,4014097869,178,,4011706299,140,57.1,4011706313,213,1.9,4011706307,212,5.4,4011706301,141,97.6,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818325,516,1,1,46,39,c5hderjlkcoaze51e5wgvptk,1,57.4,96.9,2023-02-04T15:18:27.434Z,2023-02-05T06:31:30Z,4011706543,140,55.5,4011706547,141,87.3,4014098007,178,,4011706549,212,6.8,4011706553,213,4.4,4011706539,56,Left,,,,,,,5mbkc1nqmirbtfml9aklqr5xx,P. Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818393,517,1,1,46,41,c5hderjlkcoaze51e5wgvptk,1,53.5,89.5,2023-02-04T15:18:28.813Z,2023-02-05T06:31:36Z,4011706935,56,Back,4011706953,213,2.9,4011706949,212,18.5,4011706941,141,96.3,4014098119,178,,4011706937,140,36.4,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818475,518,1,1,46,42,c5hderjlkcoaze51e5wgvptk,1,36.6,94.8,2023-02-04T15:18:30.393Z,2023-02-05T06:31:43Z,4011707379,56,Back,4011707383,141,80.7,4011707381,140,30.8,4011707387,213,4.1,4014098265,178,,4011707385,212,11.4,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818665,519,1,1,46,45,c5hderjlkcoaze51e5wgvptk,1,31.8,69.8,2023-02-04T15:18:33.063Z,2023-02-05T06:31:47Z,4011708431,212,22.9,4011708419,56,Back,4011708427,141,36.3,4011708423,140,34.4,4014098335,178,,4011708435,213,4.8,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818841,520,1,1,46,51,c5hderjlkcoaze51e5wgvptk,1,39.6,31.2,2023-02-04T15:18:38.693Z,2023-02-05T06:31:57Z,4011709451,141,50.9,4011709457,213,1.8,4011709447,140,36.5,4011709445,56,Back,4011709455,212,13.8,4014098469,178,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818977,521,1,1,46,55,c5hderjlkcoaze51e5wgvptk,1,42.8,54.4,2023-02-04T15:18:42.731Z,2023-02-05T06:32:02Z,4011710121,140,52.0,4011710127,213,0.3,4011710123,141,59.0,4011710119,56,Center,4014098543,178,,4011710125,212,10.2,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503818987,373,30,1,46,57,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-04T15:18:45.438Z,2023-02-05T06:32:09Z,4011710159,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503819001,522,30,1,46,57,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-02-04T15:18:45.438Z,2023-02-05T06:32:09Z,4011710249,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848327,385,18,2,45,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-04T15:34:18.717Z,2023-02-04T15:34:19Z,4011872027,55,386,4011871869,42,,4011871871,44,Defender,4011871873,59,16,,,,,,,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503848345,386,19,2,45,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-04T15:34:18.718Z,2023-02-04T15:34:19Z,4011871989,292,3,4011871981,42,,4011871987,59,17,4011871985,145,2,4011871997,55,385,4011871991,293,2,4011871993,44,Defender,,,,6q2mf0qrkt51z28b46wltxal1,M. Mittelstädt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503852871,415,18,2,45,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-02-04T15:34:45.402Z,2023-02-04T15:36:26Z,4011895465,55,416,4011895355,59,10,4011895351,44,Midfielder,4011895345,42,,,,,,,,,,,,,,b2oa5dzw40auj5cgxfrp4b4r9,J. Boëtius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
