id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2482475293,8,1,1,0,23,a8d2gb2nag8fy0itbuxmcibh2,1,49.1,79.3,2022-11-06T14:31:09.556Z,2022-11-06T22:43:09Z,3899377979,140,39.6,3901417659,178,,3899377981,141,53.7,3899377985,213,4.2,3899377983,212,20.1,3899377977,56,Back,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475383,9,1,1,0,27,a8d2gb2nag8fy0itbuxmcibh2,0,45,47.9,2022-11-06T14:31:13.203Z,2022-11-06T22:43:14Z,3899378449,212,45.5,3899378453,213,0.6,3899378455,1,,3899378439,155,,3899378441,56,Left,3899378447,141,84.7,3899378443,140,81.2,3901417869,178,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475405,7,44,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,1,19,12.2,2022-11-06T14:31:16.469Z,2022-11-07T07:54:05Z,3899378559,56,Back,3899380681,285,,3899379067,233,10,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475471,10,44,1,0,30,a8d2gb2nag8fy0itbuxmcibh2,0,81,87.8,2022-11-06T14:31:16.470Z,2022-11-06T22:43:23Z,3899393145,286,,3899378911,56,Left,3899378993,233,7,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476587,17,1,1,0,30,7ad69ngbpjuyzv96drf8d9sn2,0,19.8,11.6,2022-11-06T14:31:16.513Z,2022-11-07T07:54:06Z,3899385031,56,Back,3899385035,141,9.7,3899385033,140,20.4,3899385037,212,1.4,3899385039,213,5.2,3901418495,388,,3899385029,3,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475483,11,61,1,0,33,a8d2gb2nag8fy0itbuxmcibh2,0,79.1,88.8,2022-11-06T14:31:19.585Z,2022-11-06T22:43:41Z,3899378973,56,Left,3901418981,178,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475503,8,1,1,0,35,7ad69ngbpjuyzv96drf8d9sn2,1,23.6,8.3,2022-11-06T14:31:21.354Z,2022-11-06T22:43:57Z,3899379087,56,Back,3899379093,212,7.6,3899379089,140,30.8,3901419587,178,,3899379091,141,10.0,3899379095,213,0.2,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475507,9,49,1,0,36,7ad69ngbpjuyzv96drf8d9sn2,1,28.5,9.7,2022-11-06T14:31:21.991Z,2022-11-06T22:44:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475525,10,1,1,0,36,7ad69ngbpjuyzv96drf8d9sn2,1,28.5,11.4,2022-11-06T14:31:22.231Z,2022-11-06T22:44:08Z,3901419967,178,,3899379187,140,24.5,3899379185,56,Back,3899379847,156,,3899379191,212,7.4,3899379193,213,2.2,3899379189,141,20.4,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475541,11,1,1,0,37,7ad69ngbpjuyzv96drf8d9sn2,0,25.2,16.4,2022-11-06T14:31:23.047Z,2022-11-06T22:44:15Z,3899379247,56,Back,3899379249,140,41.6,3899379253,212,17.4,3901420315,178,,3899379255,213,6.1,3899379251,141,12.9,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475555,12,49,1,0,38,a8d2gb2nag8fy0itbuxmcibh2,1,60.8,80.8,2022-11-06T14:31:24.337Z,2022-11-06T22:44:31Z,,,,,,,,,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475623,13,1,1,0,40,a8d2gb2nag8fy0itbuxmcibh2,0,61.3,85.6,2022-11-06T14:31:26.048Z,2022-11-06T22:44:36Z,3899379723,140,71.7,3899379727,212,15.6,3899379721,56,Left,3899379725,141,100.0,3899379729,213,0.8,3901421205,178,,3899379719,155,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475809,12,5,1,0,42,7ad69ngbpjuyzv96drf8d9sn2,1,31,-2,2022-11-06T14:31:28.054Z,2022-11-06T22:44:40Z,3899520779,233,14,3899380663,347,,3899380661,56,Back,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475631,14,5,1,0,42,a8d2gb2nag8fy0itbuxmcibh2,0,69,102,2022-11-06T14:31:28.054Z,2022-11-06T22:44:40Z,3899520801,233,12,3899379751,347,,3899379749,56,Left,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475965,13,1,1,0,55,7ad69ngbpjuyzv96drf8d9sn2,0,30.5,0,2022-11-06T14:31:41.106Z,2022-11-06T22:44:47Z,3899381527,141,11.2,3899381531,213,0.6,3899381523,56,Back,3899381525,140,42.2,3899381521,107,,3899381529,212,15.0,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475953,15,44,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,1,59.1,86.8,2022-11-06T14:31:42.467Z,2022-11-07T07:54:06Z,3899381659,233,14,3899381459,56,Left,3899393033,286,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482475975,14,44,1,0,56,7ad69ngbpjuyzv96drf8d9sn2,0,40.9,13.2,2022-11-06T14:31:42.468Z,2022-11-07T07:52:20Z,3899381555,56,Back,3899381839,233,15,3900623921,285,,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476007,16,1,1,0,56,a8d2gb2nag8fy0itbuxmcibh2,1,57,87.2,2022-11-06T14:31:42.530Z,2022-11-07T07:54:06Z,3899381731,141,84.7,3899381729,140,62.8,3899381721,3,,3899381733,212,6.3,3899381727,56,Left,3899381735,213,6.0,3901423325,388,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476031,17,1,1,0,58,a8d2gb2nag8fy0itbuxmcibh2,0,63.5,85.3,2022-11-06T14:31:44.483Z,2022-11-07T07:52:25Z,3899381879,141,81.0,3899381875,56,Left,3899381881,212,5.7,3899381871,3,,3901421965,388,,3899381877,140,68.2,3899381873,168,,3899381883,213,5.7,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476089,15,1,1,0,59,7ad69ngbpjuyzv96drf8d9sn2,0,34.1,17.1,2022-11-06T14:31:45.439Z,2022-11-06T22:45:04Z,3899382231,157,,3899382243,212,26.9,3899382235,56,Right,3899382247,1,,3899382241,141,15.4,3899382245,213,6.2,3899382239,140,59.7,3901422215,178,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476109,18,61,1,1,2,a8d2gb2nag8fy0itbuxmcibh2,1,38.7,83.7,2022-11-06T14:31:48.429Z,2022-11-06T22:45:43Z,3901423929,178,,3899382357,56,Back,,,,,,,,,,,,,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476137,19,49,1,1,4,a8d2gb2nag8fy0itbuxmcibh2,1,38.3,75.1,2022-11-06T14:31:50.153Z,2022-11-06T22:45:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476215,20,1,1,1,4,a8d2gb2nag8fy0itbuxmcibh2,1,38.3,75.1,2022-11-06T14:31:50.300Z,2022-11-06T22:45:58Z,3899382921,212,28.8,3899382915,56,Back,3899382923,213,3.6,3899382917,140,13.8,3899382919,141,56.0,3901424461,178,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476287,21,1,1,1,8,a8d2gb2nag8fy0itbuxmcibh2,1,13.9,54.2,2022-11-06T14:31:54.755Z,2022-11-06T22:46:03Z,3901424623,178,,3899383377,213,5.2,3899383373,141,20.4,3899383375,212,25.4,3899383369,56,Back,3899383371,140,24.2,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476371,22,1,1,1,12,a8d2gb2nag8fy0itbuxmcibh2,0,27.8,14.9,2022-11-06T14:31:58.470Z,2022-11-06T22:46:08Z,3901424779,178,,3899383829,141,33.0,3899383837,213,0.4,3899383825,56,Center,3899383827,140,58.9,3899383843,1,,3899383823,155,,3899383831,212,34.9,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482919413,1332,67,1,1,14,7ad69ngbpjuyzv96drf8d9sn2,1,40.4,67.4,2022-11-06T14:32:00.761Z,2022-11-07T07:54:07Z,3901788273,233,961,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482919409,961,67,1,1,14,a8d2gb2nag8fy0itbuxmcibh2,0,59.6,32.6,2022-11-06T14:32:00.762Z,2022-11-07T06:42:33Z,3901788277,233,1332,,,,,,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476425,16,61,1,1,14,7ad69ngbpjuyzv96drf8d9sn2,1,38.8,69,2022-11-06T14:32:00.839Z,2022-11-07T07:54:07Z,3899384085,56,Back,3901425181,178,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476481,23,1,1,1,17,a8d2gb2nag8fy0itbuxmcibh2,1,47.5,17.1,2022-11-06T14:32:03.750Z,2022-11-06T22:46:25Z,3901425549,178,,3899384427,212,6.8,3899384423,140,48.0,3899384425,141,27.0,3899384421,56,Back,3899384429,213,1.5,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476531,24,1,1,1,19,a8d2gb2nag8fy0itbuxmcibh2,1,45.8,26.4,2022-11-06T14:32:05.900Z,2022-11-06T22:46:33Z,3899384715,141,29.1,3899384711,56,Back,3899384717,212,14.0,3899384713,140,32.6,3899384719,213,3.0,3901425807,178,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476563,25,1,1,1,21,a8d2gb2nag8fy0itbuxmcibh2,1,32.6,29.1,2022-11-06T14:32:07.088Z,2022-11-06T22:46:38Z,3901426041,178,,3899384867,56,Back,3899384875,213,5.7,3899384869,140,39.6,3899384871,141,21.5,3899384873,212,9.0,,,,,,,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476575,26,1,1,1,23,a8d2gb2nag8fy0itbuxmcibh2,1,38.6,21.6,2022-11-06T14:32:09.094Z,2022-11-06T22:46:43Z,3899384957,141,14.9,3899384953,56,Back,3899384955,140,48.0,3901426215,178,,3899384961,213,5.9,3899384959,212,10.9,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476625,27,1,1,1,24,a8d2gb2nag8fy0itbuxmcibh2,1,48,14.9,2022-11-06T14:32:09.947Z,2022-11-06T22:46:57Z,3899385233,212,9.5,3899385231,141,21.5,3901426737,178,,3899385227,56,Back,3899385235,213,2.7,3899385229,140,40.0,,,,,,,9qzxygb9hyzag1szans0k2jth,M. Thorsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476675,28,1,1,1,26,a8d2gb2nag8fy0itbuxmcibh2,1,40.6,24.7,2022-11-06T14:32:12.573Z,2022-11-06T22:47:03Z,3899385525,56,Back,3899385533,212,20.6,3899385535,213,2.0,3899385531,141,52.2,3901426927,178,,3899385529,140,32.4,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476769,29,1,1,1,28,a8d2gb2nag8fy0itbuxmcibh2,1,31.9,53.1,2022-11-06T14:32:14.494Z,2022-11-06T22:47:09Z,3901427133,178,,3899386031,56,Back,3899386035,141,82.3,3899386033,140,44.0,3899386037,212,23.6,3899386039,213,1.0,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476855,30,1,1,1,32,a8d2gb2nag8fy0itbuxmcibh2,0,51.4,85.1,2022-11-06T14:32:18.378Z,2022-11-06T22:47:15Z,3899386461,141,63.1,3899386465,213,5.9,3899386459,140,85.7,3899386463,212,39.0,3899386467,1,,3899386455,56,Center,3901427309,178,,3899386451,155,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476931,18,12,1,1,34,7ad69ngbpjuyzv96drf8d9sn2,1,13.7,33.6,2022-11-06T14:32:20.358Z,2022-11-06T22:47:21Z,3899386855,140,23.6,3899386853,56,Back,3899386857,141,26.4,3901427531,178,,3899386859,212,11.5,3899386861,213,5.8,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476923,31,61,1,1,35,a8d2gb2nag8fy0itbuxmcibh2,0,77.4,70.3,2022-11-06T14:32:21.718Z,2022-11-06T22:47:42Z,3899386793,56,Center,3901428241,178,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482477091,19,12,1,1,37,7ad69ngbpjuyzv96drf8d9sn2,1,9.6,30.6,2022-11-06T14:32:23.296Z,2022-11-06T22:47:49Z,3899387701,140,12.7,3899387699,56,Back,3901428525,178,,3899387703,141,30.5,3899387707,212,3.3,3899387711,213,6.3,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482919827,975,67,1,1,37,a8d2gb2nag8fy0itbuxmcibh2,1,88,69.8,2022-11-06T14:32:23.311Z,2022-11-07T07:54:07Z,3901789559,233,1333,,,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482919821,1333,67,1,1,37,7ad69ngbpjuyzv96drf8d9sn2,0,12,30.2,2022-11-06T14:32:23.312Z,2022-11-07T06:44:29Z,3901789575,233,975,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482476935,32,61,1,1,37,a8d2gb2nag8fy0itbuxmcibh2,1,85.7,62.3,2022-11-06T14:32:23.355Z,2022-11-07T07:54:08Z,3901428583,178,,3899386865,56,Center,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
