id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/12/value
2483343777,6,1,1,0,29,go76xxm0xyfgqt1h6tcrtimm,1,28.5,3.2,2022-11-08T19:33:13.960Z,2022-11-09T07:03:14Z,3903950177,140,38.9,3904838409,178,,3903950181,212,23.9,3903950179,141,34.4,3903950183,213,1.1,3903950175,56,Back,3903950173,155,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343779,7,44,1,0,31,go76xxm0xyfgqt1h6tcrtimm,1,39.4,36.2,2022-11-08T19:33:16.164Z,2022-11-09T09:28:11Z,3903950187,56,Back,3903950189,285,,3903950199,233,6,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343775,6,44,1,0,31,eq1oq6y61xnzq88zu0cnw131z,0,60.6,63.8,2022-11-08T19:33:16.165Z,2022-11-09T07:03:21Z,3903950239,233,7,3903950171,286,,3903950169,56,Center,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343791,8,1,1,0,32,go76xxm0xyfgqt1h6tcrtimm,0,38.7,34,2022-11-08T19:33:16.292Z,2022-11-09T09:28:12Z,3903950259,213,5.4,3903950251,56,Back,3903950255,141,23.1,3903950253,140,44.3,3904838533,388,,3903950257,212,9.5,3903950249,3,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343797,7,49,1,0,33,eq1oq6y61xnzq88zu0cnw131z,1,57.1,77.7,2022-11-08T19:33:17.410Z,2022-11-09T07:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343807,8,2,1,0,33,eq1oq6y61xnzq88zu0cnw131z,1,57.1,77.7,2022-11-08T19:33:17.451Z,2022-11-09T07:03:31Z,3903950321,56,Center,3903950583,7,d2pco79bmi3f9x3zahtf9q2mt,3904838625,178,,3903950323,140,75.7,3903950325,141,63.3,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343845,9,55,1,0,33,go76xxm0xyfgqt1h6tcrtimm,1,28.2,44,2022-11-08T19:33:17.452Z,2022-11-09T07:03:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343853,10,43,1,0,41,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-08T19:33:25.674Z,2022-11-08T19:33:30Z,3903950679,144,56,3903950521,56,Back,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343925,11,1,1,0,48,go76xxm0xyfgqt1h6tcrtimm,1,24.9,39.2,2022-11-08T19:33:32.742Z,2022-11-09T07:03:35Z,3903952191,189,,3903950897,141,67.8,3903950901,213,1.2,3903950895,140,32.0,3904838675,178,,3903950893,56,Back,3903950899,212,20.8,3903950889,5,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,3903950891,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343929,12,1,1,0,54,go76xxm0xyfgqt1h6tcrtimm,1,34.2,67,2022-11-08T19:33:39.262Z,2022-11-09T07:03:40Z,3903950915,212,22.3,3903950909,56,Back,3903950913,141,34.2,3904838735,178,,3903950917,213,4.7,3903950911,140,34.1,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343939,13,1,1,0,57,go76xxm0xyfgqt1h6tcrtimm,1,38.1,28.1,2022-11-08T19:33:41.949Z,2022-11-09T07:03:56Z,3903950953,213,5.1,3903950947,140,43.6,3903950951,212,17.3,3903950949,141,4.1,3904838975,178,,3903950945,56,Back,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343973,14,1,1,1,0,go76xxm0xyfgqt1h6tcrtimm,1,41.3,7.8,2022-11-08T19:33:45.202Z,2022-11-09T07:04:02Z,3903951119,213,2.7,3904839049,178,,3903951111,56,Back,3903951115,141,16.6,3903951113,140,29.1,3903951117,212,14.1,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343977,15,1,1,1,4,go76xxm0xyfgqt1h6tcrtimm,0,27.6,6.4,2022-11-08T19:33:48.330Z,2022-11-09T07:04:06Z,3903951797,286,,3904839093,178,,3903951791,236,,3903951771,141,7.1,3903951129,56,Back,3903951775,213,0.2,3903951793,233,9,3903951773,212,2.7,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,3903951769,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343987,9,74,1,1,4,eq1oq6y61xnzq88zu0cnw131z,1,68.8,93.2,2022-11-08T19:33:48.449Z,2022-11-09T07:04:09Z,3904839121,389,,3903951697,285,,3903951165,56,Left,3903951807,233,15,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343989,10,49,1,1,4,eq1oq6y61xnzq88zu0cnw131z,1,69.8,91.7,2022-11-08T19:33:49.250Z,2022-11-09T07:04:15Z,,,,,,,,,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483343985,16,43,1,1,5,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-08T19:33:49.526Z,2022-11-08T19:34:05Z,3903951695,144,61,3903951157,56,Back,,,,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344033,11,4,1,1,5,eq1oq6y61xnzq88zu0cnw131z,1,72.8,90.1,2022-11-08T19:33:50.240Z,2022-11-09T07:04:18Z,3903951377,295,,3903951393,233,17,3903951383,286,,3903951375,13,,3903951379,56,Left,3903951381,152,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344019,17,4,1,1,5,go76xxm0xyfgqt1h6tcrtimm,0,27.2,9.9,2022-11-08T19:33:50.241Z,2022-11-09T07:04:18Z,3903951315,152,,3903951309,13,,3903951313,56,Back,3903951311,295,,3903951401,233,11,3904839255,178,,3903951317,285,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344049,18,17,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-08T19:33:55.994Z,2022-11-09T07:07:22Z,3903951461,31,,3903951465,13,243,3903951463,393,,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344357,12,1,1,2,0,eq1oq6y61xnzq88zu0cnw131z,1,80.2,92.6,2022-11-08T19:34:44.411Z,2022-11-09T07:08:47Z,3903952827,5,,3903952839,212,28.7,3903952833,56,Center,3904841931,178,,3903952835,140,93.4,3903952837,141,55.7,3903952829,155,,3903952825,2,,98e7uohj6lcvf59sfssff2y8l,P. Förster,3903952841,213,5.2,3903952831,152,3904710017,224,3904710019,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344359,13,1,1,2,1,eq1oq6y61xnzq88zu0cnw131z,1,89.5,60.4,2022-11-08T19:34:45.581Z,2022-11-09T07:08:58Z,3904842045,21,,3904842043,388,,3903956411,140,94.3,3903956409,168,,3903956417,213,5.0,3904195557,154,,3903952851,56,Center,3903956415,212,15.8,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,3904195555,210,13,3903956413,141,,,,,1,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344367,14,13,1,2,2,eq1oq6y61xnzq88zu0cnw131z,1,95,39,2022-11-08T19:34:46.452Z,2022-11-09T07:08:59Z,3903954361,102,35.6,3903954221,24,,3904842099,178,,3903954351,75,,3903954355,154,,3904195589,60,,3903952895,56,Center,3903954369,231,46.2,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,3904195591,391,,3903954353,29,3903954363,103,3903954223,20,,,26.4,3903954365,328,3903954367,230,99.0,3903954357,55,13,,,,,,,,,,,,,,,,,,,
2483344369,15,5,1,2,2,eq1oq6y61xnzq88zu0cnw131z,0,100.8,38.6,2022-11-08T19:34:46.991Z,2022-11-09T07:09:00Z,3903952907,56,Center,3903952933,233,19,3903952909,346,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344351,19,5,1,2,2,go76xxm0xyfgqt1h6tcrtimm,1,-0.8,61.4,2022-11-08T19:34:46.991Z,2022-11-09T07:09:01Z,3903952797,346,,3903952795,56,Back,3903952911,233,15,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344493,20,1,1,2,25,go76xxm0xyfgqt1h6tcrtimm,1,5.1,49.3,2022-11-08T19:35:09.494Z,2022-11-09T07:09:04Z,3903953593,56,Back,3903953599,140,40.9,3903953601,141,32.2,3903960525,189,,3903953583,124,,3903953607,1,,3903953589,155,,3903953611,74,,8dq80nkl6nbdejj2ti0mb2w6i,J. Olschowsky,3903953605,213,6.0,3903953603,212,,,,,,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344495,21,1,1,2,27,go76xxm0xyfgqt1h6tcrtimm,0,45.4,29.5,2022-11-08T19:35:11.743Z,2022-11-09T07:09:07Z,3903953617,140,74.9,3903959511,155,,3903953619,141,51.8,3903953621,212,34.5,3903959573,189,,3904842199,178,,3903953625,1,,3903953623,213,0.5,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,3903953615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344515,16,59,1,2,30,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-11-08T19:35:14.710Z,2022-11-09T07:09:11Z,3903953709,56,Back,,,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344517,17,1,1,2,30,eq1oq6y61xnzq88zu0cnw131z,0,25.1,46.3,2022-11-08T19:35:14.827Z,2022-11-09T07:09:14Z,3903953717,140,63.0,3903953723,213,6.3,3903953715,56,Center,3903953713,157,,3903953725,1,,3903953719,141,44.6,3903953721,212,39.8,3904842309,178,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344529,22,1,1,2,34,go76xxm0xyfgqt1h6tcrtimm,0,41.6,62.1,2022-11-08T19:35:18.724Z,2022-11-09T07:09:20Z,3903953777,212,23.9,3903953773,140,64.0,3903953769,3,,3903953775,141,68.5,3903953771,56,Center,3904842431,178,,3903953779,213,0.2,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344569,18,1,1,2,35,eq1oq6y61xnzq88zu0cnw131z,0,36.8,25.2,2022-11-08T19:35:20.172Z,2022-11-09T07:09:25Z,3903953921,212,41.6,3903953919,141,0.0,3903953915,56,Right,3903953923,213,5.8,3903953925,1,,3903954015,3,,3903953917,140,72.4,3904842527,388,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344587,24,56,1,2,41,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-11-08T19:35:25.495Z,2022-11-09T07:09:27Z,3903954001,56,Back,,,,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344599,19,5,1,2,42,eq1oq6y61xnzq88zu0cnw131z,0,66.8,-1.6,2022-11-08T19:35:27.240Z,2022-11-09T07:09:31Z,3903954059,56,Right,3903955009,233,23,3903954061,347,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344585,23,5,1,2,42,go76xxm0xyfgqt1h6tcrtimm,1,33.2,101.6,2022-11-08T19:35:27.240Z,2022-11-09T07:09:31Z,3903953993,56,Back,3903953995,347,,3903954993,233,19,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344667,25,1,1,2,56,go76xxm0xyfgqt1h6tcrtimm,1,32.5,100,2022-11-08T19:35:40.704Z,2022-11-09T07:09:35Z,3903954387,141,97.9,3903954383,56,Back,3903954385,140,47.8,3903954381,107,,3903954391,213,6.1,3903954389,212,16.2,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483523087,910,67,1,2,58,go76xxm0xyfgqt1h6tcrtimm,1,45.3,95,2022-11-08T19:35:42.704Z,2022-11-09T09:28:12Z,3904877689,233,839,,,,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483523085,839,67,1,2,58,eq1oq6y61xnzq88zu0cnw131z,0,54.7,5,2022-11-08T19:35:42.705Z,2022-11-09T07:41:28Z,3904877693,233,910,,,,,,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344671,26,50,1,2,59,go76xxm0xyfgqt1h6tcrtimm,1,47.1,97.8,2022-11-08T19:35:43.450Z,2022-11-09T07:09:44Z,3903954409,286,,3903954515,233,20,3903954407,56,Back,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344687,20,7,1,2,59,eq1oq6y61xnzq88zu0cnw131z,1,52.9,2.2,2022-11-08T19:35:43.584Z,2022-11-09T07:09:50Z,3904710359,383,,3903954479,285,,3904843011,178,,3903954475,167,,3903954477,56,Right,3903954507,233,26,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344691,21,5,1,3,0,eq1oq6y61xnzq88zu0cnw131z,0,54.9,-1.5,2022-11-08T19:35:44.743Z,2022-11-09T07:09:53Z,3903954665,233,27,3903954497,56,Right,3903954499,347,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344721,27,5,1,3,0,go76xxm0xyfgqt1h6tcrtimm,1,45.1,101.5,2022-11-08T19:35:44.743Z,2022-11-09T07:09:53Z,3903954631,56,Back,3903954635,233,21,3903954633,347,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344819,28,1,1,3,20,go76xxm0xyfgqt1h6tcrtimm,1,51.8,100,2022-11-08T19:36:04.870Z,2022-11-09T07:09:58Z,3903955143,107,,3903955145,56,Left,3903955149,141,97.3,3903955151,212,15.2,3903955153,213,6.1,3903955147,140,66.0,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483523107,912,67,1,3,21,go76xxm0xyfgqt1h6tcrtimm,1,67.5,91.3,2022-11-08T19:36:06.234Z,2022-11-09T09:28:13Z,3904877873,233,840,,,,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483523105,840,67,1,3,21,eq1oq6y61xnzq88zu0cnw131z,0,32.5,8.7,2022-11-08T19:36:06.235Z,2022-11-09T07:41:49Z,3904877891,233,912,,,,,,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344827,29,1,1,3,22,go76xxm0xyfgqt1h6tcrtimm,0,66,97.3,2022-11-08T19:36:06.291Z,2022-11-09T09:28:14Z,3903955199,140,70.5,3903955207,212,11.9,3903955193,56,Left,3903955205,141,81.2,3903955211,213,5.1,3904843277,178,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483344847,22,1,1,3,23,eq1oq6y61xnzq88zu0cnw131z,0,27.3,20.4,2022-11-08T19:36:07.373Z,2022-11-09T07:10:05Z,3903955315,212,31.8,3903955309,56,Center,3904843387,178,,3903955313,141,32.2,3903955319,1,,3903955311,140,56.6,3903955307,157,,3903955317,213,0.3,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
